no_civiq,Rue,Rue_De,Rue_A,Nom_parc,Sigle,Nom_arrond,Invent,Coord_X,Coord_Y,Injections,Longitude,Latitude 
5570,"4e, avenue","Masson, rue","Dandurand, rue",,FRPE,Rosemont-La Petite-Patrie,R,298700.04,5045311,2017,-73.57812023,45.54768587
0,"4e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPEMS,Rosemont-La Petite-Patrie,R,299257.584,5045072,2017,-73.57097725,45.54553992
0,"4e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299139.631,5045122,2017,-73.57248835,45.54598889
0,"4e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299131.385,5045125.5,2017,-73.57259399,45.54602032
6606,"41e, avenue","Beaubien Est, rue","Saint-Zotique Est, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299157.958,5048254.5,2017,-73.57228979,45.57417632
6915,"42e, avenue","Thackeray, rue","Bélanger, rue",,FRPE,Rosemont-La Petite-Patrie,R,298834.709,5048500.5,2017,-73.57643448,45.5763872
0,"42e, avenue","Saint-Zotique Est, rue","Palmerston, rue",,FRPE,Rosemont-La Petite-Patrie,R,299060.045,5048402,2017,-73.57354605,45.57550277
0,"42e, avenue","Saint-Zotique Est, rue","Palmerston, rue",,FRPE,Rosemont-La Petite-Patrie,R,299050.629,5048406.5,2017,-73.57366675,45.57554318
0,"42e, avenue","Saint-Zotique Est, rue","Palmerston, rue",,FRPE,Rosemont-La Petite-Patrie,R,299040.599,5048411,2017,-73.57379532,45.57558359
6770,"42e, avenue","Saint-Zotique Est, rue","Palmerston, rue",,FRPE,Rosemont-La Petite-Patrie,R,299030.4962,5048395.6391,2017,-73.57392458,45.57544528
6800,"42e, avenue","Palmerston, rue","Churchill, rue",,FRPE,Rosemont-La Petite-Patrie,R,298947.864,5048432.5,2017,-73.57498379,45.57577628
6800,"42e, avenue","Palmerston, rue","Churchill, rue",,FRPE,Rosemont-La Petite-Patrie,R,298918.835,5048445.5,2017,-73.5753559,45.57589301
0,"42e, avenue","Palmerston, rue","Churchill, rue",,FRPE,Rosemont-La Petite-Patrie,R,298977.405,5048419.5,2017,-73.57460512,45.57565955
0,"42e, avenue","Saint-Zotique Est, rue","Palmerston, rue",,FRPE,Rosemont-La Petite-Patrie,R,299040.87,5048392,2017,-73.57379162,45.57541262
5137,"5e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299140.648,5045206.5,2017,-73.57247631,45.54674926
5167,"5e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299108.245,5045221,2017,-73.57289144,45.54687947
5185,"5e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299094.406,5045226.5,2017,-73.57306873,45.54692885
5227,"5e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299057.84,5045242.5,2017,-73.5735372,45.54707252
5287,"5e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299003.272,5045266,2017,-73.57423631,45.54728353
5339,"5e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,298967.719,5045281.5,2017,-73.57469181,45.54742271
5252,"5e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299022.286,5045246,2017,-73.57399257,45.54710372
5316,"5e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,298979.183,5045264.5,2017,-73.57454479,45.54726983
5326,"5e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,298968.231,5045269.5,2017,-73.57468511,45.54731473
6052,"5e, avenue","Rosemont, boulevard","Bellechasse, rue de",,FRPE,Rosemont-La Petite-Patrie,R,298154.825,5045645,2017,-73.58510716,45.55068633
6208,"5e, avenue","Bellechasse, rue de","6e, avenue",,FRPE,Rosemont-La Petite-Patrie,R,298126.041,5045664.5,2017,-73.58547607,45.55086152
6210,"5e, avenue","Bellechasse, rue de","6e, avenue",,FRPE,Rosemont-La Petite-Patrie,R,298118.69,5045669.5,2017,-73.58557028,45.55090644
6226,"5e, avenue","Bellechasse, rue de","6e, avenue",,FRAM,Rosemont-La Petite-Patrie,R,298099.807,5045682.5,2017,-73.5858123,45.55102324
6262,"5e, avenue","Bellechasse, rue de","6e, avenue",,FRPE,Rosemont-La Petite-Patrie,R,298065.041,5045705.5,2017,-73.58625788,45.55122986
6342,"5e, avenue","Bellechasse, rue de","6e, avenue",,FRPE,Rosemont-La Petite-Patrie,R,297978.376,5045763,2017,-73.58736865,45.55174643
6352,"5e, avenue","Bellechasse, rue de","6e, avenue",,FRPE,Rosemont-La Petite-Patrie,R,297968.856,5045769,2017,-73.58749066,45.55180032
0,"5e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299153.475,5045189.5,2017,-73.57231184,45.54659639
4801,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299466.379,5045139.5,2017,-73.56830411,45.54614894
4801,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299456.028,5045144.5,2017,-73.56843673,45.54619385
4821,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPESU,Rosemont-La Petite-Patrie,R,299434.332,5045154,2017,-73.56871468,45.54627917
4831,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299423.221,5045158.5,2017,-73.56885702,45.54631958
4841,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299412.753,5045163,2017,-73.56899113,45.54635999
4851,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299390.59,5045172.5,2017,-73.56927506,45.5464453
4877,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299376.204,5045178.5,2017,-73.56945936,45.54649918
4895,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299366.729,5045182.5,2017,-73.56958074,45.5465351
4895,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299356.159,5045187,2017,-73.56971616,45.54657551
4949,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299316.282,5045204.5,2017,-73.57022703,45.54673267
4953,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299308.388,5045207.5,2017,-73.57032816,45.5467596
4965,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299297.686,5045212.5,2017,-73.57046527,45.54680451
4973,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299278.445,5045220.5,2017,-73.57071177,45.54687634
4991,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299269.382,5045224.5,2017,-73.57082788,45.54691226
4997,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299257.744,5045229,2017,-73.57097698,45.54695266
5003,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299241.604,5045236,2017,-73.57118375,45.54701552
5145,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299148.591,5045275.713,2017,-73.57237538,45.54737213
5153,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299141.429,5045279,2017,-73.57246714,45.54740165
5161,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299132.598,5045283,2017,-73.57258028,45.54743757
5181,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299121.779,5045287.5,2017,-73.57271889,45.54747797
5185,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299112.188,5045291.5,2017,-73.57284176,45.54751389
5221,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299072.071,5045309,2017,-73.57335573,45.54767103
5247,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299050.96,5045318,2017,-73.5736262,45.54775184
5257,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299042.071,5045322,2017,-73.57374009,45.54778776
5261,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299032.832,5045326,2017,-73.57385845,45.54782368
5275,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299020.551,5045331,2017,-73.57401579,45.54786857
5283,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPESU,Rosemont-La Petite-Patrie,R,299013.533,5045334,2017,-73.57410571,45.5478955
5301,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPESU,Rosemont-La Petite-Patrie,R,299001.031,5045339.5,2017,-73.57426588,45.54794489
5467,"6e, avenue","Masson, rue","Dandurand, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,298875.01,5045395.5,2017,-73.57588047,45.54844774
5477,"6e, avenue","Masson, rue","Dandurand, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,298864.368,5045400,2017,-73.57601682,45.54848814
5491,"6e, avenue","Masson, rue","Dandurand, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,298853.362,5045404.5,2017,-73.57615783,45.54852854
5503,"6e, avenue","Masson, rue","Dandurand, rue",,FRPE,Rosemont-La Petite-Patrie,R,298837.339,5045411.5,2017,-73.57636312,45.54859139
5523,"6e, avenue","Masson, rue","Dandurand, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,298820.892,5045418.5,2017,-73.57657384,45.54865424
5537,"6e, avenue","Masson, rue","Dandurand, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,298800.515,5045427,2017,-73.57683491,45.54873055
5549,"6e, avenue","Masson, rue","Dandurand, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,298793.44,5045430,2017,-73.57692555,45.54875748
5561,"6e, avenue","Masson, rue","Dandurand, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,298778.263,5045436.5,2017,-73.57712,45.54881584
6341,"6e, avenue","5e, avenue","Beaubien Est, rue",,FRPE,Rosemont-La Petite-Patrie,R,297925.312,5045805,2017,-73.58804886,45.55212383
6341,"6e, avenue","5e, avenue","Beaubien Est, rue",,FRAM,Rosemont-La Petite-Patrie,R,297916.905,5045808.5,2017,-73.58815658,45.55215525
6341,"6e, avenue","5e, avenue","Beaubien Est, rue",,FRPE,Rosemont-La Petite-Patrie,R,297908.309,5045812.5,2017,-73.58826673,45.55219115
6341,"6e, avenue","5e, avenue","Beaubien Est, rue",,FRPE,Rosemont-La Petite-Patrie,R,297891.114,5045819.5,2017,-73.58848706,45.55225397
0,"6e, avenue","Paradis, rue","Quévillon, rue",,FRPE,Rosemont-La Petite-Patrie,R,297462.979,5046004.5,2017,-73.59397326,45.55391429
0,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRAMMA,Rosemont-La Petite-Patrie,R,299196.926,5045255.5,2017,-73.57175614,45.54719063
4820,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299431.35,5045144,2017,-73.56875276,45.54618916
4850,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPESU,Rosemont-La Petite-Patrie,R,299407.518,5045154.511,2017,-73.56905807,45.54628356
4850,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPESU,Rosemont-La Petite-Patrie,R,299400.265,5045157.512,2017,-73.56915099,45.54631051
4866,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299382.602,5045164.738,2017,-73.56937727,45.54637539
4874,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPEPA,Rosemont-La Petite-Patrie,R,299363.488,5045173.038,2017,-73.56962214,45.54644993
4960,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299303.065,5045199,2017,-73.57039623,45.54668307
4968,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299292.539,5045203.5,2017,-73.57053109,45.54672348
4972,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299283.475,5045207,2017,-73.5706472,45.5467549
4990,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299264.411,5045215.5,2017,-73.57089144,45.54683124
5000,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299255.347,5045219,2017,-73.57100756,45.54686266
5010,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299237.51,5045226.5,2017,-73.57123607,45.54693001
5010,"6e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299247.51,5045222.5,2017,-73.57110796,45.54689409
5130,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299161.896,5045259.5,2017,-73.5722048,45.54722634
5146,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPEPA,Rosemont-La Petite-Patrie,R,299147.978,5045265.5,2017,-73.57238312,45.54728022
5158,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299130.317,5045273,2017,-73.57260938,45.54734757
5168,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299123.007,5045276,2017,-73.57270303,45.5473745
5186,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299111.896,5045281,2017,-73.57284538,45.5474194
5192,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPESU,Rosemont-La Petite-Patrie,R,299102.48,5045285,2017,-73.57296602,45.54745532
5198,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299093.65,5045289,2017,-73.57307915,45.54749124
5204,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299087.38,5045291.711,2017,-73.57315947,45.54751558
5220,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299073.129,5045297.534,2017,-73.57334205,45.54756786
5228,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299059.966,5045303.5,2017,-73.57351069,45.54762144
5240,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299048.153,5045308.5,2017,-73.57366204,45.54766633
5256,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRAMMA,Rosemont-La Petite-Patrie,R,299030.551,5045316,2017,-73.57388755,45.54773368
5302,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,298993.768,5045332,2017,-73.57435881,45.54787734
6370,"6e, avenue","5e, avenue","Beaubien Est, rue",,FRPE,Rosemont-La Petite-Patrie,R,297948.121,5045781.5,2017,-73.5877564,45.5519126
6430,"6e, avenue","5e, avenue","Beaubien Est, rue",,FRPE,Rosemont-La Petite-Patrie,R,297907.544,5045799.5,2017,-73.58827635,45.55207417
0,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299179.03,5045252,2017,-73.57198529,45.54715899
0,"6e, avenue","Delfosse, rue","Bélanger, rue",,FRAM,Rosemont-La Petite-Patrie,R,297340.96,5046042,2017,-73.59553666,45.55425043
0,"6e, avenue","Laurier Est, avenue","Masson, rue",,FRAMMA,Rosemont-La Petite-Patrie,R,299193.768,5045246,2017,-73.57179648,45.54710512
0,"6e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299454.04,5045134.5,2017,-73.56846208,45.54610385
4801,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299490.862,5045202.5,2017,-73.56799126,45.54671602
4849,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299448.438,5045221.5,2017,-73.56853477,45.54688667
4859,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299439.952,5045225.5,2017,-73.56864349,45.5469226
4869,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299428.875,5045229.5,2017,-73.56878539,45.5469585
4879,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299404.834,5045240,2017,-73.56909339,45.5470528
4971,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299323.047,5045275.5,2017,-73.57014119,45.5473716
4993,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPEMS,Rosemont-La Petite-Patrie,R,299306.099,5045282.5,2017,-73.57035832,45.54743446
5007,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299300.538,5045285,2017,-73.57042956,45.54745691
5013,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299287.104,5045290,2017,-73.57060166,45.5475018
5019,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299277.794,5045294,2017,-73.57072094,45.54753772
5035,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPEMS,Rosemont-La Petite-Patrie,R,299253.87,5045304.5,2017,-73.57102744,45.54763201
5035,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPEMS,Rosemont-La Petite-Patrie,R,299266.716,5045299,2017,-73.57086287,45.54758262
5111,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299197.657,5045329,2017,-73.57174762,45.54785202
5135,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299174.677,5045339,2017,-73.57204204,45.54794182
5153,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299154.171,5045347.5,2017,-73.57230475,45.54801814
5175,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299133.194,5045356,2017,-73.5725735,45.54809445
5181,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299124.355,5045360.5,2017,-73.57268675,45.54813487
5227,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299079.816,5045380,2017,-73.57325738,45.54830998
5247,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299056.829,5045389.5,2017,-73.57355188,45.54839527
5437,"7e, avenue","Masson, rue","Dandurand, rue",,FRPE,Rosemont-La Petite-Patrie,R,298920.597,5045447.5,2017,-73.57529727,45.54891604
5469,"7e, avenue","Masson, rue","Dandurand, rue",,FRPE,Rosemont-La Petite-Patrie,R,298877.936,5045465.5,2017,-73.57584385,45.54907765
5477,"7e, avenue","Masson, rue","Dandurand, rue",,FRPE,Rosemont-La Petite-Patrie,R,298868.036,5045470,2017,-73.57597069,45.54911806
0,"7e, avenue","Mont-Royal Est, avenue du","Claude-Jodoin, rue",,FRPESU,Rosemont-La Petite-Patrie,R,299596.71,5045159.52,2017,-73.56663527,45.54633007
4830,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299458.926,5045204,2017,-73.56840026,45.54672928
4840,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299450.323,5045208,2017,-73.56851048,45.5467652
4858,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299440.777,5045212,2017,-73.56863278,45.54680112
4872,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRAM,Rosemont-La Petite-Patrie,R,299423.453,5045219.5,2017,-73.56885472,45.54686848
4884,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299413.318,5045224.5,2017,-73.56898457,45.54691339
4898,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299390.691,5045233.5,2017,-73.56927444,45.5469942
4904,"7e, avenue","Gilford, rue","Saint-Joseph Est, boulevard",,FRPE,Rosemont-La Petite-Patrie,R,299381.854,5045237.5,2017,-73.56938765,45.54703013
4980,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299304.78,5045270,2017,-73.57037507,45.54732197
5000,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299287.692,5045277.5,2017,-73.57059399,45.54738932
5012,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPE,Rosemont-La Petite-Patrie,R,299274.965,5045283,2017,-73.57075704,45.54743871
5012,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPEMS,Rosemont-La Petite-Patrie,R,299256.463,5045291,2017,-73.57099408,45.54751055
5012,"7e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",,FRPEMS,Rosemont-La Petite-Patrie,R,299246.917,5045295,2017,-73.57111638,45.54754647
5132,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299180.333,5045324,2017,-73.57196943,45.54780689
5140,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299163.245,5045331.5,2017,-73.57218836,45.54787424
5170,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299137.437,5045343.5,2017,-73.57251901,45.54798201
5190,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299107.386,5045355,2017,-73.572904,45.54808524
5200,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299099.254,5045359,2017,-73.57300819,45.54812117
5216,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299081.931,5045366.5,2017,-73.57323013,45.54818852
5234,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299069.91,5045372,2017,-73.57338415,45.54823791
5240,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299056.946,5045377.5,2017,-73.57355024,45.54828729
5254,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299043.276,5045383.5,2017,-73.57372538,45.54834117
5266,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299029.017,5045389,2017,-73.57390805,45.54839054
5282,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299019.117,5045393,2017,-73.57403489,45.54842645
5444,"7e, avenue","Masson, rue","Dandurand, rue",,FRPE,Rosemont-La Petite-Patrie,R,298905.63,5045441,2017,-73.57548888,45.54885742
5476,"7e, avenue","Masson, rue","Dandurand, rue",,FRPE,Rosemont-La Petite-Patrie,R,298878.407,5045453,2017,-73.57583767,45.54896517
5488,"7e, avenue","Masson, rue","Dandurand, rue",,FRPE,Rosemont-La Petite-Patrie,R,298863.322,5045458.5,2017,-73.57603093,45.54901454
0,"7e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299207.32,5045312.5,2017,-73.57162368,45.54770362
5115,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299224.839,5045389.5,2017,-73.5714002,45.54839664
5127,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRAM,Rosemont-La Petite-Patrie,R,299215.031,5045394,2017,-73.57152586,45.54843705
5131,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299201.643,5045399.5,2017,-73.57169738,45.54848643
5137,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299193.549,5045403,2017,-73.57180108,45.54851786
5155,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRPESU,Rosemont-La Petite-Patrie,R,299165.021,5045415.5,2017,-73.57216658,45.54863011
5191,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRPESU,Rosemont-La Petite-Patrie,R,299148.678,5045422.5,2017,-73.57237596,45.54869297
5207,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299131.25,5045430,2017,-73.57259925,45.54876031
5221,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRPEMS,Rosemont-La Petite-Patrie,R,299120.495,5045434.5,2017,-73.57273704,45.54880072
5233,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299106.463,5045440.5,2017,-73.57291682,45.54885459
5237,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299095.86,5045445,2017,-73.57305266,45.548895
5473,"8e, avenue","Masson, rue","Dandurand, rue",,FRPE,Rosemont-La Petite-Patrie,R,298932.061,5045515,2017,-73.57515126,45.54952352
5995,"8e, avenue","Rosemont, boulevard","Bellechasse, rue de",,FRPE,Rosemont-La Petite-Patrie,R,298263.375,5045796.5,2017,-73.58371894,45.5520506
6467,"8e, avenue","Bellechasse, rue de","Beaubien Est, rue",,FRPE,Rosemont-La Petite-Patrie,R,297981.229,5045917,2017,-73.58733425,45.5531322
5100,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299240.76,5045371.5,2017,-73.5711961,45.54823479
5110,"8e, avenue","Laurier Est, avenue","Masson, rue",,FRPE,Rosemont-La Petite-Patrie,R,299227.966,5045377,2017,-73.57136001,45.54828418
