no_civiq,Rue,Rue_De,Rue_A,Nom_parc,Sigle,Nom_arrond,Invent,Coord_X,Coord_Y,Injections,Longitude,Latitude 
1514,"De Chambly, rue","Béliveau, rue","Adam, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,301664.795,5044933.5,2017,-73.54014916,45.54430864
0,"De Chambly, rue","Sainte-Catherine Est, rue","Béliveau, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,301790.802,5044879,2017,-73.53853519,45.54381879
367,"De Contrecoeur, rue","Bellerive, rue","Notre-Dame Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303960.156,5052146.5,2017,-73.51076737,45.60922003
367,"De Contrecoeur, rue","Bellerive, rue","Notre-Dame Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303950.094,5052148.5,2017,-73.51089637,45.60923801
521,"De Contrecoeur, rue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303879.875,5052166,2017,-73.51179666,45.60939539
533,"De Contrecoeur, rue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303869.063,5052169,2017,-73.51193528,45.60942237
549,"De Contrecoeur, rue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303842.656,5052176,2017,-73.51227385,45.60948532
571,"De Contrecoeur, rue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303801.781,5052186,2017,-73.51279792,45.60957525
571,"De Contrecoeur, rue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303816.344,5052182,2017,-73.51261121,45.60953928
3015,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303068.906,5052368.5,2017,-73.52219458,45.61121599
3033,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303055.25,5052371.5,2017,-73.52236968,45.61124295
3041,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,303041.625,5052375,2017,-73.52254438,45.61127441
3057,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303028.781,5052378.5,2017,-73.52270907,45.61130587
3065,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303018.281,5052380.5,2017,-73.5228437,45.61132384
3085,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303000.25,5052385,2017,-73.52307489,45.61136429
3101,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302955.469,5052395.5,2017,-73.52364907,45.61145865
3101,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302974.625,5052391,2017,-73.52340346,45.61141821
3101,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302964.563,5052393.5,2017,-73.52353247,45.61144068
3201,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302899.531,5052410,2017,-73.52436632,45.61158898
3315,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302848,5052422.5,2017,-73.52502706,45.61170131
3355,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302836.781,5052425,2017,-73.52517091,45.61172378
3375,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302819.594,5052430,2017,-73.52539129,45.61176872
0,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302928.469,5052402.5,2017,-73.52399527,45.61152157
0,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302919.594,5052405,2017,-73.52410907,45.61154404
0,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302911.437,5052407,2017,-73.52421366,45.61156201
0,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,303083.438,5052365,2017,-73.52200825,45.61118453
524,"De Contrecoeur, rue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303871.656,5052157,2017,-73.51190202,45.6093144
530,"De Contrecoeur, rue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303864.125,5052159.5,2017,-73.51199857,45.60933688
560,"De Contrecoeur, rue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303830.969,5052167.5,2017,-73.51242367,45.60940882
566,"De Contrecoeur, rue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303797.406,5052176,2017,-73.51285399,45.60948526
566,"De Contrecoeur, rue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303820.125,5052170,2017,-73.51256271,45.6094313
3020,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303054.344,5052360.5,2017,-73.52238125,45.61114397
3050,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303032.531,5052365.5,2017,-73.52266094,45.6111889
3050,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303020.75,5052368.5,2017,-73.522812,45.61121587
3064,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302998.375,5052374,2017,-73.52309889,45.6112653
3064,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303006.625,5052373,2017,-73.52299311,45.61125633
3074,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302988.625,5052377,2017,-73.52322391,45.61129227
3078,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302953.813,5052385.5,2017,-73.52367027,45.61136867
3078,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302964.313,5052382.5,2017,-73.52353564,45.6113417
3200,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302895.688,5052399.5,2017,-73.52441555,45.61149448
3250,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302866.625,5052407,2017,-73.52478821,45.61156189
3300,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302856.625,5052410,2017,-73.52491643,45.61158886
3300,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPEPA,Mercier-Hochelaga-Maisonneuve,R,302844.469,5052412.5,2017,-73.52507229,45.61161132
3330,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302834.594,5052415.5,2017,-73.52519892,45.61163829
3380,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302805.719,5052422.5,2017,-73.52556916,45.61170119
0,"De Contrecoeur, rue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303897.875,5052150,2017,-73.51156586,45.60925144
0,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303080.719,5052354,2017,-73.52204308,45.61108555
0,"De Contrecoeur, rue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303071.969,5052356,2017,-73.52215527,45.61110352
0,"De Contrecoeur, rue","De Teck, rue","Sherbrooke Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302910.313,5052396.5,2017,-73.52422803,45.61146753
9121,"De Forbin-Janson, rue","Paul-Pau, rue","Taillon, rue",,FRAM,Mercier-Hochelaga-Maisonneuve,R,302462.469,5052140,2017,-73.52996869,45.60915811
9131,"De Forbin-Janson, rue","Paul-Pau, rue","Taillon, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302466.813,5052150.5,2017,-73.52991305,45.60925261
9139,"De Forbin-Janson, rue","Paul-Pau, rue","Taillon, rue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,302469.063,5052157.5,2017,-73.52988424,45.60931561
9145,"De Forbin-Janson, rue","Paul-Pau, rue","Taillon, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302471.938,5052165,2017,-73.52984741,45.6093831
8740,"De Forbin-Janson, rue","Des Ormeaux, rue","Mousseau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302310.656,5051729.5,2017,-73.53191294,45.6054638
8764,"De Forbin-Janson, rue","Des Ormeaux, rue","Mousseau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302319.719,5051750.5,2017,-73.53179686,45.6056528
9130,"De Forbin-Janson, rue","Paul-Pau, rue","Taillon, rue",,FRAM,Mercier-Hochelaga-Maisonneuve,R,302482.781,5052145.5,2017,-73.52970831,45.60920767
9130,"De Forbin-Janson, rue","Paul-Pau, rue","Taillon, rue",,FRAM,Mercier-Hochelaga-Maisonneuve,R,302477.75,5052133.5,2017,-73.52977275,45.60909968
9130,"De Forbin-Janson, rue","Paul-Pau, rue","Taillon, rue",,FRAM,Mercier-Hochelaga-Maisonneuve,R,302487.625,5052158,2017,-73.52964626,45.60932017
0,"De Forbin-Janson, rue","Paul-Pau, rue","Taillon, rue",,FRAM,Mercier-Hochelaga-Maisonneuve,R,302475.125,5052125,2017,-73.52980636,45.60902318
0,"De Forbin-Janson, rue","Paul-Pau, rue","Taillon, rue",,FRAM,Mercier-Hochelaga-Maisonneuve,R,302471.281,5052116.5,2017,-73.52985561,45.60894668
9210,"De Grosbois, rue","Taillon, rue","Jacques-Porlier, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302338.531,5052254,2017,-73.53155824,45.61018349
9230,"De Grosbois, rue","Taillon, rue","Jacques-Porlier, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302341.969,5052264,2017,-73.53151421,45.61027348
9250,"De Grosbois, rue","Taillon, rue","Jacques-Porlier, rue",,FRAM,Mercier-Hochelaga-Maisonneuve,R,302346.531,5052276,2017,-73.53145578,45.61038148
9250,"De Grosbois, rue","Taillon, rue","Jacques-Porlier, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302351.156,5052288.5,2017,-73.53139655,45.61049397
0,"De Grosbois, rue","Taillon, rue","Jacques-Porlier, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302334.656,5052243.5,2017,-73.53160786,45.61008899
5965,"Marseille, rue de","Bossuet, rue","De Cadillac, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301510.686,5048336,2017,-73.54214555,45.57492478
5989,"Marseille, rue de","Bossuet, rue","De Cadillac, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301520.187,5048356,2017,-73.54202395,45.57510479
6001,"Marseille, rue de","De Cadillac, rue","Du Quesne, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301536.934,5048390.5,2017,-73.5418096,45.57541531
6405,"Marseille, rue de","Repentigny, avenue de","Repentigny, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301627.029,5048850.5,2017,-73.54065821,45.57955495
6415,"Marseille, rue de","Repentigny, avenue de","Repentigny, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301630.967,5048857.5,2017,-73.54060779,45.57961795
6425,"Marseille, rue de","Repentigny, avenue de","Granby, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301636.618,5048870.5,2017,-73.54053546,45.57973496
6435,"Marseille, rue de","Repentigny, avenue de","Granby, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301641.743,5048881.5,2017,-73.54046986,45.57983396
8325,"Marseille, rue de","Lapointe, boulevard","Saint-Donat, rue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,302569.563,5051033,2017,-73.52859062,45.59919738
8369,"Marseille, rue de","Lapointe, boulevard","Saint-Donat, rue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,302583.188,5051065.5,2017,-73.52841612,45.59948987
8383,"Marseille, rue de","Lapointe, boulevard","Saint-Donat, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,302588.125,5051077.5,2017,-73.52835288,45.59959786
8485,"Marseille, rue de","Mercier, avenue","Lebrun, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,302643.781,5051211.5,2017,-73.52764005,45.60080381
8485,"Marseille, rue de","Mercier, avenue","Lebrun, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,302647.156,5051219.5,2017,-73.52759682,45.6008758
8507,"Marseille, rue de","Mercier, avenue","Lebrun, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,302653.313,5051233.5,2017,-73.52751796,45.6010018
8679,"Marseille, rue de","Pierre-Tétreault, rue","Des Ormeaux, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,302740.25,5051443,2017,-73.52640442,45.6028872
8985,"Marseille, rue de","Pierre-Bernard, boulevard","Desmarteau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302895.871,5051815.5,2017,-73.52441093,45.6062395
9015,"Marseille, rue de","Pierre-Bernard, boulevard","Desmarteau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302906.777,5051841,2017,-73.52427121,45.60646899
9025,"Marseille, rue de","Pierre-Bernard, boulevard","Desmarteau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302909.339,5051849,2017,-73.5242384,45.60654098
0,"Marseille, rue de","Granby, avenue de","Granby, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301667.924,5048936.5,2017,-73.54013473,45.58032899
0,"Marseille, rue de","Granby, avenue de","Boutet, place",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301677.229,5048955.5,2017,-73.54001562,45.5805
0,"Marseille, rue de","Saint-Émile, rue","Lapointe, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302556.75,5051002,2017,-73.52875472,45.59891839
0,"Marseille, rue de","Saint-Émile, rue","Lapointe, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302552.875,5050993,2017,-73.52880435,45.5988374
0,"Marseille, rue de","Lebrun, avenue","Baldwin, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302671.063,5051276.5,2017,-73.52729061,45.60138878
0,"Marseille, rue de","Lebrun, avenue","Baldwin, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302674.813,5051286.5,2017,-73.52724259,45.60147877
6380,"Marseille, rue de","Repentigny, avenue de","Repentigny, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301636.279,5048829,2017,-73.54053954,45.57936153
6384,"Marseille, rue de","Repentigny, avenue de","Repentigny, avenue de",,FRAM,Mercier-Hochelaga-Maisonneuve,R,301640.56,5048837,2017,-73.54048473,45.57943353
6390,"Marseille, rue de","Repentigny, avenue de","Repentigny, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301645.435,5048847,2017,-73.54042233,45.57952354
6430,"Marseille, rue de","Repentigny, avenue de","Granby, avenue de",,FRAM,Mercier-Hochelaga-Maisonneuve,R,301663.493,5048886.5,2017,-73.54019119,45.57987905
6440,"Marseille, rue de","Granby, avenue de","Granby, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301674.768,5048909,2017,-73.54004686,45.58008157
8984,"Marseille, rue de","Pierre-Bernard, boulevard","Desmarteau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302912.653,5051812,2017,-73.52419577,45.60620805
8990,"Marseille, rue de","Pierre-Bernard, boulevard","Desmarteau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302917.527,5051824.5,2017,-73.52413333,45.60632054
9020,"Marseille, rue de","Pierre-Bernard, boulevard","Desmarteau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302925.277,5051842,2017,-73.52403404,45.60647803
9236,"Marseille, rue de","Taillon, rue","Aubry, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303009.215,5052065,2017,-73.52295877,45.60848487
3075,"Rouen, rue de",Viaduc,"Moreau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300726.408,5044454.5,2017,-73.55216207,45.53999357
3075,"Rouen, rue de",Viaduc,"Moreau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300706.282,5044412,2017,-73.55241943,45.53961102
3075,"Rouen, rue de",Viaduc,"Moreau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300723.252,5044444.5,2017,-73.5522024,45.53990357
3085,"Rouen, rue de",Viaduc,"Moreau, rue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,300739.533,5044482.5,2017,-73.55199424,45.5402456
3095,"Rouen, rue de",Viaduc,"Moreau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300743.221,5044492.5,2017,-73.5519471,45.54033561
3095,"Rouen, rue de",Viaduc,"Moreau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300748.627,5044502,2017,-73.55187795,45.54042112
3095,"Rouen, rue de",Viaduc,"Moreau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300750.94,5044511.5,2017,-73.55184841,45.54050662
3203,"Rouen, rue de","Dézéry, rue","Saint-Germain, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300830.639,5044698,2017,-73.55082938,45.54218527
3207,"Rouen, rue de","Dézéry, rue","Saint-Germain, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300834.824,5044708,2017,-73.55077587,45.54227528
3215,"Rouen, rue de","Dézéry, rue","Saint-Germain, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300839.073,5044717.5,2017,-73.55072153,45.54236079
3225,"Rouen, rue de","Dézéry, rue","Saint-Germain, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300842.638,5044725,2017,-73.55067594,45.5424283
3235,"Rouen, rue de","Dézéry, rue","Saint-Germain, rue",,FRAM,Mercier-Hochelaga-Maisonneuve,R,300846.356,5044734,2017,-73.55062841,45.5425093
3245,"Rouen, rue de","Dézéry, rue","Saint-Germain, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300850.763,5044744,2017,-73.55057205,45.54259931
3265,"Rouen, rue de","Saint-Germain, rue","Darling, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,300861.865,5044769,2017,-73.55043009,45.54282433
3275,"Rouen, rue de","Saint-Germain, rue","Darling, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300868.771,5044785,2017,-73.55034178,45.54296835
3305,"Rouen, rue de","Saint-Germain, rue","Darling, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300883.49,5044818.5,2017,-73.55015356,45.54326988
3315,"Rouen, rue de","Saint-Germain, rue","Darling, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300886.615,5044826.5,2017,-73.55011361,45.54334188
3855,"Rouen, rue de","Amyot, rue","Bourbonnière, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301153.4828,5045437.0555,2017,-73.54670073,45.54883733
3875,"Rouen, rue de","Bourbonnière, avenue","Orléans, avenue d'",,FRAM,Mercier-Hochelaga-Maisonneuve,R,301171.329,5045479,2017,-73.54647249,45.54921485
3885,"Rouen, rue de","Bourbonnière, avenue","Orléans, avenue d'",,FRAM,Mercier-Hochelaga-Maisonneuve,R,301174.767,5045486,2017,-73.54642851,45.54927786
3895,"Rouen, rue de","Bourbonnière, avenue","Orléans, avenue d'",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301178.86,5045494,2017,-73.54637615,45.54934986
4119,"Rouen, rue de","Pie-IX, boulevard","Desjardins, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,301312.344,5045764.2104,2017,-73.54466854,45.55178199
4135,"Rouen, rue de","Pie-IX, boulevard","Desjardins, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,301327.7,5045798.5,2017,-73.54447211,45.55209062
4135,"Rouen, rue de","Pie-IX, boulevard","Desjardins, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,301318.669,5045779.5,2017,-73.54458764,45.55191961
4211,"Rouen, rue de","Desjardins, avenue","De La Salle, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301354.696,5045858,2017,-73.54412677,45.55262616
4211,"Rouen, rue de","Desjardins, avenue","De La Salle, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301356.977,5045862.5,2017,-73.54409759,45.55266666
4211,"Rouen, rue de","Desjardins, avenue","De La Salle, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,301344.695,5045835,2017,-73.5442547,45.55241915
4211,"Rouen, rue de","Desjardins, avenue","De La Salle, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,301342.4492,5045828.7664,2017,-73.54428342,45.55236304
4255,"Rouen, rue de","De La Salle, avenue","Letourneux, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301378.294,5045912,2017,-73.54382491,45.55311218
4265,"Rouen, rue de","De La Salle, avenue","Letourneux, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301382.607,5045923.5,2017,-73.54376975,45.55321569
4271,"Rouen, rue de","De La Salle, avenue","Letourneux, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301385.763,5045931,2017,-73.54372938,45.55328319
4275,"Rouen, rue de","De La Salle, avenue","Letourneux, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301390.169,5045938,2017,-73.543673,45.5533462
4281,"Rouen, rue de","De La Salle, avenue","Letourneux, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301393.044,5045946.5,2017,-73.54363623,45.5534227
4285,"Rouen, rue de","De La Salle, avenue","Letourneux, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301396.888,5045954,2017,-73.54358705,45.55349021
4295,"Rouen, rue de","De La Salle, avenue","Letourneux, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301400.138,5045962,2017,-73.54354548,45.55356221
0,"Rouen, rue de","Bennett, avenue","Aird, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301538.366,5046260.5,2017,-73.54177705,45.55624888
3100,"Rouen, rue de","Moreau, rue","Préfontaine, rue",,FRPEPA,Mercier-Hochelaga-Maisonneuve,R,300784.896,5044553.5,2017,-73.55141395,45.54088475
3130,"Rouen, rue de","Moreau, rue","Préfontaine, rue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,300790.115,5044565,2017,-73.55134722,45.54098826
4350,"Rouen, rue de","Letourneux, avenue","Bennett, avenue",,FRPEPA,Mercier-Hochelaga-Maisonneuve,R,301525.9811,5046193.3918,2017,-73.54193523,45.55564496
0,"Rouen, rue de","Bennett, avenue","Aird, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301573.304,5046296,2017,-73.54132977,45.55656848
4350,"Rouen, rue de","Letourneux, avenue","Bennett, avenue",,FRPEPA,Mercier-Hochelaga-Maisonneuve,R,301509.4296,5046158.2887,2017,-73.54214699,45.55532901
4350,"Rouen, rue de","Letourneux, avenue","Bennett, avenue",,FRPEPA,Mercier-Hochelaga-Maisonneuve,R,301518.7686,5046176.8053,2017,-73.5420275,45.55549567
4350,"Rouen, rue de","Letourneux, avenue","Bennett, avenue",,FRPEPA,Mercier-Hochelaga-Maisonneuve,R,301534.038,5046210.5177,2017,-73.54183215,45.5557991
1975,"De Saint-Just, rue","La Fontaine, rue","Ontario Est, rue",,FRPEPA,Mercier-Hochelaga-Maisonneuve,R,303507.525,5049948.944,2017,-73.51656458,45.58944511
1830,"De Saint-Just, rue","La Fontaine, rue","Ontario Est, rue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,303705.462,5049847.291,2017,-73.51402756,45.58853075
1890,"De Saint-Just, rue","La Fontaine, rue","Ontario Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303626.167,5049881.508,2017,-73.51504388,45.58883851
1900,"De Saint-Just, rue","La Fontaine, rue","Ontario Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303616.076,5049886.016,2017,-73.51517322,45.58887906
1900,"De Saint-Just, rue","La Fontaine, rue","Ontario Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303605.37,5049890.933,2017,-73.51531044,45.58892329
8321,"De Teck, rue","Lapointe, boulevard","Saint-Donat, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302408.625,5051101,2017,-73.53065392,45.59980873
8355,"De Teck, rue","Lapointe, boulevard","Saint-Donat, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302423.813,5051139,2017,-73.53045941,45.60015072
8461,"De Teck, rue","Saint-Donat, rue","Mercier, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302456.906,5051217.5,2017,-73.53003559,45.60085719
8485,"De Teck, rue","Mercier, avenue","Lebrun, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302483.375,5051282,2017,-73.52969659,45.60143767
8505,"De Teck, rue","Mercier, avenue","Lebrun, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302492.813,5051304,2017,-73.52957571,45.60163566
8535,"De Teck, rue","Mercier, avenue","Lebrun, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302497.406,5051315,2017,-73.52951689,45.60173466
8541,"De Teck, rue","Lebrun, avenue","Baldwin, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302511.406,5051348.5,2017,-73.52933758,45.60203615
8555,"De Teck, rue","Lebrun, avenue","Baldwin, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302515.563,5051359,2017,-73.52928434,45.60213064
8555,"De Teck, rue","Lebrun, avenue","Baldwin, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302519.813,5051368.5,2017,-73.5292299,45.60221614
8671,"De Teck, rue","Pierre-Tétreault, rue","Des Ormeaux, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302580.281,5051513,2017,-73.52845541,45.60351659
8671,"De Teck, rue","Pierre-Tétreault, rue","Des Ormeaux, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302577.031,5051504.5,2017,-73.52849704,45.60344009
9553,"De Teck, rue","De Contrecoeur, rue","Hector, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302936.347,5052409.5,2017,-73.52389429,45.61158458
