NoBI,XNAD83MTM6,YNAD83MTM6,DESIGNA,CODELIEN,VOIE,MARQUEB,NBSORTIE1,NBSORTIE2,NBFILETPC,DIAMCOND,DEBITAQ,CLASSENFBA,MUNICIPALITE,GEOM
0122,230605.84200000018,5369405.819,RUE,,LACHANCE,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0128,230351.59999999963,5369223.874,RUE,,LACHANCE,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0864,230842.56199999992,5369523.873,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Mueller,2,0,7,6,0,Classe AA,10043,Point
0131,230041.69299999997,5369147.729,RUE,,SAINT-JEAN-BAPTISTE EST,Drolet 100,2,0,7,0,1260,Classe A,10043,Point
0130,230190.7209999999,5369204.306,RUE,,SAINT-JEAN-BAPTISTE EST,Drolet 100,2,0,7,0,0,Classe A,10043,Point
0129,230316.33000000007,5369288.389,RUE,,SAINT-JEAN-BAPTISTE EST,Drolet 100,2,0,7,0,0,Classe A,10043,Point
0124,230419.21100000013,5369356.983999999,RUE,,SAINT-JEAN-BAPTISTE EST,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0123,230532.82400000002,5369430.555,AVENUE,,LEONIDAS SUD,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0203,230758.0789999999,5369605.321,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Daigle D-67M,2,0,7,0,0,Classe AA,10043,Point
0121,230693.4500000002,5369460.686000001,RUE,,LACHANCE,Darling,2,0,7,0,0,Classe C,10043,Point
0337,230798.142,5369173.294,RUE,,2E EST,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
0126,230517.78000000026,5369260.595000001,RUE,,GAGNON,Canada valve Century,2,0,7,0,0,Classe A,10043,Point
0532,230574.50399999972,5369197.067,RUE,,ELZEAR-SASSEVILLE,Darling,2,0,7,6,0,Classe AA,10043,Point
0531,230644.72800000012,5369216.445,RUE,,CHAPAIS,Darling,2,0,7,6,1500,Classe AA,10043,Point
0533,230453.57799999975,5369119.283,RUE,,PERREAULT,Daigle D-67,2,0,7,6,0,Classe A,10043,Point
0536,230390.28309999965,5369152.641825,RUE,,DIGE,Daigle D-67,2,0,7,6,0,Classe C,10043,Point
0330,229944.45500000007,5370001.458000001,RUE,,SAINT-PIERRE,Canada valve,0,0,0,0,1340,Classe C,10043,Point
0832,230397.2960000001,5370480.5,RUE,DE L',EXPANSION,Drolet 500,2,0,7,6,2000,Classe AA,10043,Point
0722,230218.21999999974,5370449.488,RUE,DES,ATELIERS,Drolet 400,2,0,7,6,0,Classe AA,10043,Point
0723,230297.72499999963,5370373.135,RUE,DES,ATELIERS,Drolet 400,2,0,7,6,0,Classe AA,10043,Point
0724,230384.51900000032,5370303.456,RUE,DES,ATELIERS,Drolet 400,2,0,7,6,0,Classe AA,10043,Point
0105,230025.88300000038,5369830.567,RUE,,ROBITAILLE,Daigle D-67M (Concorde),2,0,7,6,0,Classe C,10043,Point
0020,230013.1668999996,5369935.0722,RUE,,ROBITAILLE,Canada valve,0,0,0,0,0,,10043,Point
0721,230093.88100000005,5370470.921,RUE,DE L',EXPANSION,Drolet 400,2,0,7,6,0,Classe AA,10043,Point
0684,230202.69799999986,5370153.855,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Canada valve,2,0,7,6,0,Classe C,10043,Point
0683,230131.11400000006,5370288.586999999,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0682,230021.07400000002,5370394.653999999,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0640,230296.65600000042,5369814.117000001,RUE,DES,ARTISANS,Drolet 400,2,0,7,6,0,Classe AA,10043,Point
0731,230642.77699999977,5370037.221999999,RUE,DES,NEGOCIANTS,Canada valve,2,0,7,0,0,Classe AA,10043,Point
0732,230739.99399999995,5369853.351,RUE,DES,NEGOCIANTS,Drolet 400,2,0,7,0,0,Classe AA,10043,Point
0725,230474.23599999957,5370382.504000001,RUE,DES,ATELIERS,Drolet 400,2,0,7,6,0,Classe AA,10043,Point
0726,230562.9500000002,5370318.357000001,RUE,DE L',EXPANSION,Drolet 400,2,0,7,0,0,Classe AA,10043,Point
0727,230497.7960000001,5370228.502,RUE,,JEAN-MARIE-LEBLANC,Drolet 400,2,0,7,0,0,Classe AA,10043,Point
0728,230401.73400000017,5370129.361,RUE,,JEAN-MARIE-LEBLANC,Canron CT,2,0,7,6,0,Classe AA,10043,Point
0729,230319.60500000045,5370044.697000001,RUE,,JEAN-MARIE-LEBLANC,Canron CT,2,0,7,0,0,Classe AA,10043,Point
0730,230550.62799999956,5370126.77,RUE,DES,NEGOCIANTS,Drolet 400,2,0,7,0,0,Classe AA,10043,Point
0021,230108.59229999967,5369844.373199999,AVENUE,,LEONIDAS SUD,Canada valve,0,0,0,0,0,Classe C,10043,Point
0685,230494.17700000014,5369833.164999999,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0641,230390.42599999998,5369911.533,RUE,DES,ARTISANS,Drolet 400,2,0,7,6,0,Classe AA,10043,Point
0830,230199.11699999962,5370581.739,RUE,DE L',EXPANSION,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0831,230297.0599999996,5370577.529999999,RUE,DE L',EXPANSION,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0546,230856.3080000002,5369309.044,RUE,,JOBIN,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0861,231163.0410000002,5369547.609999999,RUE,,2E EST,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0860,231092.47200000007,5369474.9120000005,RUE,,2E EST,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0859,231006.74199999962,5369386.184,RUE,,2E EST,Canada valve Century,2,0,7,6,0,,10043,Point
0862,231033.5870000003,5369555.131999999,RUE,DES,FACONNIERS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0863,230950.49199999962,5369587.811000001,RUE,DES,FACONNIERS,Canada valve Century,2,0,7,6,0,Classe C,10043,Point
0857,230880.93099999987,5369257.034,RUE,,2E EST,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0858,230951.74399999995,5369329.948000001,RUE,,2E EST,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0865,230916.9419999998,5369424.210000001,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0949,231173.48400000017,5369452.257999999,RUE,,2E EST,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0920,231162.11500000022,5369110.0649999995,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0919,231099.60599999968,5369235.66,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0967,230845.31044999976,5369156.463125,AVENUE,,LEONIDAS SUD,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
0928,231269.67700000014,5368842.467,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0921,231221.9280000003,5368960.239,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0973,231189.0820000004,5368788.573000001,BOULEVARD,,ARTHUR-BUIES EST,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0972,231086.86699999962,5368747.267000001,BOULEVARD,,ARTHUR-BUIES EST,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0971,230989.01999999955,5368720.677999999,AVENUE,,LEONIDAS SUD,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0970,230949.93599999975,5368819.226,AVENUE,,LEONIDAS SUD,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0969,230917.61699999962,5368898.950999999,AVENUE,,LEONIDAS SUD,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0968,230897.81799999997,5369041.199999999,AVENUE,,LEONIDAS SUD,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0927,231318.78199999966,5368729.158,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Canada valve,2,0,7,6,0,,10043,Point
0889,231015.82400000002,5367036.032,CHEMIN,DU,SOMMET EST,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0894,231622.53399999999,5367359.998,CHEMIN,DU,SOMMET EST,Canada valve,2,0,7,6,0,Classe A,10043,Point
0892,231384.375,5367193.557,CHEMIN,DU,SOMMET EST,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0891,231227.5120000001,5367126.3719999995,CHEMIN,DU,SOMMET EST,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0890,231118.5429999996,5367079.382999999,CHEMIN,DU,SOMMET EST,Daigle Concord Premier,2,1,7,6,0,Classe AA,10043,Point
0895,231722.8660000004,5367472.0030000005,CHEMIN,DU,SOMMET EST,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0893,231527.1660000002,5367255.028999999,CHEMIN,DU,SOMMET EST,Daigle D-67M (Concorde),2,1,7,6,0,Classe AA,10043,Point
0897,231878.85199999996,5367648.426000001,CHEMIN,DU,SOMMET EST,Daigle D-67M (Concorde),2,0,7,6,0,Classe A,10043,Point
0896,231812.1299999999,5367573.375,CHEMIN,DU,SOMMET EST,Canada valve,2,0,7,6,0,Classe A,10043,Point
0959,232409.6660000002,5368306.635,CHEMIN,DU,SOMMET EST,Canada valve Century,2,0,7,6,0,Classe C,10043,Point
0901,232325.51400000043,5368176.1,CHEMIN,DU,SOMMET EST,Drolet 500,2,0,7,6,0,Classe B,10043,Point
0900,232240.517,5368043.9399999995,CHEMIN,DU,SOMMET EST,Daigle D-67M (Concorde),2,0,7,6,0,Classe B,10043,Point
0899,232135.4500000002,5367910.021,CHEMIN,DU,SOMMET EST,Daigle D-67M (Concorde),2,0,7,6,0,Classe B,10043,Point
0898,231971.68099999987,5367746.801999999,CHEMIN,DU,SOMMET EST,Daigle D-67M (Concorde),2,0,7,6,0,Classe B,10043,Point
0961,232596.09800000023,5368564.505999999,CHEMIN,DU,SOMMET EST,Canada valve Century,2,0,7,6,0,Classe C,10043,Point
0960,232493.63200000022,5368436.413000001,CHEMIN,DU,SOMMET EST,Canada valve Century,2,0,7,6,0,Classe C,10043,Point
0962,232712.86899999995,5368640.998,CHEMIN,DU,SOMMET EST,Canada valve Century,2,0,7,6,0,Classe C,10043,Point
0963,232844.37299999967,5368722.929,CHEMIN,DU,SOMMET EST,Canada valve Century,2,0,7,6,0,,10043,Point
0964,232950.55599999987,5368787.134,CHEMIN,DU,SOMMET EST,Canada valve Century,2,0,7,6,0,,10043,Point
0965,233082.7740000002,5368858.0030000005,CHEMIN,DU,SOMMET EST,Canada valve Century,2,0,7,6,0,,10043,Point
0966,233217.75100000016,5368930.66,CHEMIN,DU,SOMMET EST,Canada valve Century,2,0,7,6,0,,10043,Point
0876,230867.99799999967,5366949.721000001,CHEMIN,DU,SOMMET EST,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0878,230829.14800000004,5366615.375,AVENUE,DE LA,CATHEDRALE,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0996,227946.8816999998,5365933.95985,RUE,DES,AGARICS,Canada valve Century,0,0,0,150,1450,Classe AA,10043,Point
0995,227886.90940000024,5366054.702375,RUE,DES,AGARICS,Canada valve Century,0,0,0,150,1880,Classe AA,10043,Point
0994,227960.45584999956,5366108.917749999,RUE,DES,MORILLES,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
0714,228718.1155749997,5366473.125975,RUE,DES,HIRONDELLES,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0367,230586.18322500028,5367161.26035,RUE,DE L',AUVERGNE SUD,Darling,2,0,7,6,0,Classe AA,10043,Point
0176,230244.6542750001,5367214.00595,RUE,,16E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0236,228285.0703250002,5367077.625475001,RUE,,TESSIER,Daigle Concord Premier,0,0,0,150,0,,10043,Point
0745,228483.483,5367441.757999999,RUE,,SAINT-JOSEPH OUEST,Canada valve Century,2,0,7,6,0,Classe A,10043,Point
1001,229240.03509999998,5367322.2291749995,AVENUE,,ROULEAU,Canada valve,2,0,0,6,0,Classe AA,10043,Point
0569,228803.45567500032,5368599.4515,RUE,,SAINT-GERMAIN EST,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0344,228873.57409999985,5368700.646600001,RUE,DE,VIMY,Mc Avity,2,0,7,0,0,Classe AA,10043,Point
0051,229018.23539999966,5368687.648875,RUE,,LEPAGE,Canada valve,2,0,7,4,0,Classe AA,10043,Point
0103,229207.10887499992,5369252.101575,RUE,,JULIEN-REHEL,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0992,230191.4179750001,5367882.5811,RUE,,ÉLISABETH-TURGEON,Canada valve Century,2,0,0,150,0,Classe A,10043,Point
0993,230261.5052500004,5367798.197550001,RUE,,ÉLISABETH-TURGEON,Canada valve Century,0,0,0,150,0,Classe A,10043,Point
0990,230251.67867499962,5367953.385125,AVENUE,,BELZILE,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
0991,230353.43120000046,5367927.115575001,AVENUE,,BELZILE,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
1000,230328.23507499974,5368014.819599999,RUE,,ANDREE-GAUTHIER,Daigle D-67M (Concorde),2,0,0,6,1840,Classe AA,10043,Point
0999,230206.99074999988,5368058.536175,RUE,,FRANCOIS-RAYMOND,Daigle D-67M (Concorde),2,0,0,6,0,Classe A,10043,Point
0998,230145.58017500024,5368148.125624999,RUE,,GUY-ROSS,Daigle D-67M (Concorde),2,0,0,6,0,Classe AA,10043,Point
0997,230047.16165000014,5368161.03575,RUE,,SANDY-BURGESS,Daigle D-67M (Concorde),2,0,0,6,0,Classe AA,10043,Point
1005,230356.37959999964,5367856.24515,BOULEVARD,,ARTHUR-BUIES EST,Daigle D-67M (Concorde),0,0,0,150,0,Classe AA,10043,Point
1006,230320.41277499963,5367733.306225,BOULEVARD,,ARTHUR-BUIES EST,Daigle D-67M (Concorde),0,0,0,150,0,Classe AA,10043,Point
1007,230260.6389250001,5367643.1621,BOULEVARD,,ARTHUR-BUIES EST,Daigle D-67M (Concorde),0,0,0,150,0,,10043,Point
1008,230319.7042749999,5367548.744925,RUE,DE LA,BONNE-ENTENTE,Daigle D-67M (Concorde),0,0,0,150,0,Classe AA,10043,Point
1009,230413.40662499983,5367460.535325,RUE,DE LA,BONNE-ENTENTE,Daigle D-67M (Concorde),0,0,0,150,0,Classe AA,10043,Point
0026,229624.53562499955,5369489.26825,RUE,,COTE,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0028,229640.2714250004,5369373.148274999,RUE,,LEONARD,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0979,230589.43269999977,5370533.836300001,AVENUE,DU,HAVRE,Canada valve Century,2,1,0,6,0,Classe C,10043,Point
0978,230454.48417500034,5370586.966600001,RUE,DES,ENTREPRENEURS,Canada valve Century,0,0,0,6,0,Classe AA,10043,Point
0976,230690.2739500003,5370501.147775,RUE,,JEAN-MARIE-LEBLANC,Canada valve Century,0,0,0,6,0,Classe AA,10043,Point
0977,230648.93012499996,5370385.142625,RUE,,JEAN-MARIE-LEBLANC,Canada valve Century,0,0,0,6,0,Classe C,10043,Point
1020,230712.1063249996,5370635.434675001,RUE,,JEAN-MARIE-LEBLANC,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
1021,230842.89127499983,5370840.123624999,RUE,,JEAN-MARIE-LEBLANC,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
1013,230784.283175,5370498.281874999,AVENUE,DU,HAVRE,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
1014,230927.76934999973,5370457.045575,AVENUE,DU,HAVRE,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
1015,231033.10987500008,5370376.578025,AVENUE,DU,HAVRE,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
1016,231144.04894999973,5370271.709349999,AVENUE,DU,HAVRE,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
1017,231253.37802499998,5370165.849549999,AVENUE,DU,HAVRE,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
1018,231340.5103749996,5370082.4277,AVENUE,DU,HAVRE,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
1011,231365.74617500044,5369760.524975,RUE,,2E EST,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
1003,231267.81187499966,5369654.537525,RUE,,2E EST,CLOW 9SJMP,2,1,0,6,0,Classe AA,10043,Point
1012,231453.4620500002,5369852.7642,RUE,,2E EST,Canada valve Century,0,0,0,150,0,Classe AA,10043,Point
1002,231231.56570000015,5369591.253425,RUE,,2E EST,Canada valve Century,0,0,0,0,0,Classe AA,10043,Point
1019,231594.99689999968,5369836.898724999,AVENUE,DU,HAVRE,Canada valve Century,2,1,0,150,1300,Classe A,10043,Point
1004,231043.9151250003,5368586.187349999,AVENUE,,LEONIDAS SUD,Canada valve,2,1,7,150,0,,10043,Point
1010,231300.28074999992,5369073.28995,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Canada valve Century,0,0,0,150,0,,10043,Point
2079,231228.78000000026,5372343.17,BOULEVARD,DU,RIVAGE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2017,229804.2999999998,5370653.24,RUE,,RICHARD,Drolet 400,2,0,0,0,0,Classe C,10043,Point
2021,229874.33000000007,5370841.93,RUE,,RICHARD,Daigle D-67M (Concorde),2,1,0,150,0,Classe C,10043,Point
2022,229840.71999999974,5370903.49,AVENUE,,BANVILLE,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2020,229786.0700000003,5370765.93,RUE,,SAINT-YVES,Daigle D-67M,2,0,0,0,0,Classe AA,10043,Point
2019,229751.1799999997,5370672.529999999,RUE,,SAINT-YVES,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2002,229708.98000000045,5370761.119999999,RUE,,SAINT-GERMAIN EST,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2003,229782.83999999985,5370985.699999999,RUE,,SAINT-GERMAIN EST,Daigle D-67M (Concorde),2,1,0,0,0,Classe C,10043,Point
2004,229835.0499999998,5371097.09,RUE,,SAINT-GERMAIN EST,Daigle D-67M,2,0,0,0,0,Classe AA,10043,Point
2025,229894.86000000034,5371053.98,RUE,,COLLIN,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2024,229939.2000000002,5371010.66,RUE,,RICHARD,Daigle D67-M (Concorde),2,1,0,0,0,Classe AA,10043,Point
2023,229892.38999999966,5370949.35,RUE,,RICHARD,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2029,230035.38999999966,5371203.01,AVENUE,,BEAULIEU,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2006,230058.3200000003,5371331.880000001,RUE,,SAINT-GERMAIN EST,Daigle D-67M,2,0,0,0,0,Classe AA,10043,Point
2030,230118.71999999974,5371273.4399999995,AVENUE,,LEBRUN,Daigle D-67M,2,0,0,0,0,Classe AA,10043,Point
2031,230185.3700000001,5371208.699999999,AVENUE,,LEBRUN,Drolet 100,0,0,0,0,0,Classe AA,10043,Point
2007,230120.5700000003,5371387.4399999995,RUE,,SAINT-GERMAIN EST,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2033,230217.5,5371411.85,AVENUE,,1RE,Drolet 100,2,0,0,0,0,Classe C,10043,Point
2034,230282.70999999996,5371356.140000001,CARRE,DE L',AMIRAL,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2037,230320.70999999996,5371464.140000001,RUE,DU,CHALUTIER,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2038,230444.03000000026,5371600.93,AVENUE,,2E,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2044,230500.0700000003,5371547.6899999995,AVENUE,,2E,Daigle D-67M (Concorde),2,1,0,0,0,Classe AA,10043,Point
2047,230561.00999999978,5371489.109999999,AVENUE,,2E,Canada valve Century,2,0,0,0,0,Classe AA,10043,Point
2046,230465.01999999955,5371391.1,RUE,DES,VOILIERS,Daigle D-67,2,0,0,0,0,Classe A,10043,Point
2045,230409.74000000022,5371463.789999999,RUE,DE LA,FREGATE,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2010,230387.41000000015,5371644.41,RUE,,SAINT-GERMAIN EST,Daigle Concord Premier,2,0,0,0,0,Classe AA,10043,Point
2009,230315.66999999993,5371586.869999999,RUE,,SAINT-GERMAIN EST,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2008,230247.65000000037,5371530.789999999,RUE,,SAINT-GERMAIN EST,Drolet 100,2,0,0,0,0,Classe C,10043,Point
2043,230599.1799999997,5371613.09,RUE,DE LA,FREGATE,Daigle D-67,2,0,0,0,0,,10043,Point
2041,230688.1299999999,5371812.59,AVENUE,,3E,Canada valve Century,2,0,0,0,0,Classe AA,10043,Point
2042,230694.16000000015,5371686.67,RUE,DES,VOILIERS,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2049,230702.63999999966,5371607.630000001,RUE,DES,VOILIERS,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2048,230625.23000000045,5371543.33,RUE,DES,VOILIERS,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2011,230488.0599999996,5371712.140000001,RUE,,SAINT-GERMAIN EST,Drolet 100,2,0,0,0,0,,10043,Point
2012,230578,5371791.029999999,RUE,,SAINT-GERMAIN EST,Daigle D-67,2,0,0,0,0,,10043,Point
2040,230591.66000000015,5371724.33,RUE,DU,CHALUTIER,Drolet 100,2,0,0,0,0,,10043,Point
2039,230510.91000000015,5371656.130000001,RUE,DU,CHALUTIER,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
0680,229825.77587500028,5370582.704949999,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
2078,231342.5700000003,5372224.640000001,AVENUE,,10E,Canron CT,2,1,0,0,0,,10043,Point
2073,231432.53000000026,5372038.0600000005,RUE,DU,COMMANDANT,Daigle D-67,2,0,0,0,0,Classe A,10043,Point
2072,231301.4500000002,5371867.76,RUE,DU,COMMANDANT,Canada valve Century,2,1,0,0,0,Classe A,10043,Point
2077,231324.74000000022,5372129.34,RUE,DES,MARINIERS,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2057,231115.8200000003,5372195.630000001,AVENUE,,9E,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2076,231232.16000000015,5372102.949999999,AVENUE,,9E,Daigle D-67,2,0,0,0,0,,10043,Point
2075,231289.46999999974,5372026.65,AVENUE,,9E,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2074,231416.6900000004,5372116,RUE,DE LA,BATELIERE,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2056,231008.1200000001,5372103.66,RUE,DU,CAPITAINE,Daigle D-67M,2,0,0,0,0,,10043,Point
2080,230890,5372088.16,BOULEVARD,DU,RIVAGE,Drolet 100,2,0,0,0,0,,10043,Point
2066,231095.86077500042,5371902.161575001,AVENUE,,8E,Drolet 100,2,0,0,0,0,,10043,Point
2065,231186.4299999997,5371819.970000001,AVENUE,,8E,Daigle D-67,2,0,0,0,0,,10043,Point
2055,230931.59999999963,5372044.66,RUE,DU,CAPITAINE,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2054,230836.54000000004,5371954.960000001,RUE,DU,CAPITAINE,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2053,230799.63999999966,5371917.199999999,RUE,DU,CAPITAINE,Drolet 100,2,0,0,0,0,,10043,Point
2052,230751.4500000002,5371868.380000001,RUE,DU,CAPITAINE,Drolet 100,2,0,0,0,0,,10043,Point
2067,231066.95999999996,5372060.34,RUE,DE LA,MAREE,Drolet 100,2,0,0,0,0,,10043,Point
2068,231186.0599999996,5372064.970000001,RUE,DU,RECIF,Daigle D-67,2,0,0,0,0,Classe A,10043,Point
2069,231068.2000000002,5371955.630000001,RUE,DU,RECIF,Daigle D-67,2,1,0,0,0,,10043,Point
2070,231209.03000000026,5371971.16,RUE,DES,GALETS,Daigle D-67M (Concorde),2,0,0,0,0,,10043,Point
2071,231256.96999999974,5371919.33,RUE,DU,RESSAC,Daigle D-67,2,0,0,0,0,Classe A,10043,Point
2063,230977.50999999978,5371912.4,AVENUE,,7E,Daigle D-67,2,0,0,0,0,,10043,Point
2064,231095.25999999978,5371803.25,AVENUE,,7E,Daigle D-67,2,0,0,0,0,Classe A,10043,Point
2061,231019.79000000004,5371779.83,AVENUE,,6E,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2062,230942.6299999999,5371851.66,AVENUE,,6E,Daigle D-67,2,0,0,0,0,,10043,Point
2058,230870.3700000001,5371824.93,AVENUE,,5E,Drolet 100,2,0,0,0,0,,10043,Point
2059,230936.9400000004,5371762.84,AVENUE,,5E,Daigle D-67,2,0,0,0,0,,10043,Point
2060,231045.58999999985,5371660.34,AVENUE,,5E,Daigle D-67,2,0,0,0,0,Classe A,10043,Point
2015,230788.37325000018,5371996.986775,RUE,,SAINT-GERMAIN EST,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2014,230702.26999999955,5371911.470000001,RUE,,SAINT-GERMAIN EST,Daigle Concord Premier,2,0,0,0,0,Classe AA,10043,Point
2013,230656.40607499983,5371865.482725,RUE,,SAINT-GERMAIN EST,Daigle D-67M (Concorde),2,0,0,0,0,,10043,Point
2051,230820.83999999985,5371794.18,AVENUE,,4E,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2050,230811.20132500026,5371699.922775,AVENUE,,3E,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2005,229957.8700000001,5371207.970000001,RUE,,SAINT-GERMAIN EST,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2032,230300.09999999963,5371015.4399999995,AVENUE,,LEBRUN,Canada valve,2,0,0,0,0,Classe A,10043,Point
2028,230254.7723249998,5370728.010624999,AVENUE,,GOULET,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2027,230185.0499999998,5370795.84,AVENUE,,GOULET,Daigle Concord Premier,2,0,0,0,1640,Classe AA,10043,Point
2026,230081.6799999997,5370894.699999999,AVENUE,,GOULET,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2081,230999.1799999997,5372171.34,BOULEVARD,DU,RIVAGE,Daigle Concord Premier,2,0,0,0,0,,10043,Point
2082,231095.03000000026,5372243.130000001,BOULEVARD,DU,RIVAGE,Drolet 100,2,0,0,0,0,Classe AA,10043,Point
2083,231162.01999999955,5372293.119999999,BOULEVARD,DU,RIVAGE,Daigle D-67,2,0,0,0,0,,10043,Point
2016,229715.21999999974,5370586.4399999995,BOULEVARD,,JESSOP,Daigle D-67M,2,0,0,0,0,Classe AA,10043,Point
2035,230342.03837499954,5371305.622125,CARRE,DE L',AMIRAL,Daigle D-67M (Concorde),2,0,0,0,0,Classe A,10043,Point
2036,230366.00569999963,5371365.28435,CARRE,DE L',AMIRAL,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
0958,230343.74532500003,5371273.0022,RUE,DES,VOILIERS,Canada valve,2,1,7,6,0,,10043,Point
2018,229924.80812500045,5370645.555125,AVENUE,,ARTHUR-ROY,Drolet 100,2,0,0,0,0,Classe C,10043,Point
2001,229625.92377499957,5370539.362624999,RUE,,SAINT-GERMAIN EST,Drolet 100,2,0,0,0,0,Classe C,10043,Point
