NOM,WKT
Bois La Source,"POLYGON  (( 278168.34199999 5047195.59940000, 278161.21679999 5047205.13060000, 278160.80359999 5047205.68320000, 278153.26529999 5047215.76710000, 278144.46959999 5047227.53300000, 278137.63799999 5047236.67160000, 278130.80619999 5047245.81020000, 278123.26799999 5047255.89390000, 278115.72979999 5047265.97750000, 278106.93419999 5047277.74310000, 278098.13869999 5047289.50880000, 278090.98659999 5047298.40780000, 278084.38309999 5047307.24130000, 278078.14469999 5047315.58610000, 278070.90649999 5047325.26850000, 278063.66829999 5047334.95080000, 278057.42989999 5047343.29570000, 278050.82649999 5047352.12920000, 278043.87029999 5047361.43420000, 278043.49239999 5047361.93970000, 278037.25419999 5047370.28460000, 278030.28539999 5047379.60670000, 278023.31929999 5047388.92480000, 278022.95139999 5047389.41700000, 278016.71299999 5047397.76190000, 278010.47469999 5047406.10690000, 278010.11099999 5047406.59350000, 278003.14069999 5047415.91730000, 278000.02319999 5047420.08750000, 277996.17189999 5047425.23920000, 277995.98939999 5047425.48350000, 277995.80679999 5047425.72780000, 277988.31259999 5047433.14040000, 277984.61979999 5047436.78510000, 277980.92709999 5047440.42980000, 277974.82739999 5047448.68480000, 277967.28069999 5047458.81470000, 277958.58629999 5047470.44330000, 277981.91199999 5047480.39530000, 277989.94619999 5047483.82310000, 277965.84399999 5047517.99310000, 277957.58169999 5047514.78650000, 277928.20279999 5047501.73350000, 277929.29879999 5047500.02330000, 277933.68319999 5047493.18080000, 277952.57619999 5047467.87900000, 277952.68579999 5047467.73220000, 277955.56489999 5047463.87650000, 277961.80339999 5047455.52230000, 277974.01809999 5047439.16440000, 277977.66769999 5047434.27680000, 277980.95059999 5047429.88030000, 277987.53399999 5047421.06380000, 277988.30419999 5047420.03230000, 277994.11739999 5047412.24730000, 277998.94069999 5047405.78800000, 278000.02319999 5047404.33830000, 278001.04729999 5047402.96680000, 278007.63069999 5047394.15030000, 278009.57709999 5047391.54370000, 278014.56059999 5047384.86970000, 278021.14409999 5047376.05330000, 278021.90579999 5047375.03330000, 278025.15929999 5047365.31900000, 278028.83849999 5047354.33390000, 278032.51769999 5047343.34880000, 278036.19679999 5047332.36360000, 278039.87599999 5047321.37840000, 278044.81039999 5047306.64550000, 278046.82649999 5047300.62590000, 278051.81769999 5047293.94930000, 278058.40349999 5047285.13990000, 278065.33649999 5047275.86620000, 278072.26949999 5047266.59240000, 278075.91919999 5047261.71050000, 278083.58359999 5047251.45840000, 278090.88299999 5047241.69450000, 278098.54729999 5047231.44230000, 278106.21169999 5047221.19020000, 278114.24099999 5047210.44990000, 278121.90539999 5047200.19780000, 278134.04479999 5047183.95980000, 278134.75829999 5047163.82010000, 278135.16839999 5047152.24730000, 278135.55779999 5047141.25420000, 278135.96789999 5047129.68150000, 278136.00869999 5047128.53020000, 278136.35739999 5047118.68840000, 278136.76739999 5047107.11560000, 278137.15699999 5047096.12260000, 278137.56699999 5047084.54980000, 278138.09809999 5047069.55910000, 278138.67189999 5047053.36590000, 278130.70329999 5047047.40850000, 278112.41579999 5047033.73700000, 278092.82929999 5047019.09440000, 278079.93309999 5047009.45330000, 278076.13549999 5047006.61420000, 278077.17969999 5047005.21740000, 278081.06289999 5047000.02320000, 278083.47009999 5046996.80320000, 278083.76729999 5046996.40580000, 278094.99129999 5046981.39220000, 278095.60749999 5046977.10620000, 278099.45039999 5046950.37600000, 278075.92479999 5046932.76020000, 278067.15369999 5046926.19240000, 278062.28009999 5046922.54300000, 278053.37099999 5046915.87190000, 278036.83769999 5046903.49190000, 278025.07539999 5046903.50090000, 278011.83769999 5046903.51110000, 278000.02319999 5046919.28920000, 277997.56459999 5046922.57260000, 277990.97019999 5046931.37910000, 277978.03769999 5046948.65020000, 277974.23189999 5046953.73290000, 277972.93559999 5046979.24600000, 277990.17949999 5046992.15830000, 277984.29969999 5047000.02320000, 277977.82369999 5047008.68580000, 277972.89229999 5047015.28220000, 277972.93299999 5047026.59640000, 277973.03079999 5047053.72070000, 277972.95669999 5047053.72090000, 277972.97109999 5047062.29120000, 277958.43229999 5047062.29120000, 277952.46249999 5047062.03880000, 277946.55549999 5047061.13950000, 277940.78109999 5047059.60400000, 277935.20759999 5047057.45040000, 277929.90099999 5047054.70420000, 277924.92399999 5047051.39790000, 277920.33559999 5047047.57070000, 277925.77809999 5047040.22390000, 277942.10879999 5047018.18630000, 277927.42429999 5047007.29620000, 277917.61709999 5047000.02320000, 277915.66709999 5046998.57710000, 277912.73619999 5046996.40350000, 277898.04809999 5046985.51070000, 277889.00249999 5046978.85740000, 277883.41069999 5046974.54960000, 277868.92219999 5046963.38760000, 277846.44069999 5046946.06750000, 277844.76939999 5046944.77990000, 277830.14599999 5046933.80540000, 277822.80249999 5046928.29440000, 277813.97539999 5046922.35980000, 277827.72309999 5046903.78950000, 277830.21149999 5046899.81150000, 277832.04909999 5046895.49410000, 277833.19109999 5046890.94300000, 277833.60949999 5046886.26940000, 277833.29399999 5046881.58790000, 277832.25239999 5046877.01270000, 277830.51009999 5046872.65600000, 277828.10979999 5046868.62420000, 277825.11019999 5046865.01600000, 277821.58469999 5046861.91960000, 277807.40869999 5046850.58450000, 277791.52119999 5046838.75090000, 277789.80499999 5046837.47260000, 277769.56159999 5046822.39410000, 277769.52339999 5046822.36580000, 277753.37119999 5046810.33490000, 277739.41839999 5046825.02830000, 277713.96019999 5046860.20560000, 277701.38669999 5046877.67050000, 277688.81319999 5046895.13510000, 277676.23949999 5046912.59980000, 277664.17349999 5046929.30810000, 277655.47269999 5046922.94540000, 277639.03169999 5046910.92240000, 277623.49449999 5046899.56050000, 277617.68319999 5046895.31080000, 277611.87199999 5046891.06110000, 277606.06069999 5046886.81160000, 277600.24949999 5046882.56180000, 277594.43819999 5046878.31220000, 277588.62689999 5046874.06250000, 277576.36669999 5046865.09690000, 277564.25989999 5046856.24340000, 277552.15309999 5046847.39000000, 277529.40029999 5046830.75150000, 277511.85079999 5046834.16500000, 277500.02319999 5046836.46570000, 277498.90369999 5046836.68350000, 277486.04689999 5046839.36150000, 277472.68739999 5046842.02910000, 277402.40839999 5046790.27990000, 277367.64759999 5046764.89810000, 277373.66749999 5046756.84050000, 277384.13219999 5046742.59410000, 277395.31839999 5046727.36530000, 277406.50479999 5046712.13630000, 277417.69109999 5046696.90740000, 277440.06379999 5046666.44950000, 277451.24999999 5046651.22040000, 277462.43629999 5046635.99150000, 277473.62269999 5046620.76260000, 277484.80899999 5046605.53370000, 277495.99529999 5046590.30470000, 277500.02319999 5046584.82110000, 277506.55919999 5046575.92300000, 277507.19509999 5046576.08580000, 277525.31459999 5046564.95310000, 277538.32779999 5046549.09020000, 277530.43869999 5046533.01050000, 277483.01539999 5046496.97260000, 277466.73179999 5046484.47090000, 277364.94979999 5046406.32840000, 277335.44659999 5046431.62770000, 277353.51299999 5046452.79310000, 277289.03809999 5046540.21710000, 277261.79999999 5046538.60000000, 277255.29999999 5046539.70000000, 277245.48809999 5046487.68130000, 277250.30089999 5046480.81980000, 277255.60789999 5046473.25380000, 277263.94549999 5046475.28930000, 277284.63509999 5046480.44070000, 277286.55699999 5046476.06810000, 277271.12349999 5046469.37810000, 277255.50069999 5046461.60890000, 277250.94069999 5046453.24870000, 277244.94489999 5046448.09720000, 277247.00009999 5046438.70010000, 277255.20009999 5046436.40010000, 277263.50009999 5046430.30010000, 277263.50009999 5046417.30010000, 277262.20009999 5046406.70010000, 277258.80009999 5046392.50010000, 277260.70009999 5046380.70010000, 277267.80009999 5046372.90010000, 277275.30009999 5046366.40010000, 277281.90009999 5046356.30010000, 277286.90009999 5046346.70010000, 277292.10009999 5046336.30010000, 277304.80009999 5046323.10010000, 277341.81219999 5046350.35280000, 277339.30829999 5046348.50610000, 277345.89999999 5046339.70000000, 277345.89419999 5046339.65330000, 277351.28799999 5046332.39600000, 277362.80329999 5046317.01330000, 277369.43889999 5046308.11640000, 277377.37069999 5046297.46660000, 277403.40529999 5046262.51040000, 277380.18149999 5046245.21360000, 277362.98469999 5046236.23780000, 277326.77359999 5046217.33860000, 277310.69739999 5046238.88920000, 277303.41409999 5046248.65260000, 277291.74249999 5046264.29870000, 277280.25759999 5046279.69460000, 277268.22829999 5046295.82010000, 277256.86469999 5046311.31860000, 277246.05099999 5046326.06730000, 277235.33949999 5046340.89170000, 277223.08879999 5046358.39420000, 277218.68299999 5046364.76910000, 277211.55519999 5046374.12130000, 277203.91299999 5046384.15310000, 277195.52509999 5046395.16380000, 277189.02779999 5046404.06330000, 277180.73449999 5046415.19100000, 277186.87659999 5046447.98980000, 277177.07649999 5046449.72540000, 277151.68219999 5046454.67930000, 277143.89209999 5046465.29740000, 277134.15249999 5046477.93580000, 277108.10379999 5046470.47030000, 277087.00519999 5046464.42330000, 277069.42469999 5046459.38480000, 277051.84399999 5046454.34610000, 277035.38609999 5046449.65800000, 277012.92129999 5046443.16240000, 277015.15249999 5046440.19320000, 277023.93699999 5046428.50260000, 277033.86159999 5046415.29490000, 277035.66549999 5046412.86720000, 277042.96449999 5046403.04420000, 277043.11029999 5046402.84680000, 277050.30739999 5046393.07710000, 277063.51799999 5046375.14250000, 277064.55629999 5046373.73290000, 277061.74099999 5046351.41550000, 277059.22769999 5046331.49180000, 277057.76849999 5046319.92480000, 277044.82759999 5046310.47070000, 277032.75489999 5046301.65100000, 277022.32309999 5046294.03000000, 277011.89109999 5046286.40880000, 277001.45919999 5046278.78780000, 277000.02319999 5046277.73870000, 276990.26359999 5046270.60880000, 276994.19239999 5046265.23110000, 277000.02319999 5046257.24980000, 277001.41869999 5046255.33950000, 277008.64499999 5046245.44800000, 277012.68589999 5046239.91670000, 277015.88309999 5046235.54020000, 277020.43129999 5046229.31460000, 277013.70389999 5046209.69600000, 277000.02319999 5046208.13770000, 276995.40219999 5046207.61130000, 276987.86849999 5046206.75310000, 276987.97539999 5046204.69530000, 276987.72539999 5046202.64990000, 276987.12589999 5046200.67850000, 276994.64589999 5046198.33760000, 277000.02319999 5046196.66370000, 277015.52649999 5046191.83750000, 277020.83699999 5046180.73190000, 277013.59319999 5046170.55710000, 277006.25639999 5046160.25200000, 277002.52219999 5046155.00700000, 277000.02319999 5046151.49680000, 276998.91969999 5046149.94690000, 276991.58309999 5046139.64180000, 276984.24639999 5046129.33660000, 276976.90969999 5046119.03150000, 276969.57299999 5046108.72640000, 276962.23629999 5046098.42130000, 276954.89959999 5046088.11620000, 276947.56289999 5046077.81100000, 276940.22629999 5046067.50580000, 276932.88959999 5046057.20080000, 276924.43349999 5046045.32340000, 276915.28149999 5046032.46850000, 276905.89229999 5046025.57170000, 276876.29809999 5046003.83370000, 276875.49219999 5046003.24160000, 276877.85629999 5046000.02320000, 276884.51329999 5045990.96040000, 276893.53439999 5045978.67910000, 276902.43799999 5045966.55770000, 276877.83919999 5045948.73900000, 276869.78109999 5045942.90200000, 276891.80589999 5045912.74510000, 276897.73739999 5045921.64950000, 276946.27869999 5045994.59550000, 276948.99169999 5045996.64480000, 276953.46439999 5046000.02320000, 276994.18429999 5046030.78110000, 277000.02319999 5046039.61990000, 277016.54659999 5046064.63260000, 277023.54319999 5046075.22390000, 277041.24179999 5046101.96650000, 277055.83269999 5046124.01320000, 277092.15259999 5046131.14080000, 277096.22109999 5046125.57170000, 277143.43699999 5046060.94160000, 277149.69919999 5046052.36970000, 277162.21589999 5046035.23650000, 277185.65659999 5046003.15050000, 277191.17369999 5045995.49780000, 277234.74299999 5046018.38200000, 277229.24699999 5046026.05560000, 277228.25369999 5046027.40410000, 277211.37449999 5046050.31950000, 277171.46149999 5046104.50590000, 277140.51489999 5046146.51920000, 277209.00659999 5046177.62750000, 277335.89149999 5046205.10990000, 277365.06369999 5046220.35780000, 277399.72709999 5046238.47920000, 277423.57049999 5046235.45650000, 277415.27459999 5046246.66130000, 277494.02449999 5046287.72250000, 277494.33899999 5046287.29710000, 277500.02319999 5046290.29370000, 277697.22239999 5046394.25430000, 277764.33109999 5046429.63290000, 277824.60409999 5046348.50790000, 277829.60359999 5046341.77880000, 277835.58949999 5046333.70880000, 277932.39489999 5046384.46160000, 277926.23499999 5046392.72430000, 277902.96769999 5046424.01170000, 277928.88409999 5046437.61270000, 277901.14749999 5046474.81760000, 277880.88929999 5046501.99130000, 277878.89139999 5046523.64200000, 277928.01609999 5046563.70590000, 277953.38219999 5046529.68080000, 277971.69569999 5046543.33400000, 277972.61049999 5046543.83610000, 277973.59379999 5046544.18540000, 277974.62029999 5046544.37290000, 277975.66359999 5046544.39370000, 277976.69679999 5046544.24750000, 277977.69329999 5046543.93780000, 277978.62749999 5046543.47280000, 277979.47519999 5046542.86430000, 277980.21469999 5046542.12800000, 277973.33739999 5046551.35380000, 277979.85419999 5046556.19730000, 277985.55419999 5046560.46410000, 277985.79689999 5046568.24020000, 277986.72389999 5046575.96470000, 277988.32769999 5046583.57750000, 277990.59609999 5046591.01930000, 277993.51129999 5046598.23240000, 277964.69689999 5046636.88290000, 278000.02319999 5046656.60180000, 278043.11849999 5046680.65730000, 278097.73529999 5046711.14410000, 278108.87139999 5046740.55730000, 278127.75059999 5046790.42170000, 278159.17359999 5046820.19760000, 278202.34559999 5046837.79210000, 278204.45169999 5046848.11570000, 278206.92439999 5046860.23560000, 278207.59509999 5046863.52320000, 278214.48719999 5046868.53370000, 278223.84069999 5046875.33360000, 278232.92299999 5046881.93630000, 278242.13479999 5046888.63330000, 278249.77839999 5046894.19010000, 278257.42209999 5046899.74690000, 278265.06569999 5046905.30380000, 278272.70939999 5046910.86060000, 278280.35299999 5046916.41750000, 278287.99659999 5046921.97440000, 278295.64019999 5046927.53120000, 278303.28379999 5046933.08800000, 278310.92749999 5046938.64490000, 278318.57109999 5046944.20170000, 278326.49779999 5046949.96450000, 278334.80269999 5046956.00200000, 278334.92469999 5046955.83860000, 278347.52189999 5046965.27950000, 278357.28449999 5046972.59590000, 278367.04699999 5046979.91250000, 278370.45419999 5046982.46590000, 278376.80969999 5046987.22910000, 278379.33659999 5046989.12280000, 278386.57229999 5046994.54550000, 278388.21889999 5046995.77970000, 278393.88119999 5047000.02320000, 278396.09479999 5047001.68220000, 278397.10129999 5047002.43650000, 278405.61739999 5047008.81880000, 278406.14939999 5047009.21760000, 278414.97509999 5047015.83190000, 278430.51979999 5047027.48190000, 278443.74379999 5047036.97290000, 278451.13229999 5047044.81220000, 278453.88119999 5047051.23370000, 278456.19529999 5047057.82430000, 278458.06419999 5047064.55470000, 278459.47959999 5047071.39490000, 278470.05889999 5047125.56320000, 278430.38529999 5047134.08220000, 278335.88619999 5047158.42960000, 278264.84779999 5047176.45890000, 278256.61929999 5047178.57180000, 278248.58349999 5047181.32850000, 278240.79079999 5047184.71180000, 278233.28989999 5047188.70050000, 278226.12779999 5047193.26970000, 278219.34929999 5047198.39080000, 278212.99689999 5047204.03160000, 278207.11019999 5047210.15700000, 278199.59449999 5047204.71630000, 278175.17379999 5047186.46060000, 278168.34199999 5047195.59940000))"
Bois du Parc des Prairies,"POLYGON  (( 289862.47859999 5045943.93710000, 289819.05709999 5046000.02320000, 289772.04319999 5046060.74960000, 289751.17569999 5046088.38140000, 289736.53599999 5046106.48100000, 289719.33149999 5046127.75200000, 289719.27949999 5046127.81600000, 289646.30009999 5046218.04340000, 289540.14159999 5046146.77090000, 289530.61659999 5046160.52930000, 289327.06579999 5046020.48360000, 289365.81569999 5045963.99060000, 289489.03319999 5045805.88660000, 289508.64219999 5045808.62990000, 289540.48489999 5045813.08470000, 289563.52729999 5045815.38900000, 289587.81489999 5045817.55010000, 289602.99279999 5045818.90070000, 289618.17089999 5045820.25120000, 289631.81989999 5045821.22470000, 289645.36519999 5045823.75950000, 289660.13339999 5045826.52350000, 289684.69689999 5045831.12040000, 289700.57139999 5045834.09120000, 289720.00979999 5045837.72910000, 289726.60099999 5045838.96260000, 289717.55519999 5045849.81350000, 289773.01629999 5045877.46470000, 289800.04869999 5045891.93880000, 289822.79579999 5045912.36180000, 289846.40829999 5045931.15010000, 289862.47859999 5045943.93710000))"
Bois Armand-Frappier,"MULTIPOLYGON  ((( 286186.00319999 5046050.00360000, 286185.19289999 5046055.67670000, 286169.61239999 5046056.87510000, 286152.73499999 5046059.53990000, 286137.63419999 5046062.20480000, 286131.41619999 5046057.76340000, 286119.86859999 5046049.76880000, 286111.87389999 5046039.99780000, 286108.32079999 5046025.78530000, 286099.43799999 5046015.12590000, 286087.02049999 5045997.97780000, 286080.78409999 5045989.36560000, 286063.71529999 5045969.67090000, 286066.00139999 5045967.00450000, 286073.00339999 5045960.99780000, 286081.99899999 5045950.99530000, 286084.00249999 5045947.00040000, 286092.99779999 5045937.99930000, 286089.00339999 5045932.00010000, 286075.99679999 5045923.00350000, 286063.00079999 5045912.00480000, 286024.00079999 5045889.00210000, 286012.99739999 5045880.99760000, 286062.99599999 5045812.00110000, 286074.00219999 5045810.00140000, 286088.99599999 5045802.99460000, 286094.00329999 5045800.00210000, 286101.01319999 5045800.00460000, 286112.00019999 5045796.00070000, 286119.00009999 5045796.00240000, 286124.99929999 5045794.00100000, 286136.00529999 5045794.99550000, 286152.99719999 5045803.00070000, 286168.98639999 5045818.99680000, 286174.01569999 5045820.91300000, 286193.59599999 5045816.15040000, 286217.57969999 5045817.03870000, 286239.63919999 5045816.15630000, 286241.76709999 5045813.76110000, 286293.97739999 5045754.99230000, 286294.64269999 5045754.24510000, 286297.42129999 5045751.16230000, 286300.22939999 5045748.10640000, 286303.06689999 5045745.07780000, 286305.93339999 5045742.07660000, 286308.82879999 5045739.10340000, 286311.75279999 5045736.15810000, 286314.70499999 5045733.24130000, 286317.68539999 5045730.35310000, 286320.69339999 5045727.49380000, 286323.72879999 5045724.66360000, 286326.79139999 5045721.86280000, 286329.88099999 5045719.09180000, 286332.99709999 5045716.35070000, 286336.13949999 5045713.63980000, 286339.30799999 5045710.95940000, 286342.50219999 5045708.30970000, 286345.72179999 5045705.69080000, 286348.96649999 5045703.10330000, 286352.23609999 5045700.54710000, 286355.53019999 5045698.02270000, 286358.84849999 5045695.53000000, 286362.19059999 5045693.06970000, 286365.55639999 5045690.64160000, 286368.94549999 5045688.24610000, 286372.35749999 5045685.88350000, 286375.79209999 5045683.55390000, 286379.24909999 5045681.25760000, 286382.72809999 5045678.99470000, 286386.22879999 5045676.76550000, 286389.75079999 5045674.57020000, 286390.84809999 5045673.89590000, 286499.26069999 5045607.49350000, 286500.02319999 5045607.01730000, 286502.69109999 5045605.34860000, 286505.40599999 5045603.60380000, 286508.09909999 5045601.82540000, 286510.76989999 5045600.01380000, 286513.41789999 5045598.16910000, 286516.04299999 5045596.29160000, 286518.64439999 5045594.38180000, 286521.22189999 5045592.43970000, 286523.77519999 5045590.46580000, 286526.30379999 5045588.46040000, 286528.80719999 5045586.42370000, 286531.28509999 5045584.35610000, 286533.73719999 5045582.25780000, 286536.16309999 5045580.12930000, 286538.56229999 5045577.97080000, 286540.93449999 5045575.78280000, 286543.27939999 5045573.56530000, 286545.59659999 5045571.31900000, 286547.88559999 5045569.04410000, 286550.14639999 5045566.74090000, 286552.37829999 5045564.40980000, 286554.52599999 5045562.11010000, 286621.63549999 5045624.04670000, 286674.98519999 5045555.10070000, 286685.94569999 5045540.93590000, 286707.63599999 5045512.90450000, 286721.54609999 5045519.93800000, 286697.99869999 5045550.26230000, 286687.03809999 5045564.42720000, 286617.61029999 5045654.15150000, 286600.04989999 5045676.84560000, 286613.00379999 5045686.99730000, 286641.00199999 5045693.00240000, 286660.99699999 5045712.98540000, 286701.99889999 5045736.99960000, 286723.99639999 5045753.99900000, 286684.99819999 5045806.99570000, 286659.99289999 5045846.99670000, 286659.32619999 5045847.81310000, 286651.00699999 5045858.00130000, 286526.35449999 5045748.75660000, 286500.02329999 5045785.56300000, 286447.17239999 5045859.43950000, 286394.81309999 5045932.62870000, 286346.05489999 5045985.24850000, 286343.53239999 5045987.97080000, 286322.23409999 5046010.95590000, 286297.45389999 5046016.48480000, 286284.48039999 5046019.08380000, 286274.73209999 5046026.19350000, 286261.86879999 5046036.48410000, 286254.15069999 5046048.70440000, 286239.35779999 5046058.99500000, 286227.25359999 5046059.68670000, 286215.99549999 5046054.99770000, 286194.99669999 5046048.00250000, 286186.00319999 5046050.00360000)),(( 287109.25859999 5045545.37920000, 287104.51409999 5045552.72130000, 287099.24739999 5045559.69830000, 287093.48659999 5045566.27320000, 287087.26209999 5045572.41100000, 287080.60709999 5045578.07910000, 287073.55689999 5045583.24740000, 287061.99729999 5045576.37730000, 287057.69649999 5045573.39730000, 287028.07159999 5045552.87000000, 287000.02319999 5045533.43450000, 286989.84589999 5045526.38230000, 286951.80579999 5045500.02320000, 286941.18489999 5045492.66370000, 286909.77669999 5045490.62610000, 286864.21369999 5045487.67010000, 286855.12019999 5045485.32900000, 286808.10339999 5045473.22430000, 286783.70919999 5045500.02320000, 286775.75399999 5045508.76250000, 286772.94909999 5045507.33360000, 286758.48959999 5045500.02310000, 286711.27669999 5045476.15330000, 286702.67519999 5045472.12640000, 286693.84599999 5045468.62700000, 286684.82139999 5045465.66790000, 286677.16779999 5045463.17200000, 286669.66969999 5045460.24210000, 286662.35159999 5045456.88770000, 286655.23759999 5045453.11980000, 286641.14519999 5045444.67610000, 286627.47569999 5045435.56360000, 286614.26079999 5045425.80350000, 286601.53129999 5045415.41830000, 286589.31669999 5045404.43210000, 286577.64529999 5045392.87050000, 286566.54409999 5045380.76030000, 286556.03899999 5045368.12960000, 286551.42349999 5045361.90550000, 286547.21049999 5045355.40220000, 286543.41689999 5045348.64560000, 286540.05779999 5045341.66280000, 286500.02319999 5045251.22740000, 286482.77809999 5045212.27180000, 286500.02329999 5045200.96600000, 286578.42069999 5045149.56910000, 286579.97789999 5045142.77350000, 286577.81989999 5045140.27690000, 286562.44789999 5045124.43030000, 286551.69399999 5045112.18180000, 286538.59919999 5045094.82610000, 286531.19759999 5045088.19130000, 286528.84989999 5045081.22030000, 286536.66039999 5045069.87030000, 286547.01459999 5045081.06160000, 286545.29779999 5045083.55300000, 286553.77169999 5045094.11400000, 286558.00809999 5045099.01210000, 286562.14609999 5045103.39120000, 286566.53449999 5045107.97720000, 286570.35309999 5045112.82290000, 286578.10479999 5045122.67610000, 286586.21959999 5045132.06610000, 286590.51839999 5045128.08210000, 286595.06229999 5045132.99330000, 286611.70219999 5045150.81400000, 286627.28119999 5045167.49890000, 286635.28109999 5045176.06660000, 286648.58539999 5045190.20200000, 286671.55719999 5045214.60860000, 286684.24279999 5045228.08660000, 286697.01009999 5045241.65140000, 286713.90869999 5045259.60560000, 286716.09119999 5045261.92440000, 286726.78179999 5045273.20770000, 286741.95809999 5045289.22530000, 286773.12759999 5045301.53440000, 286799.96029999 5045312.13080000, 286829.79629999 5045323.91320000, 286829.96879999 5045323.98130000, 286813.43199999 5045348.22800000, 286813.41599999 5045348.25150000, 286813.99049999 5045348.50980000, 286820.63119999 5045351.83790000, 286826.99409999 5045355.67070000, 286833.04079999 5045359.98500000, 286840.01729999 5045365.66140000, 286846.70759999 5045371.67260000, 286848.93479999 5045373.45550000, 286828.56939999 5045403.01180000, 286847.45199999 5045415.49450000, 286839.27759999 5045427.48590000, 286838.87019999 5045428.09060000, 286840.56239999 5045429.40600000, 286860.90699999 5045442.26350000, 286857.07909999 5045454.40390000, 286855.81509999 5045458.41270000, 286878.68909999 5045460.93570000, 286914.46269999 5045464.88140000, 286926.75519999 5045466.23730000, 286943.49549999 5045442.19050000, 286948.51039999 5045434.98680000, 286951.22599999 5045409.65480000, 286952.22779999 5045404.77860000, 286953.91439999 5045400.09490000, 286956.25119999 5045395.69940000, 286959.19069999 5045391.68190000, 286962.67279999 5045388.12430000, 286971.98379999 5045387.91910000, 286982.30369999 5045387.87530000, 287000.02319999 5045387.80030000, 287000.78709999 5045387.79710000, 287019.08069999 5045388.28090000, 287037.34799999 5045389.18570000, 287055.61519999 5045390.09060000, 287086.09229999 5045392.77980000, 287092.83289999 5045383.12350000, 287107.34329999 5045362.33620000, 287117.30899999 5045347.87180000, 287127.68479999 5045332.81210000, 287138.06069999 5045317.75230000, 287148.43649999 5045302.69250000, 287158.81239999 5045287.63270000, 287169.27329999 5045272.44950000, 287179.72029999 5045257.28650000, 287184.87319999 5045249.73230000, 287186.50499999 5045247.34020000, 287258.21869999 5045297.01930000, 287268.52429999 5045304.03980000, 287191.49519999 5045419.74300000, 287109.25859999 5045545.37920000)))"
Bois Vimont,"POLYGON  (( 288219.06069999 5051050.96290000, 288195.37569999 5051033.08270000, 288181.70729999 5051051.40330000, 288177.15109999 5051057.51030000, 288172.59489999 5051063.61710000, 288170.08419999 5051066.98230000, 288158.92569999 5051081.93860000, 288146.94759999 5051098.09920000, 288133.33649999 5051116.46260000, 288128.79949999 5051122.58380000, 288119.72549999 5051134.82620000, 288110.64999999 5051147.07050000, 288134.48749999 5051165.06590000, 288122.50949999 5051181.22640000, 288098.67189999 5051163.23100000, 288089.59789999 5051175.47320000, 288080.52399999 5051187.71560000, 288071.44979999 5051199.95790000, 288062.37439999 5051212.20220000, 288086.21199999 5051230.19780000, 288074.23379999 5051246.35820000, 288050.39619999 5051228.36280000, 288039.05379999 5051243.66570000, 288032.24839999 5051252.84760000, 288011.36309999 5051237.01150000, 288007.96319999 5051234.43350000, 288000.02319999 5051228.41280000, 287998.24919999 5051227.06780000, 287995.82049999 5051225.22630000, 287983.74969999 5051216.07360000, 287971.67869999 5051206.92100000, 287968.84249999 5051204.77010000, 287959.53619999 5051197.71380000, 287953.86319999 5051193.41240000, 287947.39359999 5051188.50670000, 287938.88419999 5051182.05450000, 287923.59399999 5051170.46090000, 287905.41109999 5051194.91950000, 287889.37769999 5051182.77160000, 287879.34649999 5051196.26500000, 287858.96659999 5051181.11430000, 287869.08869999 5051167.73640000, 287872.59499999 5051162.76360000, 287879.87239999 5051152.96460000, 287886.22329999 5051144.41290000, 287890.77569999 5051138.28330000, 287895.47569999 5051131.54370000, 287901.28069999 5051123.30020000, 287904.54529999 5051118.53850000, 287912.32029999 5051107.31500000, 287916.21999999 5051102.14740000, 287926.93299999 5051086.27840000, 287929.05569999 5051083.20480000, 287939.93909999 5051066.52540000, 287941.63969999 5051064.33530000, 287948.83009999 5051054.14220000, 287954.67879999 5051045.38160000, 287967.52969999 5051026.78670000, 287972.13889999 5051020.30540000, 287980.91999999 5051008.25890000, 287987.13189999 5051000.02320000, 287996.53839999 5050987.55200000, 288000.02319999 5050989.97250000, 288014.49339999 5051000.02320000, 288021.57799999 5051004.94400000, 288038.34149999 5051016.10990000, 288050.34249999 5050999.96660000, 288054.88829999 5050993.85200000, 288059.43409999 5050987.73740000, 288063.97999999 5050981.62270000, 288068.52549999 5050975.50810000, 288073.07139999 5050969.39350000, 288077.61699999 5050963.27860000, 288082.16289999 5050957.16400000, 288086.70969999 5050951.04790000, 288092.71029999 5050942.97640000, 288098.71079999 5050934.90480000, 288122.38789999 5050952.77930000, 288131.45229999 5050940.52610000, 288140.51489999 5050928.27530000, 288146.58429999 5050932.85750000, 288152.67659999 5050937.45710000, 288155.59779999 5050939.66260000, 288158.75749999 5050942.04800000, 288164.83829999 5050946.63890000, 288164.99909999 5050946.76030000, 288170.89189999 5050951.20920000, 288172.86169999 5050952.69630000, 288176.94549999 5050955.77960000, 288182.99919999 5050960.34990000, 288189.05279999 5050964.92030000, 288195.09739999 5050969.48380000, 288201.14199999 5050974.04730000, 288207.18649999 5050978.61080000, 288213.26729999 5050983.20170000, 288219.34809999 5050987.79270000, 288225.42899999 5050992.38350000, 288219.80529999 5051000.02320000, 288216.39619999 5051004.65460000, 288207.36169999 5051016.92800000, 288231.03899999 5051034.80250000, 288219.06069999 5051050.96290000))"
