"Cote","No de plan","Dates","Fichier en haute résolution (cliquer sur le lien)","Mention de crédits",,,,,,,,
"VM165-1_2","45-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-57.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-58.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-59.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-60.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-61",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-61.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-62.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-68.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-69.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-70.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","45-71",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_45-71.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-57.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-58.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-59.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-60.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-61",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-61.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-68.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-69.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-70.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","46-71",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_46-71.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-57.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-58.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-59.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-60.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-61",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-61.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-62.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-68.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-69.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-70.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-71",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-71.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-72",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-72.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-73",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-73.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","47-74",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_47-74.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-57.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-58.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-59.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-60",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-60.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-61",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-61.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-62A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-62B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-63",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-63.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-64",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-64.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-65",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-65.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-66",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-66.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-68A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-68B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-69.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-70.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-71",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-71.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-72",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-72A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-72",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-72B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-73",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-73.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","48-74",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_48-74.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-57.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-58.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-62A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-62B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-63",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-63.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-64",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-64.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-65",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-65.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-66",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-66.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-68A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-68B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-69A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-69B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-70A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-70B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-71",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-71A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-71",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-71B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-72",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-72A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-72",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-72B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-73",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-73A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-73",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-73B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-74",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-74A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-74",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-74B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","49-75",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_49-75.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-48",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-48.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-57.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-58",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-58.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-59",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-59.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-62A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-62",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-62B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-63",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-63.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-64",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-64.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-65",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-65.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-66",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-66.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-68.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-69.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-70.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-71",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-71.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-72",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-72.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-73",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-73.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-74",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-74A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-74",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-74B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-75",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-75A.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","50-75",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_50-75B.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-47",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-47.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-48",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-48.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-49",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-49.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-50",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-50.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-51",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-51.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-52",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-52.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-63",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-63.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-64",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-64.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-65",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-65.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-66",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-66.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-67",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-67.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-68",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-68.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-69",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-69.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-70",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-70.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-71",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-71.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-72",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-72.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-73",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-73.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","51-74",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_51-74.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-47",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-47.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-48",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-48.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-49",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-49.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-50",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-50.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-51",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-51.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-52",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-52.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-53",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-53.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-54",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-54.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-55",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-55.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-56",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-56.TIF","Archives de la Ville de Montréal",,,,,,,,
"VM165-1_2","52-57",1949,"http://depot.ville.montreal.qc.ca/plans-detailles-occupation-sol/tiff/VM165-1-2_52-57.TIF","Archives de la Ville de Montréal",,,,,,,,
