mun_c,mun_n,reg_c,coord_x,coord_y,q2011,q2012,q2013,q2014,q2015,q2016,q2017
32023,Sainte-Sophie-d'Halifax,17,-71.7121103,46.155926841,342,338,340,339,338,337,342
32033,Princeville,17,-71.87545173,46.197094982,386,386,388,388,388,388,389
32040,Plessisville,17,-71.77585066,46.223191185,393,394,394,394,,,
32045,Plessisville,17,-71.72208421,46.232311986,374,367,368,369,,,
32050,Saint-Pierre-Baptiste,17,-71.60942287,46.210063937,332,334,335,,340,340,340
32058,Inverness,17,-71.48187622,46.254159326,,,,,,,
32065,Lyster,17,-71.6142499,46.383154161,368,368,,,370,,372
32072,Laurierville,17,-71.66647087,46.30632329,364,364,365,364,365,365,365
32080,Notre-Dame-de-Lourdes,17,-71.81504561,46.317659016,,,,,,,
32085,Villeroy,17,-71.88268231,46.386719061,351,351,352,,,,
33007,Saint-Sylvestre,12,-71.22283425,46.36262583,,,,,,,
33017,Sainte-Agathe-de-Lotbini�re,12,-71.4152185,46.366048153,361,361,362,362,362,362,365
33025,Saint-Patrice-de-Beaurivage,12,-71.26546308,46.418728033,361,361,,361,361,361,364
33030,Saint-Narcisse-de-Beaurivage,12,-71.2623668,46.497257018,361,365,365,364,363,363,365
33035,Saint-Gilles,12,-71.36822634,46.510289336,370,371,373,374,375,373,375
33040,Dosquet,12,-71.54086604,46.466822964,,,,,,,
33045,Saint-Agapit,12,-71.45220048,46.546374976,381,384,383,384,384,383,384
33052,Saint-Flavien,12,-71.57380384,46.523601678,364,363,,370,370,370,371
33060,Laurier-Station,12,-71.63631003,46.542286971,381,381,,382,381,381,382
33065,Saint-Janvier-de-Joly,12,-71.68422024,46.489865417,,,,,,,
33070,Val-Alain,12,-71.76868772,46.430408948,,,,,,,
33080,Saint-�douard-de-Lotbini�re,12,-71.81604627,46.554644339,363,364,364,364,363,363,364
33085,Notre-Dame-du-Sacr�-Coeur-d'Issoudun,12,-71.61801201,46.58025967,,,,,,,
33090,Saint-Apollinaire,12,-71.48239818,46.598668966,380,381,384,386,387,387,388
33095,Saint-Antoine-de-Tilly,12,-71.53933385,46.646309354,368,369,371,370,370,369,
33102,Sainte-Croix,12,-71.71172081,46.622698524,376,376,376,376,376,376,376
33115,Lotbini�re,12,-71.89240014,46.611955753,360,359,,362,,,
33123,Leclercville,12,-71.87227092,46.506243409,,,,352,,,
34007,Neuville,03,-71.6081006,46.709297878,380,380,,383,383,383,383
34017,Pont-Rouge,03,-71.6953556,46.778177866,392,393,395,395,396,395,397
34025,Donnacona,03,-71.70619602,46.681951179,393,393,394,396,396,395,396
34030,Cap-Sant�,03,-71.80332221,46.694637163,378,380,,,384,385,385
34038,Saint-Basile,03,-71.84890214,46.778671785,376,376,377,,379,379,381
34048,Portneuf,03,-71.90780266,46.731322226,381,382,,,,,
34058,Deschambault-Grondines,03,-72.01081443,46.644787463,377,378,378,378,378,379,380
34060,Saint-Gilbert,03,-71.99849912,46.724518223,349,349,,,,351,352
34065,Saint-Marc-des-Carri�res,03,-72.03991938,46.676093991,382,382,383,383,383,383,383
34078,Saint-Casimir,03,-72.15511392,46.667013274,375,375,376,375,375,375,375
34085,Saint-Thuribe,03,-72.19479657,46.721121327,0,375,376,375,375,373,373
34090,Saint-Ubalde,03,-72.28404366,46.77126398,367,367,,367,366,366,
34097,Saint-Alban,03,-72.12318472,46.78032675,363,363,368,368,369,369,370
34105,Sainte-Christine-d'Auvergne,03,-71.99896838,46.826754138,,,,,,,
34115,Saint-L�onard-de-Portneuf,03,-72.00433425,46.915304026,353,353,,359,359,358,359
34120,Lac-Sergent,03,-71.71917408,46.871783455,,,,,,,
34128,Saint-Raymond,03,-71.82550231,46.985433949,390,390,391,391,391,392,
34135,Rivi�re-�-Pierre,03,-72.24831002,47.044647496,361,357,357,357,357,356,356
35005,Notre-Dame-de-Montauban,04,-72.27825633,46.908103761,354,354,,352,355,,
35010,Lac-aux-Sables,04,-72.45409026,46.925527634,365,364,,,366,,
35015,Saint-Adelphe,04,-72.40974582,46.743668997,,,,,,,362
35020,Saint-S�verin,04,-72.51373915,46.657167002,369,369,370,366,366,366,366
35027,Saint-Tite,04,-72.57104502,46.731788997,383,384,384,,384,385,
35035,H�rouxville,04,-72.60429737,46.674423971,371,371,,,371,,
35040,Grandes-Piles,04,-72.69667824,46.737099513,355,355,352,,,,
35045,Saint-Roch-de-M�kinac,04,-72.7592419,46.819878116,350,352,,356,355,355,359
35050,Sainte-Th�cle,04,-72.57746851,46.845585414,380,380,376,377,377,377,377
35055,Trois-Rives,04,-72.76708295,47.019181836,,,,,,,
36033,Shawinigan,04,-72.81279233,46.690463914,419,419,420,420,420,420,420
37067,Trois-Rivi�res,04,-72.59451866,46.359989789,433,433,434,433,433,434,434
37205,Sainte-Anne-de-la-P�rade,04,-72.20050889,46.619207665,378,,,,,,378
37210,Batiscan,04,-72.26257264,46.504122764,367,367,367,368,367,,368
37215,Sainte-Genevi�ve-de-Batiscan,04,-72.35157154,46.541078787,364,363,365,,365,366,367
37220,Champlain,04,-72.34407603,46.445142294,375,375,,375,376,376,376
37225,Saint-Luc-de-Vincennes,04,-72.40920875,46.490236073,359,,,,,362,359
37230,Saint-Maurice,04,-72.53600227,46.476746789,382,382,383,383,383,383,385
37235,Notre-Dame-du-Mont-Carmel,04,-72.66298756,46.496688039,389,389,391,391,391,391,391
37240,Saint-Narcisse,04,-72.51818477,46.580185088,371,372,376,373,373,373,374
37245,Saint-Stanislas,04,-72.41285029,46.625247482,364,363,364,364,,364,365
37250,Saint-Prosper-de-Champlain,04,-72.29939852,46.636471088,,,,,,,358
38005,Saint-Sylv�re,17,-72.22804048,46.239055835,348,349,351,351,350,,350
38010,B�cancour,17,-72.33140377,46.323582264,402,402,403,402,402,402,402
38015,Sainte-Marie-de-Blandford,17,-72.18064991,46.331512654,354,352,356,355,355,,357
38020,Lemieux,17,-72.08119046,46.302515426,,,,,,,
38028,Manseau,17,-72.00586252,46.358895512,,,,,,,
38035,Sainte-Fran�oise,17,-71.96677664,46.446746069,,,,,,,
38040,Sainte-Sophie-de-L�vrard,17,-72.10827025,46.403538306,357,357,356,356,356,356,358
38047,Fortierville,17,-72.03422861,46.488498347,358,358,359,359,359,359,360
38055,Parisville,17,-72.06637407,46.514106943,360,360,360,360,360,360,362
38060,Sainte-C�cile-de-L�vrard,17,-72.15942464,46.446474508,354,354,,,354,355,354
38065,Saint-Pierre-les-Becquets,17,-72.19902781,46.474506373,370,370,,,371,371,
38070,Deschaillons-sur-Saint-Laurent,17,-72.12062442,46.535184503,366,366,367,367,365,366,366
39005,Saints-Martyrs-Canadiens,17,-71.53909234,45.851856296,326,326,320,320,,,
39010,Ham-Nord,17,-71.65431881,45.884570189,366,357,,365,366,362,362
39015,Notre-Dame-de-Ham,17,-71.71296101,45.917673699,342,340,340,341,341,342,343
39020,Saint-R�mi-de-Tingwick,17,-71.82688688,45.867077204,,,,,,,
39025,Tingwick,17,-71.93704441,45.889623961,354,354,356,356,359,357,359
39030,Chesterville,17,-71.7809633,45.967766742,351,350,354,354,354,354,357
39035,Sainte-H�l�ne-de-Chester,17,-71.70798234,46.023948555,,,,,,,
39043,Saint-Norbert-d'Arthabaska,17,-71.8063007,46.086102651,355,357,,357,357,357,360
39060,Saint-Christophe-d'Arthabaska,17,-71.86988936,46.019857889,362,362,363,363,364,365,415
39062,Victoriaville,17,-71.97301812,46.061848444,417,418,418,419,419,419,419
39077,Warwick,17,-72.00568735,45.951845838,389,386,386,386,386,386,
39085,Saint-Albert,17,-72.10724683,45.992402474,,,,,,,
39090,Sainte-�lizabeth-de-Warwick,17,-72.1011953,45.919663118,,,,,,,
39097,Kingsey Falls,17,-72.09031922,45.845397835,373,373,,375,373,,374
39105,Sainte-S�raphine,17,-72.19147093,45.916648118,,,,,,,
39117,Sainte-Clotilde-de-Horton,17,-72.24336151,45.981973006,352,352,352,355,355,355,356
39130,Saint-Samuel,17,-72.21064647,46.06268581,,,,,,,
39135,Saint-Val�re,17,-72.09393428,46.072829781,,,,,,,
39145,Saint-Rosaire,17,-72.03379155,46.158307845,347,347,348,349,,,
39150,Sainte-Anne-du-Sault,17,-72.13002843,46.170669119,359,358,,360,360,,
39152,Daveluyville,17,-72.13002736,46.170669117,,,,,,374,374
39155,Daveluyville,17,-72.14060649,46.205479909,368,368,368,367,366,,
39165,Maddington Falls,17,-72.13353236,46.227314213,,,,,,,
39170,Saint-Louis-de-Blandford,17,-71.99865524,46.262820287,,,,,,,
40005,Ham-Sud,05,-71.59710854,45.761946319,,,,,,,
40010,Saint-Adrien,05,-71.74126938,45.824058938,,,,,,,
40017,Wotton,05,-71.79596928,45.751333078,362,362,,,360,360,362
40025,Saint-Camille,05,-71.70567925,45.684049242,,,,,,,
40032,Saint-Georges-de-Windsor,05,-71.83740265,45.676771306,,,,,,,
40043,Asbestos,05,-71.94593716,45.771597642,394,392,393,394,393,394,394
40047,Danville,05,-72.04769979,45.776135112,375,375,376,,377,,
41012,Saint-Isidore-de-Clifton,05,-71.49571331,45.271752785,355,350,355,355,350,350,350
41020,Chartierville,05,-71.20061744,45.295441648,,,,,,,
41027,La Patrie,05,-71.23664159,45.402508253,354,348,348,352,353,353,357
41037,Newport,05,-71.44613582,45.38317054,,,,,,,
41038,Cookshire-Eaton,05,-71.68405464,45.38024523,380,380,381,381,381,381,379
41055,Ascot Corner,05,-71.7692219,45.459348639,362,364,364,363,364,363,365
41060,East Angus,05,-71.66222704,45.481416396,385,,,,,387,387
41065,Westbury,05,-71.62357436,45.493968336,,,,,,,
41070,Bury,05,-71.46958274,45.529810257,359,359,359,,358,359,359
41075,Hampden,05,-71.20679279,45.513896779,,,,,,,
41080,Scotstown,05,-71.28046843,45.525193958,360,,,,,358,
41085,Lingwick,05,-71.33837297,45.607877952,,,,,,,
41098,Weedon,05,-71.44942167,45.702626859,378,373,,,373,,
41117,Dudswell,05,-71.57961238,45.606133187,352,351,347,351,351,350,350
42005,Stoke,05,-71.76449439,45.552626191,344,346,,347,348,351,352
42020,Saint-Fran�ois-Xavier-de-Brompton,05,-72.05356499,45.534985765,,,,,,,
42025,Saint-Denis-de-Brompton,05,-72.10525012,45.438452617,344,345,348,350,349,349,349
42032,Racine,05,-72.20683858,45.49412668,357,356,360,359,,359,
42040,Bonsecours,05,-72.29296063,45.412840045,343,345,,,,,352
42045,Lawrenceville,05,-72.3420125,45.432825271,360,363,363,359,,359,360
42050,Sainte-Anne-de-la-Rochelle,05,-72.40744487,45.411939232,,,,,,,
42055,Valcourt,05,-72.31557,45.496362386,382,382,382,382,,381,
42060,Valcourt,05,-72.37000122,45.490591263,0,382,382,382,,381,
42065,Maricourt,05,-72.30878745,45.558871969,,,,,,,
42070,Kingsbury,05,-72.12892703,45.57320445,335,339,,,,,
42075,Melbourne,05,-72.17082968,45.598971849,,,,384,384,384,384
42078,Ulverton,05,-72.2526301,45.700928065,,,,,,,
42088,Windsor,05,-71.98807125,45.571379789,390,391,391,391,391,391,391
42095,Val-Joli,05,-71.93153484,45.575563123,,,,,,,
42098,Richmond,05,-72.13425673,45.66420936,384,384,384,384,384,384,384
42100,Saint-Claude,05,-71.95861354,45.640141312,,,,,,,
42110,Cleveland,05,-72.11093157,45.683698149,,,,,,,
43027,Sherbrooke,05,-71.94368165,45.41203959,435,435,435,435,435,436,436
44003,Saint-Malo,05,-71.50299191,45.20022222,,,,,,,
44005,Saint-Venant-de-Paquette,05,-71.47886489,45.121819443,311,311,311,,,,
44010,East Hereford,05,-71.53706646,45.073375001,331,331,329,333,335,334,337
44015,Saint-Herm�n�gilde,05,-71.6510203,45.086556066,334,334,331,330,329,330,332
44023,Dixville,05,-71.74602591,45.05727056,348,348,349,346,349,348,350
44037,Coaticook,05,-71.86294005,45.082942328,393,398,393,393,393,393,394
44045,Barnston-Ouest,05,-71.96653884,45.08435274,,,,,,,
44050,Stanstead-Est,05,-72.05058221,45.084040964,,,,,,,
44055,Sainte-Edwidge-de-Clifton,05,-71.67010353,45.203854042,343,343,,344,344,343,344
44060,Martinville,05,-71.69077187,45.276567831,350,351,352,350,350,350,351
44071,Compton,05,-71.82770165,45.232490685,368,370,370,371,371,372,374
44080,Waterville,05,-71.86295146,45.307138024,371,372,372,372,372,372,373
45008,Stanstead,05,-72.10666697,45.020141713,386,385,386,385,386,382,
45020,Ogden,05,-72.16553834,45.045200721,,,,,,,
45025,Stanstead,05,-72.19019825,45.095481938,342,,,339,337,337,337
45030,Potton,05,-72.38092806,45.080643003,367,367,367,,367,365,366
45035,Ayer's Cliff,05,-72.05263184,45.174594349,369,370,,374,,372,370
45043,Hatley,05,-71.96086325,45.200218615,355,,,,,354,354
45050,North Hatley,05,-71.98084522,45.27256168,366,366,,,367,367,368
45055,Hatley,05,-71.96616156,45.300416654,343,346,,346,367,367,368
45060,Sainte-Catherine-de-Hatley,05,-72.0508998,45.234871756,,,,,,,
45072,Magog,05,-72.16697923,45.233496718,410,410,410,410,410,410,410
45080,Saint-Beno�t-du-Lac,05,-72.26754556,45.167333561,327,327,327,327,327,327,327
45085,Austin,05,-72.25387437,45.222954672,,,,,,,
45093,Eastman,05,-72.30540945,45.330847028,366,363,,363,363,362,363
45095,Bolton-Est,05,-72.32625691,45.219784955,,,,,,,
45100,Saint-�tienne-de-Bolton,05,-72.36865401,45.259446782,,,,,,,
45105,Stukely-Sud,05,-72.41155259,45.342120313,340,341,341,345,344,343,344
45115,Orford,05,-72.17649845,45.375155849,376,376,,,,,378
46005,Abercorn,16,-72.66403467,45.041419752,346,346,346,347,,,
46010,Frelighsburg,16,-72.81121885,45.045971367,347,345,,347,345,345,
46017,Saint-Armand,16,-73.00371256,45.045527589,,,,356,,,
46025,Pike River,16,-73.06813542,45.114386047,,,,,,,
46030,Stanbridge Station,16,-73.02417895,45.11284992,,,,,,,
46035,Bedford,16,-72.98379995,45.120761394,381,381,,,,,
46040,Bedford,16,-72.99739044,45.113020769,,,,,,,
46045,Stanbridge East,16,-72.91593047,45.113459292,,,,,,,
46050,Dunham,16,-72.78438465,45.151608096,,,,,,,
46058,Sutton,16,-72.58817367,45.086102314,379,380,385,380,380,380,380
46065,Bolton-Ouest,16,-72.44005456,45.230347621,,,,,,,
46070,Brome,16,-72.57163759,45.182756041,,,,,,,
46075,Lac-Brome,16,-72.58165275,45.232585076,381,382,,382,382,382,383
46078,Bromont,16,-72.68928829,45.301945097,393,394,394,394,394,394,395
46080,Cowansville,16,-72.76186487,45.208490254,401,402,402,403,402,402,403
46085,East Farnham,16,-72.77294788,45.238432306,,,,,,,
46090,Brigham,16,-72.80686274,45.261804376,,,,,,,
46095,Saint-Ignace-de-Stanbridge,16,-72.93463086,45.187527848,,,,,,,
46100,Notre-Dame-de-Stanbridge,16,-73.03897835,45.181603616,,,,,,,
46105,Sainte-Sabine,16,-73.02400623,45.242517117,,,,,,,
46112,Farnham,16,-72.96122862,45.283401647,394,394,395,397,397,397,398
47010,Saint-Alphonse-de-Granby,16,-72.81709546,45.327206355,,,,,,,
47017,Granby,16,-72.75024725,45.39827125,421,421,422,422,422,422,422
47025,Waterloo,16,-72.52785604,45.336184587,387,388,,388,389,389,389
47030,Warden,16,-72.51578836,45.378267216,,,,,,,
47035,Shefford,16,-72.56460819,45.363636625,,342,342,342,343,342,343
47040,Saint-Joachim-de-Shefford,16,-72.52560193,45.440899877,,,,,,,
47047,Roxton Pond,16,-72.64393744,45.470654116,375,376,376,,379,379,379
47055,Sainte-C�cile-de-Milton,16,-72.750931,45.498028245,,,,,,,
48005,B�thanie,16,-72.42570827,45.511273698,,,,,,,
48010,Roxton Falls,16,-72.52369089,45.577062299,,,,,,,
48015,Roxton,16,-72.53141441,45.549050564,,,,,,,
48020,Sainte-Christine,16,-72.37878469,45.600432945,,,,,,,
48028,Acton Vale,16,-72.56206652,45.636095672,389,390,390,390,390,390,391
48038,Upton,16,-72.67976657,45.661266543,370,370,371,371,371,371,372
48045,Saint-Th�odore-d'Acton,16,-72.56710781,45.697229215,,,,,,,
48050,Saint-Nazaire-d'Acton,16,-72.63654402,45.752771238,,,,,,,
49005,Saint-F�lix-de-Kingsey,17,-72.1805731,45.783654497,,,,,,,
49015,Durham-Sud,17,-72.31916227,45.647196999,359,358,358,360,360,360,362
49020,Lefebvre,17,-72.41430863,45.712922857,,,,,,,
49025,L'Avenir,17,-72.30283844,45.75707773,,,,,,,
49030,Saint-Lucien,17,-72.27077872,45.866835245,,,,,,,
49040,Wickham,17,-72.48830902,45.76458283,364,364,365,365,365,366,368
49048,Saint-Germain-de-Grantham,17,-72.59198542,45.833994356,385,386,,387,387,387,388
49058,Drummondville,17,-72.51883652,45.892472795,425,424,425,425,425,425,426
49070,Saint-Cyrille-de-Wendover,17,-72.40394231,45.926152164,377,372,374,375,378,377,379
49075,Notre-Dame-du-Bon-Conseil,17,-72.35344194,45.999990636,373,371,371,373,373,373,373
49080,Notre-Dame-du-Bon-Conseil,17,-72.39648088,45.992620085,,,,,,,
49085,Sainte-Brigitte-des-Saults,17,-72.50929146,46.040138456,341,341,,,,,
49095,Saint-Majorique-de-Grantham,17,-72.58659184,45.932146654,371,365,365,368,425,367,426
49100,Saint-Edmond-de-Grantham,17,-72.66901725,45.874012031,,,,,,,
49105,Saint-Eug�ne,17,-72.70519833,45.807613527,,,,,,,
49113,Saint-Guillaume,17,-72.78541187,45.879127615,371,370,371,372,370,370,373
49125,Saint-Bonaventure,17,-72.6706336,45.959292118,,,,,,,
49130,Saint-Pie-de-Guire,17,-72.74901762,45.987710446,345,351,352,351,352,352,354
50005,Sainte-Eulalie,17,-72.23327635,46.107202213,356,357,357,,356,357,358
50013,Aston-Jonction,17,-72.22112633,46.166186913,,,,,,,
50023,Saint-Wenceslas,17,-72.32107135,46.168348268,361,359,360,360,,364,365
50030,Saint-C�lestin,17,-72.43576641,46.215229218,367,365,365,,367,365,365
50035,Saint-C�lestin,17,-72.42096453,46.20141225,,,,,,,
50042,Saint-L�onard-d'Aston,17,-72.35037286,46.095476955,373,373,,,377,,
50050,Sainte-Perp�tue,17,-72.45216645,46.076722137,368,363,361,362,,,
50057,Sainte-Monique,17,-72.53332848,46.151532687,354,355,355,,,354,357
50065,Grand-Saint-Esprit,17,-72.48081286,46.171917942,353,353,357,357,358,358,358
50072,Nicolet,17,-72.60785002,46.212823636,395,396,396,396,396,396,396
50085,La Visitation-de-Yamaska,17,-72.60218248,46.115915678,349,348,350,350,349,349,351
50090,Saint-Z�phirin-de-Courval,17,-72.61369974,46.061900228,364,362,362,362,362,362,364
50095,Saint-Elph�ge,17,-72.69593282,46.055377655,349,350,350,349,348,349,352
50100,Baie-du-Febvre,17,-72.73370666,46.160663586,369,368,368,368,369,369,370
50113,Pierreville,17,-72.83771014,46.108889128,378,379,380,380,378,377,377
50128,Saint-Fran�ois-du-Lac,17,-72.88586456,46.073544678,377,377,377,379,378,378,379
51008,Maskinong�,04,-73.03232318,46.207103177,379,379,380,380,380,379,379
51015,Louiseville,04,-72.93799573,46.252044046,395,395,,395,395,395,
51020,Yamachiche,04,-72.83949579,46.311119329,380,381,381,381,382,382,383
51025,Saint-Barnab�,04,-72.87401063,46.402208138,376,376,377,377,377,377,377
51030,Saint-S�v�re,04,-72.89579126,46.363697244,355,355,355,,353,352,353
51035,Saint-L�on-le-Grand,04,-72.97545512,46.332232102,366,366,367,367,367,366,369
51040,Sainte-Ursule,04,-73.05869492,46.325058138,370,371,,,369,369,370
51045,Saint-Justin,04,-73.11015929,46.260926836,359,357,,359,358,358,359
51050,Saint-�douard-de-Maskinong�,04,-73.14356818,46.331191295,354,353,,,355,355,356
51055,Sainte-Ang�le-de-Pr�mont,04,-73.05922351,46.371593125,361,360,362,362,361,361,361
51060,Saint-Paulin,04,-73.05145822,46.431144932,370,370,371,,371,370,372
51065,Saint-Alexis-des-Monts,04,-73.24636684,46.630431564,371,372,377,,,376,376
51070,Saint-Mathieu-du-Parc,04,-72.96946563,46.642366987,352,349,,,350,,348
51075,Saint-�lie-de-Caxton,04,-72.99885744,46.520381777,356,358,362,362,361,361,
51080,Charette,04,-72.93984372,46.436264788,362,363,364,,364,364,
51085,Saint-Boniface,04,-72.84997942,46.523496741,384,383,385,385,385,384,385
51090,Saint-�tienne-des-Gr�s,04,-72.77068993,46.429461139,379,378,380,380,380,381,382
52007,Lavaltrie,14,-73.32645444,45.906988653,402,403,401,401,401,401,
52017,Lanoraie,14,-73.25498172,45.974265041,384,385,,385,384,385,386
52030,Sainte-�lisabeth,14,-73.34380968,46.11377897,374,374,374,374,374,373,375
52035,Berthierville,14,-73.18909269,46.080427506,387,387,387,,387,,388
52040,Sainte-Genevi�ve-de-Berthier,14,-73.24387732,46.075147443,379,379,380,380,380,380,381
52045,Saint-Ignace-de-Loyola,14,-73.06555817,46.107926992,378,376,379,379,378,378,379
52050,La Visitation-de-l'�le-Dupas,14,-73.12395276,46.105535992,362,364,362,361,361,361,362
52055,Saint-Barth�lemy,14,-73.17125854,46.218249394,377,376,,375,,,376
52062,Saint-Cuthbert,14,-73.24122069,46.19544124,367,367,367,367,367,367,368
52070,Saint-Norbert,14,-73.32867236,46.189222873,,,,,,,
52075,Saint-Cl�ophas-de-Brandon,14,-73.40289101,46.23074611,,,,,,,
52080,Saint-Gabriel,14,-73.38078062,46.31334391,386,387,387,387,382,382,382
52085,Saint-Gabriel-de-Brandon,14,-73.36088462,46.283279982,387,387,,,365,364,
52090,Saint-Didace,14,-73.23958081,46.36095498,337,338,333,337,337,,331
52095,Mandeville,14,-73.37441031,46.452976897,369,366,366,366,366,,
53005,Saint-David,16,-72.84017595,45.931867753,367,367,366,366,365,366,366
53010,Massueville,16,-72.93243292,45.911247101,359,359,359,359,359,359,359
53015,Saint-Aim�,16,-72.96538386,45.918233531,359,359,359,360,359,359,363
53020,Saint-Robert,16,-72.98655043,45.96968946,375,376,376,376,414,376,415
53025,Sainte-Victoire-de-Sorel,16,-73.08208447,45.950779695,380,380,381,380,414,,
53032,Saint-Ours,16,-73.11166879,45.886404966,375,376,376,375,414,375,
53040,Saint-Roch-de-Richelieu,16,-73.16906348,45.898719552,377,377,379,379,379,379,
53050,Saint-Joseph-de-Sorel,16,-73.13688471,46.047807265,0,416,417,404,404,404,
53052,Sorel-Tracy,16,-73.13162163,46.008025821,416,416,417,417,420,419,420
53065,Sainte-Anne-de-Sorel,16,-73.0208005,46.072904928,382,382,381,381,414,,415
53072,Yamaska,16,-72.94728604,46.02586746,375,373,375,374,374,374,
53085,Saint-G�rard-Majella,16,-72.83919932,46.008372226,350,351,351,351,351,351,351
54008,Saint-Pie,16,-72.8860562,45.51523125,386,387,387,387,387,387,388
54017,Saint-Damase,16,-73.01041569,45.521702882,380,381,380,380,380,380,381
54025,Sainte-Madeleine,16,-73.09221266,45.594264491,379,381,381,380,380,380,380
54030,Sainte-Marie-Madeleine,16,-73.04217772,45.584607059,382,383,,382,383,382,
54035,La Pr�sentation,16,-73.06604893,45.680301174,379,380,381,380,380,381,381
54048,Saint-Hyacinthe,16,-72.93363775,45.637144153,421,421,421,421,421,421,422
54060,Saint-Dominique,16,-72.83895518,45.581644929,374,375,,376,376,377,378
54065,Saint-Val�rien-de-Milton,16,-72.70410336,45.570837712,,,,,,,
54072,Saint-Liboire,16,-72.76595934,45.651867748,375,374,,377,374,374,376
54090,Saint-Simon,16,-72.84437016,45.719197257,358,359,360,360,362,362,364
54095,Sainte-H�l�ne-de-Bagot,16,-72.74357337,45.732167238,368,369,369,369,368,368,368
54100,Saint-Hugues,16,-72.83595548,45.792915415,365,365,366,365,365,365,366
54105,Saint-Barnab�-Sud,16,-72.92832255,45.745094214,366,365,366,367,367,367,367
54110,Saint-Jude,16,-72.9900953,45.789301224,370,371,371,371,371,371,369
54115,Saint-Bernard-de-Michaudville,16,-73.07537498,45.821464399,359,359,360,360,360,360,359
54120,Saint-Louis,16,-72.98006205,45.852498267,363,365,364,365,365,364,364
54125,Saint-Marcel-de-Richelieu,16,-72.89342506,45.855137252,360,361,361,360,359,359,360
55008,Ange-Gardien,16,-72.91625133,45.330090652,373,375,,377,377,377,379
55015,Saint-Paul-d'Abbotsford,16,-72.87808237,45.430073827,360,360,,361,360,360,362
55023,Saint-C�saire,16,-72.98575831,45.406958882,390,390,390,391,390,390,392
55030,Sainte-Ang�le-de-Monnoir,16,-73.09126326,45.397630764,369,370,370,370,370,370,371
55037,Rougemont,16,-73.06083394,45.450991572,379,378,378,380,382,382,382
55048,Marieville,16,-73.14933486,45.433884962,400,399,399,399,399,399,399
55057,Richelieu,16,-73.22186588,45.409745559,391,391,,391,,,
55065,Saint-Mathias-sur-Richelieu,16,-73.21685221,45.488984657,387,388,388,387,387,,
56005,Venise-en-Qu�bec,16,-73.14035425,45.077326507,377,377,380,379,379,379,392
56010,Saint-Georges-de-Clarenceville,16,-73.19403553,45.053724584,359,359,364,363,364,,
56015,Noyan,16,-73.29797593,45.053880035,,,,,,,
56023,Lacolle,16,-73.36928995,45.071253696,379,379,,,,381,
56030,Saint-Valentin,16,-73.32312215,45.13555684,,,,,,,
56035,Saint-Paul-de-l'�le-aux-Noix,16,-73.28605459,45.124479677,,,,,,,
56042,Henryville,16,-73.21369431,45.141317202,370,370,370,373,373,373,
56050,Saint-S�bastien,16,-73.12893594,45.152053481,353,355,355,355,356,356,
56055,Saint-Alexandre,16,-73.12435271,45.230332094,374,375,374,374,374,375,377
56060,Sainte-Anne-de-Sabrevois,16,-73.21518967,45.214853395,,,,,,,
56065,Saint-Blaise-sur-Richelieu,16,-73.31254484,45.217063801,,,,,,,
56083,Saint-Jean-sur-Richelieu,16,-73.30133258,45.324629158,428,427,428,429,429,429,429
56097,Mont-Saint-Gr�goire,16,-73.15029007,45.328408141,,,,,,,
56105,Sainte-Brigide-d'Iberville,16,-73.070057,45.315882173,362,362,362,363,363,,
57005,Chambly,16,-73.28505129,45.42940028,411,412,413,413,,,414
57010,Carignan,16,-73.33562964,45.448356772,391,391,,395,,,
57020,Saint-Basile-le-Grand,16,-73.2705284,45.52804067,406,406,406,406,406,406,406
57025,McMasterville,16,-73.23206354,45.546399151,391,391,392,391,391,,
57030,Otterburn Park,16,-73.21034665,45.537974653,397,397,397,397,396,397,396
57033,Saint-Jean-Baptiste,16,-73.13458839,45.514534608,381,382,381,381,381,381,381
57035,Mont-Saint-Hilaire,16,-73.16830737,45.570332004,406,408,409,408,408,408,409
57040,Beloeil,16,-73.2107386,45.589563647,409,409,409,411,409,410,410
57045,Saint-Mathieu-de-Beloeil,16,-73.25447222,45.605824101,0,399,,399,399,399,
57050,Saint-Marc-sur-Richelieu,16,-73.23131601,45.685561354,0,399,,399,399,399,
57057,Saint-Charles-sur-Richelieu,16,-73.14955736,45.658263588,0,399,,399,399,399,
57068,Saint-Denis-sur-Richelieu,16,-73.12840619,45.756126226,399,399,,,,399,400
57075,Saint-Antoine-sur-Richelieu,16,-73.2079008,45.794934157,0,399,,399,399,399,
58007,Brossard,16,-73.46153504,45.449589801,426,427,427,427,428,428,428
58012,Saint-Lambert,16,-73.50901305,45.497503376,409,409,410,409,409,410,
58033,Boucherville,16,-73.43209502,45.593542175,418,418,418,418,418,418,418
58037,Saint-Bruno-de-Montarville,16,-73.34228602,45.526372563,412,412,412,412,412,412,413
58227,Longueuil,16,-73.44738885,45.510951035,441,441,441,441,442,442,442
59010,Sainte-Julie,16,-73.33130602,45.601799731,413,413,414,414,414,414,414
59015,Saint-Amable,16,-73.30302997,45.656866223,399,401,401,401,401,402,402
59020,Varennes,16,-73.40997868,45.681083779,409,410,409,409,409,409,409
59025,Verch�res,16,-73.35078992,45.749132932,391,392,392,392,392,392,391
59030,Calixa-Lavall�e,16,-73.26239986,45.751255311,359,359,359,359,359,359,359
