District;Bureau;Candidat1;Vote1;Candidat2;Vote2;Candidat3;Vote3;Candidat4;Vote4;Candidat5;Vote5;Rejetes
6;139;Clément BÉLANGER;5;Rémi BERGERON;1;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;17;Denis TASSÉ;26;0
6;140;Clément BÉLANGER;4;Rémi BERGERON;1;Sylvie GONEAU;8;Maxime PEDNEAUD-JOBIN;26;Denis TASSÉ;22;3
6;141;Clément BÉLANGER;7;Rémi BERGERON;2;Sylvie GONEAU;15;Maxime PEDNEAUD-JOBIN;19;Denis TASSÉ;18;0
6;142;Clément BÉLANGER;9;Rémi BERGERON;0;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;58;Denis TASSÉ;25;1
6;143;Clément BÉLANGER;13;Rémi BERGERON;2;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;113;Denis TASSÉ;41;2
6;144;Clément BÉLANGER;8;Rémi BERGERON;4;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;102;Denis TASSÉ;28;0
6;145;Clément BÉLANGER;10;Rémi BERGERON;5;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;104;Denis TASSÉ;57;2
6;146;Clément BÉLANGER;3;Rémi BERGERON;4;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;113;Denis TASSÉ;65;2
6;147;Clément BÉLANGER;10;Rémi BERGERON;3;Sylvie GONEAU;31;Maxime PEDNEAUD-JOBIN;101;Denis TASSÉ;30;2
6;148;Clément BÉLANGER;12;Rémi BERGERON;1;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;59;Denis TASSÉ;32;0
6;149;Clément BÉLANGER;17;Rémi BERGERON;6;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;126;Denis TASSÉ;43;2
6;150;Clément BÉLANGER;2;Rémi BERGERON;5;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;66;Denis TASSÉ;43;1
6;151;Clément BÉLANGER;8;Rémi BERGERON;6;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;122;Denis TASSÉ;32;4
6;152;Clément BÉLANGER;6;Rémi BERGERON;4;Sylvie GONEAU;13;Maxime PEDNEAUD-JOBIN;31;Denis TASSÉ;13;3
6;153;Clément BÉLANGER;5;Rémi BERGERON;5;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;42;Denis TASSÉ;43;6
6;154;Clément BÉLANGER;10;Rémi BERGERON;3;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;54;Denis TASSÉ;41;5
6;155;Clément BÉLANGER;15;Rémi BERGERON;5;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;87;Denis TASSÉ;42;8
6;BVA-06-4;Clément BÉLANGER;10;Rémi BERGERON;5;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;99;Denis TASSÉ;37;3
6;BVA-06-5;Clément BÉLANGER;16;Rémi BERGERON;5;Sylvie GONEAU;8;Maxime PEDNEAUD-JOBIN;107;Denis TASSÉ;48;2
6;BVA-06-6;Clément BÉLANGER;2;Rémi BERGERON;1;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;59;Denis TASSÉ;27;2
7;156;Clément BÉLANGER;7;Rémi BERGERON;1;Sylvie GONEAU;32;Maxime PEDNEAUD-JOBIN;56;Denis TASSÉ;60;2
7;157;Clément BÉLANGER;7;Rémi BERGERON;4;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;92;Denis TASSÉ;57;4
7;158;Clément BÉLANGER;5;Rémi BERGERON;6;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;54;Denis TASSÉ;49;1
7;159;Clément BÉLANGER;8;Rémi BERGERON;1;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;55;Denis TASSÉ;52;4
7;160;Clément BÉLANGER;9;Rémi BERGERON;3;Sylvie GONEAU;31;Maxime PEDNEAUD-JOBIN;89;Denis TASSÉ;52;2
7;161;Clément BÉLANGER;12;Rémi BERGERON;11;Sylvie GONEAU;35;Maxime PEDNEAUD-JOBIN;86;Denis TASSÉ;70;8
7;BVA-07-1;Clément BÉLANGER;7;Rémi BERGERON;2;Sylvie GONEAU;28;Maxime PEDNEAUD-JOBIN;90;Denis TASSÉ;54;5
7;BVA-07-2;Clément BÉLANGER;1;Rémi BERGERON;5;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;51;Denis TASSÉ;44;2
7;BVA-07-3;Clément BÉLANGER;7;Rémi BERGERON;2;Sylvie GONEAU;36;Maxime PEDNEAUD-JOBIN;83;Denis TASSÉ;47;5
7;162;Clément BÉLANGER;3;Rémi BERGERON;1;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;36;Denis TASSÉ;29;2
7;163;Clément BÉLANGER;2;Rémi BERGERON;1;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;32;Denis TASSÉ;26;3
7;164;Clément BÉLANGER;8;Rémi BERGERON;1;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;87;Denis TASSÉ;27;5
7;165;Clément BÉLANGER;9;Rémi BERGERON;9;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;101;Denis TASSÉ;39;2
7;166;Clément BÉLANGER;7;Rémi BERGERON;7;Sylvie GONEAU;42;Maxime PEDNEAUD-JOBIN;95;Denis TASSÉ;30;5
7;167;Clément BÉLANGER;5;Rémi BERGERON;1;Sylvie GONEAU;9;Maxime PEDNEAUD-JOBIN;34;Denis TASSÉ;15;1
7;168;Clément BÉLANGER;3;Rémi BERGERON;4;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;51;Denis TASSÉ;36;5
7;169;Clément BÉLANGER;8;Rémi BERGERON;3;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;41;Denis TASSÉ;49;0
7;170;Clément BÉLANGER;10;Rémi BERGERON;3;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;48;Denis TASSÉ;39;4
7;171;Clément BÉLANGER;4;Rémi BERGERON;3;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;33;Denis TASSÉ;38;1
7;172;Clément BÉLANGER;6;Rémi BERGERON;3;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;28;Denis TASSÉ;29;1
7;173;Clément BÉLANGER;6;Rémi BERGERON;6;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;32;Denis TASSÉ;54;2
7;174;Clément BÉLANGER;3;Rémi BERGERON;4;Sylvie GONEAU;11;Maxime PEDNEAUD-JOBIN;45;Denis TASSÉ;41;2
7;175;Clément BÉLANGER;2;Rémi BERGERON;3;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;22;Denis TASSÉ;16;0
7;176;Clément BÉLANGER;7;Rémi BERGERON;3;Sylvie GONEAU;16;Maxime PEDNEAUD-JOBIN;30;Denis TASSÉ;32;1
7;177;Clément BÉLANGER;2;Rémi BERGERON;7;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;58;Denis TASSÉ;44;1
7;178;Clément BÉLANGER;5;Rémi BERGERON;3;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;53;Denis TASSÉ;25;1
7;179;Clément BÉLANGER;7;Rémi BERGERON;2;Sylvie GONEAU;12;Maxime PEDNEAUD-JOBIN;43;Denis TASSÉ;30;3
7;BVA-07-4;Clément BÉLANGER;4;Rémi BERGERON;4;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;36;Denis TASSÉ;47;0
7;BVA-07-5;Clément BÉLANGER;2;Rémi BERGERON;1;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;28;Denis TASSÉ;40;1
7;BVA-07-6;Clément BÉLANGER;10;Rémi BERGERON;3;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;47;Denis TASSÉ;45;4
8;180;Clément BÉLANGER;2;Rémi BERGERON;4;Sylvie GONEAU;10;Maxime PEDNEAUD-JOBIN;39;Denis TASSÉ;14;0
8;181;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;16;Denis TASSÉ;34;4
8;182;Clément BÉLANGER;8;Rémi BERGERON;3;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;42;Denis TASSÉ;23;3
8;183;Clément BÉLANGER;4;Rémi BERGERON;3;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;27;Denis TASSÉ;25;6
8;184;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;41;Denis TASSÉ;16;2
8;185;Clément BÉLANGER;3;Rémi BERGERON;3;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;38;Denis TASSÉ;26;5
8;186;Clément BÉLANGER;14;Rémi BERGERON;5;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;73;Denis TASSÉ;14;3
8;187;Clément BÉLANGER;3;Rémi BERGERON;3;Sylvie GONEAU;15;Maxime PEDNEAUD-JOBIN;86;Denis TASSÉ;12;4
8;188;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;32;Denis TASSÉ;13;0
8;189;Clément BÉLANGER;8;Rémi BERGERON;3;Sylvie GONEAU;10;Maxime PEDNEAUD-JOBIN;35;Denis TASSÉ;14;0
8;190;Clément BÉLANGER;3;Rémi BERGERON;3;Sylvie GONEAU;6;Maxime PEDNEAUD-JOBIN;52;Denis TASSÉ;25;0
8;191;Clément BÉLANGER;26;Rémi BERGERON;0;Sylvie GONEAU;19;Maxime PEDNEAUD-JOBIN;70;Denis TASSÉ;23;0
8;192;Clément BÉLANGER;2;Rémi BERGERON;3;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;22;Denis TASSÉ;18;2
8;193;Clément BÉLANGER;6;Rémi BERGERON;3;Sylvie GONEAU;11;Maxime PEDNEAUD-JOBIN;53;Denis TASSÉ;34;6
8;194;Clément BÉLANGER;6;Rémi BERGERON;2;Sylvie GONEAU;16;Maxime PEDNEAUD-JOBIN;23;Denis TASSÉ;14;2
8;BVA-08-1;Clément BÉLANGER;2;Rémi BERGERON;9;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;110;Denis TASSÉ;54;2
8;BVA-08-2;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;12;Maxime PEDNEAUD-JOBIN;55;Denis TASSÉ;32;1
8;BVA-08-3;Clément BÉLANGER;3;Rémi BERGERON;0;Sylvie GONEAU;10;Maxime PEDNEAUD-JOBIN;62;Denis TASSÉ;26;1
8;195;Clément BÉLANGER;8;Rémi BERGERON;6;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;46;Denis TASSÉ;23;3
8;196;Clément BÉLANGER;9;Rémi BERGERON;2;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;56;Denis TASSÉ;24;4
8;197;Clément BÉLANGER;7;Rémi BERGERON;6;Sylvie GONEAU;31;Maxime PEDNEAUD-JOBIN;52;Denis TASSÉ;32;1
8;198;Clément BÉLANGER;7;Rémi BERGERON;2;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;74;Denis TASSÉ;56;3
8;199;Clément BÉLANGER;9;Rémi BERGERON;3;Sylvie GONEAU;33;Maxime PEDNEAUD-JOBIN;86;Denis TASSÉ;42;1
8;BVA-08-4;Clément BÉLANGER;3;Rémi BERGERON;1;Sylvie GONEAU;7;Maxime PEDNEAUD-JOBIN;32;Denis TASSÉ;15;3
8;BVA-08-5;Clément BÉLANGER;2;Rémi BERGERON;1;Sylvie GONEAU;8;Maxime PEDNEAUD-JOBIN;36;Denis TASSÉ;41;1
8;BVA-08-6;Clément BÉLANGER;8;Rémi BERGERON;0;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;69;Denis TASSÉ;36;2
9;200;Clément BÉLANGER;5;Rémi BERGERON;1;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;50;Denis TASSÉ;75;2
9;201;Clément BÉLANGER;7;Rémi BERGERON;7;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;69;Denis TASSÉ;56;2
9;202;Clément BÉLANGER;9;Rémi BERGERON;0;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;75;Denis TASSÉ;56;2
9;203;Clément BÉLANGER;11;Rémi BERGERON;2;Sylvie GONEAU;35;Maxime PEDNEAUD-JOBIN;85;Denis TASSÉ;69;1
9;204;Clément BÉLANGER;5;Rémi BERGERON;1;Sylvie GONEAU;28;Maxime PEDNEAUD-JOBIN;78;Denis TASSÉ;57;4
9;205;Clément BÉLANGER;12;Rémi BERGERON;4;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;81;Denis TASSÉ;54;1
9;206;Clément BÉLANGER;9;Rémi BERGERON;1;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;141;Denis TASSÉ;45;3
9;207;Clément BÉLANGER;6;Rémi BERGERON;2;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;131;Denis TASSÉ;51;4
9;208;Clément BÉLANGER;5;Rémi BERGERON;2;Sylvie GONEAU;28;Maxime PEDNEAUD-JOBIN;105;Denis TASSÉ;52;1
9;BVA-09-1;Clément BÉLANGER;8;Rémi BERGERON;2;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;107;Denis TASSÉ;88;3
9;BVA-09-2;Clément BÉLANGER;13;Rémi BERGERON;1;Sylvie GONEAU;15;Maxime PEDNEAUD-JOBIN;140;Denis TASSÉ;64;1
9;BVA-09-3;Clément BÉLANGER;1;Rémi BERGERON;3;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;96;Denis TASSÉ;53;2
9;209;Clément BÉLANGER;4;Rémi BERGERON;1;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;117;Denis TASSÉ;51;3
9;210;Clément BÉLANGER;7;Rémi BERGERON;1;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;96;Denis TASSÉ;52;0
9;211;Clément BÉLANGER;11;Rémi BERGERON;3;Sylvie GONEAU;42;Maxime PEDNEAUD-JOBIN;107;Denis TASSÉ;61;5
9;212;Clément BÉLANGER;8;Rémi BERGERON;2;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;104;Denis TASSÉ;44;0
9;213;Clément BÉLANGER;5;Rémi BERGERON;2;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;75;Denis TASSÉ;54;1
9;214;Clément BÉLANGER;5;Rémi BERGERON;9;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;45;Denis TASSÉ;50;3
9;215;Clément BÉLANGER;7;Rémi BERGERON;7;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;73;Denis TASSÉ;55;5
9;216;Clément BÉLANGER;5;Rémi BERGERON;3;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;83;Denis TASSÉ;47;3
9;217;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;66;Denis TASSÉ;60;2
9;218;Clément BÉLANGER;5;Rémi BERGERON;2;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;76;Denis TASSÉ;36;0
9;219;Clément BÉLANGER;5;Rémi BERGERON;4;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;105;Denis TASSÉ;46;1
9;220;Clément BÉLANGER;7;Rémi BERGERON;3;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;122;Denis TASSÉ;50;3
9;221;Clément BÉLANGER;10;Rémi BERGERON;2;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;103;Denis TASSÉ;52;4
9;222;Clément BÉLANGER;8;Rémi BERGERON;1;Sylvie GONEAU;15;Maxime PEDNEAUD-JOBIN;50;Denis TASSÉ;109;2
9;223;Clément BÉLANGER;1;Rémi BERGERON;0;Sylvie GONEAU;11;Maxime PEDNEAUD-JOBIN;83;Denis TASSÉ;44;0
9;BVA-09-4;Clément BÉLANGER;3;Rémi BERGERON;1;Sylvie GONEAU;14;Maxime PEDNEAUD-JOBIN;57;Denis TASSÉ;44;2
9;BVA-09-5;Clément BÉLANGER;6;Rémi BERGERON;1;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;92;Denis TASSÉ;44;1
9;BVA-09-6;Clément BÉLANGER;7;Rémi BERGERON;1;Sylvie GONEAU;16;Maxime PEDNEAUD-JOBIN;143;Denis TASSÉ;53;1
10;224;Clément BÉLANGER;9;Rémi BERGERON;3;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;96;Denis TASSÉ;81;5
10;225;Clément BÉLANGER;2;Rémi BERGERON;4;Sylvie GONEAU;14;Maxime PEDNEAUD-JOBIN;57;Denis TASSÉ;52;0
10;226;Clément BÉLANGER;3;Rémi BERGERON;1;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;28;Denis TASSÉ;65;0
10;227;Clément BÉLANGER;8;Rémi BERGERON;4;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;33;Denis TASSÉ;93;2
10;228;Clément BÉLANGER;9;Rémi BERGERON;2;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;46;Denis TASSÉ;80;1
10;229;Clément BÉLANGER;2;Rémi BERGERON;1;Sylvie GONEAU;12;Maxime PEDNEAUD-JOBIN;49;Denis TASSÉ;88;1
10;230;Clément BÉLANGER;3;Rémi BERGERON;5;Sylvie GONEAU;16;Maxime PEDNEAUD-JOBIN;49;Denis TASSÉ;95;1
10;231;Clément BÉLANGER;2;Rémi BERGERON;2;Sylvie GONEAU;11;Maxime PEDNEAUD-JOBIN;26;Denis TASSÉ;53;2
10;232;Clément BÉLANGER;4;Rémi BERGERON;0;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;49;Denis TASSÉ;69;0
10;233;Clément BÉLANGER;6;Rémi BERGERON;4;Sylvie GONEAU;11;Maxime PEDNEAUD-JOBIN;58;Denis TASSÉ;88;4
10;234;Clément BÉLANGER;1;Rémi BERGERON;1;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;35;Denis TASSÉ;67;1
10;235;Clément BÉLANGER;6;Rémi BERGERON;2;Sylvie GONEAU;16;Maxime PEDNEAUD-JOBIN;45;Denis TASSÉ;80;2
10;236;Clément BÉLANGER;6;Rémi BERGERON;1;Sylvie GONEAU;8;Maxime PEDNEAUD-JOBIN;34;Denis TASSÉ;101;6
10;BVA-10-1;Clément BÉLANGER;2;Rémi BERGERON;2;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;65;Denis TASSÉ;111;1
10;BVA-10-2;Clément BÉLANGER;1;Rémi BERGERON;3;Sylvie GONEAU;14;Maxime PEDNEAUD-JOBIN;62;Denis TASSÉ;116;1
10;BVA-10-3;Clément BÉLANGER;7;Rémi BERGERON;7;Sylvie GONEAU;12;Maxime PEDNEAUD-JOBIN;57;Denis TASSÉ;112;3
10;237;Clément BÉLANGER;1;Rémi BERGERON;3;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;56;Denis TASSÉ;57;1
10;238;Clément BÉLANGER;2;Rémi BERGERON;4;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;59;Denis TASSÉ;74;5
10;239;Clément BÉLANGER;15;Rémi BERGERON;3;Sylvie GONEAU;29;Maxime PEDNEAUD-JOBIN;16;Denis TASSÉ;74;0
10;240;Clément BÉLANGER;3;Rémi BERGERON;5;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;32;Denis TASSÉ;48;0
10;241;Clément BÉLANGER;9;Rémi BERGERON;3;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;29;Denis TASSÉ;47;1
10;242;Clément BÉLANGER;10;Rémi BERGERON;2;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;52;Denis TASSÉ;52;0
10;243;Clément BÉLANGER;1;Rémi BERGERON;1;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;27;Denis TASSÉ;23;1
10;244;Clément BÉLANGER;1;Rémi BERGERON;1;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;32;Denis TASSÉ;54;1
10;245;Clément BÉLANGER;9;Rémi BERGERON;4;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;59;Denis TASSÉ;62;1
10;246;Clément BÉLANGER;7;Rémi BERGERON;6;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;55;Denis TASSÉ;59;6
10;BVA-10-4;Clément BÉLANGER;3;Rémi BERGERON;2;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;31;Denis TASSÉ;74;2
10;BVA-10-5;Clément BÉLANGER;2;Rémi BERGERON;2;Sylvie GONEAU;19;Maxime PEDNEAUD-JOBIN;40;Denis TASSÉ;54;1
10;BVA-10-6;Clément BÉLANGER;6;Rémi BERGERON;1;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;40;Denis TASSÉ;68;1
11;247;Clément BÉLANGER;8;Rémi BERGERON;3;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;47;Denis TASSÉ;53;0
11;248;Clément BÉLANGER;5;Rémi BERGERON;7;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;52;Denis TASSÉ;30;6
11;249;Clément BÉLANGER;5;Rémi BERGERON;2;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;31;Denis TASSÉ;45;4
11;250;Clément BÉLANGER;3;Rémi BERGERON;1;Sylvie GONEAU;12;Maxime PEDNEAUD-JOBIN;21;Denis TASSÉ;21;1
11;251;Clément BÉLANGER;2;Rémi BERGERON;0;Sylvie GONEAU;7;Maxime PEDNEAUD-JOBIN;16;Denis TASSÉ;38;1
11;252;Clément BÉLANGER;4;Rémi BERGERON;0;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;35;Denis TASSÉ;40;5
11;253;Clément BÉLANGER;1;Rémi BERGERON;3;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;31;Denis TASSÉ;44;1
11;BVA-11-1;Clément BÉLANGER;2;Rémi BERGERON;3;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;58;Denis TASSÉ;59;1
11;BVA-11-2;Clément BÉLANGER;1;Rémi BERGERON;3;Sylvie GONEAU;13;Maxime PEDNEAUD-JOBIN;37;Denis TASSÉ;48;3
11;BVA-11-3;Clément BÉLANGER;4;Rémi BERGERON;3;Sylvie GONEAU;5;Maxime PEDNEAUD-JOBIN;42;Denis TASSÉ;21;0
11;254;Clément BÉLANGER;2;Rémi BERGERON;5;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;14;Denis TASSÉ;35;1
11;255;Clément BÉLANGER;6;Rémi BERGERON;4;Sylvie GONEAU;16;Maxime PEDNEAUD-JOBIN;15;Denis TASSÉ;31;3
11;256;Clément BÉLANGER;6;Rémi BERGERON;2;Sylvie GONEAU;19;Maxime PEDNEAUD-JOBIN;45;Denis TASSÉ;38;2
11;257;Clément BÉLANGER;2;Rémi BERGERON;4;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;37;Denis TASSÉ;34;3
11;258;Clément BÉLANGER;5;Rémi BERGERON;6;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;45;Denis TASSÉ;35;2
11;259;Clément BÉLANGER;3;Rémi BERGERON;4;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;19;Denis TASSÉ;30;3
11;260;Clément BÉLANGER;3;Rémi BERGERON;2;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;38;Denis TASSÉ;28;3
11;261;Clément BÉLANGER;6;Rémi BERGERON;4;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;66;Denis TASSÉ;48;4
11;262;Clément BÉLANGER;7;Rémi BERGERON;3;Sylvie GONEAU;10;Maxime PEDNEAUD-JOBIN;76;Denis TASSÉ;39;0
11;263;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;11;Maxime PEDNEAUD-JOBIN;45;Denis TASSÉ;25;0
11;264;Clément BÉLANGER;3;Rémi BERGERON;2;Sylvie GONEAU;11;Maxime PEDNEAUD-JOBIN;44;Denis TASSÉ;28;0
11;265;Clément BÉLANGER;7;Rémi BERGERON;2;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;52;Denis TASSÉ;47;2
11;266;Clément BÉLANGER;6;Rémi BERGERON;3;Sylvie GONEAU;25;Maxime PEDNEAUD-JOBIN;36;Denis TASSÉ;51;1
11;267;Clément BÉLANGER;6;Rémi BERGERON;4;Sylvie GONEAU;22;Maxime PEDNEAUD-JOBIN;32;Denis TASSÉ;35;2
11;268;Clément BÉLANGER;13;Rémi BERGERON;2;Sylvie GONEAU;30;Maxime PEDNEAUD-JOBIN;54;Denis TASSÉ;44;4
11;269;Clément BÉLANGER;2;Rémi BERGERON;1;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;48;Denis TASSÉ;55;9
11;270;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;37;Denis TASSÉ;23;2
11;BVA-11-4;Clément BÉLANGER;5;Rémi BERGERON;0;Sylvie GONEAU;11;Maxime PEDNEAUD-JOBIN;65;Denis TASSÉ;33;1
11;BVA-11-5;Clément BÉLANGER;4;Rémi BERGERON;1;Sylvie GONEAU;28;Maxime PEDNEAUD-JOBIN;43;Denis TASSÉ;34;2
11;BVA-11-6;Clément BÉLANGER;4;Rémi BERGERON;3;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;84;Denis TASSÉ;36;2
12;271;Clément BÉLANGER;11;Rémi BERGERON;2;Sylvie GONEAU;7;Maxime PEDNEAUD-JOBIN;69;Denis TASSÉ;53;1
12;272;Clément BÉLANGER;0;Rémi BERGERON;2;Sylvie GONEAU;7;Maxime PEDNEAUD-JOBIN;27;Denis TASSÉ;18;1
12;273;Clément BÉLANGER;5;Rémi BERGERON;2;Sylvie GONEAU;12;Maxime PEDNEAUD-JOBIN;60;Denis TASSÉ;24;5
12;274;Clément BÉLANGER;9;Rémi BERGERON;2;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;79;Denis TASSÉ;46;5
12;275;Clément BÉLANGER;5;Rémi BERGERON;4;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;81;Denis TASSÉ;65;3
12;276;Clément BÉLANGER;11;Rémi BERGERON;6;Sylvie GONEAU;36;Maxime PEDNEAUD-JOBIN;72;Denis TASSÉ;52;0
12;277;Clément BÉLANGER;9;Rémi BERGERON;1;Sylvie GONEAU;12;Maxime PEDNEAUD-JOBIN;64;Denis TASSÉ;33;3
12;278;Clément BÉLANGER;4;Rémi BERGERON;0;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;58;Denis TASSÉ;37;3
12;279;Clément BÉLANGER;6;Rémi BERGERON;6;Sylvie GONEAU;32;Maxime PEDNEAUD-JOBIN;90;Denis TASSÉ;48;2
12;280;Clément BÉLANGER;7;Rémi BERGERON;1;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;53;Denis TASSÉ;52;3
12;281;Clément BÉLANGER;5;Rémi BERGERON;2;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;18;Denis TASSÉ;60;2
12;BVA-12-1;Clément BÉLANGER;4;Rémi BERGERON;2;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;73;Denis TASSÉ;65;4
12;BVA-12-2;Clément BÉLANGER;5;Rémi BERGERON;4;Sylvie GONEAU;24;Maxime PEDNEAUD-JOBIN;71;Denis TASSÉ;58;1
