TSPID,SCIAN,SCIAL,Q1_1,Q2,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7A,Q2_7B,Q2_7C,Q2_7D,Q3A,Q3B,Q3C,Q3D,Q4,Q5,Q6,Q8,Q9,Q10AM1,Q10AM2,Q10AM3,Q10AM4,Q10AM5,Q11,Q12AM1,Q12AM2,Q12AM3,Q13,Q14,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q15,Q16,Q17,Q18,Q19,Q20M1,Q20M2,Q20M3,Q20M4,Q20M5,Q20M6,QENT1,Q21,Q24,Q25,Q26,Q23,Poids
13285,532111,Location de voitures particulières,3,2,3,9,2,1,2,2,,,,90,2,2,3,4,3,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
13291,531390,Autres activités liées à l'immobilier,2,4,4,2,3,2,2,3,,,,90,3,3,3,4,4,4,3,3,1,2,90,,,,2,1,6,,1,3,3,3,3,2,1,3,3,4,4,4,3,90,6,3,,,,,1,1,1,1,2,,0.950170924751477
13301,562920,Installations de récupération de matériaux,3,2,2,2,2,2,1,1,,90,,,2,2,2,2,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,2,4,1,2,,0.950170924751477
13336,541110,Études d'avocats,4,4,3,9,2,2,2,2,,,,90,2,2,2,2,9,9,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.950170924751477
13370,524299,Toutes les autres activités liées à l'assurance,1,2,2,1,2,1,1,1,,,,90,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,3,1,2,,0.950170924751477
13392,541891,Distributeurs de publicité par l'objet,2,2,3,9,2,3,2,2,,,,90,2,2,2,2,2,2,2,2,1,90,,,,,90,1,2,,5,4,4,4,3,3,5,5,5,2,2,2,3,90,6,,,,,,1,2,90,1,2,,0.950170924751477
13424,561510,Agences de voyage,1,1,1,1,1,1,2,1,,,,90,2,2,2,2,2,2,2,2,1,5,,,,,5,1,,,1,1,2,2,2,1,3,2,2,4,3,2,3,90,9,,,,,,1,2,1,1,2,,0.950170924751477
13440,541710,"Recherche et développement en sciences physiques, en génie et en sciences de la",2,2,2,3,3,2,2,2,90,,,,2,2,2,2,2,2,2,3,1,12,,,,,12,1,4,5,1,4,4,4,2,2,3,4,4,4,4,4,4,99,9,,,,,,1,2,1,1,9,,0.950170924751477
13531,541940,Services vétérinaires,2,3,9,4,4,2,9,9,,,,90,2,3,3,9,3,3,3,2,1,3,90,,,,90,1,,,1,2,2,3,2,1,2,2,2,2,2,3,2,90,9,,,,,,1,1,4,1,2,,0.950170924751477
13561,541611,Services de conseils en gestion administrative et générale,4,2,3,9,3,1,2,9,,,,90,2,2,2,2,2,2,2,3,1,90,,,,,90,4,,,4,1,1,1,1,5,5,1,1,1,1,3,1,99,9,,,,,,1,2,1,1,1,,0.950170924751477
13563,531120,"Bailleurs d'immeubles non résidentiels, sauf les mini-entrepôts",2,9,2,9,2,2,1,2,99,,,,2,4,2,2,2,2,2,2,1,9,,,,,9,99,,,1,2,2,2,2,2,2,2,2,2,2,2,2,99,9,,,,,,1,1,1,1,2,,0.950170924751477
13565,531210,Bureaux d'agents et de courtiers immobiliers,2,2,2,9,3,2,1,2,,,90,,2,2,2,2,2,3,2,2,1,12,11,10,9,,12,1,4,2,2,2,1,2,2,1,3,1,2,2,2,3,2,90,6,,,,,,1,2,1,1,1,,0.950170924751477
13573,561612,Services de garde et de patrouille,2,1,4,1,1,1,1,1,,,90,,1,1,1,4,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,2,,0.950170924751477
13587,541330,Services de génie,3,4,4,4,4,9,1,2,,,,99,4,4,4,2,4,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,1,3,1,2,,0.950170924751477
13599,524210,Agences et courtiers d'assurance,2,2,2,4,4,2,2,2,90,,,,2,3,4,4,3,3,3,1,1,8,9,12,90,,90,1,,,1,1,1,1,1,1,2,3,2,3,3,3,2,90,6,,,,,,1,2,3,1,2,,0.950170924751477
13626,541430,Services de design graphique,2,2,3,2,4,1,1,1,,,,90,2,2,3,2,2,2,2,2,1,90,,,,,90,2,,,2,1,1,1,1,1,1,1,1,1,1,2,1,90,6,,,,,,1,2,1,1,2,,0.950170924751477
13627,531210,Bureaux d'agents et de courtiers immobiliers,4,2,2,9,2,1,1,1,90,,,,2,2,2,2,2,3,2,1,1,12,,,,,12,1,2,,4,2,4,2,2,1,2,2,2,2,2,3,2,90,3,,,,,,1,1,1,1,2,,0.950170924751477
13636,562920,Installations de récupération de matériaux,2,9,2,2,2,2,2,2,,90,,,2,2,3,2,2,2,2,3,1,12,,,,,12,4,5,,4,2,2,2,2,2,3,2,2,1,2,2,2,90,6,,,,,,1,1,1,2,9,,1.098721672518350
13639,541120,Études de notaires,3,1,4,9,4,4,2,2,,,90,,2,3,2,4,4,3,3,2,1,90,,,,,90,4,1,,1,2,2,2,2,2,2,2,2,1,1,2,1,90,3,,,,,,1,2,1,1,2,,0.950170924751477
13642,541370,"Services d'arpentage et de cartographie, sauf les levés géophysiques",4,2,2,3,9,2,2,3,,,90,,3,3,4,3,4,3,3,1,1,4,90,,,,90,1,2,,3,1,5,4,2,2,3,5,2,2,3,3,3,90,6,,,,,,1,1,1,1,1,,0.950170924751477
13663,541690,Autres services de conseils scientifiques et techniques,4,1,2,3,3,1,1,2,90,,,,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,1,4,1,2,,0.950170924751477
13744,541430,Services de design graphique,3,2,3,1,2,1,1,9,,90,,,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,2,1,1,2,,0.950170924751477
13767,562910,Services d'assainissement,2,1,1,1,1,1,1,1,,,90,,1,1,1,1,1,2,1,2,1,5,90,,,,90,1,,,1,1,1,1,1,1,1,1,1,1,1,2,1,90,3,,,,,,1,2,3,2,9,,1.098721672518350
13789,561730,Services d'aménagement paysager,3,1,2,1,4,1,1,1,,,90,,2,1,1,1,2,2,1,2,1,90,,,,,90,4,6,,4,2,5,5,1,1,1,2,1,1,1,2,1,90,3,,,,,,1,2,3,2,1,,1.098721672518350
13801,522130,Coopératives de crédit et caisses populaires locales,3,2,2,1,1,1,2,1,90,,,,2,2,2,3,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,1,,0.950170924751477
13804,541213,Services de préparation des déclarations de revenus,3,2,2,9,2,1,1,1,90,,,,3,2,3,3,3,3,3,3,1,6,,,,,6,1,,,2,4,3,3,3,2,4,3,3,4,4,4,4,90,1,2,3,4,5,6,1,1,1,1,2,,0.950170924751477
13818,531210,Bureaux d'agents et de courtiers immobiliers,3,3,2,9,3,4,1,2,90,,,,3,3,3,4,3,3,3,4,1,8,,,,,8,1,2,,2,3,2,3,5,2,3,3,2,3,4,4,3,90,9,,,,,,1,1,1,1,2,,0.950170924751477
13826,541110,Études d'avocats,2,3,3,3,2,9,2,2,,,90,,3,3,2,9,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,4,2,,1.345456683521760
13923,522130,Coopératives de crédit et caisses populaires locales,1,2,4,1,3,1,1,1,,,,90,3,2,9,3,3,3,3,2,1,7,,,,,7,1,,,1,1,1,1,1,1,1,5,1,1,1,2,1,90,9,,,,,,1,1,4,3,2,,1.345456683521760
13941,541212,Cabinets de comptables,2,1,1,2,2,1,1,2,,90,,,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,1,2,3,3,2,,1.345456683521760
13962,541110,Études d'avocats,1,2,4,9,3,3,1,1,90,,,,4,3,4,4,4,3,3,2,1,5,90,7,,,90,1,,,1,1,1,3,3,1,2,4,1,1,2,3,2,90,9,,,,,,2,1,1,2,1,,1.098721672518350
13965,532120,"Location et location à bail de camions, de remorques utilitaires et de véhicules",1,2,3,3,4,9,1,3,,,,90,2,3,3,3,2,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,1,1,4,1,2,,0.950170924751477
13981,523120,Courtage de valeurs mobilières,9,9,9,9,9,9,9,9,,,,99,9,9,9,9,9,9,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,90,2,2,,1.098721672518350
13992,541510,Conception de systèmes informatiques et services connexes,9,2,2,2,3,1,1,1,,,,90,2,2,3,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,3,1,2,,0.950170924751477
14006,561510,Agences de voyage,1,2,2,1,3,1,9,2,,,,90,1,1,1,9,1,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,1,,0.950170924751477
14039,531120,"Bailleurs d'immeubles non résidentiels, sauf les mini-entrepôts",4,4,4,4,4,4,4,1,90,,,,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,1,1,1,2,,0.950170924751477
14042,541330,Services de génie,2,2,3,9,2,2,2,1,90,,,,2,2,3,4,2,2,2,3,1,90,,,,,90,4,,,4,1,1,2,2,1,2,3,1,1,2,2,2,90,6,,,,,,1,2,4,4,2,,1.345456683521760
14068,522130,Coopératives de crédit et caisses populaires locales,3,2,2,9,2,2,2,2,90,,,,2,2,2,9,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,99,90,2,2,,1.098721672518350
14070,541930,Services de traduction et d'interprétation,3,2,2,9,4,1,1,1,90,,,,3,3,3,3,3,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,2,,0.950170924751477
14109,522111,Activités bancaires aux particuliers et aux entreprises,2,3,4,2,2,2,1,2,,,,90,3,3,3,3,4,3,3,2,1,90,,,,,90,1,,,1,3,5,3,2,2,3,2,3,4,4,3,4,90,3,4,5,,,,1,1,4,2,2,,1.098721672518350
14183,522190,Autres activités d'intermédiation financière par le biais de dépôts,3,1,9,1,2,9,1,1,90,,,,2,2,2,1,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,1,3,5,2,,1.345456683521760
14191,522111,Activités bancaires aux particuliers et aux entreprises,1,1,1,1,1,1,1,1,,,,99,1,1,1,1,1,1,1,1,1,99,,,,,,,,,,,,,,,,,,,,,,99,9,,,,,,1,2,3,1,2,,0.950170924751477
14255,541510,Conception de systèmes informatiques et services connexes,3,2,2,2,2,9,2,2,90,,,,2,2,2,2,1,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,2,2,,1.098721672518350
14289,532230,Location de bandes et de disques vidéo,3,9,4,4,3,2,2,2,90,,,,3,2,3,9,3,9,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.950170924751477
14301,541930,Services de traduction et d'interprétation,2,2,3,9,4,1,1,1,,90,,,2,2,3,2,2,2,2,1,1,2,,,,,2,90,,,1,4,2,2,3,1,4,4,4,4,4,4,4,90,9,,,,,,1,1,1,1,2,,0.950170924751477
14310,524291,Experts en sinistres,2,3,3,1,3,2,2,2,,,90,,2,2,3,2,2,2,2,3,1,90,,,,,90,2,,,4,3,2,3,2,2,2,2,3,2,2,2,2,90,4,,,,,,2,1,1,1,2,,0.950170924751477
14327,541410,Services de design d'intérieur,2,2,2,2,2,2,2,1,,90,,,2,2,2,9,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,4,1,2,,0.950170924751477
14331,522111,Activités bancaires aux particuliers et aux entreprises,2,2,3,2,2,2,1,2,,,90,,2,2,2,9,2,2,2,2,1,8,90,,,,90,1,,,1,1,1,1,1,1,1,1,1,1,1,2,1,90,9,,,,,,1,1,4,1,2,,0.950170924751477
14349,541510,Conception de systèmes informatiques et services connexes,9,4,3,9,4,4,2,2,,90,,,2,2,2,4,4,9,3,3,1,5,,,,,5,1,,,2,4,4,3,2,2,3,2,3,4,3,9,4,99,9,,,,,,1,2,1,2,1,,1.098721672518350
14373,561310,Agences de placement,2,4,3,9,4,9,2,2,,,90,,3,4,3,3,3,3,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,1,,0.950170924751477
14374,531310,Gestionnaires de biens immobiliers,3,1,4,1,4,2,2,3,,,,90,2,2,2,3,3,3,3,2,1,90,,,,,90,1,,,1,1,1,1,1,1,4,3,4,3,3,9,2,90,4,,,,,,1,2,1,9,9,,1.345456683521760
14414,541920,Services photographiques,3,3,4,9,4,1,1,3,,90,,,3,3,3,3,4,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,6,,1,2,1,1,1,,0.950170924751477
14416,532220,Location de vêtements de cérémonie et de costumes,2,2,4,2,4,2,2,2,99,,,,2,3,3,2,2,3,2,3,1,9,,,,,9,1,,,99,3,3,3,3,2,4,2,2,3,4,3,2,90,4,,,,,,1,2,1,1,2,,0.950170924751477
14426,522111,Activités bancaires aux particuliers et aux entreprises,4,2,2,2,2,2,2,2,90,,,,2,2,2,9,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.950170924751477
14442,524210,Agences et courtiers d'assurance,1,4,2,2,4,2,2,2,,90,,,4,4,4,3,3,3,4,3,1,1,5,90,,,90,2,5,1,4,4,4,4,4,2,4,4,2,4,4,4,4,90,2,6,,,,,1,1,3,1,1,,0.950170924751477
14478,531310,Gestionnaires de biens immobiliers,3,2,2,9,3,2,2,3,,90,,,4,4,4,4,4,4,4,4,1,90,,,,,90,1,4,5,1,4,5,4,5,5,4,4,4,4,4,4,4,90,9,,,,,,1,1,1,1,1,,0.950170924751477
14508,541330,Services de génie,4,4,4,9,4,4,9,4,,,,99,2,4,4,4,4,3,3,3,1,90,,,,,90,1,2,,1,3,3,3,3,2,3,3,3,4,3,3,3,90,9,,,,,,1,2,90,1,2,,0.950170924751477
14532,532230,Location de bandes et de disques vidéo,3,1,4,2,4,2,1,1,,90,,,3,2,2,4,2,3,3,3,1,90,,,,,90,1,,,1,2,1,2,1,1,1,1,1,1,2,2,1,90,4,,,,,,1,2,1,1,2,,0.950170924751477
14543,541212,Cabinets de comptables,2,2,2,2,2,3,2,2,,,,99,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,1,1,2,,0.950170924751477
14574,561510,Agences de voyage,2,3,3,9,3,9,3,3,90,,,,2,3,2,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,2,2,4,2,2,,1.098721672518350
14635,532111,Location de voitures particulières,2,9,2,2,2,3,2,2,90,,,,2,2,3,2,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.950170924751477
14639,541110,Études d'avocats,2,3,2,1,3,1,1,1,,90,,,1,1,1,1,2,2,2,2,1,90,,,,,90,1,,,1,1,1,1,1,1,1,1,1,1,2,2,1,90,9,,,,,,1,1,3,1,2,,0.950170924751477
14640,561510,Agences de voyage,2,2,2,9,2,2,9,9,90,,,,3,2,2,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
14642,541310,Services d'architecture,2,1,3,2,3,1,1,1,,,,99,2,2,2,9,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,3,1,2,,0.950170924751477
14700,524210,Agences et courtiers d'assurance,4,2,3,2,2,3,9,2,,,99,,2,1,2,3,3,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
14703,561791,Services de nettoyage de conduits et de cheminées,2,2,3,9,2,3,2,2,,90,,,2,1,2,3,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,4,1,1,,0.950170924751477
14722,541120,Études de notaires,1,3,2,2,2,2,9,2,,,,90,3,3,3,3,4,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,2,3,1,2,,0.950170924751477
14727,541310,Services d'architecture,4,1,2,9,2,1,1,1,,,90,,1,2,2,2,2,2,1,1,1,12,90,,,,12,1,,,2,1,1,1,1,1,4,1,1,1,1,2,1,90,9,,,,,,1,2,3,1,2,,0.950170924751477
14729,541310,Services d'architecture,3,4,9,3,4,4,2,4,,,90,,4,4,4,4,4,4,4,1,1,12,,,,,12,2,,,2,4,4,4,3,1,3,3,3,2,3,4,3,90,1,2,3,4,5,6,1,2,1,1,2,,0.950170924751477
14738,561799,Tous les autres services relatifs aux bâtiments et aux logements,2,1,3,9,3,1,1,1,,,90,,2,2,1,2,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,90,1,2,,0.950170924751477
14740,541190,Autres services juridiques,2,2,2,9,2,2,1,1,,90,,,2,2,3,4,3,2,2,1,1,10,,,,,10,1,,,1,2,2,2,2,1,2,2,1,1,1,2,2,90,9,,,,,,1,2,1,1,1,,0.950170924751477
14760,541490,Autres services spécialisés de design,1,2,4,2,4,2,2,2,,90,,,3,3,4,4,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,1,,0.950170924751477
14774,541212,Cabinets de comptables,3,2,4,1,4,2,2,2,,,,90,9,9,4,9,2,9,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
14785,541110,Études d'avocats,2,2,3,3,3,2,1,2,,,99,,2,3,2,4,3,3,3,2,1,5,,,,,5,1,,,1,1,1,1,1,1,1,1,1,1,1,2,1,90,9,,,,,,1,2,3,1,2,,0.950170924751477
14804,532490,Location et location à bail d'autres machines et matériel d'usage commercial et,2,3,2,1,2,9,9,1,,90,,,2,3,3,3,3,2,2,2,1,90,,,,,90,1,4,,1,3,2,2,2,2,3,2,4,4,2,2,3,90,1,2,5,6,,,1,2,90,1,2,,0.950170924751477
14814,541310,Services d'architecture,2,1,2,1,3,1,1,1,90,,,,2,2,9,1,2,3,2,1,1,90,,,,,90,4,,,2,4,2,2,2,1,2,2,2,4,3,3,3,99,6,,,,,,1,1,90,1,1,,0.950170924751477
14818,551113,Sociétés de portefeuille,2,2,3,2,3,1,1,1,90,,,,3,2,2,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,2,,0.950170924751477
14875,541212,Cabinets de comptables,1,2,4,2,2,2,2,3,,90,,,2,2,3,3,3,3,3,2,1,5,,,,,5,1,,,3,2,2,2,2,1,2,2,2,5,2,2,2,90,9,,,,,,2,1,1,1,1,,0.950170924751477
14882,531310,Gestionnaires de biens immobiliers,2,3,3,3,3,3,2,3,,,90,,3,3,3,4,3,4,3,2,1,12,,,,,12,2,,,2,3,3,3,5,2,3,3,3,2,4,4,3,90,3,,,,,,1,1,1,1,2,,0.950170924751477
14909,541430,Services de design graphique,1,2,2,2,3,1,1,4,,90,,,3,3,4,4,4,4,3,2,1,12,,,,,12,1,,,1,4,4,4,4,3,4,4,4,4,4,4,4,90,9,,,,,,1,1,1,1,1,,0.950170924751477
14930,541510,Conception de systèmes informatiques et services connexes,2,3,3,3,2,3,2,2,,,90,,3,4,2,4,4,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,1,,0.950170924751477
14932,541320,Services d'architecture paysagère,2,3,4,9,4,2,2,2,,90,,,4,4,4,4,4,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,2,90,1,1,,0.950170924751477
14957,541120,Études de notaires,3,2,2,1,3,1,1,1,,,99,,2,2,2,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,1,1,1,1,2,,0.950170924751477
14974,541510,Conception de systèmes informatiques et services connexes,4,1,2,2,2,2,2,1,,,90,,2,1,1,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,3,1,2,,0.950170924751477
15046,561510,Agences de voyage,9,2,4,9,2,1,1,1,,90,,,4,4,4,4,9,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
15047,541110,Études d'avocats,1,1,1,9,2,9,1,1,,,,90,2,2,2,2,1,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
15070,541940,Services vétérinaires,2,3,3,2,2,3,2,2,,90,,,3,3,3,3,3,3,3,3,1,5,,,,,5,1,4,,1,2,2,2,5,3,3,3,3,3,2,3,3,90,2,,,,,,1,2,4,1,2,,0.950170924751477
15084,561510,Agences de voyage,2,3,3,9,2,3,2,2,90,,,,3,2,2,3,3,2,2,2,1,6,,,,,6,1,,,2,3,3,3,3,4,3,2,2,3,2,2,2,90,1,2,3,4,5,,1,2,1,1,1,,0.950170924751477
15090,541370,"Services d'arpentage et de cartographie, sauf les levés géophysiques",2,2,3,9,3,2,1,2,,,,90,3,4,4,2,3,3,3,2,1,90,12,,,,12,1,2,,2,4,4,4,4,4,4,4,4,4,4,4,4,90,9,,,,,,1,2,1,1,9,,0.950170924751477
15094,541120,Études de notaires,3,2,2,2,3,1,1,1,90,,,,2,2,2,2,2,2,2,1,1,8,,,,,8,4,,,3,1,1,2,2,1,1,1,1,1,1,2,2,90,5,,,,,,1,2,1,1,2,,0.950170924751477
15102,561510,Agences de voyage,2,1,2,2,4,2,1,2,,,90,,1,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,2,,0.950170924751477
15117,541310,Services d'architecture,2,3,3,1,1,3,1,1,,90,,,2,2,3,4,3,3,3,1,1,12,,,,,12,1,2,,90,3,2,2,2,2,5,2,3,1,2,2,2,90,3,,,,,,1,1,1,1,2,,0.950170924751477
15136,532490,Location et location à bail d'autres machines et matériel d'usage commercial et,4,4,2,9,2,3,1,1,90,,,,1,1,2,4,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,3,1,2,,0.950170924751477
15141,541430,Services de design graphique,2,3,4,2,4,1,1,1,,,90,,4,2,4,4,4,4,4,4,1,90,,,,,90,4,1,,1,2,4,4,2,2,4,4,2,4,4,4,4,90,1,2,3,4,,,1,1,1,1,2,,0.950170924751477
15155,531111,"Bailleurs d'immeubles résidentiels et de logements, sauf les ensembles de logeme",2,3,3,2,3,2,2,2,90,,,,2,2,3,4,3,3,3,3,1,12,,,,,12,1,,,4,2,2,2,2,1,2,2,2,2,2,2,2,90,2,3,5,6,,,1,1,3,1,2,,0.950170924751477
15159,541212,Cabinets de comptables,9,2,4,2,9,2,2,1,,90,,,9,2,2,4,9,9,9,2,3,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,9,,0.950170924751477
15218,531310,Gestionnaires de biens immobiliers,1,2,4,4,4,2,3,2,,,90,,4,2,2,4,4,4,4,4,1,11,7,4,5,,5,1,,,1,4,4,4,4,4,4,3,3,2,4,3,4,90,9,,,,,,1,1,1,1,1,,0.950170924751477
15281,531111,"Bailleurs d'immeubles résidentiels et de logements, sauf les ensembles de logeme",9,2,3,9,3,9,1,1,,90,,,2,2,4,4,4,3,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,9,1,,1.345456683521760
15290,541212,Cabinets de comptables,2,2,2,9,4,1,1,2,,90,,,2,2,3,3,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
15304,524210,Agences et courtiers d'assurance,3,2,2,2,4,2,1,2,,90,,,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,1,1,9,,0.950170924751477
15320,541120,Études de notaires,2,1,2,9,2,1,1,2,,90,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,90,1,2,,0.950170924751477
15321,541310,Services d'architecture,2,2,2,2,2,1,1,1,,,90,,3,3,4,3,9,2,1,2,1,12,,,,,12,1,2,3,2,4,1,2,1,1,4,5,1,1,9,2,2,90,6,,,,,,1,1,1,1,1,,0.950170924751477
15333,561710,Services d'extermination et de lutte antiparasitaire,2,2,3,2,2,1,2,2,,90,,,2,2,2,2,2,2,2,9,1,90,,,,,90,1,,,1,2,2,2,2,1,2,2,2,2,2,2,2,99,6,,,,,,1,2,1,1,2,,0.950170924751477
15355,541920,Services photographiques,2,2,2,3,9,2,1,2,90,,,,2,3,3,2,3,2,2,2,1,90,,,,,90,1,,,1,4,2,2,2,1,4,1,1,4,4,4,4,90,2,3,4,,,,1,2,1,1,2,,0.950170924751477
15380,541212,Cabinets de comptables,9,2,2,9,2,4,1,1,90,,,,2,9,9,3,2,3,9,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,90,1,2,,0.950170924751477
15381,541215,Services de tenue de livres et de paye et services connexes,3,4,3,9,3,3,2,2,,,,90,3,3,3,2,3,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,2,,0.950170924751477
15389,522299,Toutes les autres activités d'intermédiation financière non faite par le biais d,3,4,2,2,4,2,1,1,,,90,,3,4,4,4,3,4,4,3,1,6,,,,,6,1,,,1,4,4,4,4,2,4,4,4,4,4,4,4,90,9,,,,,,1,2,4,1,2,,0.950170924751477
15390,541212,Cabinets de comptables,2,2,3,9,9,2,2,2,99,,,,3,3,3,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,3,1,2,,0.950170924751477
15399,541212,Cabinets de comptables,9,1,3,1,2,1,1,2,90,,,,9,9,9,4,9,9,9,4,1,90,,,,,90,1,4,,4,2,2,2,4,2,3,4,2,4,9,4,3,90,9,,,,,,2,1,1,1,2,,0.950170924751477
15424,541120,Études de notaires,4,9,2,2,2,2,2,2,,,,99,2,2,2,4,1,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.950170924751477
15428,541110,Études d'avocats,1,3,3,2,2,2,2,3,,,90,,2,2,3,3,3,3,2,2,1,4,,,,,4,1,,,3,2,2,2,2,1,2,2,2,2,2,2,2,90,6,,,,,,1,2,3,1,2,,0.950170924751477
15446,541430,Services de design graphique,3,2,3,2,3,4,2,2,,,,90,2,3,2,3,3,3,3,2,1,90,11,,,,11,1,,,2,3,1,2,2,2,2,2,2,5,2,2,2,90,6,,,,,,1,2,1,1,2,,0.950170924751477
15452,541320,Services d'architecture paysagère,2,2,3,2,3,1,2,2,90,,,,2,3,3,2,2,2,2,2,1,12,,,,,12,1,4,2,1,2,1,2,2,1,3,3,3,2,2,2,2,90,9,,,,,,1,2,1,1,1,,0.950170924751477
15463,524210,Agences et courtiers d'assurance,2,2,3,2,3,2,2,2,,90,,,2,3,3,3,3,3,3,3,1,90,,,,,90,1,,,3,4,2,3,2,2,3,3,3,1,3,3,4,90,9,,,,,,1,1,1,1,1,,0.950170924751477
15468,541190,Autres services juridiques,2,2,2,1,3,3,2,1,,,,90,2,1,2,4,1,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
15479,541920,Services photographiques,3,2,3,1,3,1,1,2,,,,90,2,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,90,1,1,2,,0.950170924751477
