ï»¿OBJECTID,MUNICIPALITE,LONGUEUR,TopResCyc,TypeRevtCyc,TypeVoieCyc,LargCyc,GEOM
3296,10043,514.0610344886016,,,2,2,Ligne
3297,10043,1489.7837350507293,,,2,2,Ligne
3298,10043,1487.4973365554602,,,2,2,Ligne
3299,10043,884.0632510797604,,,2,2,Ligne
3300,10043,885.6822757685345,,,2,2,Ligne
3301,10043,306.64900036239766,,,2,2,Ligne
3302,10043,305.5186564649524,,,2,2,Ligne
3303,10043,129.71312858137247,,,2,2,Ligne
3304,10043,169.85658894078807,,,1,,Ligne
3305,10043,1398.0463193255748,,,1,,Ligne
3306,10043,47.807891754972594,,,1,,Ligne
3307,10043,629.1837383844181,,,1,,Ligne
3308,10043,99.57123619732272,,,1,,Ligne
3309,10043,137.0010347147057,,,1,,Ligne
3310,10043,94.35728620965102,,,1,,Ligne
3311,10043,69.17180489871421,,,1,,Ligne
3312,10043,112.24950120100179,,,1,,Ligne
3313,10043,92.44111143768379,,,1,,Ligne
3314,10043,131.37785823663057,,,1,,Ligne
3315,10043,174.48782481362377,,,1,,Ligne
3316,10043,184.42582391439203,,,1,,Ligne
3317,10043,15.153015054767154,,,1,,Ligne
3318,10043,610.3008047308821,,,2,1,Ligne
3319,10043,72.62283846665241,,,2,1,Ligne
3320,10043,555.1652020681221,,,2,1,Ligne
3321,10043,66.07380932724364,,,2,1,Ligne
3322,10043,823.5900306627373,,,2,1,Ligne
3323,10043,294.822287708099,,,2,1,Ligne
3324,10043,820.4594216539447,,,2,1,Ligne
3325,10043,293.6662387366381,,,2,1,Ligne
3326,10043,398.11391429309657,,,2,1,Ligne
3327,10043,397.84491811021974,,,2,1,Ligne
3328,10043,410.8412715625545,,,2,1,Ligne
3329,10043,73.60411913500919,,,2,1,Ligne
3330,10043,89.32535442768335,,,2,1,Ligne
3331,10043,45.25904707404504,,,2,1,Ligne
3332,10043,409.3573950158778,,,2,1,Ligne
3333,10043,75.52936630699243,,,2,1,Ligne
3334,10043,88.8551630794347,,,2,1,Ligne
3335,10043,45.72101908762123,,,2,1,Ligne
3336,10043,400.9102398434182,,,2,1,Ligne
3337,10043,36.35360008639103,,,2,1,Ligne
3338,10043,125.4550132034234,,,2,1,Ligne
3339,10043,401.72630731017966,,,2,1,Ligne
3340,10043,36.06044688974507,,,2,1,Ligne
3341,10043,124.1593933875172,,,2,1,Ligne
3342,10043,289.2650406935938,,,2,1,Ligne
3343,10043,51.26443997561199,,,2,1,Ligne
3344,10043,19.058021500039512,,,2,1,Ligne
3345,10043,124.81988721347065,,,2,1,Ligne
3346,10043,287.01517414800963,,,2,1,Ligne
3347,10043,20.898238004410196,,,2,1,Ligne
3348,10043,49.88838923359949,,,2,1,Ligne
3349,10043,127.40619488587484,,,2,1,Ligne
3350,10043,174.74869780335402,,,2,1,Ligne
3351,10043,96.46447793617153,,,2,1,Ligne
3352,10043,214.1112094468191,,,2,1,Ligne
3353,10043,46.622694436539945,,,2,1,Ligne
3354,10043,176.31110962635591,,,2,1,Ligne
3355,10043,94.78193295216265,,,2,1,Ligne
3356,10043,216.01264646671814,,,2,1,Ligne
3357,10043,47.27016201016541,,,2,1,Ligne
3358,10043,781.4338213265363,,,3,2,Ligne
3359,10043,782.1388706866302,,,3,2,Ligne
3360,10043,150.80965293116537,,,3,2,Ligne
3361,10043,218.03923016006135,,,3,2,Ligne
3362,10043,108.89849019397401,,,3,2,Ligne
3363,10043,146.47787090323638,,,3,2,Ligne
3364,10043,104.9781952747828,,,3,2,Ligne
3365,10043,218.0234634024927,,,3,2,Ligne
3366,10043,673.8329542447013,,,2,1,Ligne
3367,10043,1435.0786271811658,,,2,1,Ligne
3368,10043,113.58920376085099,,,2,1,Ligne
3369,10043,109.96741689349622,,,2,2,Ligne
3370,10043,247.02752406123685,,,2,1,Ligne
3371,10043,248.8879985964944,,,2,1,Ligne
3372,10043,160.20488138103286,,,2,1,Ligne
3373,10043,161.41456787088936,,,2,1,Ligne
3374,10043,135.7311841933258,,,2,1,Ligne
3375,10043,137.9052187190066,,,2,1,Ligne
3376,10043,120.8824861766886,,,2,1,Ligne
3377,10043,120.55762008159986,,,2,1,Ligne
3378,10043,69.32275673257317,,,3,1,Ligne
3379,10043,65.7449488241799,,,3,1,Ligne
3380,10043,225.35527594498942,,,5,2,Ligne
3381,10043,63.05991653435643,,,1,,Ligne
3382,10043,96.5135451761701,,,1,,Ligne
3383,10043,115.15103318191643,,,1,,Ligne
3384,10043,93.97387821203294,6,,1,,Ligne
3385,10043,69.02670622831266,6,,1,,Ligne
3386,10043,138.87530826596395,6,,1,,Ligne
3387,10043,514.0005592716358,Piste cyclable Raymond-Sirois,,5,2,Ligne
3388,10043,115.90814610103581,Piste cyclable Raymond-Sirois,,5,2,Ligne
3389,10043,79.59619263256171,,,6,3,Ligne
3390,10043,101.68004288712505,,,6,3,Ligne
3391,10043,54.952993349289244,Piste cyclable Charles-Albert,,5,3,Ligne
3392,10043,266.0006221079673,Piste cyclable Charles-Albert,,5,3,Ligne
3393,10043,616.3900044380558,Piste cyclable Charles-Albert,,5,3,Ligne
3394,10043,350.2055808807556,Piste cyclable Charles-Albert,,5,3,Ligne
3395,10043,113.23505197439566,,,3,1,Ligne
3396,10043,95.50070025649295,,,3,1,Ligne
3397,10043,140.98474567200523,,,1,,Ligne
3398,10043,190.7483413021121,,,1,,Ligne
3399,10043,60.195598892037395,,,1,,Ligne
3400,10043,103.55385591877219,,,1,,Ligne
3401,10043,137.8133301639354,,,1,,Ligne
3402,10043,51.906233430099704,,,1,,Ligne
3403,10043,24.298580711844057,,,1,,Ligne
3404,10043,77.76166362681549,,,1,,Ligne
3405,10043,166.58478631525358,,,1,,Ligne
3406,10043,134.1843573628308,,,1,,Ligne
3407,10043,72.60489510947504,,,1,,Ligne
3408,10043,97.18457443355615,,,1,,Ligne
3409,10043,37.00607833000208,Piste cyclable Charles-Albert,,5,2,Ligne
3410,10043,287.14499719481086,Piste cyclable Charles-Albert,,5,2,Ligne
3411,10043,287.4499995814174,Piste cyclable Charles-Albert,,5,2,Ligne
3412,10043,164.77139120464943,Piste cyclable Charles-Albert,,5,2,Ligne
3413,10043,69.10902998903707,Piste cyclable Charles-Albert,,5,2,Ligne
3414,10043,78.37188530637694,Piste cyclable Charles-Albert,,5,2,Ligne
3415,10043,72.30019120645532,,,1,,Ligne
3416,10043,70.41589164513931,,,1,,Ligne
3417,10043,118.01690856575019,,,5,4,Ligne
3418,10043,111.62440105072875,,,5,4,Ligne
3419,10043,179.21856293266612,,,1,,Ligne
3420,10043,112.21738974571328,,,1,,Ligne
3421,10043,250.80428462487063,,,1,,Ligne
3422,10043,93.34065601762181,,,1,,Ligne
3423,10043,99.90296146411276,,,1,,Ligne
3424,10043,36.53447634837538,,,1,,Ligne
3425,10043,52.60721188012153,,,1,,Ligne
3426,10043,301.6044883650588,,,1,,Ligne
3427,10043,96.94834149812537,,,1,,Ligne
3428,10043,987.3228013457658,,,1,,Ligne
3429,10043,162.0949123200789,,,1,,Ligne
3430,10043,210.37245875752475,,,1,,Ligne
3431,10043,264.0392485787309,,,1,,Ligne
3432,10043,290.7588307192391,,,1,,Ligne
3433,10043,224.13989119829856,,,5,2,Ligne
3434,10043,63.49057405850169,,,3,1,Ligne
3435,10043,70.83340378581813,,,3,1,Ligne
3436,10043,83.05132257255488,,,3,1,Ligne
3437,10043,66.75248530677202,,,3,1,Ligne
3438,10043,45.56931927582167,,,3,1,Ligne
3439,10043,155.96160667680368,,,3,1,Ligne
3440,10043,156.44437967766913,,,3,1,Ligne
3441,10043,71.99476887787694,,,3,1,Ligne
3442,10043,70.09883867296381,,,3,1,Ligne
3443,10043,155.6365412461142,,,3,1,Ligne
3444,10043,35.22284641558125,,,3,1,Ligne
3445,10043,58.62220625005034,,,3,1,Ligne
3446,10043,304.0991911908894,,,3,1,Ligne
3447,10043,91.04739725258008,,,3,1,Ligne
3448,10043,166.76335313661667,,,3,1,Ligne
3449,10043,173.24543960028322,,,3,1,Ligne
3450,10043,173.1528093469081,,,3,1,Ligne
3451,10043,96.17571327232307,,,3,1,Ligne
3452,10043,96.30220718191184,,,3,1,Ligne
3453,10043,620.1882134074443,,,2,,Ligne
3454,10043,621.19913267359,,,2,,Ligne
3455,10043,1002.2112967762591,,,2,,Ligne
3456,10043,1009.1186636732999,,,2,,Ligne
3457,10043,254.10540185510646,,,2,,Ligne
3458,10043,254.43103924605916,,,2,,Ligne
3459,10043,217.6283851595882,,,2,,Ligne
3460,10043,217.6519712754549,,,2,,Ligne
3461,10043,29.82668530213339,,,2,,Ligne
3462,10043,29.648512718726717,,,2,,Ligne
3463,10043,109.7836189736296,,,2,,Ligne
3464,10043,111.03907759745195,,,2,,Ligne
3465,10043,34.072647604172545,,,2,,Ligne
3466,10043,33.987116777323,,,2,,Ligne
3467,10043,43.83075352646717,,,2,,Ligne
3468,10043,43.76200585383137,,,2,,Ligne
3469,10043,11.060800367118556,,,1,,Ligne
3470,10043,645.6258914570109,,,1,,Ligne
3471,10043,244.48048104270046,,,1,,Ligne
3472,10043,540.7780157038272,,,1,,Ligne
3473,10043,636.5604437727626,,,1,,Ligne
3474,10043,574.1586442226452,,,1,,Ligne
3475,10043,462.9766315041477,,,1,,Ligne
3476,10043,60.49518808516922,,,7,1,Ligne
3477,10043,77.12344562064119,,,7,1,Ligne
3478,10043,75.04200099957356,,,7,1,Ligne
3479,10043,83.870435751985,,,7,1,Ligne
3480,10043,190.33003137264237,,,7,1,Ligne
3481,10043,9.940118987781284,,,7,1,Ligne
3482,10043,235.85149065487707,,,7,1,Ligne
3483,10043,177.24934625291186,,,7,1,Ligne
3484,10043,228.15340497466,,,6,1,Ligne
3485,10043,64.38607169323767,,,3,1,Ligne
3486,10043,73.00345505639186,,,6,1,Ligne
3487,10043,76.34761553732137,,,6,1,Ligne
3488,10043,75.18923780395454,,,3,1,Ligne
3489,10043,62.15077397205625,,,6,1,Ligne
3490,10043,62.408986027075315,,,3,1,Ligne
3491,10043,47.42609485741189,,,6,1,Ligne
3492,10043,47.60242884008295,,,3,1,Ligne
3493,10043,71.7643903615345,,,6,1,Ligne
3494,10043,72.00191429709525,,,3,1,Ligne
3495,10043,84.23662458610389,,,6,1,Ligne
3496,10043,83.15692250123892,,,3,1,Ligne
3497,10043,66.1087463562288,,,6,1,Ligne
3498,10043,65.37995568258832,,,3,1,Ligne
3499,10043,62.97354182906903,,,6,1,Ligne
3500,10043,64.34441532995636,,,3,1,Ligne
3501,10043,142.21354044831585,,,1,,Ligne
3502,10043,82.18571983798374,,,1,,Ligne
3503,10043,53.71373169117795,,,1,,Ligne
3504,10043,164.50763550115235,,,1,,Ligne
3505,10043,85.48321817087843,,,1,,Ligne
3506,10043,49.7222488528023,,,1,,Ligne
3507,10043,7.6576395318662005,,,1,,Ligne
3508,10043,51.83831014876932,,,1,,Ligne
3509,10043,300.60558891093234,,,1,,Ligne
3510,10043,231.90391263114918,,,1,,Ligne
3511,10043,170.9735240300172,,,1,,Ligne
3512,10043,111.15568924416345,,,1,,Ligne
3513,10043,52.38089408231638,,,1,,Ligne
3514,10043,131.01607268087636,,,3,1,Ligne
3515,10043,84.27392484368585,,,3,1,Ligne
3516,10043,83.66979616623911,,,3,1,Ligne
3517,10043,184.59917553242641,,,3,1,Ligne
3518,10043,189.1545525535798,,,3,1,Ligne
3519,10043,190.000176507377,,,3,1,Ligne
3520,10043,185.8762116759823,,,3,1,Ligne
3521,10043,64.92960748639838,,,3,1,Ligne
3522,10043,64.95118652059502,,,3,1,Ligne
3523,10043,389.8500265988319,,,4,2,Ligne
3524,10043,525.2131846637931,,,4,2,Ligne
3525,10043,288.3115397668849,,,4,2,Ligne
3526,10043,84.03906768581899,,,4,2,Ligne
3527,10043,279.9461423842071,,,4,2,Ligne
3528,10043,74.41653891553865,,,4,2,Ligne
3529,10043,98.0312977987555,,,4,2,Ligne
3530,10043,77.62725793665534,,,4,2,Ligne
3531,10043,239.97164187534523,,,3,1,Ligne
3532,10043,250.72213989906763,,,3,1,Ligne
3533,10043,159.67228498564126,,,3,1,Ligne
3534,10043,160.6684770541639,,,3,1,Ligne
3535,10043,139.07077606832638,,,3,1,Ligne
3536,10043,139.1753546522291,,,3,1,Ligne
3537,10043,27.91117831320007,,,3,1,Ligne
3539,10043,132.36018645111196,,,3,1,Ligne
3541,10043,357.1674573637867,,,3,1,Ligne
3542,10043,128.99070622429704,,,3,1,Ligne
3543,10043,90.43423712170465,,,3,1,Ligne
3544,10043,90.69822786713159,,,3,1,Ligne
3545,10043,56.29350822444472,,,4,3,Ligne
3546,10043,220.5098662245444,,,4,2,Ligne
3547,10043,59.331469740651826,,,4,2,Ligne
3548,10043,60.97331923669565,,,4,2,Ligne
3549,10043,73.50546704753526,,,4,2,Ligne
3550,10043,72.99420892321271,,,4,2,Ligne
3551,10043,66.36717941875524,,,4,2,Ligne
3552,10043,90.25607955165391,,,4,2,Ligne
3553,10043,84.14860468686993,,,4,2,Ligne
3554,10043,58.7486969635339,,,4,2,Ligne
3556,10043,76.38249274858414,,,3,1,Ligne
3557,10043,202.92424146453632,,,3,1,Ligne
3558,10043,68.84456809823489,,,3,1,Ligne
3559,10043,73.25484350070732,,,3,1,Ligne
3560,10043,200.32878771643584,,,4,2,Ligne
3561,10043,202.05708888983463,,,4,2,Ligne
3562,10043,65.29126194525342,,,4,2,Ligne
3563,10043,96.41608259940637,,,4,2,Ligne
3564,10043,137.95716974813155,,,4,2,Ligne
3565,10043,64.68508003311602,,,4,2,Ligne
3566,10043,75.67596838454496,,,4,2,Ligne
3567,10043,255.97209547035908,,,4,2,Ligne
3568,10043,63.60885060465131,,,4,2,Ligne
3569,10043,127.6926969327915,,,4,2,Ligne
3570,10043,84.46508891693362,,,4,2,Ligne
3571,10043,68.53196992497811,,,4,2,Ligne
3572,10043,34.60650332605492,,,3,1,Ligne
3573,10043,25.718478577779983,,,1,,Ligne
3574,10043,67.32579509438364,,,4,3,Ligne
3575,10043,84.52809198193688,,,4,2,Ligne
3577,10043,69.4121108458117,,,6,2,Ligne
3578,10043,96.98416074250163,,,6,2,Ligne
3579,10043,42.949195513147046,,,5,,Ligne
3580,10043,99.08000733560664,,,5,,Ligne
3581,10043,65.22991450747375,,,5,,Ligne
3582,10043,183.54650151553045,,,6,3,Ligne
3583,10043,45.375499256578735,,,2,,Ligne
3584,10043,6.982080795099597,,,6,3,Ligne
3593,10043,27.10421802901125,,,5,3,Ligne
