ID,Rue,Intersection,Orientation,Arrondissement,Type d'espace,Latitude,Longitude,X,Y
398,Souligny,Ormeaux,Nord-Ouest,Mercier-Hochelaga-Maisonneuve,Dégagement 5 m,45.600900,-73.517878,303405.327577215,5051221.97390532
399,Souligny,Pierre Bernard,Nord-Ouest,Mercier-Hochelaga-Maisonneuve,Dégagement 5 m,45.603682,-73.516515,303511.719615491,5051531.1215333
400,Souligny,Taillon,Nord-Est,Mercier-Hochelaga-Maisonneuve,Dégagement 5 m,45.605939,-73.515374,303600.773332146,5051781.92984845
401,Souligny,Hector,Nord-Est,Mercier-Hochelaga-Maisonneuve,Dégagement 5 m,45.610347,-73.513195,303770.823695279,5052271.77183914
402,Souligny,Hector,Nord-Ouest,Mercier-Hochelaga-Maisonneuve,Dégagement 5 m,45.610303,-73.513218,303769.028947893,5052266.88230066
403,Place des Tisserandes,,,Mercier-Hochelaga-Maisonneuve,"Hors rue, près des support à vélos",45.541502,-73.547169,301116.440121336,5044621.89248807
404,Place Simon Valois,,,Mercier-Hochelaga-Maisonneuve,"Hors rue, près des support à vélos",45.547263,-73.543710,301386.911789395,5045261.96700888
405,Place Gennevillier Laliberté,,,Mercier-Hochelaga-Maisonneuve,"Hors rue, près des support à vélos",45.553252,-73.539820,301690.992009864,5045927.37500809
406,Marché Maisonneuve,,,Mercier-Hochelaga-Maisonneuve,"Hors rue, près des support à vélos",45.554257,-73.539129,301744.997354712,5046039.03561426
407,Parc Morgan,,,Mercier-Hochelaga-Maisonneuve,"Hors rue, près des support à vélos",45.551131,-73.533815,302159.742346304,5045691.45011224
408,Parc de La Promenade Bellerive,,,Mercier-Hochelaga-Maisonneuve,"Hors rue, près des support à vélos",45.595129,-73.509733,304040.6455831,5050580.51972792
409,Metro Préfontaine,,,Mercier-Hochelaga-Maisonneuve,"Hors rue, près des support à vélos",45.541798,-73.554819,300519.052571769,5044655.16684455
410,Metro Joliette,,,Mercier-Hochelaga-Maisonneuve,"Hors rue, près des support à vélos",45.546986,-73.551847,300751.515591953,5045231.56183523
411,Metro PieIX,,,Mercier-Hochelaga-Maisonneuve,"Hors rue, près des support à vélos",45.554460,-73.551434,300784.297064225,5046062.13735692
412,,,,Parc Jean-Drapeau,,45.503055,-73.528333,302585.888775575,5040348.5521799
413,,,,Parc Jean-Drapeau,,45.516111,-73.527222,302673.200766988,5041799.44355269
414,,,,Parc Jean-Drapeau,,45.517777,-73.527500,302651.544594858,5041984.59480778
415,,,,Parc Jean-Drapeau,,45.513611,-73.538055,301826.708966973,5041521.96071468
416,,,,Parc Jean-Drapeau,,45.512500,-73.531111,302369.205690575,5041398.26089396
417,,,,Parc Jean-Drapeau,,45.513055,-73.533611,302173.899119813,5041460.0171297
418,,,,Parc Jean-Drapeau,,45.501111,-73.526388,302737.81181767,5040132.46276459
419,,,,Parc Jean-Drapeau,,45.512222,-73.527222,302673.05427394,5041367.25621689
420,,,,Parc Jean-Drapeau,,45.521666,-73.535000,302065.79058058,5042417.01057669
421,,,,Parc Jean-Drapeau,,45.521111,-73.531666,302326.219235368,5042355.22483906
422,,,,Parc Jean-Drapeau,,45.518888,-73.536388,301957.219754441,5042108.33732781
423,Casino,,,Parc Jean-Drapeau,,45.505833,-73.526111,302759.629590543,5040657.21392238
