an_profil,an_donnee,cod_mrc,nom_mrc,PRC0320,PRC2920,PRC3720,PRC2520,PRC2120,PRC3820,PRC0120,PRC3020,PRC4520,PRC0220,PRC3920,PRC3120,PRC4020,PRC4220,PRC4320,PRC3220,PRC4420,PRC2720,PRC3520,PRC3620,PRC2820
2023,2022,AR011,Hors MRC - Les Îles de la Madeleine,0.027200,0.233600,0.118000,0.164300,0.590000,0.092900,0.024200,2925.000000,4399.000000,0.141300,0.301900,3283.000000,1.389400,2094.000000,4938.000000,1888.000000,2695.000000,0.595700,0.437500,0.158200,0.052600
2023,2022,AR020,Le Rocher-Percé,0.025500,0.121300,0.138500,0.152000,0.579100,0.033400,0.034800,3892.000000,5104.000000,0.219900,0.213400,2852.000000,1.354200,1394.000000,3740.000000,1732.000000,2109.000000,0.674300,0.484200,0.190000,0.065900
2023,2022,AR030,La Côte-de-Gaspé,0.025300,0.068800,0.255800,0.301100,0.586900,0.089300,0.036400,4722.000000,6383.000000,0.232200,0.312200,3282.000000,1.286700,1828.000000,4437.000000,1926.000000,2338.000000,0.577800,0.423200,0.154600,0.097600
2023,2022,AR040,La Haute-Gaspésie,0.027200,0.157100,0.128700,0.224600,0.547000,0.049600,0.006100,565.000000,706.000000,0.085600,0.158000,2517.000000,1.690900,1601.000000,3149.000000,1720.000000,1961.000000,0.646100,0.450300,0.195700,0.068100
2023,2022,AR050,Bonaventure,0.028100,0.123600,0.332300,0.204700,0.586900,0.052500,0.040100,3970.000000,5898.000000,0.226300,0.311000,2787.000000,1.322100,1694.000000,4141.000000,1479.000000,2056.000000,0.524600,0.434000,0.090500,0.019600
2023,2022,AR060,Avignon,0.025600,0.134500,0.244000,0.199900,0.493500,0.028000,0.025000,2815.000000,3725.000000,0.206500,0.246700,2887.000000,1.398200,1758.000000,3820.000000,1690.000000,2027.000000,0.559700,0.395500,0.164200,0.061700
2023,2022,AR070,La Matapédia,0.028900,0.199600,0.150700,0.283400,0.602300,0.076700,0.059800,6892.000000,8549.000000,0.182800,0.255900,3337.000000,1.477900,1537.000000,4139.000000,1924.000000,2238.000000,0.611900,0.458900,0.153000,0.037800
2023,2022,AR080,La Matanie,0.028400,0.111800,0.144100,0.125200,0.493700,0.058100,0.027200,4211.000000,3906.000000,0.174800,0.280100,4400.000000,1.747700,1918.000000,4081.000000,3037.000000,2633.000000,0.684300,0.532900,0.151300,0.059800
2023,2022,AR090,La Mitis,0.024300,0.158200,0.164300,0.401600,0.621700,0.049400,0.017000,2448.000000,2515.000000,0.131700,0.178400,3495.000000,1.561100,1770.000000,3590.000000,2271.000000,2230.000000,0.599500,0.444300,0.155200,0.078000
2023,2022,AR100,Rimouski-Neigette,0.018400,0.069100,0.187900,0.131100,0.594100,0.057500,0.012100,2901.000000,2332.000000,0.118400,0.180300,4386.000000,1.279800,2010.000000,3526.000000,3297.000000,2572.000000,0.680800,0.536100,0.144700,0.062200
2023,2022,AR110,Les Basques,0.027200,0.150800,0.180000,0.371300,0.613200,0.106300,0.030900,3737.000000,4362.000000,0.136400,0.140200,3295.000000,1.702100,1874.000000,3845.000000,2104.000000,2343.000000,0.624100,0.451900,0.172200,0.045100
2023,2022,AR120,Rivière-du-Loup,0.019400,0.074600,0.194000,0.282900,0.608500,0.065600,0.023100,4904.000000,4557.000000,0.168700,0.255700,4122.000000,1.349100,2052.000000,3830.000000,3163.000000,2804.000000,0.677900,0.531400,0.146500,0.053600
2023,2022,AR130,Témiscouata,0.032500,0.205100,0.255800,0.250200,0.634500,0.065400,0.024800,2768.000000,3572.000000,0.146800,0.230600,3626.000000,1.564200,1632.000000,4678.000000,1866.000000,2221.000000,0.494700,0.369400,0.125300,0.044400
2023,2022,AR140,Kamouraska,0.021700,0.169000,0.117400,0.384000,0.556100,0.060200,0.016000,2479.000000,2976.000000,0.116000,0.157100,3361.000000,1.348600,1773.000000,4035.000000,2125.000000,2443.000000,0.658300,0.475500,0.182800,0.055300
2023,2022,AR150,Charlevoix-Est,0.022200,0.051300,0.159000,0.340100,0.543300,0.070500,0.018800,2868.000000,3156.000000,0.136300,0.199900,3388.000000,1.445800,2016.000000,3728.000000,2514.000000,2632.000000,0.754200,0.541700,0.212500,0.035400
2023,2022,AR160,Charlevoix,0.016400,0.035700,0.155100,0.250400,0.647100,0.070500,0.034900,6850.000000,9149.000000,0.223500,0.361900,3215.000000,1.127600,2103.000000,4294.000000,2444.000000,3174.000000,0.746500,0.568800,0.177700,0.062700
2023,2022,AR170,L'Islet,0.020900,0.210000,0.110800,0.498700,0.563500,0.082800,0.014200,1697.000000,2289.000000,0.177900,0.221200,2502.000000,1.265800,1463.000000,3376.000000,1590.000000,2046.000000,0.642100,0.493100,0.149000,0.037100
2023,2022,AR180,Montmagny,0.020500,0.080300,0.151000,0.208500,0.595700,0.062800,0.019300,3084.000000,3655.000000,0.161300,0.258100,3279.000000,1.365000,1764.000000,3886.000000,2371.000000,2704.000000,0.718100,0.558000,0.160100,0.050700
2023,2022,AR190,Bellechasse,0.015100,0.058400,0.192800,0.379600,0.565400,0.068300,0.018700,3843.000000,4540.000000,0.193100,0.233600,3111.000000,1.090400,1947.000000,3675.000000,2361.000000,2671.000000,0.732000,0.551600,0.180400,0.016800
2023,2022,AR200,L'Île-d'Orléans,0.009100,0.038400,0.255000,0.316500,0.666700,0.127000,0.005300,1706.000000,1860.000000,0.137800,0.157000,2917.000000,0.584900,1845.000000,3178.000000,2019.000000,2115.000000,0.697400,0.559000,0.138400,0.009200
2023,2022,AR210,La Côte-de-Beaupré,0.014700,0.092800,0.171900,0.217100,0.649700,0.053900,0.027200,6474.000000,7112.000000,0.257300,0.385600,3491.000000,0.851300,2032.000000,3834.000000,2647.000000,2810.000000,0.720400,0.598500,0.121800,0.015000
2023,2022,AR220,La Jacques-Cartier,0.012400,0.038800,0.179400,0.242700,0.648900,0.060700,0.019800,5895.000000,6785.000000,0.200300,0.334600,3701.000000,0.916800,2788.000000,4260.000000,2882.000000,3170.000000,0.726000,0.565600,0.160400,0.055700
2023,2022,AR231,Hors MRC - Québec,0.021500,0.120600,0.194100,0.190500,0.643300,0.060500,0.021000,9586.000000,5584.000000,0.187300,0.259800,9798.000000,1.145200,2393.000000,5707.000000,6900.000000,3945.000000,0.627100,0.542900,0.084200,0.058100
2023,2022,AR251,Hors MRC - Lévis,0.017000,0.070700,0.171700,0.139600,0.569800,0.055600,0.025300,8834.000000,6859.000000,0.208200,0.352600,5931.000000,1.057200,2366.000000,4605.000000,4909.000000,3594.000000,0.729800,0.612400,0.117400,0.027700
2023,2022,AR260,La Nouvelle-Beauce,0.016500,0.044800,0.179400,0.461700,0.626400,0.070200,0.024900,5587.000000,6280.000000,0.205900,0.276400,3693.000000,1.152700,2215.000000,4150.000000,2997.000000,3177.000000,0.760800,0.583900,0.176900,0.014900
2023,2022,AR270,Beauce-Centre,0.022100,0.083700,0.202200,0.334700,0.640100,0.049500,0.028500,4481.000000,5342.000000,0.212800,0.295600,3473.000000,1.476100,1928.000000,4140.000000,2527.000000,2885.000000,0.688100,0.528700,0.159400,0.026000
2023,2022,AR280,Les Etchemins,0.020000,0.201400,0.108500,0.297800,0.601900,0.036500,0.014500,1815.000000,2270.000000,0.219900,0.278900,2510.000000,1.212800,1393.000000,3140.000000,1576.000000,1905.000000,0.658900,0.491200,0.167700,0.031200
2023,2022,AR290,Beauce-Sartigan,0.017900,0.103000,0.148900,0.244600,0.572700,0.039400,0.017200,3771.000000,3599.000000,0.193600,0.242700,3942.000000,1.172900,1753.000000,3762.000000,2767.000000,2569.000000,0.717200,0.566300,0.150900,0.030900
2023,2022,AR300,Le Granit,0.019300,0.097400,0.216000,0.441300,0.628300,0.076300,0.019500,3229.000000,4384.000000,0.146600,0.180600,3191.000000,1.149700,1772.000000,4333.000000,2124.000000,2770.000000,0.657300,0.517600,0.139600,0.029400
2023,2022,AR310,Les Appalaches,0.020100,0.114400,0.132600,0.271100,0.581400,0.044500,0.017000,2858.000000,3028.000000,0.157200,0.262700,3373.000000,1.382700,1860.000000,3574.000000,2495.000000,2452.000000,0.708300,0.576300,0.132100,0.044700
2023,2022,AR320,L'Érable,0.017200,0.128600,0.166400,0.280800,0.596600,0.075500,0.016700,3711.000000,3761.000000,0.122400,0.229000,3812.000000,1.077300,1491.000000,3864.000000,2647.000000,2598.000000,0.691700,0.564100,0.127700,0.013300
2023,2022,AR330,Lotbinière,0.014700,0.080200,0.171500,0.243600,0.673500,0.073400,0.016800,3569.000000,4143.000000,0.190300,0.229300,3126.000000,1.012400,1794.000000,3629.000000,2306.000000,2581.000000,0.732300,0.578200,0.154100,0.016100
2023,2022,AR340,Portneuf,0.015800,0.056300,0.210300,0.306300,0.588800,0.061100,0.016600,3383.000000,3871.000000,0.155700,0.226600,3219.000000,1.019400,1902.000000,3683.000000,2264.000000,2484.000000,0.697600,0.534500,0.163100,0.035800
2023,2022,AR350,Mékinac,0.015700,0.128400,0.122300,0.246100,0.611900,0.085600,0.013500,1750.000000,2446.000000,0.192000,0.232500,2032.000000,1.008400,1423.000000,2840.000000,1422.000000,1923.000000,0.725900,0.543000,0.182900,0.023300
2023,2022,AR361,Hors MRC - Shawinigan,0.032500,0.122100,0.159000,0.099600,0.656400,0.026200,0.053600,9844.000000,7320.000000,0.173800,0.389800,5970.000000,1.968500,2097.000000,4439.000000,3879.000000,2764.000000,0.660800,0.509300,0.151500,0.058100
2023,2022,AR371,Hors MRC - Trois-Rivières,0.026500,0.088500,0.226300,0.144900,0.543300,0.047500,0.026900,7227.000000,4748.000000,0.183500,0.312500,7113.000000,1.486400,2053.000000,4674.000000,4538.000000,2887.000000,0.635100,0.546300,0.088800,0.050100
2023,2022,AR372,Des Chenaux,0.014600,0.107400,0.109500,0.347300,0.648700,0.052200,0.017700,2695.000000,3563.000000,0.242900,0.265700,2229.000000,1.047300,1625.000000,2946.000000,1688.000000,2156.000000,0.768100,0.591100,0.177000,0.015100
2023,2022,AR380,Bécancour,0.014800,0.080200,0.101000,0.391100,0.590400,0.114000,0.021600,4756.000000,6093.000000,0.152800,0.229200,3263.000000,1.102700,1669.000000,4181.000000,3187.000000,3689.000000,0.808600,0.645000,0.163600,0.010300
2023,2022,AR390,Arthabaska,0.019200,0.110000,0.135400,0.238400,0.607500,0.071100,0.016500,4230.000000,3600.000000,0.119600,0.239800,4920.000000,1.241000,1917.000000,4188.000000,3562.000000,2947.000000,0.721000,0.587600,0.133400,0.033600
2023,2022,AR400,Les Sources,0.026200,0.266500,0.187900,0.206300,0.519200,0.039500,0.027000,4079.000000,4244.000000,0.094300,0.242700,3954.000000,1.315600,1452.000000,4114.000000,2230.000000,2148.000000,0.522700,0.393800,0.129000,0.022800
2023,2022,AR410,Le Haut-Saint-François,0.016600,0.152300,0.125400,0.314600,0.616900,0.096300,0.016500,3196.000000,3652.000000,0.105000,0.185500,3219.000000,1.087900,1792.000000,3677.000000,2289.000000,2506.000000,0.698100,0.551200,0.146900,0.024200
2023,2022,AR420,Le Val-Saint-François,0.013300,0.093300,0.156500,0.312400,0.573300,0.070300,0.010800,2800.000000,2917.000000,0.127800,0.268700,3465.000000,0.851000,1742.000000,3610.000000,2507.000000,2523.000000,0.732300,0.576000,0.156300,0.017900
2023,2022,AR431,Hors MRC - Sherbrooke,0.030900,0.060200,0.480100,0.112800,0.609000,0.059400,0.028000,10072.000000,5996.000000,0.140400,0.334100,11116.000000,1.182100,1961.000000,6617.000000,4899.000000,2817.000000,0.418300,0.358300,0.060000,0.041400
2023,2022,AR440,Coaticook,0.020300,0.109600,0.393000,0.407800,0.540900,0.047800,0.008800,2337.000000,2523.000000,0.083400,0.161800,5362.000000,0.945100,1589.000000,5788.000000,2704.000000,2769.000000,0.478700,0.375500,0.103300,0.018700
2023,2022,AR450,Memphrémagog,0.012800,0.044500,0.339700,0.287100,0.573100,0.046700,0.008800,2716.000000,3178.000000,0.101300,0.229000,3923.000000,0.708700,2275.000000,4590.000000,2481.000000,2819.000000,0.603100,0.473200,0.129800,0.012600
2023,2022,AR460,Brome-Missisquoi,0.012700,0.054700,0.228500,0.326800,0.565900,0.064900,0.012800,4082.000000,4136.000000,0.107200,0.242800,4049.000000,0.844800,2239.000000,4104.000000,3288.000000,3058.000000,0.691300,0.564300,0.127000,0.025500
2023,2022,AR470,La Haute-Yamaska,0.015500,0.037300,0.217200,0.248100,0.591700,0.061900,0.011700,3779.000000,2720.000000,0.123000,0.174400,4981.000000,0.971800,1800.000000,3585.000000,3816.000000,2640.000000,0.720500,0.575400,0.145100,0.025000
2023,2022,AR480,Acton,0.010900,0.111100,0.150100,0.414100,0.582100,0.041000,0.006400,1747.000000,1910.000000,0.130800,0.185000,2944.000000,0.797000,1369.000000,3217.000000,2413.000000,2445.000000,0.724400,0.557900,0.166500,0.014400
2023,2022,AR490,Drummond,0.013700,0.060400,0.148200,0.277600,0.612300,0.072200,0.017700,5316.000000,4352.000000,0.116000,0.294000,4115.000000,0.952600,1611.000000,3369.000000,3351.000000,2679.000000,0.760900,0.608800,0.152000,0.030500
2023,2022,AR500,Nicolet-Yamaska,0.014000,0.091500,0.125900,0.462400,0.575000,0.041600,0.010900,2731.000000,2993.000000,0.119700,0.178300,3500.000000,1.053300,1544.000000,3835.000000,2561.000000,2697.000000,0.720100,0.579000,0.141100,0.062400
2023,2022,AR510,Maskinongé,0.017000,0.087100,0.126400,0.322300,0.588200,0.058100,0.019400,2814.000000,3611.000000,0.132900,0.223700,2471.000000,1.181800,1674.000000,3171.000000,1864.000000,2178.000000,0.756800,0.586300,0.170500,0.029700
2023,2022,AR520,D'Autray,0.012400,0.062900,0.182300,0.320700,0.631800,0.094700,0.011700,2564.000000,3064.000000,0.119200,0.213500,2721.000000,0.902800,1707.000000,3250.000000,2111.000000,2466.000000,0.739400,0.581600,0.157800,0.015400
