an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RFU3001,POSTE_3171,RF35010601,POSTE_3163,POSTE_9615,RF01010601,RF31010601,RF01010103,POSTE_9600,RF01010104,POSTE_224b,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RF35021001,POSTE_1443,POSTE_1508,POSTE_8978,POSTE_8958,POSTE_8938,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,PRC3101,PRC3103,PRC4300,PRC4302,PRC4301,PRC3200,PRC3202,PRC3201,PRC3203,PRC4400,PRC4402,PRC4401,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC4500,PRC4502,PRC4501,PRC0200,PRC3900,PRC4000,PRC4001,PRC4200,PRC4202,PRC4201,IND0201,IND0401 
2018,2017,31050,Sainte-Praxède,P,381,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,106442911.500000,,889091.000000,,558208.000000,,780644.000000,,482858.000000,,75350.000000,,19996.000000,,40808.000000,,106429.000000,,785956.000000,,38497.000000,,,,,5442.000000,2117649.000000,19998.000000,433075.000000,,0.000000,,,,,,0.007200,,1378.000000,,,,2293.000000,,,1028.000000,,,,1671.000000,,,0.715100,0.618500,0.096500,0.052300,0.136300,0.096300,0.554800,0.707000,0.050000,0.000400,,,69.000000,,,,115.000000,,,0.007700,0.009400,0.535700,,1243.000000,,,50.000000,46.000000
2018,2017,31056,Adstock,M,2779,2 000 @ 9 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,411472365.600000,,11016678.000000,,4119768.000000,,5248171.000000,,3359430.000000,,698666.000000,,37380.000000,,50314.000000,,475574.000000,,5246939.000000,,5956442.000000,,,,,491488.000000,31510210.000000,4512672.000000,1263043.000000,,0.000000,,,,,,0.012700,,1811.000000,,,,2517.000000,,,1491.000000,,,,1990.000000,,,0.773200,0.640100,0.133100,0.009600,0.090600,0.126600,0.240700,0.688300,0.235800,0.014500,,,2071.000000,,,,2878.000000,,,0.102600,0.143200,1.005300,,1603.000000,,,97.000000,91.000000
2018,2017,31060,Sainte-Clotilde-de-Beauce,M,670,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,64430021.000000,,1703971.000000,,892439.000000,,1187885.000000,,814752.000000,,77687.000000,,2103.000000,,5901.000000,,155417.000000,,1200917.000000,,774143.000000,,,,,114364.000000,6315418.000000,1080839.000000,320879.000000,,0.000000,,,,,,0.018600,,2556.000000,,,,3526.000000,,,2080.000000,,,,2625.000000,,,0.751300,0.685900,0.065400,0.005000,0.130800,0.112900,0.270100,0.667300,0.098700,0.012000,,,1651.000000,,,,2277.000000,,,0.106900,0.171100,1.380700,,1448.000000,,,129.000000,118.000000
2018,2017,31084,Thetford Mines,V,25647,25 000 @ 99 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,1846729675.800000,,52256854.000000,,33062366.000000,,45338613.000000,,27521275.000000,,5541091.000000,,494586.000000,,2607181.000000,,3612975.000000,,48079164.000000,,45444577.000000,,,,,7584184.000000,232456695.000000,62560637.000000,11761200.000000,,,,,,,,0.025800,,3890.000000,,,,3243.000000,,,2886.000000,,,,2253.000000,,,0.729200,0.607000,0.122200,0.057500,0.079700,0.133600,0.259400,0.547500,0.035500,0.024600,,,3715.000000,,,,3097.000000,,,0.174400,0.269100,1.741100,,1842.000000,,,164.000000,158.000000
2018,2017,31095,Saint-Adrien-d'Irlande,M,401,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,42582115.100000,,1222476.000000,,491787.000000,,689501.000000,,420769.000000,,71018.000000,,,,673.000000,,166783.000000,,703077.000000,,18641.000000,,,,,209.000000,3481627.000000,,327118.000000,,,,,,,,0.016500,,1948.000000,,,,2905.000000,,,1504.000000,,,,2032.000000,,,0.713300,0.610300,0.103000,0.001000,0.241900,0.043900,0.474400,0.788600,0.132700,0.000400,,,52.000000,,,,77.000000,,,0.000300,,1.152500,,1156.000000,,,107.000000,105.000000
2018,2017,31100,Saint-Jean-de-Brébeuf,M,371,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,48210178.500000,,769598.000000,,478272.000000,,757174.000000,,476307.000000,,1965.000000,,,,,,135718.000000,,717138.000000,,404787.000000,,,,,29994.000000,4322436.000000,416500.000000,-16851.000000,,,,,,,,0.014900,,2061.000000,,,,3586.000000,,,1584.000000,,,,2391.000000,,,0.631700,0.629100,0.002600,,0.179200,0.189100,-0.022300,0.795400,0.018600,0.008400,,,1163.000000,,,,2024.000000,,,0.048200,0.096400,0.990200,,1029.000000,,,92.000000,95.000000
2018,2017,31105,Kinnear's Mills,M,375,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,60357991.200000,,1329408.000000,,734129.000000,,1201177.000000,,700929.000000,,33200.000000,,1695.000000,,0.000000,,148060.000000,,1046159.000000,,121550.000000,,,,,22490.000000,3291861.000000,104328.000000,704671.000000,,0.000000,,,,,,0.017300,,2251.000000,,,,4002.000000,,,1756.000000,,,,2813.000000,,,0.611200,0.583500,0.027600,0.000000,0.123300,0.265600,0.586700,0.688100,0.047500,0.002000,,,262.000000,,,,466.000000,,,0.023700,0.031700,1.215800,,1378.000000,,,113.000000,110.000000
2018,2017,31122,East Broughton,M,2240,2 000 @ 9 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,119835891.450000,,5613057.000000,,2306062.000000,,3375066.000000,,1705502.000000,,600560.000000,,202613.000000,,57252.000000,,528621.000000,,3491798.000000,,10539177.000000,,,,,628571.000000,31260018.000000,10873597.000000,512209.000000,,,,,,,,0.027400,,2961.000000,,,,2778.000000,,,2237.000000,,,,1948.000000,,,0.683300,0.505300,0.177900,0.017000,0.156600,0.143100,0.151800,0.701600,0.129300,0.087900,,,9486.000000,,,,8901.000000,,,0.205300,0.347800,1.920500,,1812.000000,,,186.000000,197.000000
2018,2017,31130,Sacré-Coeur-de-Jésus,P,570,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,68565936.400000,,1155210.000000,,700918.000000,,1090210.000000,,624731.000000,,76187.000000,,46591.000000,,1585.000000,,300825.000000,,1122288.000000,,456887.000000,,,,,59870.000000,4161518.000000,218453.000000,89826.000000,,0.000000,,,,,,0.015700,,1799.000000,,,,2996.000000,,,1265.000000,,,,1952.000000,,,0.642900,0.573000,0.069900,0.001500,0.275900,0.079700,0.082400,0.593400,0.038500,0.006700,,,764.000000,,,,1273.000000,,,0.062500,0.052500,1.020400,,984.000000,,,95.000000,100.000000
2018,2017,31135,Saint-Pierre-de-Broughton,M,905,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,102459725.200000,,1735879.000000,,1132780.000000,,1695879.000000,,951687.000000,,181093.000000,,,,8206.000000,,448370.000000,,1665784.000000,,2146644.000000,,,,,622165.000000,20222962.000000,7901859.000000,321543.000000,,,,,,,,0.016300,,1831.000000,,,,2928.000000,,,1370.000000,,,,1991.000000,,,0.668000,0.561200,0.106800,0.004800,0.264400,0.062800,0.189600,0.841600,0.048900,0.021000,,,2359.000000,,,,3773.000000,,,0.323900,0.390700,1.100000,,1100.000000,,,102.000000,104.000000
2018,2017,31140,Saint-Jacques-de-Leeds,M,715,1 @ 1 999,AR310,Les Appalaches,12,Chaudière-Appalaches,,,76439636.000000,,1679335.000000,,1070774.000000,,1422681.000000,,919874.000000,,150900.000000,,913.000000,,7257.000000,,293471.000000,,1883965.000000,,6018445.000000,,,,,565296.000000,24758204.000000,9042535.000000,614617.000000,,0.000000,,,,,,0.024600,,3241.000000,,,,4452.000000,,,2194.000000,,,,2531.000000,,,0.752600,0.646600,0.106100,0.005100,0.206300,0.036000,0.432000,0.891300,0.013200,0.078700,,,10359.000000,,,,14228.000000,,,0.343800,0.365200,1.403500,,1499.000000,,,131.000000,157.000000
2018,2017,32013,Saint-Ferdinand,M,2056,2 000 @ 9 999,AR320,L'Érable,17,Centre-du-Québec,,,272409236.550000,,4723162.000000,,3154316.000000,,4025514.000000,,2640504.000000,,513812.000000,,5312.000000,,36001.000000,,423504.000000,,4010225.000000,,565880.000000,,,,,111008.000000,13892634.000000,397853.000000,2008326.000000,,0.000000,,,,,,0.014700,,2357.000000,,,,2830.000000,,,1911.000000,,,,2229.000000,,,0.783600,0.655900,0.127600,0.008900,0.105200,0.102300,0.498900,0.470800,0.032100,0.002100,,,333.000000,,,,400.000000,,,0.031700,0.028600,1.144000,,1748.000000,,,111.000000,106.000000
2018,2017,32023,Sainte-Sophie-d'Halifax,M,668,1 @ 1 999,AR320,L'Érable,17,Centre-du-Québec,,,75967711.800000,,1664781.000000,,636890.000000,,1151491.000000,,604000.000000,,32890.000000,,28317.000000,,4351.000000,,345542.000000,,1180769.000000,,225065.000000,,,,,24720.000000,4415131.000000,237279.000000,310289.000000,,,,,,,,0.015200,,2527.000000,,,,3754.000000,,,1444.000000,,,,2075.000000,,,0.553100,0.524500,0.028600,0.003800,0.300100,0.143000,0.269500,0.800800,0.119700,0.003000,,,494.000000,,,,733.000000,,,0.023300,0.053700,0.818300,,1066.000000,,,76.000000,97.000000
2018,2017,32033,Princeville,V,5964,2 000 @ 9 999,AR320,L'Érable,17,Centre-du-Québec,,,496986618.150000,,10380491.000000,,6832294.000000,,8748957.000000,,5461810.000000,,1370484.000000,,139890.000000,,73943.000000,,425828.000000,,8985700.000000,,5807514.000000,,,,,992670.000000,43199861.000000,7161058.000000,2453124.000000,,,,,,,,0.017800,,3136.000000,,,,2859.000000,,,2512.000000,,,,2208.000000,,,0.780900,0.624300,0.156600,0.008500,0.048700,0.161900,0.280400,0.582000,0.047800,0.011700,,,2059.000000,,,,1877.000000,,,0.126000,0.165800,1.216500,,1425.000000,,,118.000000,128.000000
2018,2017,32040,Plessisville,V,6594,2 000 @ 9 999,AR320,L'Érable,17,Centre-du-Québec,,,450623448.900000,,14522025.000000,,8038955.000000,,11493320.000000,,6019832.000000,,2019123.000000,,716510.000000,,371961.000000,,809385.000000,,11568668.000000,,18441807.000000,,,,,1538318.000000,51988798.000000,14298861.000000,4334927.000000,,,,,,,,0.024100,,4264.000000,,,,2872.000000,,,3264.000000,,,,2128.000000,,,0.699400,0.523800,0.175700,0.032400,0.070400,0.197800,0.377200,0.535600,0.105800,0.040900,,,7246.000000,,,,4881.000000,,,0.153200,0.275000,1.556200,,1564.000000,,,150.000000,173.000000
2018,2017,32045,Plessisville,P,2693,2 000 @ 9 999,AR320,L'Érable,17,Centre-du-Québec,,,265663945.800000,,3141001.000000,,2546497.000000,,3069646.000000,,1915274.000000,,631223.000000,,14301.000000,,22828.000000,,267629.000000,,3259274.000000,,3391282.000000,,,,,271536.000000,13073347.000000,2730248.000000,1035868.000000,,,,,,,,0.012200,,2099.000000,,,,2611.000000,,,1681.000000,,,,2049.000000,,,0.829600,0.623900,0.205600,0.007400,0.087200,0.075800,0.337500,0.663900,0.098700,0.012800,,,2194.000000,,,,2728.000000,,,0.089900,0.208800,0.950000,,1464.000000,,,92.000000,88.000000
2018,2017,32050,Saint-Pierre-Baptiste,P,520,1 @ 1 999,AR320,L'Érable,17,Centre-du-Québec,,,86702198.100000,,1171169.000000,,828513.000000,,1171169.000000,,730827.000000,,97686.000000,,22787.000000,,3949.000000,,282252.000000,,1162865.000000,,721612.000000,,,,,69933.000000,4110175.000000,654654.000000,163203.000000,,,,,,,,0.013100,,2051.000000,,,,2946.000000,,,1552.000000,,,,2141.000000,,,0.707400,0.624000,0.083400,0.003400,0.241000,0.048200,0.139400,0.670800,0.078000,0.008300,,,1298.000000,,,,1865.000000,,,0.066900,0.159300,0.949400,,1263.000000,,,88.000000,83.000000
2018,2017,32058,Inverness,M,825,1 @ 1 999,AR320,L'Érable,17,Centre-du-Québec,,,147459365.000000,,2634688.000000,,1617765.000000,,2150281.000000,,1418526.000000,,199239.000000,,37209.000000,,7925.000000,,416122.000000,,2094954.000000,,498270.000000,,,,,86799.000000,9179112.000000,377700.000000,1202317.000000,,,,,,,,0.014000,,2135.000000,,,,3176.000000,,,1755.000000,,,,2497.000000,,,0.752400,0.659700,0.092700,0.003700,0.193500,0.050400,0.559100,0.730400,0.035600,0.003400,,,517.000000,,,,769.000000,,,0.047800,0.041100,1.091000,,1436.000000,,,102.000000,89.000000
2018,2017,32065,Lyster,M,1651,1 @ 1 999,AR320,L'Érable,17,Centre-du-Québec,,,158783588.250000,,2864132.000000,,1727309.000000,,2322656.000000,,1487616.000000,,239693.000000,,9511.000000,,21440.000000,,296254.000000,,2411839.000000,,1997975.000000,,,,,249919.000000,11109632.000000,1761346.000000,573888.000000,,0.000000,,,,,,0.015100,,2158.000000,,,,2586.000000,,,1642.000000,,,,1859.000000,,,0.743700,0.640500,0.103200,0.009200,0.127500,0.119500,0.247100,0.539200,0.055500,0.012600,,,1795.000000,,,,2151.000000,,,0.116300,0.158500,1.078200,,1045.000000,,,100.000000,96.000000
2018,2017,32072,Laurierville,M,1385,1 @ 1 999,AR320,L'Érable,17,Centre-du-Québec,,,119029151.550000,,2238545.000000,,1133429.000000,,1567635.000000,,984953.000000,,148476.000000,,,,5732.000000,,229718.000000,,1852881.000000,,559052.000000,,,,,77563.000000,6589041.000000,380441.000000,224602.000000,,,,,,,,0.015600,,2165.000000,,,,2566.000000,,,1346.000000,,,,1570.000000,,,0.723000,0.628300,0.094700,0.003700,0.146500,0.126800,0.143300,0.433800,0.065900,0.004700,,,653.000000,,,,774.000000,,,0.050300,0.057700,0.933500,,940.000000,,,87.000000,99.000000
2018,2017,32080,Notre-Dame-de-Lourdes,P,715,1 @ 1 999,AR320,L'Érable,17,Centre-du-Québec,,,86274235.350000,,1290834.000000,,774117.000000,,1058723.000000,,714929.000000,,59188.000000,,1000.000000,,5494.000000,,160679.000000,,1130053.000000,,767705.000000,,,,,64958.000000,5050315.000000,857427.000000,201604.000000,,,,,,,,0.013100,,2134.000000,,,,2774.000000,,,1542.000000,,,,1902.000000,,,0.731200,0.675300,0.055900,0.005200,0.151800,0.111900,0.190400,0.706800,0.096100,0.008900,,,1451.000000,,,,1886.000000,,,0.065800,0.169800,0.883300,,1150.000000,,,82.000000,83.000000
2018,2017,32085,Villeroy,M,455,1 @ 1 999,AR320,L'Érable,17,Centre-du-Québec,,,64371980.400000,,827906.000000,,578871.000000,,827906.000000,,481669.000000,,97202.000000,,1349.000000,,30449.000000,,145152.000000,,901210.000000,,317602.000000,,,,,21152.000000,3327702.000000,259600.000000,268141.000000,,,,,,,,0.014000,,2216.000000,,,,3030.000000,,,1590.000000,,,,1949.000000,,,0.699200,0.581800,0.117400,0.036800,0.175300,0.088700,0.323900,0.656400,0.001600,0.004900,,,782.000000,,,,1069.000000,,,0.026800,0.078000,0.891800,,985.000000,,,83.000000,89.000000
2018,2017,33007,Saint-Sylvestre,M,1004,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,144842454.750000,,1918285.000000,,1445365.000000,,1801415.000000,,1289494.000000,,155871.000000,,51933.000000,,20615.000000,,201462.000000,,2032368.000000,,329648.000000,,,,,139334.000000,5464177.000000,844617.000000,66077.000000,,0.000000,,,,,,0.013700,,2181.000000,,,,3556.000000,,,1633.000000,,,,2595.000000,,,0.802300,0.715800,0.086500,0.011400,0.111800,0.074400,0.036700,0.409700,0.025100,0.002300,,,363.000000,,,,592.000000,,,0.085100,0.154600,0.994200,,1244.000000,,,93.000000,87.000000
2018,2017,33017,Sainte-Agathe-de-Lotbinière,M,1139,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,154360870.000000,,2166275.000000,,1611287.000000,,2166275.000000,,1274838.000000,,336449.000000,,22949.000000,,5962.000000,,259854.000000,,2105469.000000,,1637228.000000,,,,,437066.000000,9072603.000000,995531.000000,760066.000000,,,,,,,,0.013500,,2491.000000,,,,3397.000000,,,2017.000000,,,,2629.000000,,,0.743800,0.588500,0.155300,0.002800,0.120000,0.133500,0.350900,0.650300,0.092900,0.010600,,,1958.000000,,,,2671.000000,,,0.209900,0.109700,1.023800,,1202.000000,,,95.000000,86.000000
2018,2017,33025,Saint-Patrice-de-Beaurivage,M,1077,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,138026365.200000,,2199361.000000,,1762848.000000,,2193361.000000,,1361326.000000,,401522.000000,,64502.000000,,15197.000000,,185334.000000,,2176261.000000,,3614388.000000,,,,,759699.000000,13401720.000000,3565665.000000,676397.000000,,,,,,,,0.015300,,2714.000000,,,,3805.000000,,,2360.000000,,,,3176.000000,,,0.803700,0.620700,0.183100,0.006900,0.084500,0.104900,0.308400,0.638700,0.014100,0.026200,,,4646.000000,,,,6512.000000,,,0.350500,0.266100,1.273600,,1579.000000,,,119.000000,97.000000
2018,2017,33030,Saint-Narcisse-de-Beaurivage,P,1121,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,164859181.200000,,2428863.000000,,1688360.000000,,1887243.000000,,1453066.000000,,235294.000000,,56781.000000,,5051.000000,,26227.000000,,1933403.000000,,3631279.000000,,,,,421704.000000,12629273.000000,3610402.000000,663299.000000,,,,,,,,0.011400,,2835.000000,,,,3694.000000,,,2750.000000,,,,3324.000000,,,0.894600,0.769900,0.124700,0.002700,0.013900,0.088800,0.351500,0.706600,0.052300,0.022000,,,5485.000000,,,,7148.000000,,,0.245300,0.285900,1.005200,,1865.000000,,,94.000000,73.000000
2018,2017,33035,Saint-Gilles,M,2420,2 000 @ 9 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,272611090.000000,,4144060.000000,,2730622.000000,,3596754.000000,,2050424.000000,,680198.000000,,57140.000000,,15848.000000,,102512.000000,,3682192.000000,,6504214.000000,,,,,1152412.000000,18413042.000000,6147388.000000,459701.000000,,,,,,,,0.013300,,2502.000000,,,,2757.000000,,,1918.000000,,,,2077.000000,,,0.759200,0.570100,0.189100,0.004400,0.028500,0.207900,0.127800,0.703300,0.039200,0.023900,,,4489.000000,,,,4946.000000,,,0.302400,0.333900,0.978100,,1687.000000,,,94.000000,96.000000
2018,2017,33040,Dosquet,M,891,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,99144820.000000,,1145804.000000,,921592.000000,,1080339.000000,,725188.000000,,196404.000000,,26703.000000,,3657.000000,,53163.000000,,1079564.000000,,246403.000000,,,,,101760.000000,5487976.000000,204346.000000,362886.000000,,,,,,,,0.010600,,1679.000000,,,,2123.000000,,,1546.000000,,,,1858.000000,,,0.853100,0.671300,0.181800,0.003400,0.049200,0.094300,0.335900,0.685000,0.013000,0.002500,,,393.000000,,,,497.000000,,,0.107800,0.037200,0.904900,,1186.000000,,,84.000000,68.000000
2018,2017,33045,Saint-Agapit,M,4170,2 000 @ 9 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,408143420.000000,,6976337.000000,,4934592.000000,,6567614.000000,,3802745.000000,,1131847.000000,,26485.000000,,122612.000000,,226979.000000,,6516145.000000,,8247768.000000,,,,,1148242.000000,34172642.000000,9941701.000000,2101605.000000,,,,,,,,0.015900,,2958.000000,,,,3217.000000,,,2291.000000,,,,2447.000000,,,0.751400,0.579000,0.172300,0.018700,0.034600,0.195400,0.320000,0.700300,0.022200,0.020200,,,3759.000000,,,,4089.000000,,,0.179000,0.290900,1.177000,,1960.000000,,,114.000000,114.000000
2018,2017,33052,Saint-Flavien,M,1641,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,168446451.650000,,2325835.000000,,1488941.000000,,2076659.000000,,942143.000000,,546798.000000,,62000.000000,,23281.000000,,269403.000000,,2182730.000000,,1759738.000000,,,,,217179.000000,10806405.000000,2177094.000000,444715.000000,,,,,,,,0.012600,,2446.000000,,,,2722.000000,,,1811.000000,,,,1911.000000,,,0.717000,0.453700,0.263300,0.011200,0.129700,0.142100,0.214100,0.624900,0.022300,0.010400,,,2030.000000,,,,2259.000000,,,0.113300,0.201500,0.871900,,1355.000000,,,81.000000,80.000000
2018,2017,33060,Laurier-Station,VL,2608,2 000 @ 9 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,265186870.000000,,4822043.000000,,2982202.000000,,4486278.000000,,2154933.000000,,827269.000000,,212992.000000,,115469.000000,,442232.000000,,4654530.000000,,4688639.000000,,,,,619303.000000,29280194.000000,6504385.000000,1778745.000000,,,,,,,,0.016700,,3859.000000,,,,3372.000000,,,2846.000000,,,,2264.000000,,,0.664700,0.480300,0.184400,0.025700,0.098600,0.210900,0.396500,0.657600,0.014500,0.017700,,,4074.000000,,,,3560.000000,,,0.162300,0.222100,1.040400,,1773.000000,,,101.000000,120.000000
2018,2017,33065,Saint-Janvier-de-Joly,M,1010,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,109124570.000000,,1570826.000000,,1189709.000000,,1473668.000000,,940194.000000,,249515.000000,,21720.000000,,32228.000000,,141392.000000,,1410346.000000,,1429139.000000,,,,,346877.000000,7072615.000000,1540006.000000,561996.000000,,,,,,,,0.012700,,2048.000000,,,,2734.000000,,,1828.000000,,,,2342.000000,,,0.807300,0.638000,0.169300,0.021900,0.095900,0.074900,0.381400,0.628900,0.020100,0.013100,,,2108.000000,,,,2813.000000,,,0.245600,0.217700,1.071000,,1613.000000,,,100.000000,81.000000
2018,2017,33070,Val-Alain,M,926,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,101423297.250000,,1431344.000000,,946276.000000,,1402821.000000,,754733.000000,,191543.000000,,5785.000000,,23752.000000,,349286.000000,,1468910.000000,,922581.000000,,,,,397797.000000,15112221.000000,4744970.000000,1393180.000000,,,,,,,,0.014400,,2055.000000,,,,2715.000000,,,1379.000000,,,,1756.000000,,,0.674600,0.538000,0.136500,0.016900,0.249000,0.059500,0.993100,0.824600,0.014500,0.009100,,,1296.000000,,,,1712.000000,,,0.281000,0.314000,0.927000,,1304.000000,,,86.000000,92.000000
2018,2017,33080,Saint-Édouard-de-Lotbinière,P,1245,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,157756443.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,
2018,2017,33085,Notre-Dame-du-Sacré-Coeur-d'Issoudun,P,863,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,110166680.000000,,1652053.000000,,829611.000000,,1162471.000000,,710225.000000,,119386.000000,,1358.000000,,129.000000,,217370.000000,,1103644.000000,,528006.000000,,,,,190805.000000,9138204.000000,2794221.000000,344961.000000,,,,,,,,0.010000,,1640.000000,,,,2886.000000,,,1267.000000,,,,2172.000000,,,0.713700,0.611000,0.102700,0.000100,0.187000,0.099200,0.296700,0.851200,0.077600,0.004800,,,786.000000,,,,1382.000000,,,0.183300,0.305800,0.738000,,1404.000000,,,69.000000,64.000000
2018,2017,33090,Saint-Apollinaire,M,6174,2 000 @ 9 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,708423600.050000,,13321210.000000,,7140564.000000,,9339528.000000,,5818444.000000,,1322120.000000,,104974.000000,,34402.000000,,420076.000000,,8635905.000000,,7478980.000000,,,,,970531.000000,57637580.000000,10009201.000000,3223686.000000,,,,,,,,0.012000,,2293.000000,,,,2831.000000,,,1950.000000,,,,2370.000000,,,0.764600,0.623000,0.141600,0.003700,0.045000,0.186800,0.345200,0.766700,0.087600,0.010600,,,2010.000000,,,,2482.000000,,,0.127500,0.173700,0.907300,,1847.000000,,,88.000000,86.000000
2018,2017,33095,Saint-Antoine-de-Tilly,M,1579,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,296488495.000000,,2389053.000000,,2046572.000000,,2389053.000000,,1590610.000000,,455962.000000,,2297.000000,,8957.000000,,77162.000000,,2357850.000000,,2077564.000000,,,,,299551.000000,6980569.000000,2279620.000000,659011.000000,,,,,,,,0.007900,,2083.000000,,,,2474.000000,,,1855.000000,,,,2150.000000,,,0.856600,0.665800,0.190900,0.003700,0.032300,0.107300,0.275800,0.656500,0.002800,0.007000,,,1837.000000,,,,2182.000000,,,0.128500,0.326600,0.689600,,1768.000000,,,64.000000,50.000000
2018,2017,33102,Sainte-Croix,M,2414,2 000 @ 9 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,319174980.000000,,4734181.000000,,3126977.000000,,4071170.000000,,2459316.000000,,667661.000000,,8133.000000,,185706.000000,,109957.000000,,4127006.000000,,4582802.000000,,,,,763173.000000,19146248.000000,4890477.000000,2118742.000000,,,,,,,,0.012900,,2831.000000,,,,2833.000000,,,2230.000000,,,,2151.000000,,,0.768100,0.604100,0.164000,0.045600,0.027000,0.159300,0.520400,0.576700,0.105200,0.014400,,,3150.000000,,,,3152.000000,,,0.204700,0.255400,1.019800,,1569.000000,,,99.000000,93.000000
2018,2017,33115,Lotbinière,M,847,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,160983995.000000,,1634966.000000,,1246742.000000,,1505226.000000,,1055015.000000,,191727.000000,,30068.000000,,10336.000000,,127253.000000,,1657355.000000,,1704749.000000,,,,,347320.000000,11737302.000000,2430057.000000,401192.000000,,,,,,,,0.010100,,1897.000000,,,,2676.000000,,,1517.000000,,,,2051.000000,,,0.828300,0.700900,0.127400,0.006900,0.084500,0.080300,0.266500,0.628700,0.014300,0.010600,,,1987.000000,,,,2804.000000,,,0.238700,0.207000,0.762000,,1371.000000,,,71.000000,64.000000
2018,2017,33123,Leclercville,M,475,1 @ 1 999,AR330,Lotbinière,12,Chaudière-Appalaches,,,70469984.400000,,1247465.000000,,845740.000000,,1247465.000000,,674426.000000,,171314.000000,,,,48870.000000,,184211.000000,,1637159.000000,,3576003.000000,,,,,797857.000000,21202200.000000,9794932.000000,2170654.000000,,,,,,,,0.023200,,3559.000000,,,,5550.000000,,,1967.000000,,,,2867.000000,,,0.678000,0.540600,0.137300,0.039200,0.147700,0.135200,1.740100,0.810700,0.001400,0.050700,,,7774.000000,,,,12122.000000,,,0.456600,0.462000,1.136800,,1471.000000,,,106.000000,148.000000
2018,2017,34007,Neuville,V,4308,2 000 @ 9 999,AR340,Portneuf,03,Capitale-Nationale,,,570867976.700000,,7139311.000000,,4282872.000000,,5291467.000000,,3190699.000000,,1092173.000000,,10527.000000,,38491.000000,,211249.000000,,5582831.000000,,3640782.000000,,,,,538075.000000,33670263.000000,2556028.000000,2378758.000000,,,,,,,,0.009800,,2276.000000,,,,2737.000000,,,1861.000000,,,,2104.000000,,,0.809400,0.603000,0.206400,0.007300,0.039900,0.143400,0.449500,0.657800,0.087300,0.006400,,,1487.000000,,,,1788.000000,,,0.108400,0.075900,0.740100,,1930.000000,,,72.000000,71.000000
2018,2017,34017,Pont-Rouge,V,9227,2 000 @ 9 999,AR340,Portneuf,03,Capitale-Nationale,,,894477227.490000,,16512730.000000,,9996137.000000,,14063614.000000,,7551995.000000,,2444142.000000,,68263.000000,,194465.000000,,479824.000000,,14351087.000000,,18072761.000000,,,,,1686346.000000,68426183.000000,23374267.000000,2664988.000000,,0.000000,,,,,,0.016000,,3081.000000,,,,3376.000000,,,2272.000000,,,,2363.000000,,,0.710800,0.537000,0.173800,0.013800,0.034100,0.241300,0.189500,0.631600,0.069800,0.020200,,,3898.000000,,,,4272.000000,,,0.129200,0.341600,1.122000,,2122.000000,,,108.000000,115.000000
