an_profil,an_donnee,cod_cp,desc_cp,PRC1410,PRC1510,PRC1610,PRC2210,PRC2310,PRC2010,PFRAT0111
2022,2022,CP01,1 @ 1 999,0.627300,0.081300,0.242000,0.049500,189318.000000,172269.000000,177650.000000
2022,2022,CP02,2 000 @ 9 999,0.732100,0.109900,0.123000,0.034900,259641.000000,212280.000000,251052.000000
2022,2022,CP03,10 000 @ 24 999,0.817900,0.137300,0.020500,0.024300,381037.000000,298549.000000,387201.000000
2022,2022,CP04,25 000 @ 99 999,0.803800,0.159400,0.018700,0.018200,334344.000000,254494.000000,408053.000000
2022,2022,CP05,100 000 et plus,0.804800,0.178600,0.002300,0.014200,371940.000000,256344.000000,577847.000000
