an_profil,an_donnee,cod_mrc,nom_mrc,PRC1420,PRC1520,PRC1620,PRC2220,PRC2320,PRC2020,PFRAT0121
2021,2021,AR011,Hors MRC - Les Îles de la Madeleine,0.802000,0.138000,0.014500,0.045500,154082.000000,134194.000000,111428.000000
2021,2021,AR020,Le Rocher-Percé,0.699100,0.260400,0.006900,0.033600,120694.000000,100773.000000,112420.000000
2021,2021,AR030,La Côte-de-Gaspé,0.811800,0.135200,0.004000,0.049000,157028.000000,129038.000000,129109.000000
2021,2021,AR040,La Haute-Gaspésie,0.819700,0.134300,0.014100,0.032000,106998.000000,87798.000000,89558.000000
2021,2021,AR050,Bonaventure,0.802200,0.114100,0.026400,0.057400,143652.000000,117372.000000,95180.000000
2021,2021,AR060,Avignon,0.808500,0.105900,0.024200,0.061400,149337.000000,119454.000000,109089.000000
2021,2021,AR070,La Matapédia,0.638100,0.251900,0.097400,0.012700,123000.000000,99868.000000,117432.000000
2021,2021,AR080,La Matanie,0.743100,0.190400,0.049600,0.016900,134013.000000,103875.000000,140976.000000
2021,2021,AR090,La Mitis,0.761800,0.109000,0.099600,0.029500,134425.000000,111934.000000,135825.000000
2021,2021,AR100,Rimouski-Neigette,0.804500,0.151800,0.026000,0.017700,200124.000000,150010.000000,221723.000000
2021,2021,AR110,Les Basques,0.716600,0.096900,0.138900,0.047600,125253.000000,105752.000000,114781.000000
2021,2021,AR120,Rivière-du-Loup,0.728500,0.181400,0.059400,0.030700,190661.000000,144486.000000,208220.000000
2021,2021,AR130,Témiscouata,0.686900,0.118200,0.124800,0.070200,120012.000000,99307.000000,112410.000000
2021,2021,AR140,Kamouraska,0.648800,0.122400,0.207500,0.021300,151386.000000,124830.000000,153651.000000
2021,2021,AR150,Charlevoix-Est,0.737200,0.212800,0.021000,0.029100,164171.000000,135172.000000,153229.000000
2021,2021,AR160,Charlevoix,0.647200,0.189600,0.048600,0.114600,228186.000000,178440.000000,197787.000000
2021,2021,AR170,L'Islet,0.666300,0.112000,0.174400,0.047300,136400.000000,119144.000000,123125.000000
2021,2021,AR180,Montmagny,0.683400,0.121100,0.132400,0.063100,162202.000000,130375.000000,159097.000000
2021,2021,AR190,Bellechasse,0.664900,0.088300,0.194100,0.052700,196836.000000,169729.000000,198649.000000
2021,2021,AR200,L'Île-d'Orléans,0.766800,0.036400,0.168500,0.028300,345763.000000,292960.000000,308812.000000
2021,2021,AR210,La Côte-de-Beaupré,0.845600,0.083700,0.016600,0.054000,270139.000000,228565.000000,234712.000000
2021,2021,AR220,La Jacques-Cartier,0.869000,0.072100,0.010100,0.048800,327202.000000,300969.000000,300257.000000
2021,2021,AR231,Hors MRC - Québec,0.788100,0.192300,0.003600,0.015900,288693.000000,201230.000000,445441.000000
2021,2021,AR251,Hors MRC - Lévis,0.794400,0.159700,0.012100,0.033800,282488.000000,222549.000000,362702.000000
2021,2021,AR260,La Nouvelle-Beauce,0.677600,0.117800,0.179000,0.025500,212919.000000,182189.000000,224227.000000
2021,2021,AR270,Robert-Cliche,0.630300,0.207500,0.148500,0.013600,149169.000000,125817.000000,157038.000000
2021,2021,AR280,Les Etchemins,0.647500,0.204100,0.134600,0.013800,131006.000000,109391.000000,123401.000000
2021,2021,AR290,Beauce-Sartigan,0.668400,0.219500,0.092500,0.019500,173263.000000,139226.000000,206353.000000
2021,2021,AR300,Le Granit,0.646400,0.155300,0.166600,0.031700,161273.000000,143948.000000,159964.000000
2021,2021,AR310,Les Appalaches,0.691600,0.155900,0.133500,0.018900,148226.000000,126108.000000,168500.000000
2021,2021,AR320,L'Érable,0.579100,0.147500,0.237800,0.035600,163795.000000,133261.000000,209288.000000
2021,2021,AR330,Lotbinière,0.634100,0.101800,0.226000,0.038100,198764.000000,171841.000000,210172.000000
2021,2021,AR340,Portneuf,0.775800,0.105600,0.073600,0.045000,206142.000000,180378.000000,198482.000000
2021,2021,AR350,Mékinac,0.732400,0.104400,0.089200,0.074000,142042.000000,131820.000000,137874.000000
