an_profil,an_donnee,cod_mrc,nom_mrc,PRC1420,PRC1520,PRC1620,PRC2220,PRC2320,PRC2020,PFRAT0121
2021,2021,AR361,Hors MRC - Shawinigan,0.807800,0.156000,0.009200,0.027000,148299.000000,99747.000000,176923.000000
2021,2021,AR371,Hors MRC - Trois-Rivières,0.784700,0.190500,0.005100,0.019700,190439.000000,128566.000000,260263.000000
2021,2021,AR372,Les Chenaux,0.687400,0.065200,0.210300,0.037000,163331.000000,142588.000000,145014.000000
2021,2021,AR380,Bécancour,0.505500,0.251200,0.210100,0.033300,162561.000000,137323.000000,206396.000000
2021,2021,AR390,Arthabaska,0.668200,0.167800,0.142900,0.021000,183949.000000,145066.000000,237211.000000
2021,2021,AR400,Les Sources,0.675500,0.087000,0.200400,0.037200,142396.000000,110995.000000,154628.000000
2021,2021,AR410,Le Haut-Saint-François,0.594700,0.211000,0.168700,0.025600,181343.000000,151684.000000,185974.000000
2021,2021,AR420,Le Val-Saint-François,0.699600,0.108200,0.149700,0.042500,240010.000000,191797.000000,250576.000000
2021,2021,AR431,Hors MRC - Sherbrooke,0.800900,0.169400,0.005300,0.024400,238713.000000,154225.000000,342743.000000
2021,2021,AR440,Coaticook,0.519000,0.096000,0.359000,0.026100,199579.000000,159256.000000,251645.000000
2021,2021,AR450,Memphrémagog,0.834600,0.066600,0.037100,0.061600,309466.000000,296362.000000,290071.000000
2021,2021,AR460,Brome-Missisquoi,0.735400,0.097900,0.128500,0.038200,296336.000000,242159.000000,308504.000000
2021,2021,AR470,La Haute-Yamaska,0.760200,0.146500,0.068400,0.024900,248724.000000,180803.000000,303117.000000
2021,2021,AR480,Acton,0.525700,0.076100,0.382300,0.015800,195210.000000,156649.000000,262396.000000
2021,2021,AR490,Drummond,0.658700,0.192000,0.120000,0.029300,215154.000000,159607.000000,280614.000000
2021,2021,AR500,Nicolet-Yamaska,0.476100,0.100800,0.401400,0.021700,163989.000000,135038.000000,236618.000000
2021,2021,AR510,Maskinongé,0.675100,0.096000,0.190400,0.038500,163358.000000,135759.000000,145534.000000
2021,2021,AR520,D'Autray,0.676200,0.083400,0.198700,0.041700,209380.000000,174111.000000,207259.000000
2021,2021,AR530,Pierre-De Saurel,0.686400,0.115900,0.180400,0.017300,198491.000000,153335.000000,244083.000000
2021,2021,AR540,Les Maskoutains,0.568200,0.145400,0.275200,0.011200,252265.000000,182983.000000,401871.000000
2021,2021,AR550,Rouville,0.624100,0.091800,0.273600,0.010400,272591.000000,212464.000000,350335.000000
2021,2021,AR560,Le Haut-Richelieu,0.708100,0.113100,0.161600,0.017200,281348.000000,216538.000000,373966.000000
2021,2021,AR570,La Vallée-du-Richelieu,0.832600,0.092300,0.057700,0.017500,346420.000000,300271.000000,371083.000000
2021,2021,AR581,Hors MRC - Longueuil,0.830000,0.155400,0.001900,0.012700,368106.000000,277967.000000,473400.000000
2021,2021,AR590,Marguerite-D'Youville,0.780900,0.152600,0.048000,0.018400,320918.000000,276267.000000,376343.000000
2021,2021,AR600,L'Assomption,0.860200,0.101700,0.029400,0.008700,279826.000000,240768.000000,333958.000000
2021,2021,AR610,Joliette,0.741200,0.154400,0.081100,0.023300,227007.000000,167460.000000,289180.000000
2021,2021,AR620,Matawinie,0.822200,0.076400,0.031200,0.070200,216504.000000,186491.000000,141616.000000
2021,2021,AR630,Montcalm,0.708000,0.069100,0.188300,0.034500,210811.000000,184615.000000,223905.000000
2021,2021,AR640,Les Moulins,0.830000,0.131300,0.012000,0.026700,297614.000000,260958.000000,355059.000000
2021,2021,AR651,Hors MRC - Laval,0.815700,0.157400,0.004100,0.022800,366787.000000,290288.000000,464764.000000
2021,2021,AR661,Hors MRC - Montréal,0.804500,0.186200,0.000100,0.009200,512433.000000,288983.000000,786697.000000
2021,2021,AR670,Roussillon,0.843500,0.110300,0.027600,0.018600,324818.000000,280736.000000,372077.000000
2021,2021,AR680,Les Jardins-de-Napierville,0.524700,0.091700,0.365400,0.018200,275618.000000,226151.000000,363441.000000
2021,2021,AR690,Le Haut-Saint-Laurent,0.529200,0.052400,0.400900,0.017400,203421.000000,174601.000000,227823.000000
2021,2021,AR700,Beauharnois-Salaberry,0.687700,0.148900,0.132200,0.031200,234327.000000,173817.000000,301658.000000
2021,2021,AR710,Vaudreuil-Soulanges,0.786300,0.119100,0.068100,0.026500,348292.000000,307699.000000,385263.000000
2021,2021,AR720,Deux-Montagnes,0.835200,0.112900,0.032700,0.019300,272634.000000,234608.000000,313225.000000
2021,2021,AR730,Thérèse-De Blainville,0.840300,0.138500,0.008500,0.012800,351442.000000,287127.000000,424049.000000
2021,2021,AR741,Hors MRC - Mirabel,0.685500,0.167100,0.115500,0.031900,314893.000000,254563.000000,411142.000000
2021,2021,AR750,La Rivière-du-Nord,0.856900,0.107200,0.004700,0.031200,255026.000000,198783.000000,264494.000000
2021,2021,AR760,Argenteuil,0.746400,0.086300,0.081100,0.086200,223932.000000,176186.000000,152065.000000
2021,2021,AR770,Les Pays-d'en-Haut,0.844700,0.080900,0.000500,0.073900,320339.000000,268936.000000,213830.000000
2021,2021,AR780,Les Laurentides,0.741400,0.160900,0.010300,0.087300,252174.000000,234507.000000,212523.000000
2021,2021,AR790,Antoine-Labelle,0.784700,0.106500,0.027400,0.081500,172518.000000,149626.000000,152629.000000
2021,2021,AR800,Papineau,0.811900,0.076200,0.048800,0.063000,189072.000000,177624.000000,163108.000000
2021,2021,AR811,Hors MRC - Gatineau,0.800300,0.172300,0.004200,0.023200,265839.000000,208780.000000,381022.000000
2021,2021,AR820,Les Collines-de-l'Outaouais,0.867600,0.037600,0.035800,0.059000,333271.000000,287686.000000,242665.000000
2021,2021,AR830,La Vallée-de-la-Gatineau,0.812200,0.064400,0.042900,0.080500,127895.000000,141246.000000,119628.000000
2021,2021,AR840,Pontiac,0.747900,0.043000,0.133700,0.075400,156890.000000,155555.000000,135332.000000
2021,2021,AR850,Témiscamingue,0.690500,0.142500,0.151200,0.015800,145705.000000,120532.000000,135538.000000
2021,2021,AR861,Hors MRC - Rouyn-Noranda,0.800400,0.177900,0.007100,0.014600,261701.000000,178419.000000,263262.000000
2021,2021,AR870,Abitibi-Ouest,0.812200,0.110200,0.057600,0.020000,147688.000000,116113.000000,119283.000000
2021,2021,AR880,Abitibi,0.774500,0.175000,0.023000,0.027500,204283.000000,156118.000000,184739.000000
2021,2021,AR890,La Vallée-de-l'Or,0.780900,0.197500,0.004400,0.017200,242890.000000,163332.000000,219765.000000
2021,2021,AR901,Hors MRC - La Tuque,0.754100,0.216200,0.006000,0.023600,125481.000000,76196.000000,104217.000000
2021,2021,AR910,Le Domaine-du-Roy,0.750900,0.145600,0.062800,0.040600,163166.000000,123071.000000,157947.000000
2021,2021,AR920,Maria-Chapdelaine,0.704600,0.144600,0.114100,0.036600,138718.000000,109948.000000,149870.000000
2021,2021,AR930,Lac-Saint-Jean-Est,0.712500,0.200900,0.062200,0.024400,181852.000000,141655.000000,212560.000000
2021,2021,AR941,Hors MRC - Saguenay,0.781200,0.191000,0.010600,0.017200,206099.000000,145227.000000,264818.000000
2021,2021,AR942,Le Fjord-du-Saguenay,0.842700,0.070500,0.040700,0.046200,180173.000000,146889.000000,158666.000000
2021,2021,AR950,La Haute-Côte-Nord,0.788900,0.151000,0.022600,0.037500,114620.000000,89959.000000,99991.000000
2021,2021,AR960,Manicouagan,0.743000,0.248100,0.003200,0.005700,146920.000000,108091.000000,175769.000000
2021,2021,AR971,Sept-Rivières,0.674400,0.313400,0.000900,0.011200,199647.000000,133154.000000,257747.000000
2021,2021,AR972,Caniapiscau,0.318300,0.673400,0.000100,0.008200,155146.000000,124286.000000,547671.000000
2021,2021,AR981,Minganie,0.811400,0.176000,0.000400,0.012200,141504.000000,114011.000000,136187.000000
2021,2021,AR982,Le Golfe-du-Saint-Laurent,0.837100,0.146100,0.000300,0.016600,86829.000000,80658.000000,84661.000000
2021,2021,AR991,Hors MRC - Nord du Québec,0.660400,0.330500,0.001100,0.007900,154202.000000,110747.000000,194176.000000
