an_profil,an_donnee,cod_mrc,nom_mrc,PRC0320,PRC2920,PRC3720,PRC2520,PRC2120,PRC3820,PRC0120,PRC3020,PRC4520,PRC0220,PRC3920,PRC3120,PRC4020,PRC4220,PRC4320,PRC3220,PRC4420,PRC2720,PRC3520,PRC3620,PRC2820
2022,2021,AR011,Hors MRC - Les Îles de la Madeleine,0.031200,0.300500,0.115300,0.174800,0.572900,0.078000,0.025000,2682.000000,4039.000000,0.129800,0.285100,3344.000000,1.463300,2061.000000,5037.000000,1754.000000,2508.000000,0.536900,0.397300,0.139600,0.047300
2022,2021,AR020,Le Rocher-Percé,0.025400,0.138300,0.154700,0.208300,0.583500,0.056500,0.033700,3570.000000,4668.000000,0.216900,0.193500,2683.000000,1.421700,1472.000000,3509.000000,1659.000000,2018.000000,0.650100,0.470600,0.179500,0.056900
2022,2021,AR030,La Côte-de-Gaspé,0.025600,0.118700,0.220200,0.334500,0.565500,0.026100,0.038400,4564.000000,6106.000000,0.249100,0.347100,3041.000000,1.332400,1747.000000,4068.000000,1851.000000,2207.000000,0.582300,0.425300,0.157000,0.078900
2022,2021,AR040,La Haute-Gaspésie,0.027600,0.180700,0.129400,0.253100,0.546600,0.078200,0.014300,1271.000000,1551.000000,0.095700,0.112600,2453.000000,1.731400,1569.000000,2993.000000,1626.000000,1832.000000,0.619900,0.439400,0.180600,0.069900
2022,2021,AR050,Bonaventure,0.026300,0.163000,0.296100,0.252200,0.592900,0.047500,0.039300,3461.000000,5357.000000,0.280800,0.307800,2322.000000,1.364100,1628.000000,3593.000000,1320.000000,1913.000000,0.514400,0.420700,0.093700,0.026600
2022,2021,AR060,Avignon,0.024700,0.158500,0.248500,0.230300,0.508400,0.030000,0.024900,2601.000000,3588.000000,0.205700,0.281700,2585.000000,1.335700,1653.000000,3566.000000,1506.000000,1885.000000,0.541400,0.382700,0.158800,0.051600
2022,2021,AR070,La Matapédia,0.026300,0.211200,0.144100,0.319600,0.599900,0.082100,0.061400,6893.000000,8534.000000,0.176800,0.241100,2947.000000,1.462100,1511.000000,3649.000000,1804.000000,2091.000000,0.609100,0.452100,0.157000,0.035600
2022,2021,AR080,La Matanie,0.027000,0.115500,0.151100,0.173500,0.506100,0.069800,0.025300,3581.000000,3368.000000,0.192000,0.289700,3816.000000,1.713300,1835.000000,3589.000000,2734.000000,2410.000000,0.678800,0.527300,0.151600,0.054500
2022,2021,AR090,La Mitis,0.025600,0.178600,0.180400,0.424800,0.650800,0.105200,0.016900,2166.000000,2293.000000,0.135000,0.142700,3273.000000,1.592600,1671.000000,3465.000000,2047.000000,2070.000000,0.563100,0.418800,0.144300,0.077900
2022,2021,AR100,Rimouski-Neigette,0.018200,0.074900,0.142100,0.195600,0.594000,0.043200,0.013400,3061.000000,2458.000000,0.123700,0.195600,4161.000000,1.289100,1978.000000,3341.000000,3184.000000,2479.000000,0.721200,0.562400,0.158800,0.061800
2022,2021,AR110,Les Basques,0.024400,0.158500,0.174400,0.409700,0.593900,0.075600,0.036700,4171.000000,4934.000000,0.157700,0.150000,2778.000000,1.681300,1806.000000,3286.000000,1972.000000,2222.000000,0.630500,0.464400,0.166200,0.036700
2022,2021,AR120,Rivière-du-Loup,0.018800,0.077200,0.193000,0.282000,0.607000,0.074700,0.023500,4700.000000,4409.000000,0.174700,0.229200,3775.000000,1.355000,1998.000000,3541.000000,2973.000000,2662.000000,0.681300,0.534900,0.146300,0.048500
