an_profil,an_donnee,cod_ra,desc_ra,PRC0370,PRC3170,PRC4370,PRC3270,PRC4470,PRC2770,PRC3570,PRC3670,PRC2870,PRC2970,PRC3770,PRC2570,PRC2170,PRC3870,PRC0170,PRC3070,PRC4570,PRC0270,PRC3970,PRC4070,PRC4270
2020,2019,RAD01,Bas-Saint-Laurent,0.021500,3209.000000,3326.000000,2241.000000,2209.000000,0.655100,0.501400,0.153700,0.050200,0.121000,0.173700,0.239900,0.592600,0.066400,0.023000,3432.000000,3556.000000,0.158300,0.216400,1.388500,1724.000000
2020,2019,RAD02,Saguenay--Lac-Saint-Jean,0.023700,4673.000000,4290.000000,3164.000000,2746.000000,0.652000,0.534000,0.118000,0.068600,0.060000,0.219400,0.081900,0.591700,0.042900,0.027500,5429.000000,4984.000000,0.182000,0.311900,1.342600,1855.000000
2020,2019,RAD03,Capitale-Nationale,0.018800,6533.000000,4733.000000,4910.000000,3464.000000,0.680100,0.576600,0.103500,0.061500,0.073000,0.185400,0.168100,0.629400,0.056300,0.023200,8078.000000,5852.000000,0.207600,0.290800,1.109800,2280.000000
2020,2019,RAD04,Mauricie,0.023400,4016.000000,3506.000000,2870.000000,2385.000000,0.686500,0.554600,0.131800,0.045900,0.090300,0.177300,0.128200,0.605500,0.051000,0.030700,5282.000000,4611.000000,0.194400,0.326400,1.490600,1760.000000
2020,2019,RAD05,Estrie,0.021900,5294.000000,4744.000000,2826.000000,2438.000000,0.517200,0.419900,0.097300,0.031700,0.055600,0.395500,0.126600,0.605400,0.057800,0.020900,5056.000000,4531.000000,0.150000,0.295500,1.046900,1817.000000
2020,2019,RAD06,MontrÃ©al,0.022200,13730.000000,6750.000000,8387.000000,4039.000000,0.519200,0.500900,0.018300,0.039100,0.056100,0.385600,0.123100,0.636200,0.093000,0.028200,17432.000000,8569.000000,0.222300,0.455900,0.898800,2218.000000
2020,2019,RAD07,Outaouais,0.018600,4823.000000,4607.000000,3311.000000,3044.000000,0.642200,0.584600,0.057600,0.075500,0.103300,0.178900,0.235300,0.607600,0.051500,0.014300,3710.000000,3544.000000,0.155000,0.274500,1.141300,2287.000000
2020,2019,RAD08,Abitibi-TÃ©miscamingue,0.021800,3529.000000,3802.000000,2494.000000,2411.000000,0.646700,0.504500,0.142200,0.048800,0.112100,0.192400,0.161000,0.555700,0.062400,0.024000,3871.000000,4172.000000,0.157000,0.322400,1.242700,1797.000000
2020,2019,RAD09,CÃ´te-Nord,0.030300,5112.000000,4873.000000,3809.000000,3181.000000,0.624100,0.539200,0.085000,0.070000,0.093800,0.212000,0.197500,0.558100,0.029100,0.034000,5744.000000,5475.000000,0.213900,0.320200,1.542200,1832.000000
2020,2019,RAD10,Nord-du-QuÃ©bec,0.033700,5757.000000,5838.000000,3739.000000,3160.000000,0.534200,0.445400,0.088800,0.064200,0.158500,0.243100,0.716200,0.475700,0.047500,0.017500,2992.000000,3034.000000,0.098600,0.156800,1.584800,1679.000000
2020,2019,RAD11,GaspÃ©sie--Ãles-de-la-Madeleine,0.026800,2474.000000,3452.000000,1506.000000,1941.000000,0.594700,0.439700,0.155000,0.054300,0.153400,0.197600,0.213900,0.574300,0.050900,0.029500,2723.000000,3799.000000,0.235300,0.262600,1.448200,1592.000000
2020,2019,RAD12,ChaudiÃ¨re-Appalaches,0.017100,3468.000000,3578.000000,2697.000000,2656.000000,0.746800,0.603400,0.143400,0.026600,0.080300,0.146300,0.200800,0.599100,0.049800,0.021600,4388.000000,4527.000000,0.221200,0.294600,1.138400,1904.000000
2020,2019,RAD13,Laval,0.016400,6372.000000,5183.000000,5307.000000,3946.000000,0.690600,0.589400,0.101200,0.019000,0.030100,0.260400,0.182000,0.608100,0.050600,0.012500,4851.000000,3946.000000,0.131900,0.228100,0.995200,2581.000000
2020,2019,RAD14,LanaudiÃ¨re,0.015400,3461.000000,3672.000000,2814.000000,2811.000000,0.766600,0.591600,0.175000,0.022000,0.033100,0.178200,0.182200,0.609000,0.045000,0.024500,5502.000000,5839.000000,0.194900,0.387800,1.079300,2211.000000
2020,2019,RAD15,Laurentides,0.014400,3404.000000,3655.000000,2723.000000,2753.000000,0.739700,0.591000,0.148800,0.025100,0.048600,0.186600,0.166900,0.575700,0.043600,0.017900,4233.000000,4545.000000,0.172500,0.342100,0.952800,2118.000000
2020,2019,RAD16,MontÃ©rÃ©gie,0.014200,4607.000000,4010.000000,3730.000000,3068.000000,0.683600,0.562600,0.121000,0.021100,0.031400,0.263900,0.204200,0.617900,0.053300,0.017900,5826.000000,5071.000000,0.164000,0.297300,0.926200,2176.000000
2020,2019,RAD17,Centre-du-QuÃ©bec,0.016200,3521.000000,3295.000000,2777.000000,2510.000000,0.759800,0.604500,0.155300,0.029400,0.076300,0.134500,0.223600,0.599000,0.056500,0.017200,3743.000000,3503.000000,0.152500,0.260500,1.110700,1571.000000
