an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,RFU3001,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,IND0102,RFU3002,RFU3003,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500
2022,2022,03015,Petite-Vallée,M,166,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,13662674.000000,,992426.000000,,0.820600,,0.091500,,0.015100,,0.072800,,,106838.000000,89872.000000,49324.000000,,33.000000,277.000000,,13638131.000000,,11190901.000000,,1248360.000000,,206444.000000
2022,2022,03020,Grande-Vallée,M,1068,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,96623609.400000,,2836484.000000,,0.869100,,0.097300,,0.002000,,0.031500,,,147743.000000,123744.000000,112223.000000,,74.000000,861.000000,,89923936.000000,,78154204.000000,,8753266.000000,,179982.000000
2022,2022,03025,Murdochville,V,621,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,20882291.265000,,405999.000000,,0.784800,,0.195000,,,,0.020200,,,39377.000000,31603.000000,40946.000000,,27.000000,510.000000,,20097792.000000,,15772086.000000,,3919707.000000,,
2022,2022,04005,Sainte-Madeleine-de-la-Rivière-Madeleine,M,299,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,29277300.000000,,2533700.000000,,0.815300,,0.086600,,0.011200,,0.087000,,,73308.000000,78441.000000,54419.000000,,36.000000,538.000000,,29135400.000000,,23753100.000000,,2521800.000000,,326800.000000
2022,2022,04010,Saint-Maxime-du-Mont-Louis,M,1113,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,71856378.000000,,3910200.000000,,0.833400,,0.097800,,0.008400,,0.060300,,,94941.000000,81252.000000,74773.000000,,49.000000,961.000000,,64805000.000000,,54009500.000000,,6338000.000000,,547300.000000
2022,2022,04015,Mont-Saint-Pierre,VL,170,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,15184200.000000,,762100.000000,,0.769600,,0.169900,,0.010100,,0.050400,,,87928.000000,78547.000000,55620.000000,,37.000000,273.000000,,15115300.000000,,11632900.000000,,2568300.000000,,152000.000000
2022,2022,04020,Rivière-à-Claude,M,148,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,10854200.000000,,1689700.000000,,0.799200,,0.036300,,0.008800,,0.155700,,,70154.000000,64553.000000,44484.000000,,29.000000,244.000000,,10854200.000000,,8675000.000000,,393700.000000,,95800.000000
2022,2022,04025,Marsoui,VL,277,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,15011676.540000,,757582.000000,,0.801700,,0.140400,,0.004100,,0.053800,,,68625.000000,60782.000000,50887.000000,,34.000000,295.000000,,14082312.000000,,11289848.000000,,1976794.000000,,58088.000000
2022,2022,04030,La Martre,M,218,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,16301400.000000,,2268200.000000,,0.789600,,0.046400,,0.024600,,0.139500,,,81475.000000,65399.000000,48372.000000,,32.000000,337.000000,,16260200.000000,,12838500.000000,,754000.000000,,399500.000000
2022,2022,04037,Sainte-Anne-des-Monts,V,6333,2 000 @ 9 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,504010172.500000,,10582300.000000,,0.821900,,0.148400,,0.006000,,0.023700,,,132861.000000,104193.000000,128312.000000,,55.000000,3928.000000,,446033500.000000,,366577800.000000,,66205400.000000,,2668000.000000
2022,2022,04047,Cap-Chat,V,2388,2 000 @ 9 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,172284179.455000,,2658219.000000,,0.788500,,0.157200,,0.037900,,0.016400,,,103413.000000,88390.000000,85671.000000,,37.000000,2011.000000,,162436280.000000,,128083352.000000,,25533911.000000,,6160798.000000
2022,2022,05010,Shigawake,M,284,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,20096237.210000,,2665698.000000,,0.739200,,0.039100,,0.088600,,0.133100,,,87861.000000,85024.000000,44363.000000,,29.000000,453.000000,,20029926.000000,,14806722.000000,,782922.000000,,1774584.000000
2022,2022,05015,Saint-Godefroi,CT,334,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,24176700.000000,,1821600.000000,,0.810900,,0.075500,,0.038000,,0.075500,,,108431.000000,95116.000000,61052.000000,,40.000000,396.000000,,24120400.000000,,19559700.000000,,1821800.000000,,917300.000000
2022,2022,05020,Hope Town,M,392,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,29930329.070000,,4177142.000000,,0.764000,,0.060200,,0.036200,,0.139600,,,134223.000000,117887.000000,58005.000000,,38.000000,516.000000,,29927828.000000,,22865048.000000,,1801894.000000,,1083744.000000
2022,2022,05025,Hope,CT,606,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,41238916.000000,,4387800.000000,,0.834800,,0.040600,,0.018200,,0.106400,,,120541.000000,112419.000000,64335.000000,,43.000000,641.000000,,41237200.000000,,34424800.000000,,1674300.000000,,750300.000000
2022,2022,05032,Paspébiac,V,3169,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,251956783.000000,,9754160.000000,,0.834800,,0.113500,,0.010300,,0.041400,,,142989.000000,120930.000000,108229.000000,,46.000000,2328.000000,,235806178.400000,,196849224.000000,,26769922.400000,,2432872.000000
2022,2022,05040,New Carlisle,M,1425,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,113652758.500000,,6590800.000000,,0.871400,,0.050200,,0.005500,,0.072800,,,133553.000000,110785.000000,85325.000000,,56.000000,1332.000000,,90479700.000000,,78847300.000000,,4544900.000000,,496700.000000
2022,2022,05045,Bonaventure,V,2745,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,284277841.120000,,11382015.000000,,0.777400,,0.136100,,0.043200,,0.043200,,,176980.000000,135852.000000,120253.000000,,51.000000,2364.000000,,263569007.200000,,204910466.000000,,35880709.200000,,11395817.000000
2022,2022,05050,Saint-Elzéar,M,467,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,32706925.860000,,5179789.000000,,0.748100,,0.067000,,0.022500,,0.162400,,,95205.000000,77660.000000,49481.000000,,33.000000,661.000000,,31887514.000000,,23853887.000000,,2134983.000000,,718855.000000
2022,2022,05055,Saint-Siméon,P,1196,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,102395205.000000,,3782000.000000,,0.873800,,0.057700,,0.031200,,0.037300,,,170592.000000,135314.000000,100486.000000,,66.000000,1019.000000,,101466900.000000,,88663800.000000,,5851100.000000,,3170000.000000
2022,2022,05060,Caplan,M,2011,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,187863901.500000,,7224400.000000,,0.841400,,0.087000,,0.032400,,0.039300,,,179962.000000,143725.000000,129116.000000,,55.000000,1455.000000,,184052900.000000,,154859100.000000,,16005900.000000,,5963500.000000
2022,2022,05065,Saint-Alphonse,M,730,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,47115697.200000,,4479488.000000,,0.783700,,0.068900,,0.050600,,0.096800,,,111707.000000,93850.000000,66360.000000,,44.000000,710.000000,,46262008.000000,,36253568.000000,,3188848.000000,,2340104.000000
2022,2022,05070,New Richmond,V,3787,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,340491964.280000,,12292384.000000,,0.733900,,0.205900,,0.023300,,0.037000,,,167998.000000,130157.000000,131515.000000,,56.000000,2589.000000,,332453680.000000,,243976928.000000,,68447496.000000,,7736872.000000
2022,2022,05077,Cascapédia--Saint-Jules,M,768,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,74402529.500000,,7249200.000000,,0.810200,,0.072400,,0.019500,,0.097900,,,151695.000000,135928.000000,78650.000000,,52.000000,946.000000,,74077400.000000,,60017300.000000,,5364600.000000,,1446300.000000
2022,2022,06005,Maria,M,2715,2 000 @ 9 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,284596279.360000,,9924780.000000,,0.862100,,0.080200,,0.017400,,0.040300,,,199791.000000,160794.000000,168900.000000,,72.000000,1685.000000,,246063948.000000,,212127518.000000,,19729356.000000,,4282294.000000
2022,2022,06013,Carleton-sur-Mer,V,4141,2 000 @ 9 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,424980958.260000,,14830436.000000,,0.814300,,0.134700,,0.014300,,0.036800,,,185952.000000,144529.000000,141566.000000,,60.000000,3002.000000,,403480112.600000,,328538153.000000,,54340080.600000,,5771443.000000
2022,2022,06020,Nouvelle,M,1703,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,157330764.450000,,10839438.000000,,0.773900,,0.130600,,0.024000,,0.071600,,,141980.000000,117434.000000,95294.000000,,63.000000,1651.000000,,151319325.600000,,117099366.000000,,19755339.600000,,3625182.000000
2022,2022,06025,Escuminac,M,535,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,57888262.500000,,8353700.000000,,0.794600,,0.033100,,0.024200,,0.148100,,,147328.000000,125161.000000,83173.000000,,55.000000,696.000000,,56404200.000000,,44818500.000000,,1865100.000000,,1366900.000000
2022,2022,06030,Pointe-à-la-Croix,M,1355,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,92500272.340000,,5116384.000000,,0.779800,,0.160600,,0.001300,,0.058200,,,121909.000000,89849.000000,98825.000000,,65.000000,936.000000,,87844652.000000,,68503274.000000,,14109844.000000,,115150.000000
2022,2022,06035,Ristigouche-Partie-Sud-Est,CT,166,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,15883840.000000,,1326234.000000,,0.854300,,0.037800,,0.024400,,0.083500,,,133888.000000,113890.000000,74224.000000,,49.000000,214.000000,,15883840.000000,,13570158.000000,,600642.000000,,386806.000000
2022,2022,06040,Saint-André-de-Restigouche,M,156,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,12822786.600000,,1320072.000000,,0.544000,,0.189500,,0.163500,,0.103000,,,69618.000000,60821.000000,43764.000000,,29.000000,293.000000,,12820184.000000,,6974552.000000,,2429960.000000,,2095600.000000
2022,2022,06045,Matapédia,M,627,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,54231433.500000,,3871100.000000,,0.758000,,0.099000,,0.045700,,0.097300,,,97684.000000,80744.000000,108463.000000,,72.000000,500.000000,,39796040.000000,,30166700.000000,,3939640.000000,,1818600.000000
2022,2022,06050,Saint-Alexis-de-Matapédia,M,516,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,29715936.720000,,2592407.000000,,0.766300,,0.037900,,0.106900,,0.089000,,,81462.000000,71134.000000,56818.000000,,38.000000,523.000000,,29141996.000000,,22331327.000000,,1104366.000000,,3113896.000000
2022,2022,06055,Saint-François-d'Assise,M,671,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,35749960.620000,,4713420.000000,,0.798400,,0.037000,,0.029400,,0.135300,,,81404.000000,71085.000000,55947.000000,,37.000000,639.000000,,34839732.000000,,27815400.000000,,1288260.000000,,1022652.000000
2022,2022,06060,L'Ascension-de-Patapédia,M,158,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,14982240.000000,,2177160.000000,,0.475600,,0.189100,,0.189400,,0.145900,,,63021.000000,61780.000000,59929.000000,,40.000000,250.000000,,14919000.000000,,7095000.000000,,2821440.000000,,2825400.000000
2022,2022,07005,Sainte-Marguerite-Marie,M,177,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,12328216.230000,,53550.000000,,0.431300,,0.564400,,,,0.004300,,,62084.000000,55968.000000,50733.000000,,34.000000,243.000000,,12327414.000000,,5316852.000000,,6957012.000000,,
2022,2022,07010,Sainte-Florence,M,383,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,22290848.000000,,164285.000000,,0.530900,,0.380100,,0.081500,,0.007400,,,72924.000000,58593.000000,61407.000000,,41.000000,363.000000,,22264274.000000,,11821104.000000,,8463407.000000,,1815478.000000
2022,2022,07018,Causapscal,V,2248,2 000 @ 9 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,142818324.320000,,1440880.000000,,0.686900,,0.227500,,0.074900,,0.010700,,,104235.000000,83619.000000,105013.000000,,45.000000,1360.000000,,134481771.200000,,92372112.000000,,30592139.200000,,10076640.000000
2022,2022,07025,Albertville,M,228,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,24745103.860000,,327214.000000,,0.359500,,0.495600,,0.131600,,0.013300,,,77346.000000,66074.000000,64609.000000,,43.000000,383.000000,,24520046.000000,,8814836.000000,,12151168.000000,,3226828.000000
2022,2022,07030,Saint-Léon-le-Grand,P,983,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,68357542.680000,,677052.000000,,0.568100,,0.228900,,0.192900,,0.010100,,,100223.000000,93009.000000,95471.000000,,63.000000,716.000000,,67284216.000000,,38221092.000000,,15404364.000000,,12981708.000000
2022,2022,07035,Saint-Zénon-du-Lac-Humqui,P,355,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,50455888.000000,,729750.000000,,0.502100,,0.392000,,0.091400,,0.014500,,,118292.000000,103800.000000,92410.000000,,61.000000,546.000000,,50412798.000000,,25311344.000000,,19763854.000000,,4607850.000000
2022,2022,07040,Sainte-Irène,P,351,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,51665372.640000,,971264.000000,,0.576400,,0.258900,,0.145800,,0.018900,,,137260.000000,116153.000000,93767.000000,,62.000000,551.000000,,51476544.000000,,29673280.000000,,13326992.000000,,7505008.000000
2022,2022,07047,Amqui,V,6145,2 000 @ 9 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,578989039.000000,,6518700.000000,,0.761000,,0.170800,,0.056200,,0.012000,,,175090.000000,130046.000000,200968.000000,,86.000000,2881.000000,,544280800.000000,,414192800.000000,,92972100.000000,,30597200.000000
2022,2022,07057,Lac-au-Saumon,M,1424,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,94059406.420000,,1072547.000000,,0.687700,,0.167400,,0.132200,,0.012700,,,120007.000000,100583.000000,115694.000000,,76.000000,813.000000,,84208803.000000,,57910041.000000,,14097811.000000,,11128404.000000
2022,2022,07065,Saint-Alexandre-des-Lacs,P,275,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,20318810.000000,,297258.000000,,0.535000,,0.382500,,0.067900,,0.014600,,,99691.000000,83608.000000,64097.000000,,42.000000,317.000000,,20318810.000000,,10870620.000000,,7771762.000000,,1379170.000000
2022,2022,07070,Saint-Tharcisius,P,407,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,27960546.595000,,61711.000000,,0.400700,,0.316200,,0.280800,,0.002200,,,83274.000000,80077.000000,95104.000000,,63.000000,294.000000,,27452305.000000,,10999809.000000,,8681152.000000,,7709633.000000
2022,2022,07075,Saint-Vianney,M,449,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,31372913.910000,,263913.000000,,0.470700,,0.464700,,0.056100,,0.008600,,,88680.000000,72010.000000,67469.000000,,45.000000,465.000000,,30858732.000000,,14523901.000000,,14339172.000000,,1731746.000000
2022,2022,07080,Val-Brillant,M,930,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,92305491.630000,,2580390.000000,,0.687900,,0.076700,,0.207100,,0.028300,,,148488.000000,124050.000000,123568.000000,,82.000000,747.000000,,91155996.000000,,62703990.000000,,6992076.000000,,18879540.000000
2022,2022,07085,Sayabec,M,1779,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,148088505.760000,,1907672.000000,,0.524600,,0.401500,,0.060600,,0.013300,,,111780.000000,89737.000000,137119.000000,,91.000000,1080.000000,,143448864.000000,,75257520.000000,,57590624.000000,,8693048.000000
2022,2022,07090,Saint-Cléophas,P,334,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,23504880.000000,,100572.000000,,0.338700,,0.548200,,0.108800,,0.004300,,,73630.000000,73138.000000,71880.000000,,47.000000,327.000000,,23504880.000000,,7961406.000000,,12885456.000000,,2557446.000000
2022,2022,07095,Saint-Moïse,P,556,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,48171521.875000,,836875.000000,,0.467600,,0.401400,,0.113500,,0.017600,,,98343.000000,90539.000000,83054.000000,,55.000000,580.000000,,47493625.000000,,22205750.000000,,19062375.000000,,5388625.000000
2022,2022,07100,Saint-Noël,VL,400,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,20596955.755000,,179679.000000,,0.552000,,0.238300,,0.200700,,0.008900,,,64801.000000,59404.000000,66442.000000,,44.000000,310.000000,,20137077.000000,,11115555.000000,,4799621.000000,,4042222.000000
2022,2022,07105,Saint-Damase,P,366,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,33919085.610000,,466242.000000,,0.396000,,0.341400,,0.248800,,0.013900,,,88811.000000,80591.000000,82932.000000,,55.000000,409.000000,,33563406.000000,,13289580.000000,,11458476.000000,,8349108.000000
2022,2022,08005,Les Méchins,M,973,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,80409648.000000,,1213600.000000,,0.699000,,0.278100,,0.007500,,0.015300,,,94278.000000,72732.000000,76218.000000,,50.000000,1055.000000,,79094600.000000,,55284700.000000,,21999700.000000,,596600.000000
2022,2022,08010,Saint-Jean-de-Cherbourg,P,173,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,10357395.975000,,242198.000000,,0.634000,,0.332900,,0.009600,,0.023400,,,59112.000000,56111.000000,47730.000000,,32.000000,217.000000,,10352702.000000,,6563889.000000,,3446726.000000,,99889.000000
2022,2022,08015,Grosses-Roches,M,381,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,32083157.000000,,4564200.000000,,0.813700,,0.030900,,0.011300,,0.144200,,,91518.000000,89665.000000,70512.000000,,47.000000,455.000000,,31657200.000000,,25759000.000000,,976800.000000,,357200.000000
2022,2022,08023,Sainte-Félicité,M,1142,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,79168628.000000,,498400.000000,,0.831900,,0.051600,,0.110100,,0.006400,,,123145.000000,101983.000000,94926.000000,,63.000000,834.000000,,77917200.000000,,64816600.000000,,4022000.000000,,8580200.000000
2022,2022,08030,Saint-Adelme,P,518,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,38566016.245000,,413696.000000,,0.677400,,0.176100,,0.135600,,0.010900,,,111747.000000,96517.000000,81881.000000,,54.000000,471.000000,,37884090.000000,,25661676.000000,,6670040.000000,,5138678.000000
2022,2022,08035,Saint-René-de-Matane,M,951,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,66069970.260000,,3154326.000000,,0.880400,,0.036200,,0.034400,,0.049000,,,101521.000000,87408.000000,74571.000000,,49.000000,886.000000,,64346506.000000,,56648410.000000,,2329852.000000,,2213918.000000
2022,2022,08040,Sainte-Paule,M,268,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,35703858.550000,,1205031.000000,,0.889300,,0.047500,,0.029300,,0.033900,,,155790.000000,144123.000000,107542.000000,,71.000000,332.000000,,35503823.000000,,31572095.000000,,1685084.000000,,1041613.000000
2022,2022,08053,Matane,V,13868,10 000 @ 24 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,1279085151.500000,,12534000.000000,,0.728700,,0.237600,,0.022900,,0.010700,,,151341.000000,110727.000000,198123.000000,,62.000000,6456.000000,,1166533900.000000,,850074900.000000,,277206300.000000,,26718700.000000
2022,2022,08065,Saint-Léandre,P,366,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,33234981.000000,,1031400.000000,,0.696100,,0.023200,,0.249100,,0.031600,,,108688.000000,94166.000000,87003.000000,,57.000000,382.000000,,32667700.000000,,22738900.000000,,759300.000000,,8138100.000000
