an_profil,an_donnee,cod_pr,PFRAT0151,PRC1450,PRC1550,PRC1650,PRC2050,PRC2250,PRC2350
2017,2017,PROV,304573,0.7851,0.1566,0.0347,196770,0.0236,265290
