cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,IND0102,RAT0200,RAT0201,PRC3300,PRC3302,PRC3301,PRC3400,PRC3402,PRC3401,IND0200,IND0400,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
31135,2016,2016,105434622.89,0,104514842,0,38829552,0,12771494,0,51914218,0,999578,0,0.3715,0,0.1222,0,0.4967,0,0.0096,0,110803,98112,125667,0,103,0.939,0,1040,0,0,921,0,0,87,91,Saint-Pierre-de-Broughton,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,887
31140,2016,2016,76804383.194,0,76264430,0,31379700,0,8142970,0,36487220,0,254540,0,0.4115,0,0.1068,0,0.4784,0,0.0033,0,125783,107088,154536,0,127,1.2071,0,1518,0,0,1293,0,0,112,108,Saint-Jacques-de-Leeds,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,727
32013,2016,2016,252907942.89,0,247212708,0,175500792,0,21287400,0,38284068,0,12140448,0,0.7099,0,0.0861,0,0.1549,0,0.0491,0,161043,131940,152446,0,80,1.1641,0,1875,0,0,1536,0,0,112,114,Saint-Ferdinand,2 000 @ 9 999,M,AR320,L'Erable,17,Centre-du-Quebec,2061
32023,2016,2016,73306542.68,0,72778900,0,28143800,0,1689800,0,38554900,0,4390400,0,0.3867,0,0.0232,0,0.5298,0,0.0603,0,139958,126758,165478,0,136,0.8074,0,1130,0,0,1023,0,0,75,91,Sainte-Sophie-d'Halifax,1 @ 1 999,M,AR320,L'Erable,17,Centre-du-Quebec,674
32033,2016,2016,486140859.08,0,480946059,0,304088895,0,99622809,0,65634822,0,11599533,0,0.6323,0,0.2071,0,0.1365,0,0.0241,0,146451,113787,178728,0,94,1.2187,0,1804,0,0,1402,0,0,118,141,Princeville,2 000 @ 9 999,V,AR320,L'Erable,17,Centre-du-Quebec,5902
32040,2016,2016,443093753.24,0,422323319,0,322197777,0,97801330,0,209777,0,2114435,0,0.7629,0,0.2316,0,0.0005,0,0.005,0,135109,93867,184392,0,97,1.6577,0,2240,0,0,1556,0,0,160,187,Plessisville,2 000 @ 9 999,V,AR320,L'Erable,17,Centre-du-Quebec,6661
32045,2016,2016,251259094.1,0,249748275,0,155487990,0,34464675,0,50236620,0,9558990,0,0.6226,0,0.138,0,0.2011,0,0.0383,0,159977,149510,165411,0,87,0.9644,0,1543,0,0,1442,0,0,93,83,Plessisville,2 000 @ 9 999,P,AR320,L'Erable,17,Centre-du-Quebec,2671
32050,2016,2016,83659799.74,0,83270660,0,39274510,0,4089030,0,36941080,0,2966040,0,0.4716,0,0.0491,0,0.4436,0,0.0356,0,146685,125453,156082,0,128,0.888,0,1305,0,0,1116,0,0,82,103,Saint-Pierre-Baptiste,1 @ 1 999,P,AR320,L'Erable,17,Centre-du-Quebec,514
32058,2016,2016,146373866.07,0,145796025,0,65588996,0,5778412,0,63746251,0,10682366,0,0.4499,0,0.0396,0,0.4372,0,0.0733,0,141983,128782,158242,0,130,1.0458,0,1485,0,0,1347,0,0,97,100,Inverness,1 @ 1 999,M,AR320,L'Erable,17,Centre-du-Quebec,820
32065,2016,2016,147925343.52,0,145974400,0,73634200,0,19957100,0,45187200,0,7195900,0,0.5044,0,0.1367,0,0.3096,0,0.0493,0,104697,91728,139289,0,114,1.1223,0,1175,0,0,1029,0,0,104,85,Lyster,1 @ 1 999,M,AR320,L'Erable,17,Centre-du-Quebec,1645
32072,2016,2016,128820616.18,0,128178595,0,65681613,0,16697320,0,40437673,0,5361989,0,0.5124,0,0.1303,0,0.3155,0,0.0418,0,120462,109233,152631,0,125,0.8447,0,1018,0,0,923,0,0,78,88,Laurierville,1 @ 1 999,M,AR320,L'Erable,17,Centre-du-Quebec,1399
32080,2016,2016,84565328.562,0,83962872,0,46828260,0,13619448,0,22405572,0,1109592,0,0.5577,0,0.1622,0,0.2669,0,0.0132,0,144091,132302,169470,0,139,0.8626,0,1243,0,0,1141,0,0,80,89,Notre-Dame-de-Lourdes,1 @ 1 999,P,AR320,L'Erable,17,Centre-du-Quebec,716
32085,2016,2016,57576388.987,0,57342548,0,26687331,0,16766909,0,11735897,0,2152411,0,0.4654,0,0.2924,0,0.2047,0,0.0375,0,120208,106803,157744,0,129,0.9984,0,1102,0,0,979,0,0,93,76,Villeroy,1 @ 1 999,M,AR320,L'Erable,17,Centre-du-Quebec,448
33007,2016,2016,137243233.06,0,135264654,0,46946315,0,5087875,0,75809287,0,7421177,0,0.3471,0,0.0376,0,0.5605,0,0.0549,0,132332,119624,154727,0,127,1.0231,0,1354,0,0,1224,0,0,95,76,Saint-Sylvestre,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,1019
33017,2016,2016,159145988.71,0,158472230,0,58793382,0,9259342,0,83257968,0,7161538,0,0.371,0,0.0584,0,0.5254,0,0.0452,0,138004,124228,200184,0,164,0.9085,0,1262,0,0,1136,0,0,84,67,Sainte-Agathe-de-Lotbiniere,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,1151
33025,2016,2016,142858729.85,0,141857001,0,55688034,0,11308569,0,70065642,0,4794756,0,0.3926,0,0.0797,0,0.4939,0,0.0338,0,142186,129485,191500,0,157,1.2089,0,1719,0,0,1566,0,0,112,95,Saint-Patrice-de-Beaurivage,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,1059
33030,2016,2016,153793182.82,0,153314772,0,66997476,0,11311392,0,73703670,0,1302234,0,0.437,0,0.0738,0,0.4807,0,0.0085,0,185359,170159,253366,0,208,1.0438,0,1944,0,0,1785,0,0,97,80,Saint-Narcisse-de-Beaurivage,1 @ 1 999,P,AR330,Lotbiniere,12,Chaudiere-Appalaches,1122
33035,2016,2016,279746184.36,0,278150560,0,186419539,0,34024786,0,44815895,0,12890340,0,0.6702,0,0.1223,0,0.1611,0,0.0463,0,192144,176181,200105,0,106,0.9907,0,1908,0,0,1749,0,0,96,95,Saint-Gilles,2 000 @ 9 999,P,AR330,Lotbiniere,12,Chaudiere-Appalaches,2395
33040,2016,2016,101811771.36,0,101398453,0,55124673,0,19121229,0,22212053,0,4940498,0,0.5436,0,0.1886,0,0.2191,0,0.0487,0,149651,135714,170539,0,140,0.8612,0,1290,0,0,1169,0,0,80,53,Dosquet,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,893
33045,2016,2016,405761398.76,0,395418900,0,295951500,0,42927400,0,47699100,0,8840900,0,0.7485,0,0.1086,0,0.1206,0,0.0224,0,184776,164186,189520,0,100,1.2029,0,2223,0,0,1975,0,0,116,117,Saint-Agapit,2 000 @ 9 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,4156
33052,2016,2016,169419740.42,0,167252327,0,97238386,0,15371308,0,50816183,0,3826450,0,0.5814,0,0.0919,0,0.3038,0,0.0229,0,182125,152782,207115,0,170,0.8111,0,1477,0,0,1239,0,0,75,68,Saint-Flavien,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,1616
33060,2016,2016,262397859.27,0,253817655,0,189219555,0,52694355,0,7185465,0,4718280,0,0.7455,0,0.2076,0,0.0283,0,0.0186,0,209130,165755,252063,0,133,1.0389,0,2173,0,0,1722,0,0,100,123,Laurier-Station,2 000 @ 9 999,VL,AR330,Lotbiniere,12,Chaudiere-Appalaches,2645
33065,2016,2016,100015536.94,0,99551238,0,57839436,0,3401484,0,35082216,0,3228102,0,0.581,0,0.0342,0,0.3524,0,0.0324,0,147477,132672,157257,0,129,1.1179,0,1676,0,0,1508,0,0,104,96,Saint-Janvier-de-Joly,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,982
33070,2016,2016,101327846.45,0,100633700,0,66050200,0,12159500,0,15245600,0,7178400,0,0.6563,0,0.1208,0,0.1515,0,0.0713,0,158457,147731,147924,0,121,0.9153,0,1450,0,0,1352,0,0,85,86,Val-Alain,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,948
33080,2016,2016,153124019.04,0,152522400,0,67749100,0,16504600,0,63843600,0,4425100,0,0.4442,0,0.1082,0,0.4186,0,0.029,0,151242,131335,174799,0,143,1.2083,0,1827,0,0,1587,0,0,112,90,Saint-Edouard-de-Lotbiniere,1 @ 1 999,P,AR330,Lotbiniere,12,Chaudiere-Appalaches,1220
33085,2016,2016,103802700,0,103802700,0,54256000,0,1582200,0,41761600,0,6202900,0,0.5227,0,0.0152,0,0.4023,0,0.0598,0,198421,187373,159207,0,131,0.7484,0,1486,0,0,1403,0,0,69,67,Notre-Dame-du-Sacre-Coeur-d'Issoudun,1 @ 1 999,P,AR330,Lotbiniere,12,Chaudiere-Appalaches,872
33090,2016,2016,674885661.46,0,671193456,0,489658140,0,88164312,0,39090276,0,54280728,0,0.7295,0,0.1314,0,0.0582,0,0.0809,0,226996,197621,192111,0,101,0.9068,0,2058,0,0,1792,0,0,87,94,Saint-Apollinaire,2 000 @ 9 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,5801
33095,2016,2016,272440913.11,0,271405700,0,202031500,0,15665300,0,44380700,0,9328200,0,0.7444,0,0.0577,0,0.1635,0,0.0344,0,288500,254912,245885,0,202,0.7138,0,2052,0,0,1813,0,0,66,52,Saint-Antoine-de-Tilly,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,1620
33102,2016,2016,323034857.68,0,305899335,0,198976365,0,44770005,0,55323240,0,6829725,0,0.6505,0,0.1464,0,0.1809,0,0.0223,0,194591,160404,230574,0,122,0.9663,0,1880,0,0,1550,0,0,93,88,Sainte-Croix,2 000 @ 9 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,2449
33115,2016,2016,159326405.41,0,158968300,0,92104300,0,3117700,0,57089100,0,6657200,0,0.5794,0,0.0196,0,0.3591,0,0.0419,0,212864,182836,192889,0,158,0.7585,0,1615,0,0,1387,0,0,70,58,Lotbiniere,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,836
33123,2016,2016,67943940.332,0,67688082,0,27588330,0,1777050,0,36966600,0,1356102,0,0.4076,0,0.0263,0,0.5461,0,0.02,0,122392,119184,158377,0,130,1.1611,0,1428,0,0,1391,0,0,108,100,Leclercville,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,482
34007,2016,2016,544169283.59,0,540710654,0,463313570,0,25863918,0,31650767,0,19882399,0,0.8569,0,0.0478,0,0.0585,0,0.0368,0,281950,248342,237214,0,125,0.7501,0,2115,0,0,1863,0,0,72,73,Neuville,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,4270
34017,2016,2016,878728057.04,0,862155360,0,725360292,0,65585376,0,43013700,0,28195992,0,0.8413,0,0.0761,0,0.0499,0,0.0327,0,213669,189436,198717,0,105,1.0911,0,2385,0,0,2114,0,0,105,115,Pont-Rouge,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,9185
34025,2016,2016,722719051.61,0,616536576,0,496079532,0,98459820,0,8414172,0,13583052,0,0.8046,0,0.1597,0,0.0136,0,0.022,0,198326,151932,260533,0,137,1.1487,0,2350,0,0,1800,0,0,111,120,Donnacona,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,7088
34030,2016,2016,330835578.48,0,327356958,0,278701117,0,18820138,0,18764689,0,11071014,0,0.8514,0,0.0575,0,0.0573,0,0.0338,0,205540,185605,175603,0,93,1.0365,0,2130,0,0,1924,0,0,100,106,Cap-Sante,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,3417
34038,2016,2016,251154742.6,0,250097700,0,181419900,0,10408500,0,52689000,0,5580300,0,0.7254,0,0.0416,0,0.2107,0,0.0223,0,157572,141448,146788,0,77,1.0571,0,1667,0,0,1497,0,0,102,126,Saint-Basile,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,2645
34048,2016,2016,293802266.58,0,292402800,0,228443300,0,26581400,0,13521700,0,23856400,0,0.7813,0,0.0909,0,0.0462,0,0.0816,0,162570,137286,146608,0,77,1.3149,0,2093,0,0,1767,0,0,127,135,Portneuf,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,3146
34058,2016,2016,417279132.51,0,412780637,0,170324683,0,197898390,0,32723899,0,11833665,0,0.4126,0,0.4794,0,0.0793,0,0.0287,0,184479,153128,243311,0,128,1.0043,0,1853,0,0,1538,0,0,97,95,Deschambault-Grondines,2 000 @ 9 999,M,AR340,Portneuf,03,Capitale-Nationale,2259
34060,2016,2016,25125256,0,25125256,0,12465128,0,2009904,0,8931728,0,1718496,0,0.4961,0,0.08,0,0.3555,0,0.0684,0,123087,112412,106463,0,87,1.2451,0,1533,0,0,1400,0,0,116,154,Saint-Gilbert,1 @ 1 999,P,AR340,Portneuf,03,Capitale-Nationale,291
34065,2016,2016,219689381.48,0,206834800,0,164678800,0,33586400,0,5519400,0,3050200,0,0.7962,0,0.1624,0,0.0267,0,0.0147,0,149791,120494,160827,0,85,1.4831,0,2222,0,0,1787,0,0,143,157,Saint-Marc-des-Carrieres,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,2939
34078,2016,2016,113561816.27,0,108317500,0,69759000,0,10304300,0,25083300,0,3170900,0,0.644,0,0.0951,0,0.2316,0,0.0293,0,111353,93488,118417,0,97,1.3525,0,1504,0,0,1263,0,0,125,90,Saint-Casimir,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,1465
34085,2016,2016,35460365,0,35409650,0,15132160,0,243915,0,17277715,0,2755860,0,0.4273,0,0.0069,0,0.4879,0,0.0778,0,103513,100555,94561,0,78,1.2499,0,1294,0,0,1257,0,0,116,128,Saint-Thuribe,1 @ 1 999,P,AR340,Portneuf,03,Capitale-Nationale,277
34090,2016,2016,223389547.77,0,222688600,0,159687300,0,10725700,0,39701700,0,12573900,0,0.7171,0,0.0482,0,0.1783,0,0.0565,0,137993,122398,144215,0,118,1.0939,0,1510,0,0,1339,0,0,101,70,Saint-Ubalde,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,1374
34097,2016,2016,145096260.33,0,144590489,0,101903647,0,4609842,0,25189198,0,12887802,0,0.7048,0,0.0319,0,0.1742,0,0.0891,0,129943,115966,111185,0,91,0.9784,0,1271,0,0,1135,0,0,91,86,Saint-Alban,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,1278
34105,2016,2016,133337655,0,133325181,0,95994459,0,2007918,0,8713089,0,26609715,0,0.72,0,0.0151,0,0.0654,0,0.1996,0,157150,144089,114946,0,94,0.8349,0,1312,0,0,1203,0,0,77,76,Sainte-Christine-d'Auvergne,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,506
34115,2016,2016,122910653.61,0,122417000,0,94592100,0,4200600,0,15010800,0,8613500,0,0.7727,0,0.0343,0,0.1226,0,0.0704,0,149481,134255,120856,0,99,0.8524,0,1274,0,0,1144,0,0,79,80,Saint-Leonard-de-Portneuf,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,1068
34120,2016,2016,120538400,0,120538400,0,114961600,0,319900,0,0,0,5256900,0,0.9537,0,0.0027,0,0,0,0.0436,0,302940,291707,228726,0,188,0.6659,0,2017,0,0,1942,0,0,62,59,Lac-Sergent,1 @ 1 999,V,AR340,Portneuf,03,Capitale-Nationale,505
34128,2016,2016,1150525430,0,1122181710,0,956620591,0,86392269,0,23366249,0,55802601,0,0.8525,0,0.077,0,0.0208,0,0.0497,0,177123,150366,154516,0,61,1.0469,0,1854,0,0,1574,0,0,97,95,Saint-Raymond,10 000 @ 24 999,V,AR340,Portneuf,03,Capitale-Nationale,10189
34135,2016,2016,128394513.52,0,127222500,0,107363300,0,5518100,0,2449000,0,11892100,0,0.8439,0,0.0434,0,0.0192,0,0.0935,0,144278,129523,130350,0,107,0.81,0,1169,0,0,1049,0,0,75,74,Riviere-a-Pierre,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,672
35005,2016,2016,128627350.1,0,127571004,0,90731016,0,9464688,0,5434344,0,21940956,0,0.7112,0,0.0742,0,0.0426,0,0.172,0,105055,93970,94718,0,78,1.2221,0,1300,0,0,1163,0,0,113,103,Notre-Dame-de-Montauban,1 @ 1 999,M,AR350,Mekinac,04,Mauricie,780
35010,2016,2016,227145666.9,0,225472800,0,170078685,0,15968925,0,12560100,0,26865090,0,0.7543,0,0.0708,0,0.0557,0,0.1192,0,137511,117524,117025,0,96,1.0648,0,1475,0,0,1260,0,0,99,96,Lac-aux-Sables,1 @ 1 999,P,AR350,Mekinac,04,Mauricie,1300
35015,2016,2016,108640818.12,0,107534100,0,60445400,0,12545600,0,26128300,0,8414800,0,0.5621,0,0.1167,0,0.243,0,0.0783,0,119103,104383,112815,0,93,0.9769,0,1164,0,0,1020,0,0,91,81,Saint-Adelphe,1 @ 1 999,P,AR350,Mekinac,04,Mauricie,909
35020,2016,2016,63089357.217,0,62549771,0,34098410,0,7646510,0,19230735,0,1574116,0,0.5451,0,0.1222,0,0.3074,0,0.0252,0,98945,90397,115337,0,95,1.4935,0,1480,0,0,1352,0,0,139,110,Saint-Severin,1 @ 1 999,P,AR350,Mekinac,04,Mauricie,830
35027,2016,2016,343107746.02,0,322204700,0,237041400,0,48213400,0,29865200,0,7084700,0,0.7357,0,0.1496,0,0.0927,0,0.022,0,135937,105693,139873,0,74,1.2957,0,1761,0,0,1369,0,0,125,120,Saint-Tite,2 000 @ 9 999,V,AR350,Mekinac,04,Mauricie,3750
35035,2016,2016,104008061.84,0,103344400,0,82483100,0,4693000,0,13702000,0,2466300,0,0.7981,0,0.0454,0,0.1326,0,0.0239,0,129580,122805,118325,0,97,1.193,0,1546,0,0,1465,0,0,111,115,Herouxville,1 @ 1 999,P,AR350,Mekinac,04,Mauricie,1301
35040,2016,2016,86079208,0,83030012,0,54517284,0,16903608,0,606426,0,11002694,0,0.6566,0,0.2036,0,0.0073,0,0.1325,0,184999,155463,166820,0,137,0.8897,0,1659,0,0,1395,0,0,83,85,Grandes-Piles,1 @ 1 999,VL,AR350,Mekinac,04,Mauricie,392
35045,2016,2016,60682539.301,0,55464554,0,38946307,0,8184838,0,34340,0,8299069,0,0.7022,0,0.1476,0,0.0006,0,0.1496,0,108213,99955,112167,0,92,1.1323,0,1227,0,0,1134,0,0,105,130,Saint-Roch-de-Mekinac,1 @ 1 999,P,AR350,Mekinac,04,Mauricie,385
35050,2016,2016,208079292.9,0,204233190,0,162123465,0,11445840,0,20981100,0,9682785,0,0.7938,0,0.056,0,0.1027,0,0.0474,0,123861,100787,106326,0,56,1.0522,0,1303,0,0,1060,0,0,102,95,Sainte-Thecle,2 000 @ 9 999,M,AR350,Mekinac,04,Mauricie,2472
35055,2016,2016,143602920,0,143309103,0,114496278,0,12531345,0,1432899,0,14848581,0,0.7989,0,0.0874,0,0.01,0,0.1036,0,131898,119287,130311,0,107,0.5546,0,741,0,0,670,0,0,51,52,Trois-Rives,1 @ 1 999,M,AR350,Mekinac,04,Mauricie,454
36033,2016,2016,3574332085.1,0,3324836300,0,2699325700,0,505753600,0,28395400,0,91361600,0,0.8119,0,0.1521,0,0.0085,0,0.0275,0,146386,94936,164989,0,56,1.7817,0,2608,0,0,1691,0,0,168,150,Shawinigan,25 000 @ 99 999,V,AR361,Hors MRC - Shawinigan,04,Mauricie,49242
37067,2016,2016,11154917281,0,10387631043,0,8183424200,0,1911847820,0,57489600,0,234869423,0,0.7878,0,0.1841,0,0.0055,0,0.0226,0,176212,117873,231315,0,69,1.582,0,2825,0,0,1890,0,0,137,129,Trois-Rivieres,100 000 et plus,V,AR371,Hors MRC - Trois-Rivieres,04,Mauricie,135054
37205,2016,2016,193651025.28,0,189467800,0,123673500,0,14478300,0,43872100,0,7443900,0,0.6527,0,0.0764,0,0.2316,0,0.0393,0,133387,108802,120355,0,64,1.4974,0,2005,0,0,1636,0,0,144,127,Sainte-Anne-de-la-Perade,2 000 @ 9 999,M,AR372,Les Chenaux,04,Mauricie,2061
37210,2016,2016,116488560.65,0,116019200,0,84886832,0,5286166,0,21105730,0,4740472,0,0.7317,0,0.0456,0,0.1819,0,0.0409,0,185169,162589,137207,0,113,1.033,0,1913,0,0,1680,0,0,96,73,Batiscan,1 @ 1 999,M,AR372,Les Chenaux,04,Mauricie,929
37215,2016,2016,123528794.97,0,116895312,0,66112308,0,7280064,0,38416464,0,5086476,0,0.5656,0,0.0623,0,0.3286,0,0.0435,0,142229,127716,128676,0,106,1.2606,0,1804,0,0,1620,0,0,117,88,Sainte-Genevieve-de-Batiscan,1 @ 1 999,P,AR372,Les Chenaux,04,Mauricie,1031
37220,2016,2016,232830050.13,0,231953832,0,174064844,0,19916388,0,32372932,0,5599668,0,0.7504,0,0.0859,0,0.1396,0,0.0241,0,220976,192391,182612,0,150,0.8123,0,1795,0,0,1563,0,0,75,55,Champlain,1 @ 1 999,M,AR372,Les Chenaux,04,Mauricie,1786
37225,2016,2016,51246568,0,51246568,0,27385378,0,2641179,0,19384233,0,1835778,0,0.5344,0,0.0515,0,0.3783,0,0.0358,0,127491,111391,107435,0,88,0.9829,0,1249,0,0,1091,0,0,91,116,Saint-Luc-de-Vincennes,1 @ 1 999,M,AR372,Les Chenaux,04,Mauricie,630
37230,2016,2016,266934215.87,0,265170404,0,193516202,0,13758525,0,52015454,0,5880223,0,0.7298,0,0.0519,0,0.1962,0,0.0222,0,168009,148275,152013,0,80,0.8495,0,1455,0,0,1284,0,0,82,69,Saint-Maurice,2 000 @ 9 999,P,AR372,Les Chenaux,04,Mauricie,3194
37235,2016,2016,396649430.59,0,394471230,0,336122028,0,21491808,0,18442722,0,18414672,0,0.8521,0,0.0545,0,0.0468,0,0.0467,0,148441,135193,110827,0,58,1.2034,0,1786,0,0,1627,0,0,116,96,Notre-Dame-du-Mont-Carmel,2 000 @ 9 999,P,AR372,Les Chenaux,04,Mauricie,5732
37240,2016,2016,146521347.6,0,142654600,0,90747000,0,13070700,0,32195200,0,6641700,0,0.6361,0,0.0916,0,0.2257,0,0.0466,0,129322,110577,117593,0,97,1.0822,0,1400,0,0,1197,0,0,100,123,Saint-Narcisse,1 @ 1 999,P,AR372,Les Chenaux,04,Mauricie,1837
37245,2016,2016,107075525.12,0,106353900,0,53543400,0,7556800,0,41232200,0,4021500,0,0.5034,0,0.0711,0,0.3877,0,0.0378,0,113203,100838,121815,0,100,1.2232,0,1385,0,0,1233,0,0,113,91,Saint-Stanislas,1 @ 1 999,M,AR372,Les Chenaux,04,Mauricie,1013
37250,2016,2016,67670856,0,67603596,0,25249404,0,1621422,0,34691910,0,6040860,0,0.3735,0,0.024,0,0.5132,0,0.0894,0,97398,91371,86315,0,71,1.4978,0,1459,0,0,1369,0,0,139,144,Saint-Prosper-de-Champlain,1 @ 1 999,M,AR372,Les Chenaux,04,Mauricie,522
38005,2016,2016,80239739.03,0,79659600,0,32765500,0,1537700,0,43656500,0,1699900,0,0.4113,0,0.0193,0,0.548,0,0.0213,0,117548,109520,151682,0,125,0,0,0,0,0,0,0,0,0,0,Saint-Sylvere,1 @ 1 999,M,AR380,Becancour,17,Centre-du-Quebec,839
38010,2016,2016,1647472704.6,0,1636041300,0,806777100,0,581447400,0,202998900,0,44817900,0,0.4931,0,0.3554,0,0.1241,0,0.0274,0,165411,135808,226301,0,89,1.1049,0,1828,0,0,1501,0,0,102,105,Becancour,10 000 @ 24 999,V,AR380,Becancour,17,Centre-du-Quebec,12839
38015,2016,2016,46478960.37,0,46274600,0,29307400,0,1880100,0,11260200,0,3826900,0,0.6333,0,0.0406,0,0.2433,0,0.0827,0,113172,105950,90426,0,74,1.3159,0,1489,0,0,1394,0,0,122,107,Sainte-Marie-de-Blandford,1 @ 1 999,M,AR380,Becancour,17,Centre-du-Quebec,435
38020,2016,2016,32018400,0,32018400,0,11709100,0,1271400,0,16425700,0,2612200,0,0.3657,0,0.0397,0,0.513,0,0.0816,0,100227,96940,133968,0,110,1.0517,0,1054,0,0,1020,0,0,98,119,Lemieux,1 @ 1 999,M,AR380,Becancour,17,Centre-du-Quebec,317
38028,2016,2016,76081381.22,0,75431900,0,37579000,0,14208300,0,17563900,0,6080700,0,0.4982,0,0.1884,0,0.2328,0,0.0806,0,91673,82281,114580,0,94,1.0735,0,984,0,0,883,0,0,100,92,Manseau,1 @ 1 999,M,AR380,Becancour,17,Centre-du-Quebec,830
38035,2016,2016,51427580.77,0,50896500,0,22673000,0,2074800,0,23853200,0,2295500,0,0.4455,0,0.0408,0,0.4687,0,0.0451,0,108781,99662,131866,0,108,0.9073,0,987,0,0,904,0,0,84,160,Sainte-Francoise,1 @ 1 999,M,AR380,Becancour,17,Centre-du-Quebec,453
38040,2016,2016,70186437.05,0,69292400,0,34290800,0,5375100,0,25428000,0,4198500,0,0.4949,0,0.0776,0,0.367,0,0.0606,0,96650,89653,102164,0,84,1.1845,0,1151,0,0,1067,0,0,110,98,Sainte-Sophie-de-Levrard,1 @ 1 999,P,AR380,Becancour,17,Centre-du-Quebec,737
38047,2016,2016,57839840,0,54111200,0,22450400,0,3664400,0,27551900,0,444500,0,0.4149,0,0.0677,0,0.5092,0,0.0082,0,91497,82729,128533,0,106,1.2612,0,1154,0,0,1043,0,0,117,101,Fortierville,1 @ 1 999,M,AR380,Becancour,17,Centre-du-Quebec,700
38055,2016,2016,49766599.49,0,49561600,0,20980700,0,3864900,0,24022500,0,693500,0,0.4233,0,0.078,0,0.4847,0,0.014,0,101944,94715,129601,0,106,1.3842,0,1411,0,0,1311,0,0,128,97,Parisville,1 @ 1 999,P,AR380,Becancour,17,Centre-du-Quebec,517
38060,2016,2016,40190731.43,0,39720200,0,14345400,0,1672400,0,23471000,0,231400,0,0.3612,0,0.0421,0,0.5909,0,0.0058,0,93306,92491,137639,0,113,1.3143,0,1224,0,0,1213,0,0,122,91,Sainte-Cecile-de-Levrard,1 @ 1 999,P,AR380,Becancour,17,Centre-du-Quebec,363
38065,2016,2016,119409259.38,0,111313800,0,72089000,0,5950900,0,31371300,0,1902600,0,0.6476,0,0.0535,0,0.2818,0,0.0171,0,135467,121445,141480,0,116,1.1663,0,1580,0,0,1416,0,0,108,113,Saint-Pierre-les-Becquets,1 @ 1 999,M,AR380,Becancour,17,Centre-du-Quebec,1209
38070,2016,2016,91334233.05,0,89563400,0,59289300,0,8654600,0,19980500,0,1639000,0,0.662,0,0.0966,0,0.2231,0,0.0183,0,129146,115514,123759,0,102,1.2116,0,1557,0,0,1393,0,0,112,94,Deschaillons-sur-Saint-Laurent,1 @ 1 999,M,AR380,Becancour,17,Centre-du-Quebec,899
39005,2016,2016,90683742,0,90683742,0,69496144,0,6489532,0,2730136,0,11967930,0,0.7664,0,0.0716,0,0.0301,0,0.132,0,258228,251220,168557,0,138,0.6589,0,1701,0,0,1655,0,0,61,67,Saints-Martyrs-Canadiens,1 @ 1 999,P,AR390,Arthabaska,17,Centre-du-Quebec,247
39010,2016,2016,80425959.479,0,79998144,0,42023046,0,5097786,0,29230518,0,3646794,0,0.5253,0,0.0637,0,0.3654,0,0.0456,0,121820,104581,132062,0,108,1.2585,0,1533,0,0,1316,0,0,117,100,Ham-Nord,1 @ 1 999,CT,AR390,Arthabaska,17,Centre-du-Quebec,832
