an_profil,an_donnee,cod_cp,desc_cp,PRC1410,PRC1510,PRC1610,PRC2210,PRC2310,PRC2010,PFRAT0111
2019,2019,CP01,1 @ 1 999,0.642400,0.079800,0.226400,0.051400,167650.000000,150963.000000,152190.000000
2019,2019,CP02,2 000 @ 9 999,0.748700,0.112500,0.102400,0.036300,226742.000000,185184.000000,214708.000000
2019,2019,CP03,10 000 @ 24 999,0.816900,0.138300,0.018700,0.026000,314876.000000,248424.000000,316128.000000
2019,2019,CP04,25 000 @ 99 999,0.794200,0.169500,0.016500,0.019800,274834.000000,209095.000000,332013.000000
2019,2019,CP05,100 000 et plus,0.798700,0.183800,0.002300,0.015100,311326.000000,209383.000000,460154.000000
