an_profil,an_donnee,cod_ra,desc_ra,PRC0370,PRC3170,PRC4370,PRC3270,PRC4470,PRC2770,PRC3570,PRC3670,PRC2870,PRC2970,PRC3770,PRC2570,PRC2170,PRC3870,PRC0170,PRC3070,PRC4570,PRC0270,PRC3970,PRC4070,PRC4270
2018,2017,RAD01,Bas-Saint-Laurent,0.020500,2962.000000,3074.000000,2128.000000,2103.000000,0.673200,0.505700,0.167500,0.050400,0.112800,0.163700,0.227900,0.589300,0.051100,0.021200,3066.000000,3181.000000,0.166800,0.215200,1.359200,1646.000000
2018,2017,RAD02,Saguenay--Lac-Saint-Jean,0.022800,4401.000000,4038.000000,2997.000000,2602.000000,0.659600,0.539300,0.120400,0.067100,0.064600,0.208600,0.064200,0.611800,0.047800,0.027000,5212.000000,4782.000000,0.173200,0.316300,1.280600,1737.000000
2018,2017,RAD03,Capitale-Nationale,0.018300,6118.000000,4456.000000,4703.000000,3336.000000,0.692000,0.584700,0.107300,0.059400,0.063600,0.185100,0.123000,0.647100,0.053300,0.024300,8101.000000,5900.000000,0.220900,0.316500,1.101200,2212.000000
2018,2017,RAD04,Mauricie,0.022900,3766.000000,3254.000000,2778.000000,2284.000000,0.693800,0.567300,0.126500,0.042700,0.104600,0.158900,0.130700,0.611100,0.056600,0.030900,5091.000000,4398.000000,0.217400,0.337000,1.508000,1713.000000
2018,2017,RAD05,Estrie,0.020900,4820.000000,4342.000000,2692.000000,2337.000000,0.525700,0.426000,0.099700,0.031400,0.055600,0.387300,0.134000,0.608000,0.060700,0.020300,4694.000000,4228.000000,0.149100,0.290900,1.038100,1741.000000
2018,2017,RAD06,Montréal,0.021200,12564.000000,6124.000000,8091.000000,3862.000000,0.560600,0.540200,0.020400,0.042400,0.080400,0.316600,0.120900,0.599900,0.100400,0.023600,13998.000000,6823.000000,0.223900,0.474500,0.924300,2104.000000
2018,2017,RAD07,Outaouais,0.017000,4218.000000,4060.000000,3095.000000,2869.000000,0.682300,0.616000,0.066300,0.078600,0.080200,0.158900,0.257600,0.621900,0.044500,0.015200,3760.000000,3619.000000,0.167600,0.284900,1.088700,2148.000000
2018,2017,RAD08,Abitibi-Témiscamingue,0.021100,3189.000000,3460.000000,2277.000000,2214.000000,0.636500,0.491600,0.144900,0.047400,0.105200,0.210900,0.147500,0.559400,0.051600,0.022000,3314.000000,3596.000000,0.157100,0.277200,1.214500,1664.000000
2018,2017,RAD09,Côte-Nord,0.029500,4992.000000,4771.000000,3722.000000,3123.000000,0.640000,0.552500,0.087500,0.065600,0.087600,0.206800,0.194900,0.565700,0.044400,0.032500,5508.000000,5264.000000,0.182800,0.326900,1.453200,1750.000000
2018,2017,RAD10,Nord-du-Québec,0.035200,5744.000000,5684.000000,3688.000000,3063.000000,0.497000,0.417700,0.079200,0.056600,0.217500,0.228900,0.692200,0.464800,0.023400,0.014500,2361.000000,2336.000000,0.076400,0.156100,1.625200,1644.000000
2018,2017,RAD11,Gaspésie--Îles-de-la-Madeleine,0.025900,2302.000000,3209.000000,1431.000000,1845.000000,0.614700,0.447300,0.167400,0.054600,0.155600,0.175100,0.175300,0.581000,0.055800,0.025400,2253.000000,3140.000000,0.220900,0.277600,1.445500,1554.000000
2018,2017,RAD12,Chaudière-Appalaches,0.016100,3180.000000,3297.000000,2520.000000,2500.000000,0.761700,0.612500,0.149200,0.026200,0.070800,0.141300,0.189100,0.607900,0.059300,0.021500,4244.000000,4401.000000,0.191000,0.296300,1.101200,1809.000000
2018,2017,RAD13,Laval,0.015800,5645.000000,4639.000000,5098.000000,3830.000000,0.785000,0.645500,0.139400,0.019800,0.051100,0.144100,0.184200,0.600200,0.060700,0.013400,4789.000000,3935.000000,0.139500,0.233200,1.011000,2518.000000
2018,2017,RAD14,Lanaudière,0.014800,3166.000000,3382.000000,2644.000000,2663.000000,0.776500,0.593200,0.183300,0.021000,0.027700,0.174900,0.176300,0.633600,0.050200,0.025400,5415.000000,5784.000000,0.201700,0.403000,1.072900,2126.000000
2018,2017,RAD15,Laurentides,0.014100,3159.000000,3464.000000,2537.000000,2616.000000,0.757500,0.603300,0.154200,0.025100,0.046400,0.171100,0.141200,0.598300,0.044800,0.018200,4081.000000,4476.000000,0.176600,0.355000,0.934000,2013.000000
2018,2017,RAD16,Montérégie,0.014300,4293.000000,3797.000000,3502.000000,2928.000000,0.704900,0.578300,0.126600,0.021400,0.040000,0.233700,0.204600,0.627700,0.062200,0.018300,5494.000000,4859.000000,0.170000,0.304500,0.940200,2100.000000
2018,2017,RAD17,Centre-du-Québec,0.015500,3152.000000,2959.000000,2583.000000,2343.000000,0.765500,0.604300,0.161200,0.027800,0.069900,0.136800,0.212700,0.600200,0.063800,0.015700,3200.000000,3004.000000,0.147900,0.236700,1.107400,1492.000000
