an_profil,an_donnee,cod_mrc,nom_mrc,PRC1420,PRC1520,PRC1620,PRC2220,PRC2320,PRC2020,PFRAT0121
2019,2019,AR850,Témiscamingue,0.699700,0.149900,0.134100,0.016300,140050.000000,114713.000000,128194.000000
2019,2019,AR861,Hors MRC - Rouyn-Noranda,0.801500,0.177100,0.007200,0.014200,238477.000000,162367.000000,238812.000000
2019,2019,AR870,Abitibi-Ouest,0.811600,0.107700,0.059800,0.020900,137972.000000,108904.000000,110928.000000
2019,2019,AR880,Abitibi,0.784100,0.162700,0.023700,0.029600,188941.000000,143892.000000,166221.000000
2019,2019,AR890,La Vallée-de-l'Or,0.787100,0.189300,0.003900,0.019700,219841.000000,147762.000000,197536.000000
2019,2019,AR901,Hors MRC - La Tuque,0.763700,0.205700,0.005500,0.025100,118544.000000,72108.000000,94791.000000
2019,2019,AR910,Le Domaine-du-Roy,0.747900,0.148900,0.059700,0.043400,157847.000000,119100.000000,153550.000000
2019,2019,AR920,Maria-Chapdelaine,0.706100,0.144100,0.112700,0.037100,133715.000000,105886.000000,144342.000000
2019,2019,AR930,Lac-Saint-Jean-Est,0.716000,0.202900,0.056000,0.025100,178680.000000,138408.000000,206913.000000
2019,2019,AR941,Hors MRC - Saguenay,0.781600,0.189600,0.010400,0.018400,202290.000000,142376.000000,257986.000000
2019,2019,AR942,Le Fjord-du-Saguenay,0.852700,0.063700,0.038400,0.045200,176700.000000,143249.000000,154535.000000
2019,2019,AR950,La Haute-Côte-Nord,0.785800,0.153300,0.022500,0.038400,110969.000000,86090.000000,96114.000000
2019,2019,AR960,Manicouagan,0.741500,0.250500,0.002700,0.005300,150142.000000,110267.000000,179826.000000
2019,2019,AR971,Sept-Rivières,0.675000,0.312700,0.001000,0.011300,209075.000000,138967.000000,267822.000000
2019,2019,AR972,Caniapiscau,0.299000,0.693900,0.000000,0.007100,121892.000000,97412.000000,453974.000000
2019,2019,AR981,Minganie,0.829600,0.158800,0.000000,0.011500,146581.000000,117117.000000,141453.000000
2019,2019,AR982,Le Golfe-du-Saint-Laurent,0.834800,0.148800,0.000300,0.016100,80707.000000,74708.000000,82587.000000
2019,2019,AR991,Hors MRC - Nord du Québec,0.654900,0.336200,0.001700,0.007200,145214.000000,104807.000000,202282.000000
