an_profil,an_donnee,cod_mrc,nom_mrc,PRC1420,PRC1520,PRC1620,PRC2220,PRC2320,PRC2020,PFRAT0121
2019,2019,AR011,Hors MRC - Les Îles de la Madeleine,0.799300,0.140000,0.013700,0.047000,130237.000000,113249.000000,93460.000000
2019,2019,AR020,Le Rocher-Percé,0.748800,0.207000,0.006700,0.037400,108757.000000,90735.000000,94870.000000
2019,2019,AR030,La Côte-de-Gaspé,0.821300,0.124900,0.003400,0.050300,149892.000000,122661.000000,121291.000000
2019,2019,AR040,La Haute-Gaspésie,0.820300,0.134300,0.014100,0.031300,105039.000000,86367.000000,87938.000000
2019,2019,AR050,Bonaventure,0.804900,0.109400,0.026600,0.059100,137002.000000,111827.000000,89854.000000
2019,2019,AR060,Avignon,0.809800,0.105300,0.023800,0.061100,140549.000000,111597.000000,101077.000000
2019,2019,AR070,La Matapédia,0.646600,0.248000,0.091600,0.013800,115781.000000,93800.000000,107028.000000
2019,2019,AR080,La Matanie,0.749800,0.184700,0.048400,0.017200,133967.000000,102327.000000,136276.000000
2019,2019,AR090,La Mitis,0.772200,0.106900,0.093700,0.027200,132108.000000,109092.000000,129506.000000
2019,2019,AR100,Rimouski-Neigette,0.813100,0.144600,0.024400,0.017900,199057.000000,147954.000000,215127.000000
2019,2019,AR110,Les Basques,0.730600,0.098000,0.125900,0.045500,119602.000000,100368.000000,106032.000000
2019,2019,AR120,Rivière-du-Loup,0.741700,0.171900,0.054600,0.031800,183174.000000,138014.000000,193903.000000
2019,2019,AR130,Témiscouata,0.688700,0.120300,0.120200,0.070700,115109.000000,94923.000000,106867.000000
2019,2019,AR140,Kamouraska,0.670600,0.122100,0.185500,0.021700,145778.000000,119774.000000,143033.000000
2019,2019,AR150,Charlevoix-Est,0.744000,0.209000,0.018400,0.028600,161491.000000,129935.000000,147843.000000
2019,2019,AR160,Charlevoix,0.658400,0.178300,0.044400,0.118900,225497.000000,175677.000000,195375.000000
2019,2019,AR170,L'Islet,0.673000,0.105500,0.173200,0.048300,127189.000000,110389.000000,113073.000000
2019,2019,AR180,Montmagny,0.691600,0.120800,0.128500,0.059100,158267.000000,126955.000000,152331.000000
2019,2019,AR190,Bellechasse,0.666800,0.088200,0.190800,0.054200,188971.000000,162322.000000,187967.000000
2019,2019,AR200,L'Île-d'Orléans,0.765900,0.034700,0.168600,0.030800,341298.000000,288587.000000,306322.000000
2019,2019,AR210,La Côte-de-Beaupré,0.846400,0.087000,0.015800,0.050800,263459.000000,222150.000000,233815.000000
2019,2019,AR220,La Jacques-Cartier,0.864300,0.070100,0.009700,0.055800,318381.000000,292399.000000,286949.000000
2019,2019,AR231,Hors MRC - Québec,0.784100,0.194600,0.003600,0.017700,285641.000000,199112.000000,433169.000000
2019,2019,AR251,Hors MRC - Lévis,0.806500,0.152200,0.011900,0.029400,280397.000000,219374.000000,339796.000000
2019,2019,AR260,La Nouvelle-Beauce,0.683400,0.113800,0.177800,0.025000,202862.000000,171194.000000,210054.000000
2019,2019,AR270,Robert-Cliche,0.634000,0.208800,0.145700,0.011500,143739.000000,120668.000000,150108.000000
2019,2019,AR280,Les Etchemins,0.654700,0.195900,0.129200,0.020100,124651.000000,103494.000000,114595.000000
2019,2019,AR290,Beauce-Sartigan,0.670300,0.216700,0.092300,0.020700,165854.000000,133425.000000,194132.000000
2019,2019,AR300,Le Granit,0.657700,0.159900,0.151500,0.030900,151276.000000,133754.000000,145639.000000
2019,2019,AR310,Les Appalaches,0.689800,0.154700,0.136600,0.019000,140278.000000,117449.000000,157609.000000
2019,2019,AR320,L'Érable,0.593300,0.151600,0.219600,0.035500,149431.000000,121156.000000,186215.000000
2019,2019,AR330,Lotbinière,0.635800,0.099800,0.224300,0.040100,194309.000000,167582.000000,200767.000000
2019,2019,AR340,Portneuf,0.781900,0.105400,0.067800,0.044900,199780.000000,173149.000000,187597.000000
2019,2019,AR350,Mékinac,0.730400,0.104700,0.087400,0.077500,136812.000000,125797.000000,132024.000000
2019,2019,AR361,Hors MRC - Shawinigan,0.803700,0.158200,0.009800,0.028300,146965.000000,98859.000000,172078.000000
2019,2019,AR371,Hors MRC - Trois-Rivières,0.783000,0.189900,0.005200,0.021900,182859.000000,123192.000000,246449.000000
2019,2019,AR372,Les Chenaux,0.694700,0.063700,0.202700,0.038800,161354.000000,140737.000000,139591.000000
2019,2019,AR380,Bécancour,0.504100,0.255900,0.206000,0.034100,153491.000000,128831.000000,193861.000000
2019,2019,AR390,Arthabaska,0.673600,0.166600,0.136200,0.023600,172838.000000,136312.000000,218164.000000
2019,2019,AR400,Les Sources,0.702000,0.085300,0.176500,0.036200,134516.000000,104964.000000,137942.000000
2019,2019,AR410,Le Haut-Saint-François,0.569600,0.261900,0.153000,0.015400,167372.000000,138655.000000,171826.000000
2019,2019,AR420,Le Val-Saint-François,0.691000,0.111000,0.152500,0.045500,224472.000000,179755.000000,233467.000000
2019,2019,AR431,Hors MRC - Sherbrooke,0.795200,0.171700,0.005400,0.027700,230044.000000,148373.000000,325801.000000
2019,2019,AR440,Coaticook,0.515400,0.097100,0.361000,0.026500,184954.000000,147471.000000,233469.000000
2019,2019,AR450,Memphrémagog,0.828600,0.069700,0.037600,0.064100,281527.000000,266869.000000,256612.000000
2019,2019,AR460,Brome-Missisquoi,0.731000,0.101400,0.128100,0.039600,277609.000000,227341.000000,286156.000000
2019,2019,AR470,La Haute-Yamaska,0.756100,0.151400,0.066400,0.026200,236074.000000,172228.000000,288457.000000
2019,2019,AR480,Acton,0.547100,0.078700,0.358200,0.016100,180395.000000,144678.000000,230096.000000
2019,2019,AR490,Drummond,0.673700,0.200700,0.097900,0.027700,202246.000000,148453.000000,250548.000000
2019,2019,AR500,Nicolet-Yamaska,0.508100,0.101600,0.369600,0.020700,159058.000000,130621.000000,223316.000000
2019,2019,AR510,Maskinongé,0.675300,0.093000,0.193800,0.037900,152592.000000,126569.000000,135219.000000
2019,2019,AR520,D'Autray,0.715300,0.088000,0.159300,0.037400,196572.000000,162917.000000,180803.000000
2019,2019,AR530,Pierre-De Saurel,0.695100,0.114800,0.174500,0.015500,185624.000000,142449.000000,223053.000000
2019,2019,AR540,Les Maskoutains,0.583100,0.138000,0.266600,0.012200,238970.000000,173267.000000,366358.000000
2019,2019,AR550,Rouville,0.635300,0.094400,0.258300,0.012000,252748.000000,198220.000000,318588.000000
2019,2019,AR560,Le Haut-Richelieu,0.714200,0.114800,0.150600,0.020300,262317.000000,201915.000000,339108.000000
2019,2019,AR570,La Vallée-du-Richelieu,0.839700,0.089200,0.051600,0.019500,323097.000000,281054.000000,335305.000000
2019,2019,AR581,Hors MRC - Longueuil,0.826000,0.157500,0.002000,0.014600,335981.000000,254701.000000,426996.000000
2019,2019,AR590,Marguerite-D'Youville,0.786000,0.142600,0.047600,0.023800,304596.000000,263176.000000,352372.000000
2019,2019,AR600,L'Assomption,0.861500,0.103700,0.025700,0.009100,262845.000000,226442.000000,309792.000000
2019,2019,AR610,Joliette,0.742400,0.152700,0.078300,0.026600,213073.000000,157799.000000,265680.000000
2019,2019,AR620,Matawinie,0.826700,0.075000,0.026800,0.071500,203016.000000,174606.000000,134366.000000
2019,2019,AR630,Montcalm,0.720900,0.063800,0.176800,0.038500,195098.000000,171112.000000,199263.000000
2019,2019,AR640,Les Moulins,0.829200,0.129300,0.011000,0.030400,279607.000000,244757.000000,323705.000000
2019,2019,AR651,Hors MRC - Laval,0.813100,0.159500,0.004300,0.023100,336922.000000,267524.000000,423591.000000
2019,2019,AR661,Hors MRC - Montréal,0.798400,0.192400,0.000100,0.009100,439226.000000,243519.000000,627947.000000
2019,2019,AR670,Roussillon,0.840800,0.110600,0.026900,0.021700,294095.000000,254283.000000,331635.000000
2019,2019,AR680,Les Jardins-de-Napierville,0.547300,0.097200,0.336000,0.019500,256701.000000,211742.000000,321224.000000
2019,2019,AR690,Le Haut-Saint-Laurent,0.527300,0.051500,0.403900,0.017200,200365.000000,171688.000000,223016.000000
2019,2019,AR700,Beauharnois-Salaberry,0.720500,0.153800,0.095500,0.030200,222784.000000,164166.000000,270218.000000
2019,2019,AR710,Vaudreuil-Soulanges,0.789500,0.122100,0.057600,0.030800,310398.000000,274471.000000,336661.000000
2019,2019,AR720,Deux-Montagnes,0.834000,0.113200,0.032100,0.020700,258073.000000,222023.000000,302521.000000
2019,2019,AR730,Thérèse-De Blainville,0.837900,0.139200,0.008700,0.014300,328574.000000,268160.000000,391231.000000
2019,2019,AR741,Hors MRC - Mirabel,0.693800,0.162800,0.101200,0.042200,292564.000000,238403.000000,362538.000000
2019,2019,AR750,La Rivière-du-Nord,0.857600,0.106200,0.004900,0.031400,239486.000000,186327.000000,242154.000000
2019,2019,AR760,Argenteuil,0.757200,0.083500,0.070900,0.088400,209895.000000,163887.000000,138831.000000
2019,2019,AR770,Les Pays-d'en-Haut,0.843300,0.080000,0.000600,0.076100,300910.000000,251280.000000,198577.000000
2019,2019,AR780,Les Laurentides,0.749600,0.155300,0.010300,0.084800,237064.000000,221387.000000,196496.000000
2019,2019,AR790,Antoine-Labelle,0.778700,0.107100,0.029700,0.084600,160298.000000,140009.000000,142642.000000
2019,2019,AR800,Papineau,0.813400,0.079200,0.044600,0.062700,176802.000000,166351.000000,152899.000000
2019,2019,AR811,Hors MRC - Gatineau,0.795300,0.179200,0.003800,0.021700,251899.000000,198242.000000,360967.000000
2019,2019,AR820,Les Collines-de-l'Outaouais,0.874600,0.033100,0.036000,0.056400,314057.000000,270234.000000,225831.000000
2019,2019,AR830,La Vallée-de-la-Gatineau,0.815200,0.063600,0.039300,0.081900,123442.000000,136262.000000,117444.000000
2019,2019,AR840,Pontiac,0.757600,0.042600,0.123500,0.076300,145691.000000,144453.000000,124817.000000
