an_profil,an_donnee,cod_prov,PRC1450,PRC1550,PRC1650,PRC2250,PRC2350,PRC2050,PFRAT0151
2023,2023,PROV,0.791200,0.145800,0.041200,0.021800,391170.000000,294182.000000,467403.000000
