an_profil,an_donnee,cod_mrc,nom_mrc,PRC1420,PRC1520,PRC1620,PRC2220,PRC2320,PRC2020,PFRAT0121
2022,2022,AR011,Hors MRC - Les Îles de la Madeleine,0.799300,0.141400,0.015200,0.044200,173331.000000,150715.000000,125742.000000
2022,2022,AR020,Le Rocher-Percé,0.680800,0.277500,0.007500,0.034200,122333.000000,102584.000000,117473.000000
2022,2022,AR030,La Côte-de-Gaspé,0.811900,0.136300,0.004100,0.047800,165332.000000,135936.000000,136091.000000
2022,2022,AR040,La Haute-Gaspésie,0.813000,0.140100,0.013700,0.033200,113130.000000,93469.000000,97214.000000
2022,2022,AR050,Bonaventure,0.799700,0.118100,0.027300,0.054900,151774.000000,124590.000000,100604.000000
2022,2022,AR060,Avignon,0.804600,0.111700,0.024200,0.059600,153918.000000,123260.000000,113647.000000
2022,2022,AR070,La Matapédia,0.638500,0.250000,0.098400,0.013000,126764.000000,102984.000000,120464.000000
2022,2022,AR080,La Matanie,0.742800,0.190600,0.049900,0.016600,136657.000000,106001.000000,144440.000000
2022,2022,AR090,La Mitis,0.749500,0.125200,0.102900,0.022400,140796.000000,116811.000000,143447.000000
2022,2022,AR100,Rimouski-Neigette,0.800700,0.156900,0.026500,0.015900,207737.000000,155874.000000,231257.000000
2022,2022,AR110,Les Basques,0.711500,0.103500,0.140800,0.044100,128992.000000,108971.000000,119297.000000
2022,2022,AR120,Rivière-du-Loup,0.728000,0.180600,0.060600,0.030700,199621.000000,151445.000000,218423.000000
2022,2022,AR130,Témiscouata,0.678200,0.124100,0.126400,0.071300,123082.000000,102491.000000,117809.000000
2022,2022,AR140,Kamouraska,0.649900,0.118200,0.209700,0.022200,159473.000000,131437.000000,160446.000000
2022,2022,AR150,Charlevoix-Est,0.740900,0.210300,0.022000,0.026800,168747.000000,139406.000000,159760.000000
2022,2022,AR160,Charlevoix,0.646100,0.200300,0.051100,0.102400,238441.000000,186520.000000,201248.000000
2022,2022,AR170,L'Islet,0.653700,0.122200,0.176000,0.048000,139959.000000,123551.000000,128954.000000
2022,2022,AR180,Montmagny,0.683800,0.122100,0.132700,0.061500,167797.000000,135702.000000,165044.000000
2022,2022,AR190,Bellechasse,0.661600,0.087300,0.197000,0.054200,204957.000000,176997.000000,209021.000000
2022,2022,AR200,L'Île-d'Orléans,0.759600,0.039100,0.173300,0.028000,367957.000000,315511.000000,332764.000000
2022,2022,AR210,La Côte-de-Beaupré,0.845300,0.085000,0.017700,0.052000,281752.000000,238638.000000,245572.000000
2022,2022,AR220,La Jacques-Cartier,0.866900,0.075800,0.010700,0.046700,344061.000000,317388.000000,321815.000000
2022,2022,AR231,Hors MRC - Québec,0.789800,0.190000,0.003700,0.016500,296442.000000,208929.000000,463586.000000
2022,2022,AR251,Hors MRC - Lévis,0.798300,0.159300,0.012000,0.030400,284857.000000,223800.000000,369336.000000
2022,2022,AR260,La Nouvelle-Beauce,0.669600,0.127500,0.179100,0.023800,222696.000000,192157.000000,236692.000000
2022,2022,AR270,Beauce-Centre,0.619100,0.186900,0.178700,0.015400,154683.000000,130619.000000,163387.000000
2022,2022,AR280,Les Etchemins,0.638400,0.214300,0.132000,0.015300,137217.000000,114829.000000,129530.000000
2022,2022,AR290,Beauce-Sartigan,0.665500,0.224900,0.090800,0.018800,181796.000000,147326.000000,221043.000000
2022,2022,AR300,Le Granit,0.647000,0.150300,0.170500,0.032300,170873.000000,154131.000000,172008.000000
2022,2022,AR310,Les Appalaches,0.693100,0.154300,0.133000,0.019600,157590.000000,134503.000000,179985.000000
2022,2022,AR320,L'Érable,0.547600,0.147700,0.265700,0.039000,169793.000000,138365.000000,228550.000000
2022,2022,AR330,Lotbinière,0.626600,0.104900,0.233600,0.034800,203059.000000,175702.000000,218208.000000
2022,2022,AR340,Portneuf,0.761400,0.122600,0.074900,0.041100,213659.000000,185147.000000,206554.000000
2022,2022,AR350,Mékinac,0.713100,0.125300,0.087600,0.073900,147154.000000,137964.000000,142262.000000
2022,2022,AR361,Hors MRC - Shawinigan,0.809500,0.154600,0.009800,0.026100,158456.000000,106508.000000,190843.000000
2022,2022,AR371,Hors MRC - Trois-Rivières,0.792000,0.181400,0.005500,0.021100,203555.000000,138151.000000,276168.000000
2022,2022,AR372,Les Chenaux,0.679600,0.065800,0.218100,0.036500,171812.000000,150257.000000,155705.000000
2022,2022,AR380,Bécancour,0.480800,0.220000,0.266300,0.032900,178259.000000,151324.000000,242679.000000
2022,2022,AR390,Arthabaska,0.660800,0.170000,0.150700,0.018400,197061.000000,155727.000000,259889.000000
2022,2022,AR400,Les Sources,0.676600,0.089100,0.196700,0.037600,152774.000000,118848.000000,164273.000000
2022,2022,AR410,Le Haut-Saint-François,0.613400,0.189600,0.171600,0.025400,195287.000000,163583.000000,198489.000000
2022,2022,AR420,Le Val-Saint-François,0.700500,0.106000,0.150800,0.042700,256113.000000,204449.000000,267472.000000
2022,2022,AR431,Hors MRC - Sherbrooke,0.801500,0.167700,0.005600,0.025200,254847.000000,165918.000000,371027.000000
2022,2022,AR440,Coaticook,0.503000,0.091300,0.380900,0.024800,209419.000000,168137.000000,276977.000000
