an_profil,an_donnee,cod_mrc,nom_mrc,PRC1420,PRC1520,PRC1620,PRC2220,PRC2320,PRC2020,PFRAT0121
2022,2022,AR450,Memphrémagog,0.834800,0.062300,0.038000,0.064900,332739.000000,321045.000000,315764.000000
2022,2022,AR460,Brome-Missisquoi,0.735300,0.094700,0.133100,0.037000,325059.000000,265079.000000,345276.000000
2022,2022,AR470,La Haute-Yamaska,0.757200,0.145200,0.070200,0.027500,270591.000000,196671.000000,331701.000000
2022,2022,AR480,Acton,0.518700,0.074800,0.391300,0.015200,213464.000000,171725.000000,291572.000000
2022,2022,AR490,Drummond,0.648200,0.190100,0.135900,0.025800,227720.000000,169089.000000,306473.000000
2022,2022,AR500,Nicolet-Yamaska,0.475400,0.100200,0.404000,0.020400,178041.000000,146917.000000,261580.000000
2022,2022,AR510,Maskinongé,0.674900,0.094400,0.190600,0.040200,172452.000000,143232.000000,153810.000000
2022,2022,AR520,D'Autray,0.681600,0.083000,0.194300,0.041000,227287.000000,189099.000000,223326.000000
2022,2022,AR530,Pierre-De Saurel,0.675900,0.112200,0.195800,0.016000,211448.000000,163647.000000,268093.000000
2022,2022,AR540,Les Maskoutains,0.564000,0.143300,0.281000,0.011700,273055.000000,198209.000000,441329.000000
2022,2022,AR550,Rouville,0.620000,0.087700,0.282300,0.010000,297336.000000,232977.000000,388789.000000
2022,2022,AR560,Le Haut-Richelieu,0.712500,0.108200,0.162000,0.017200,316327.000000,242133.000000,415081.000000
2022,2022,AR570,La Vallée-du-Richelieu,0.833300,0.092700,0.057600,0.016400,386492.000000,334146.000000,415658.000000
2022,2022,AR581,Hors MRC - Longueuil,0.841500,0.140200,0.002500,0.015900,419660.000000,316974.000000,530968.000000
2022,2022,AR590,Marguerite-D'Youville,0.777100,0.146300,0.056700,0.019900,354186.000000,305347.000000,422867.000000
2022,2022,AR600,L'Assomption,0.865200,0.094700,0.031100,0.009100,312645.000000,268132.000000,369811.000000
2022,2022,AR610,Joliette,0.741900,0.154000,0.081900,0.022200,244846.000000,180690.000000,318310.000000
2022,2022,AR620,Matawinie,0.818300,0.080500,0.030400,0.070800,248742.000000,213816.000000,161172.000000
2022,2022,AR630,Montcalm,0.704500,0.066400,0.192900,0.036200,230800.000000,201451.000000,249500.000000
2022,2022,AR640,Les Moulins,0.833200,0.128600,0.012800,0.025500,331532.000000,289665.000000,398008.000000
2022,2022,AR651,Hors MRC - Laval,0.822000,0.152600,0.003900,0.021500,412924.000000,329809.000000,518118.000000
2022,2022,AR661,Hors MRC - Montréal,0.805900,0.185100,0.000100,0.008900,571863.000000,323266.000000,876029.000000
2022,2022,AR670,Roussillon,0.848900,0.104500,0.029100,0.017500,375867.000000,323104.000000,430297.000000
2022,2022,AR680,Les Jardins-de-Napierville,0.515200,0.084700,0.382900,0.017200,299393.000000,247835.000000,403846.000000
2022,2022,AR690,Le Haut-Saint-Laurent,0.536200,0.048300,0.398500,0.017000,226296.000000,195877.000000,256000.000000
2022,2022,AR700,Beauharnois-Salaberry,0.673600,0.165300,0.129600,0.031600,261803.000000,194176.000000,346756.000000
2022,2022,AR710,Vaudreuil-Soulanges,0.800200,0.103600,0.070100,0.026100,387762.000000,341661.000000,424696.000000
2022,2022,AR720,Deux-Montagnes,0.829000,0.116700,0.033000,0.021400,308886.000000,264668.000000,357807.000000
2022,2022,AR730,Thérèse-De Blainville,0.841100,0.138400,0.008700,0.011900,398667.000000,324702.000000,483787.000000
2022,2022,AR741,Hors MRC - Mirabel,0.689600,0.167100,0.113100,0.030200,348928.000000,281565.000000,456186.000000
2022,2022,AR750,La Rivière-du-Nord,0.857400,0.107800,0.004600,0.030200,281769.000000,219714.000000,296567.000000
2022,2022,AR760,Argenteuil,0.742400,0.091800,0.083200,0.082600,238859.000000,188406.000000,163561.000000
2022,2022,AR770,Les Pays-d'en-Haut,0.846400,0.078200,0.000600,0.074800,353528.000000,297528.000000,237166.000000
2022,2022,AR780,Les Laurentides,0.739200,0.164600,0.010700,0.085600,283938.000000,264874.000000,239253.000000
2022,2022,AR790,Antoine-Labelle,0.787600,0.101800,0.027100,0.083500,183158.000000,159683.000000,163076.000000
2022,2022,AR800,Papineau,0.812500,0.075100,0.050900,0.061500,204677.000000,191542.000000,173957.000000
2022,2022,AR811,Hors MRC - Gatineau,0.802300,0.170400,0.005300,0.022100,298296.000000,233781.000000,431310.000000
2022,2022,AR820,Les Collines-de-l'Outaouais,0.871000,0.037600,0.033500,0.057900,365270.000000,316240.000000,268226.000000
2022,2022,AR830,La Vallée-de-la-Gatineau,0.815700,0.065100,0.045700,0.073400,141773.000000,156400.000000,130557.000000
2022,2022,AR840,Pontiac,0.741700,0.045100,0.134700,0.078500,165547.000000,163161.000000,142983.000000
2022,2022,AR850,Témiscamingue,0.692000,0.141300,0.150800,0.015900,151440.000000,125724.000000,141549.000000
2022,2022,AR861,Hors MRC - Rouyn-Noranda,0.809800,0.166700,0.008300,0.015200,273089.000000,186815.000000,273574.000000
2022,2022,AR870,Abitibi-Ouest,0.816300,0.108700,0.056200,0.018800,156399.000000,123756.000000,125863.000000
2022,2022,AR880,Abitibi,0.775600,0.175200,0.022800,0.026400,212285.000000,162492.000000,189920.000000
2022,2022,AR890,La Vallée-de-l'Or,0.789600,0.186200,0.005200,0.018900,257820.000000,174759.000000,232702.000000
2022,2022,AR901,Hors MRC - La Tuque,0.752700,0.218800,0.005700,0.022800,133534.000000,80886.000000,110651.000000
2022,2022,AR910,Le Domaine-du-Roy,0.752900,0.145700,0.062100,0.039300,167558.000000,126674.000000,162038.000000
2022,2022,AR920,Maria-Chapdelaine,0.700800,0.149300,0.115300,0.034600,143280.000000,113587.000000,155662.000000
2022,2022,AR930,Lac-Saint-Jean-Est,0.708800,0.199600,0.067300,0.024300,189300.000000,147392.000000,222414.000000
2022,2022,AR941,Hors MRC - Saguenay,0.775300,0.195700,0.011700,0.017300,213773.000000,151758.000000,280071.000000
2022,2022,AR942,Le Fjord-du-Saguenay,0.837800,0.077500,0.040300,0.044400,187609.000000,154043.000000,163589.000000
2022,2022,AR950,La Haute-Côte-Nord,0.779700,0.162700,0.023100,0.034500,117058.000000,90849.000000,101803.000000
2022,2022,AR960,Manicouagan,0.742800,0.248400,0.003000,0.005800,152002.000000,111647.000000,184192.000000
2022,2022,AR971,Sept-Rivières,0.652500,0.335100,0.000900,0.011500,203911.000000,137653.000000,276834.000000
2022,2022,AR972,Caniapiscau,0.348300,0.644000,0.000000,0.007700,158928.000000,125126.000000,470703.000000
2022,2022,AR981,Minganie,0.811000,0.174900,0.000400,0.013800,143688.000000,115962.000000,139225.000000
2022,2022,AR982,Le Golfe-du-Saint-Laurent,0.838000,0.145200,0.000200,0.016500,94760.000000,87880.000000,91632.000000
2022,2022,AR991,Hors MRC - Nord du Québec,0.653500,0.335000,0.003700,0.007700,160875.000000,115615.000000,205079.000000
