an_profil,an_donnee,cod_ra,desc_ra,PRC0370,PRC3170,PRC4370,PRC3270,PRC4470,PRC2770,PRC3570,PRC3670,PRC2870,PRC2970,PRC3770,PRC2570,PRC2170,PRC3870,PRC0170,PRC3070,PRC4570,PRC0270,PRC3970,PRC4070,PRC4270
2019,2018,RAD01,Bas-Saint-Laurent,0.020700,2992.000000,3119.000000,2151.000000,2134.000000,0.661000,0.499000,0.161900,0.049700,0.119500,0.169800,0.249100,0.590600,0.062800,0.021000,3041.000000,3170.000000,0.164500,0.212800,1.374700,1671.000000
2019,2018,RAD02,Saguenay--Lac-Saint-Jean,0.023700,4588.000000,4192.000000,3100.000000,2680.000000,0.650800,0.530500,0.120300,0.066700,0.059900,0.222600,0.088500,0.601300,0.038600,0.027900,5388.000000,4923.000000,0.179800,0.313000,1.320800,1799.000000
2019,2018,RAD03,Capitale-Nationale,0.019100,6463.000000,4691.000000,4763.000000,3367.000000,0.669200,0.565600,0.103500,0.060800,0.065700,0.204300,0.148800,0.637300,0.049400,0.023900,8065.000000,5854.000000,0.215100,0.303900,1.096300,2223.000000
2019,2018,RAD04,Mauricie,0.023200,3776.000000,3340.000000,2711.000000,2283.000000,0.692900,0.565100,0.127800,0.042900,0.088700,0.175500,0.145600,0.611700,0.070000,0.031200,5070.000000,4485.000000,0.208500,0.304200,1.496400,1723.000000
2019,2018,RAD05,Estrie,0.021200,5001.000000,4485.000000,2724.000000,2354.000000,0.517400,0.419700,0.097600,0.032400,0.058000,0.392200,0.131200,0.611300,0.056200,0.020000,4716.000000,4229.000000,0.148700,0.283400,1.027100,1756.000000
2019,2018,RAD06,Montréal,0.021800,13022.000000,6385.000000,8297.000000,3985.000000,0.529000,0.509700,0.019300,0.039300,0.048300,0.383400,0.119700,0.616800,0.104600,0.025500,15272.000000,7489.000000,0.220200,0.469700,0.927300,2176.000000
2019,2018,RAD07,Outaouais,0.017100,4312.000000,4147.000000,3186.000000,2950.000000,0.661900,0.599100,0.062800,0.076800,0.088400,0.172900,0.282800,0.615900,0.051900,0.012700,3208.000000,3085.000000,0.166800,0.272800,1.122800,2185.000000
2019,2018,RAD08,Abitibi-Témiscamingue,0.021100,3302.000000,3558.000000,2356.000000,2279.000000,0.636400,0.491800,0.144700,0.049000,0.108600,0.206000,0.160800,0.555400,0.050700,0.022800,3557.000000,3834.000000,0.197000,0.298700,1.216200,1712.000000
2019,2018,RAD09,Côte-Nord,0.029500,4904.000000,4713.000000,3690.000000,3110.000000,0.636400,0.550400,0.086000,0.067200,0.093900,0.202500,0.203500,0.566800,0.030600,0.035500,5904.000000,5673.000000,0.195200,0.324400,1.487000,1786.000000
2019,2018,RAD10,Nord-du-Québec,0.036600,5399.000000,4824.000000,3349.000000,2565.000000,0.526000,0.411600,0.114400,0.060400,0.169800,0.243800,0.681400,0.472500,0.035500,0.020000,2946.000000,2633.000000,0.078400,0.182800,1.810500,2026.000000
2019,2018,RAD11,Gaspésie--Îles-de-la-Madeleine,0.026700,2338.000000,3278.000000,1460.000000,1889.000000,0.604700,0.443600,0.161100,0.053100,0.154000,0.188200,0.204900,0.581300,0.056300,0.028000,2453.000000,3439.000000,0.257800,0.262900,1.460400,1583.000000
2019,2018,RAD12,Chaudière-Appalaches,0.016500,3284.000000,3391.000000,2602.000000,2566.000000,0.749500,0.603500,0.146000,0.026100,0.079000,0.145400,0.200500,0.605100,0.058600,0.021800,4337.000000,4478.000000,0.195500,0.290100,1.119600,1854.000000
2019,2018,RAD13,Laval,0.016000,5839.000000,4775.000000,5149.000000,3849.000000,0.693600,0.589500,0.104200,0.018000,0.026100,0.262300,0.155400,0.612200,0.067700,0.013600,4963.000000,4059.000000,0.139100,0.231100,0.961700,2529.000000
2019,2018,RAD14,Lanaudière,0.015300,3338.000000,3560.000000,2755.000000,2763.000000,0.775500,0.595200,0.180300,0.022200,0.029800,0.172500,0.178000,0.622200,0.041000,0.025100,5482.000000,5847.000000,0.200000,0.394500,1.088000,2185.000000
2019,2018,RAD15,Laurentides,0.014100,3222.000000,3504.000000,2606.000000,2670.000000,0.759400,0.605800,0.153600,0.025400,0.039900,0.175400,0.150600,0.586100,0.042500,0.018000,4124.000000,4485.000000,0.185700,0.349600,0.940800,2061.000000
2019,2018,RAD16,Montérégie,0.014000,4326.000000,3816.000000,3593.000000,2990.000000,0.690700,0.568000,0.122800,0.021300,0.029600,0.258400,0.206000,0.623400,0.055200,0.018000,5561.000000,4906.000000,0.162700,0.298100,0.935700,2140.000000
2019,2018,RAD17,Centre-du-Québec,0.015600,3324.000000,3099.000000,2700.000000,2430.000000,0.765500,0.605200,0.160300,0.027800,0.076700,0.130000,0.223300,0.603700,0.071600,0.016700,3557.000000,3315.000000,0.151300,0.234200,1.106600,1534.000000
