an_profil,an_donnee,cod_pr,PRC4350,PRC4450,PRC4550,PRC4250,PRC4050,PRC4150,PRC2950,PRC3550,PRC0250,PRC3250,PRC3050,PRC2550,PRC2750,PRC2850,PRC3650,PRC3850,PRC0150,PRC3150,PRC3750,PRC3950,PRC0350,PRC2150
2017,2016,PROV,4389,2993,4855,1999,1.0212,2718,0.0668,0.5629,0.1875,3798,5865,0.1579,0.6537,0.0401,0.0908,0.0549,0.0205,5302,0.2395,0.3712,0.0185,0.6098
