an_profil,an_donnee,cod_prov,PRC1450,PRC1550,PRC1650,PRC2250,PRC2350,PRC2050,PFRAT0151
2021,2021,PROV,0.782000,0.156100,0.040000,0.021900,297881.000000,224553.000000,358508.000000
