an_profil,an_donnee,cod_classe_pop,desc_classe_pop,PRC4310,PRC4410,PRC4510,PRC4210,PRC3610,PRC2510,PRC2710,PRC2910,PRC3010,PRC0110,PRC2110,PRC3510,PRC4010,PRC4110,PRC3810,PRC3710,PRC3910,PRC0310,PRC3110,PRC3210,PRC0210,PRC2810
2017,2016,CP01,1 @ 1 999,2757,1916,2310,1422,0.1502,0.3208,0.6852,0.1478,1600,0.012,0.6291,0.535,0.9721,1588,0.0416,0.1444,0.2194,0.0143,1910,1403,0.1566,0.0226
2017,2016,CP02,2 000 @ 9 999,3132,2370,3773,1862,0.1647,0.24,0.7441,0.0615,3319,0.0174,0.6082,0.5793,1.0203,2284,0.0435,0.1619,0.282,0.0144,2755,2202,0.1651,0.0325
2017,2016,CP03,10 000 @ 24 999,4224,3235,5054,2421,0.1175,0.2355,0.73,0.0352,5230,0.0189,0.6019,0.6125,1.0225,3107,0.0467,0.1923,0.3148,0.0158,4371,3574,0.1457,0.0425
2017,2016,CP04,25 000 @ 99 999,3847,3023,5047,2118,0.1441,0.1512,0.7654,0.0398,6265,0.0213,0.612,0.6212,1.0503,2802,0.0436,0.1644,0.3339,0.0162,4775,3955,0.178,0.0304
2017,2016,CP05,100 000 et plus,5347,3333,5569,2018,0.053,0.1157,0.5915,0.0725,9476,0.0228,0.6084,0.5385,1.0181,3069,0.0646,0.2906,0.4274,0.0218,9098,5877,0.193,0.0454
