an_profil,an_donnee,cod_cp,desc_cp,PRC1410,PRC1510,PRC1610,PRC2210,PRC2310,PRC2010,PFRAT0111
2021,2021,CP01,1 @ 1 999,0.634900,0.078600,0.235500,0.050900,177140.000000,160660.000000,164465.000000
2021,2021,CP02,2 000 @ 9 999,0.735400,0.111600,0.118000,0.035000,240194.000000,196291.000000,231023.000000
2021,2021,CP03,10 000 @ 24 999,0.821000,0.134900,0.018900,0.025200,350087.000000,276132.000000,353094.000000
2021,2021,CP04,25 000 @ 99 999,0.796300,0.168500,0.017600,0.017500,298343.000000,226955.000000,365365.000000
2021,2021,CP05,100 000 et plus,0.801900,0.181300,0.002300,0.014600,338269.000000,232225.000000,525206.000000
