an_profil,an_donnee,cod_cp,desc_cp,PRC1410,PRC1510,PRC1610,PRC2210,PRC2310,PRC2010,PFRAT0111
2018,2018,CP01,1 @ 1 999,0.653400,0.080300,0.213800,0.052400,165505.000000,148664.000000,147464.000000
2018,2018,CP02,2 000 @ 9 999,0.753900,0.115700,0.092400,0.038000,224763.000000,183820.000000,209485.000000
2018,2018,CP03,10 000 @ 24 999,0.821500,0.139400,0.016500,0.022700,306448.000000,238271.000000,305741.000000
2018,2018,CP04,25 000 @ 99 999,0.798600,0.166500,0.015000,0.019800,270245.000000,205724.000000,321968.000000
2018,2018,CP05,100 000 et plus,0.800300,0.182200,0.002200,0.015200,305148.000000,203748.000000,444676.000000
