an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RF31010101,RF01010104,RF31010102,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RFU3001,RF35021001,POSTE_1443,POSTE_8978,POSTE_8958,POSTE_4669,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,POSTE_3171,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,RF35010601,PRC3101,PRC3103,PRC4300,PRC4302,PRC4301,PRC3200,PRC3202,PRC3201,PRC3203,PRC4400,POSTE_3163,PRC4402,PRC4401,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,POSTE_9615,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC4500,PRC4502,RF01010601,PRC4501,PRC0200,PRC3900,PRC4000,PRC4001,PRC4200,PRC4202,PRC4201,IND0201,IND0401,RF31010601,RF01010103
2023,2022,AG010,Îles-de-la-Madeleine,AG,12941,10 000 @ 24 999,,,11,Gaspésie-Îles-de-la-Madeleine,,,,5430771.000000,,3232481.000000,,16352.000000,,721092.000000,,6496009.000000,,1388319390.345000,19587903.842885,,,,,,,,,,,,,,,,,0.014100,,,,18683110.000000,,1703.000000,,,,,,,794.000000,,,,,,,,,,,,,8663252.000000,,,0.004600,,,,,556.000000,,,,,,,0.520400,,784.000000,,,,,17691433.000000,
2023,2022,AG230,Québec,AG,585707,100 000 et plus,,,03,Capitale-Nationale,,,,,,,,,,,,,,85929344120.885000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3223655.000000,,,,,,,,,,,,,,,,,,,,,,,
2023,2022,AG410,Cookshire-Eaton,AG,6186,2 000 @ 9 999,,,05,Estrie,,,,,,,,,,,,,,767051425.680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022,AG582,Longueuil,AG,434373,100 000 et plus,,,16,Montérégie,,,,,,,,,,,,,,74829863762.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261416.000000,,,,,,,,,,,,,,,,,,,,,,,
2023,2022,AG660,Montréal,AG,2033041,100 000 et plus,,,06,Montréal,,,,,,,,,,,,,,429417167224.948000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50147000.000000,,,,,,,,,,,,,,,0.000000,,0.000000,,,,,,
2023,2022,AG770,Sainte-Marguerite-Estérel,AG,3627,2 000 @ 9 999,,,15,Laurentides,,,,,,,,,,,,,,1247403707.560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21561.000000,,,,,,,,,,,,,,,,,,,,,,,
2023,2022,AG780,Sainte-Agathe-des-Monts,AG,11688,10 000 @ 24 999,,,15,Laurentides,,,,4599876.000000,,62658.000000,,48917.000000,,277714.000000,,59507.000000,,2284107681.000000,6748026.590578,,,,,,,,,,,,,,,,,0.002900,,,,6526599.000000,,692.000000,,,,,,,512.000000,,,,,,,,,,,,,4662534.000000,,,0.002700,,,,,642.000000,,,,,,,0.205100,,481.000000,,,,,6526599.000000,
2023,2022,AG781,Mont-Tremblant,AG,10877,10 000 @ 24 999,,,15,Laurentides,,,,11505272.000000,,73300.000000,,2049731.000000,,163800.000000,,262851.000000,,5345128520.350000,16043737.978697,,,,,,,,,,,,,,,,,0.002600,,,,14784724.000000,,1047.000000,,,,,,,891.000000,,,,,,,,,,,,,11578572.000000,,,0.001500,,,,,587.000000,,,,,,,0.154700,,613.000000,,,,,14735972.000000,
2023,2022,AG790,Mont-Laurier,AG,15218,10 000 @ 24 999,,,15,Laurentides,,,,,,,,,,,,,,1764630555.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77118.000000,,,,,,,,,,,,,,,,,,,,,,,
2023,2022,AG791,Rivière-Rouge,AG,5763,2 000 @ 9 999,,,15,Laurentides,,,,,,,,,,,,,,951553318.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022,AG900,La Tuque,AG,11724,10 000 @ 24 999,,,04,Mauricie,,,,,,,,,,302448.000000,,,,1348721488.740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70575.000000,,,,,,,,,,,,,,,,,,,,,,,
2023,2022,01023,Les Îles-de-la-Madeleine,M,12467,10 000 @ 24 999,AR011,Hors MRC - Les Îles de la Madeleine,11,Gaspésie-Îles-de-la-Madeleine,,,1343172411.930000,9045622.000000,5468830.000000,2236349.000000,75983.000000,59631.000000,1781198.000000,1060106.000000,7904604.000000,1408595.000000,36804895.000000,,17216991.157115,27066295.000000,33457314.000000,6391019.000000,27066295.000000,5013677.000000,168069729.000000,51517573.000000,5044462.000000,,47972753.000000,,,,,,,0.012800,0.026900,1572.000000,1735.000000,29356665.000000,3307.000000,,2329.000000,2571.000000,4900.000000,1085.000000,806.000000,1891.000000,,1532.000000,19945223.000000,1138.000000,2670.000000,0.593100,0.430500,0.162600,0.053000,0.235100,0.118900,0.150000,0.590500,11281971.000000,0.094500,0.020200,,0.024800,2480.000000,567.000000,3047.000000,,3674.000000,839.000000,33628431.000000,4513.000000,0.143700,0.306500,0.861200,1.381600,1310.000000,792.000000,2102.000000,141.000000,192.000000,16004019.000000,14476393.000000
2023,2022,01042,Grosse-Île,M,474,1 @ 1 999,AR011,Hors MRC - Les Îles de la Madeleine,11,Gaspésie-Îles-de-la-Madeleine,,,45146978.415000,,,,,,38162.000000,,169330.000000,,996106.000000,,,154805.000000,,,154805.000000,39815.000000,3396422.000000,248600.000000,633000.000000,,948922.000000,,,,,,,0.022100,0.036200,1723.000000,1101.000000,,2824.000000,,3635.000000,2323.000000,5958.000000,1264.000000,552.000000,1816.000000,,2352.000000,644479.000000,1028.000000,3380.000000,0.690700,0.690700,,0.040900,0.181500,0.086900,0.678400,0.568100,,0.021900,0.003400,,0.008000,268.000000,360.000000,628.000000,,565.000000,759.000000,933044.000000,1324.000000,0.044700,0.073200,1.097600,1.618000,1227.000000,582.000000,1809.000000,154.000000,217.000000,,644479.000000
2023,2022,02005,Percé,V,3069,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie-Îles-de-la-Madeleine,,,277059151.500000,,1168669.000000,,,,481219.000000,,879369.000000,,8666890.000000,,,9780285.000000,,,9780285.000000,2034446.000000,73398674.000000,11069146.000000,2215826.000000,,9028593.000000,,,,,,,0.031300,,2385.000000,,,,,3808.000000,,,1481.000000,,,,2166.000000,4929224.000000,,,0.645800,0.492700,0.153100,0.063000,0.115200,0.176000,0.290300,0.734900,,0.031300,0.035300,,,2691.000000,,,,4297.000000,,7632811.000000,,0.236100,0.150800,1.711500,,1707.000000,,,173.000000,222.000000,,3760555.000000
2023,2022,02010,Sainte-Thérèse-de-Gaspé,M,1013,1 @ 1 999,AR020,Le Rocher-Percé,11,Gaspésie-Îles-de-la-Madeleine,,,63473268.390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2023,2022,02015,Grande-Rivière,V,3451,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie-Îles-de-la-Madeleine,,,239420724.615000,,1339353.000000,,300853.000000,,530066.000000,,877401.000000,,6716826.000000,,,12904445.000000,,,12904445.000000,1910258.000000,55857063.000000,11590604.000000,961220.000000,,9663636.000000,,,,,,,0.026800,,3080.000000,,,,,3342.000000,,,1953.000000,,,,2009.000000,3857305.000000,,,0.638300,0.416700,0.221600,0.087700,0.145200,0.128700,0.159100,0.643200,,0.111500,0.053900,,,6195.000000,,,,6721.000000,,6042748.000000,,0.288600,0.207500,1.649900,,1693.000000,,,167.000000,190.000000,,2517952.000000
