an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RF31010101,RF01010104,RF31010102,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RFU3001,RF35021001,POSTE_1443,POSTE_8978,POSTE_8958,POSTE_4669,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,POSTE_3171,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,RF35010601,PRC3101,PRC3103,PRC4300,PRC4302,PRC4301,PRC3200,PRC3202,PRC3201,PRC3203,PRC4400,POSTE_3163,PRC4402,PRC4401,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,POSTE_9615,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC4500,PRC4502,RF01010601,PRC4501,PRC0200,PRC3900,PRC4000,PRC4001,PRC4200,PRC4202,PRC4201,IND0201,IND0401,RF31010601,RF01010103
2023,2022,02028,Chandler,V,7423,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie-Îles-de-la-Madeleine,,,551994272.500000,,2744687.000000,,210164.000000,,955472.000000,,1229579.000000,,16215063.000000,,,17515218.000000,,,17515218.000000,2081765.000000,100050287.000000,19702408.000000,288052.000000,,12430059.000000,,,,,,,0.029000,,3325.000000,,,,,3775.000000,,,1843.000000,,,,1934.000000,8198236.000000,,,0.684400,0.455300,0.229100,0.079800,0.102600,0.133200,0.024000,0.476900,,0.008100,0.031700,,,3638.000000,,,,4131.000000,,11978715.000000,,0.162600,0.196900,1.546400,,1645.000000,,,157.000000,206.000000,,5453549.000000
2023,2022,02047,Port-Daniel-Gascons,M,2267,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie-Îles-de-la-Madeleine,,,374292119.775000,,596310.000000,,1945.000000,,62700.000000,,746096.000000,,5718926.000000,,,10022012.000000,,,10022012.000000,1369798.000000,40001417.000000,15107513.000000,1214555.000000,,5301243.000000,,,,,,,0.015300,,2409.000000,,,,,4072.000000,,,1688.000000,,,,2684.000000,3768717.000000,,,0.735500,0.619100,0.116400,0.012200,0.145600,0.106700,0.237000,0.629700,,0.027300,0.026800,,,4223.000000,,,,7138.000000,,5124359.000000,,0.244700,0.377700,0.673300,,660.000000,,,68.000000,109.000000,,3172407.000000
2023,2022,03005,Gaspé,V,15151,10 000 @ 24 999,AR030,La Côte-de-Gaspé,11,Gaspésie-Îles-de-la-Madeleine,,,1562608811.400000,,5144989.000000,,,,3646456.000000,,1862685.000000,,38213384.000000,,,56062536.000000,,,56062536.000000,7664859.000000,200294912.000000,63265950.000000,10619211.000000,,58477600.000000,,,,,,,0.024500,,3410.000000,,,,,4494.000000,,,2042.000000,,,,2416.000000,20539544.000000,,,0.578500,0.433600,0.144900,0.102700,0.052500,0.266300,0.299100,0.583100,,0.100800,0.035900,,,5002.000000,,,,6593.000000,,35503902.000000,,0.206300,0.315900,1.257300,,1852.000000,,,128.000000,175.000000,,15394555.000000
2023,2022,03010,Cloridorme,CT,614,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie-Îles-de-la-Madeleine,,,36487883.700000,,360933.000000,,25471.000000,,57435.000000,,444422.000000,,1728363.000000,,,2173763.000000,,,2173763.000000,1127788.000000,14723838.000000,2792820.000000,642034.000000,,1470507.000000,,,,,,,0.046700,,1821.000000,,,,,3718.000000,,,922.000000,,,,1663.000000,761793.000000,,,0.526900,0.277300,0.249700,0.039700,0.307400,0.125900,0.444100,0.640600,,0.001500,0.059600,,,2325.000000,,,,4746.000000,,1445718.000000,,0.493400,0.189700,2.112700,,1531.000000,,,202.000000,280.000000,,400860.000000
2023,2022,03015,Petite-Vallée,M,166,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie-Îles-de-la-Madeleine,,,13662674.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2023,2022,03020,Grande-Vallée,M,1068,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie-Îles-de-la-Madeleine,,,96623609.400000,,546107.000000,,17980.000000,,115794.000000,,384463.000000,,3016518.000000,,,3503222.000000,,,3503222.000000,1032139.000000,23553669.000000,8416200.000000,520373.000000,,2912798.000000,,,,,,,0.031000,,3217.000000,,,,,4217.000000,,,1534.000000,,,,1845.000000,1311598.000000,,,0.600300,0.350300,0.249900,0.053000,0.176000,0.170800,0.238200,0.583800,,0.044800,0.036300,,,3759.000000,,,,4927.000000,,2185010.000000,,0.357400,0.357300,1.415900,,1752.000000,,,135.000000,186.000000,,765491.000000
2023,2022,03025,Murdochville,V,621,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie-Îles-de-la-Madeleine,,,20882291.265000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2023,2022,04005,Sainte-Madeleine-de-la-Rivière-Madeleine,M,299,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie-Îles-de-la-Madeleine,,,29277300.000000,,163922.000000,,,,37338.000000,,143401.000000,,1150706.000000,,,256438.000000,,,256438.000000,324064.000000,6474821.000000,530830.000000,260263.000000,,1107672.000000,,,,,,,0.039300,,1685.000000,,,,,3269.000000,,,919.000000,,,,1381.000000,486101.000000,,,0.533300,0.353500,0.179800,0.041000,0.157300,0.268400,0.285600,0.568900,,0.024900,0.008800,,,375.000000,,,,729.000000,,911441.000000,,0.287200,0.082000,0.555800,,436.000000,,,53.000000,235.000000,,322179.000000
2023,2022,04010,Saint-Maxime-du-Mont-Louis,M,1113,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie-Îles-de-la-Madeleine,,,71856378.000000,,442191.000000,,123061.000000,,145491.000000,,463350.000000,,2490052.000000,,,2125268.000000,,,2125268.000000,517934.000000,22462286.000000,3015659.000000,549985.000000,,4491331.000000,,,,,,,0.032900,,2100.000000,,,,,3186.000000,,,1150.000000,,,,1463.000000,1086761.000000,,,0.485200,0.287800,0.197400,0.065000,0.206900,0.243000,0.245500,0.657000,,0.114700,0.029600,,,1886.000000,,,,2860.000000,,2240004.000000,,0.240300,0.134300,1.662500,,1351.000000,,,159.000000,197.000000,,644570.000000
2023,2022,04015,Mont-Saint-Pierre,VL,170,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie-Îles-de-la-Madeleine,,,15184200.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2023,2022,04020,Rivière-à-Claude,M,148,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie-Îles-de-la-Madeleine,,,10854200.000000,,31916.000000,,,,20578.000000,,90849.000000,,351319.000000,,,,,,,17.000000,1673221.000000,,221929.000000,,342144.000000,,,,,,,0.032400,,1264.000000,,,,,2474.000000,,,603.000000,,,,1036.000000,147109.000000,,,0.536400,0.420000,0.116400,0.075000,0.331200,0.057300,0.809200,0.615700,,0.035900,,,,,,,,,,274264.000000,,0.000100,,1.285700,,830.000000,,,123.000000,194.000000,,115193.000000
2023,2022,04025,Marsoui,VL,277,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie-Îles-de-la-Madeleine,,,15011676.540000,,132858.000000,,4145.000000,,74640.000000,,235436.000000,,818330.000000,,,590299.000000,,,590299.000000,93140.000000,4582900.000000,590299.000000,183781.000000,,878216.000000,,,,,,,0.054200,,2498.000000,,,,,3972.000000,,,1118.000000,,,,1588.000000,325462.000000,,,0.454200,0.268800,0.185400,0.104200,0.328500,0.113100,0.256500,0.494300,,0.060300,0.039300,,,1811.000000,,,,2880.000000,,716621.000000,,0.136900,0.128800,2.251800,,1369.000000,,,215.000000,325.000000,,192604.000000
2023,2022,04030,La Martre,M,218,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie-Îles-de-la-Madeleine,,,16301400.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2023,2022,04037,Sainte-Anne-des-Monts,V,6333,2 000 @ 9 999,AR040,La Haute-Gaspésie,11,Gaspésie-Îles-de-la-Madeleine,,,504010172.500000,,2557358.000000,,200560.000000,,949584.000000,,1527200.000000,,12410487.000000,,,1125006.000000,,,1125006.000000,680802.000000,60731463.000000,11068080.000000,2818544.000000,,18480948.000000,,,,,,,0.024200,,2978.000000,,,,,3176.000000,,,2211.000000,,,,2237.000000,8601303.000000,,,0.695900,0.489000,0.206900,0.076800,0.123600,0.103700,0.228000,0.534400,,0.035400,0.002200,,,274.000000,,,,293.000000,,12359330.000000,,0.062900,0.182200,1.735000,,1808.000000,,,176.000000,172.000000,,6043945.000000
2023,2022,04047,Cap-Chat,V,2388,2 000 @ 9 999,AR040,La Haute-Gaspésie,11,Gaspésie-Îles-de-la-Madeleine,,,172284179.455000,,787656.000000,,34875.000000,,203777.000000,,843333.000000,,4957677.000000,,,795761.000000,,,795761.000000,40899.000000,13250021.000000,2041084.000000,688487.000000,,5595744.000000,,,,,,,0.028600,,2288.000000,,,,,3002.000000,,,1470.000000,,,,1791.000000,2937889.000000,,,0.649300,0.475200,0.174100,0.045000,0.186400,0.119300,0.152200,0.465600,,0.032700,0.004600,,,370.000000,,,,485.000000,,4524976.000000,,0.009600,0.154000,1.763300,,1559.000000,,,179.000000,203.000000,,2150233.000000
2023,2022,05010,Shigawake,M,284,1 @ 1 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,20096237.210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2023,2022,05015,Saint-Godefroi,CT,334,1 @ 1 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,24176700.000000,,56711.000000,,,,2944.000000,,179345.000000,,610370.000000,,,206134.000000,,,206134.000000,2465.000000,5409569.000000,,260067.000000,,2697684.000000,,,,,,,0.025200,,1423.000000,,,,,2533.000000,,,720.000000,,,,1180.000000,284316.000000,,,0.516000,0.413100,0.102900,0.005300,0.325500,0.153100,0.472000,0.772100,,0.633800,0.008500,,,480.000000,,,,855.000000,,550971.000000,,0.004300,,1.166700,,1110.000000,,,111.000000,151.000000,,227605.000000
2023,2022,05020,Hope Town,M,392,1 @ 1 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,29930329.070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2023,2022,05025,Hope,CT,606,1 @ 1 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,41238916.000000,,102502.000000,,,,1388.000000,,239404.000000,,1103207.000000,,,641205.000000,,,641205.000000,76670.000000,2757873.000000,639040.000000,340140.000000,,1305040.000000,,,,,,,0.026800,,1603.000000,,,,,3313.000000,,,784.000000,,,,1507.000000,501730.000000,,,0.457700,0.364200,0.093500,0.001300,0.218400,0.322600,0.310300,0.523100,,0.053100,0.015500,,,932.000000,,,,1926.000000,,1096151.000000,,0.074000,0.231700,1.180400,,1327.000000,,,113.000000,160.000000,,399228.000000
2023,2022,05032,Paspébiac,V,3169,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,251956783.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2023,2022,05040,New Carlisle,M,1425,1 @ 1 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,113652758.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2023,2022,05045,Bonaventure,V,2745,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,284277841.120000,,619924.000000,,54086.000000,,303076.000000,,556209.000000,,7370667.000000,,,13287808.000000,,,13287808.000000,1236588.000000,46923465.000000,17177662.000000,287398.000000,,9447634.000000,,,,,,,0.025700,,2940.000000,,,,,4167.000000,,,1651.000000,,,,2206.000000,3874509.000000,,,0.638300,0.536200,0.102100,0.049900,0.091600,0.220100,0.047300,0.597200,,0.058200,0.046700,,,5339.000000,,,,7567.000000,,6070016.000000,,0.190700,0.366100,1.324200,,1799.000000,,,134.000000,182.000000,,3254585.000000
2023,2022,05050,Saint-Elzéar,M,467,1 @ 1 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,32706925.860000,,89479.000000,,,,37649.000000,,325943.000000,,1382625.000000,,,515321.000000,,,515321.000000,334401.000000,8406830.000000,3106560.000000,-9762.000000,,1333600.000000,,,,,,,0.042300,,1894.000000,,,,,4127.000000,,,950.000000,,,,1866.000000,624957.000000,,,0.492400,0.421900,0.070500,0.029700,0.256800,0.221100,-0.007700,0.649700,,0.020900,0.015800,,,706.000000,,,,1538.000000,,1269105.000000,,0.229300,0.369500,1.795900,,1395.000000,,,171.000000,253.000000,,535478.000000
2023,2022,05055,Saint-Siméon,P,1196,1 @ 1 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,102395205.000000,,329351.000000,,,,13675.000000,,303365.000000,,2121733.000000,,,1570936.000000,,,1570936.000000,147428.000000,7784552.000000,1689388.000000,457220.000000,,1985795.000000,,,,,,,0.020700,,1972.000000,,,,,2895.000000,,,1360.000000,,,,1881.000000,1379080.000000,,,0.708400,0.539200,0.169200,0.007000,0.155800,0.128800,0.234900,0.468000,,0.006900,0.015300,,,1460.000000,,,,2143.000000,,1946842.000000,,0.078100,0.217000,1.344800,,1820.000000,,,128.000000,124.000000,,1049729.000000
2023,2022,05060,Caplan,M,2011,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,187863901.500000,,580130.000000,,,,61227.000000,,445218.000000,,3805429.000000,,,2699592.000000,,,2699592.000000,1572939.000000,29259988.000000,7335276.000000,2186705.000000,,3817784.000000,,,,,,,0.020300,,2507.000000,,,,,3250.000000,,,1518.000000,,,,1870.000000,2189801.000000,,,0.603100,0.443300,0.159800,0.016900,0.122600,0.257400,0.602300,0.652900,,0.043500,0.014400,,,1778.000000,,,,2305.000000,,3630850.000000,,0.358700,0.250700,1.152500,,1656.000000,,,117.000000,144.000000,,1609671.000000
2023,2022,05065,Saint-Alphonse,M,730,1 @ 1 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,47115697.200000,,164053.000000,,2064739.000000,,18073.000000,,317251.000000,,3804503.000000,,,816217.000000,,,816217.000000,1076345.000000,18505898.000000,4821414.000000,2614153.000000,,3923236.000000,,,,,,,0.036900,,2320.000000,,,,,3981.000000,,,901.000000,,,,1458.000000,637249.000000,,,0.162400,0.120600,0.041800,0.004600,0.080900,0.752100,0.666300,0.608300,,0.017300,0.017300,,,1088.000000,,,,1868.000000,,3923236.000000,,0.519300,0.260500,1.384500,,1299.000000,,,132.000000,221.000000,,473196.000000
2023,2022,05070,New Richmond,V,3787,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,340491964.280000,,704860.000000,,80187.000000,,144853.000000,,955379.000000,,12797531.000000,,,25665587.000000,,,25665587.000000,2441822.000000,67679609.000000,23822532.000000,-162142.000000,,13869643.000000,,,,,,,0.037300,,4547.000000,,,,,5734.000000,,,2276.000000,,,,2642.000000,5860101.000000,,,0.550500,0.484300,0.066200,0.013600,0.089800,0.346100,-0.015200,0.565500,,0.047300,0.075400,,,9176.000000,,,,11572.000000,,10644367.000000,,0.211200,0.352000,1.528600,,1990.000000,,,155.000000,265.000000,,5155241.000000
2023,2022,05077,Cascapédia-Saint-Jules,M,768,1 @ 1 999,AR050,Bonaventure,11,Gaspésie-Îles-de-la-Madeleine,,,74402529.500000,,89944.000000,,,,9192.000000,,412734.000000,,1138809.000000,,,90900.000000,,,90900.000000,18295.000000,1991761.000000,90900.000000,213340.000000,,1278872.000000,,,,,,,0.015300,,1159.000000,,,,,2329.000000,,,537.000000,,,,1032.000000,504665.000000,,,0.460300,0.378200,0.082000,0.008400,0.376400,0.154900,0.194600,0.467300,,0.074800,0.001200,,,92.000000,,,,186.000000,,1096425.000000,,0.017100,0.045600,0.665700,,905.000000,,,64.000000,92.000000,,414721.000000
2023,2022,06005,Maria,M,2715,2 000 @ 9 999,AR060,Avignon,11,Gaspésie-Îles-de-la-Madeleine,,,284596279.360000,,931154.000000,,7200.000000,,590183.000000,,762137.000000,,5371548.000000,,,6249371.000000,,,6249371.000000,1090132.000000,33236348.000000,6987784.000000,1520164.000000,,5419179.000000,,,,,,,0.018800,,3022.000000,,,,,3694.000000,,,2025.000000,,,,2335.000000,3390602.000000,,,0.641300,0.465200,0.176100,0.111600,0.144100,0.102900,0.287500,0.469200,,0.018100,0.022000,,,3521.000000,,,,4304.000000,,5287120.000000,,0.229600,0.210200,1.306600,,2101.000000,,,132.000000,133.000000,,2459448.000000
2023,2022,06013,Carleton-sur-Mer,V,4141,2 000 @ 9 999,AR060,Avignon,11,Gaspésie-Îles-de-la-Madeleine,,,424980958.260000,,1844904.000000,,52335.000000,,361213.000000,,385095.000000,,10369814.000000,,,13182146.000000,,,13182146.000000,2515409.000000,34857959.000000,12517936.000000,578698.000000,,10508103.000000,,,,,,,0.024300,,3125.000000,,,,,3953.000000,,,2040.000000,,,,2326.000000,6071214.000000,,,0.599900,0.417600,0.182300,0.035700,0.038100,0.326300,0.057200,0.489300,,0.034000,0.031000,,,3992.000000,,,,5051.000000,,10119647.000000,,0.240600,0.359100,1.385800,,2003.000000,,,140.000000,172.000000,,4226310.000000
2023,2022,06020,Nouvelle,M,1703,1 @ 1 999,AR060,Avignon,11,Gaspésie-Îles-de-la-Madeleine,,,157330764.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2023,2022,06025,Escuminac,M,535,1 @ 1 999,AR060,Avignon,11,Gaspésie-Îles-de-la-Madeleine,,,57888262.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2023,2022,06030,Pointe-à-la-Croix,M,1355,1 @ 1 999,AR060,Avignon,11,Gaspésie-Îles-de-la-Madeleine,,,92500272.340000,,301476.000000,,82807.000000,,120304.000000,,453811.000000,,2793559.000000,,,554900.000000,,,554900.000000,258896.000000,10859697.000000,1501977.000000,681511.000000,,2890566.000000,,,,,,,0.029300,,2492.000000,,,,,3137.000000,,,1401.000000,,,,1501.000000,1296905.000000,,,0.554600,0.425700,0.128900,0.051400,0.194100,0.199900,0.291400,0.472000,,0.031400,0.006000,,,510.000000,,,,642.000000,,2338368.000000,,0.102300,0.138300,1.383100,,1243.000000,,,132.000000,175.000000,,995429.000000
