an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,RFU3001,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,IND0102,RFU3002,RFU3003,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500
2021,2021,AG010,Îles-de-la-Madeleine,AG,12790,10 000 @ 24 999,,,11,Gaspésie--Îles-de-la-Madeleine,,,,16248624.000000,,50914146.000000,,0.802000,,0.138000,,0.014500,,1223368953.120000,0.045500,,,,111428.000000,,,10979.000000,,1120073250.000000,,898346865.000000,,154563615.000000,
2021,2021,AG230,Québec,AG,586278,100 000 et plus,,,03,Capitale-Nationale,,,,273568680.000000,,1205286357.000000,,0.788100,,0.192300,,0.003600,,82330363661.028800,0.015900,,,,445441.000000,,,184829.000000,,75708303176.240000,,59668509424.000000,,14560938715.240000,
2021,2021,AG410,Cookshire-Eaton,AG,6194,2 000 @ 9 999,,,05,Estrie,,,,186904242.000000,,5657830.000000,,0.487600,,0.246400,,0.258100,,731689271.000000,0.007800,,,,206867.000000,,,3537.000000,,724050820.000000,,353075198.000000,,178413550.000000,
2021,2021,AG582,Longueuil,AG,434711,100 000 et plus,,,16,Montérégie,,,,122826440.000000,,817677878.000000,,0.830000,,0.155400,,0.001900,,66294918511.275000,0.012700,,,,473400.000000,,,140040.000000,,64471700505.000000,,53510818933.000000,,10020377254.000000,
2021,2021,AG660,Montréal,AG,2074068,100 000 et plus,,,06,Montréal,,,,29930478.000000,,3288691395.120000,,0.804500,,0.186200,,0.000100,,381355915511.635000,0.009200,,,,786697.000000,,,484756.000000,,357533003276.600000,,287649282011.860000,,66565099391.620000,
2021,2021,AG770,Sainte-Marguerite--Estérel,AG,3443,2 000 @ 9 999,,,15,Laurentides,,,,735315.000000,,93719526.000000,,0.821200,,0.089800,,0.000700,,1062890944.800000,0.088300,,,,188925.000000,,,5626.000000,,1061193603.000000,,871431726.000000,,95307036.000000,
2021,2021,AG780,Sainte-Agathe-des-Monts,AG,11404,10 000 @ 24 999,,,15,Laurentides,,,,682272.000000,,119030096.000000,,0.797300,,0.141400,,0.000300,,2031457514.985000,0.060900,,,,224148.000000,,,9063.000000,,1953330419.000000,,1557382866.000000,,276235185.000000,
2021,2021,AG781,Mont-Tremblant,AG,10557,10 000 @ 24 999,,,15,Laurentides,,,,23124990.000000,,464127825.000000,,0.623900,,0.271000,,0.005000,,4672243099.125000,0.100100,,,,361098.000000,,,12939.000000,,4637802855.000000,,2893620765.000000,,1256929275.000000,
2021,2021,AG790,Mont-Laurier,AG,15021,10 000 @ 24 999,,,15,Laurentides,,,,40794418.000000,,76307704.000000,,0.700800,,0.223300,,0.026500,,1661392858.180000,0.049500,,,,205415.000000,,,8088.000000,,1541694846.000000,,1080349350.000000,,344243374.000000,
2021,2021,AG791,Rivière-Rouge,AG,5578,2 000 @ 9 999,,,15,Laurentides,,,,9270589.000000,,67100589.000000,,0.840200,,0.062000,,0.011900,,855022595.050000,0.086000,,,,156770.000000,,,5454.000000,,780342483.000000,,655623356.000000,,48347949.000000,
2021,2021,AG900,La Tuque,AG,11704,10 000 @ 24 999,,,04,Mauricie,,,,7144688.000000,,28112583.000000,,0.754100,,0.216200,,0.006000,,1266753759.000000,0.023600,,,,104217.000000,,,12155.000000,,1188821624.000000,,896540703.000000,,257023650.000000,
2021,2021,01023,Les Îles-de-la-Madeleine,M,12320,10 000 @ 24 999,AR011,Hors MRC - Les Îles de la Madeleine,11,Gaspésie--Îles-de-la-Madeleine,,,1183714821.390000,,49683156.000000,,0.807500,,0.131600,,0.015000,,0.045900,,,156268.000000,135512.000000,113372.000000,,38.000000,10441.000000,,1082921328.000000,,874511391.000000,,142478157.000000,,16248624.000000
2021,2021,01042,Grosse-Île,M,470,1 @ 1 999,AR011,Hors MRC - Les Îles de la Madeleine,11,Gaspésie--Îles-de-la-Madeleine,,,39654131.730000,,1230990.000000,,0.641600,,0.325300,,,,0.033100,,,104650.000000,98070.000000,73707.000000,,53.000000,538.000000,,37151922.000000,,23835474.000000,,12085458.000000,,
2021,2021,02005,Percé,V,3038,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie--Îles-de-la-Madeleine,,,277231621.800000,,16610760.000000,,0.771800,,0.148000,,0.016100,,0.064200,,,114168.000000,103218.000000,82780.000000,,38.000000,3349.000000,,258886440.000000,,199801320.000000,,38304720.000000,,4169640.000000
2021,2021,02010,Sainte-Thérèse-de-Gaspé,M,1015,1 @ 1 999,AR020,Le Rocher-Percé,11,Gaspésie--Îles-de-la-Madeleine,,,59812494.500000,,1591000.000000,,0.804600,,0.162600,,0.005700,,0.027100,,,107360.000000,93616.000000,86811.000000,,62.000000,689.000000,,58808200.000000,,47320000.000000,,9561000.000000,,336200.000000
2021,2021,02015,Grande-Rivière,V,3423,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie--Îles-de-la-Madeleine,,,230236929.145000,,4665200.000000,,0.846400,,0.128300,,0.002400,,0.022900,,,126406.000000,98545.000000,115465.000000,,53.000000,1994.000000,,203309307.000000,,172075902.000000,,26075743.000000,,492462.000000
2021,2021,02028,Chandler,V,7350,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie--Îles-de-la-Madeleine,,,541904608.190000,,13382148.000000,,0.820500,,0.150000,,0.002200,,0.027300,,,132284.000000,105219.000000,120450.000000,,55.000000,4499.000000,,490309577.000000,,402294039.000000,,73535106.000000,,1098284.000000
2021,2021,02047,Port-Daniel--Gascons,M,2237,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie--Îles-de-la-Madeleine,,,329117786.680000,,8716486.000000,,0.348000,,0.615800,,0.009500,,0.026700,,,99883.000000,89534.000000,145434.000000,,66.000000,2263.000000,,326120342.000000,,113477346.000000,,200817424.000000,,3109086.000000
2021,2021,03005,Gaspé,V,15182,10 000 @ 24 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,1473651807.000000,,65794800.000000,,0.807700,,0.138000,,0.004000,,0.050200,,,172719.000000,139691.000000,144419.000000,,48.000000,10204.000000,,1310351050.000000,,1058366800.000000,,180882550.000000,,5306900.000000
2021,2021,03010,Cloridorme,CT,611,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,35294425.650000,,1744776.000000,,0.854500,,0.091600,,0.002700,,0.051300,,,74180.000000,70054.000000,41818.000000,,30.000000,844.000000,,34010955.000000,,29061747.000000,,3113847.000000,,90585.000000
2021,2021,03015,Petite-Vallée,M,168,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,12275235.000000,,974505.000000,,0.827700,,0.073200,,0.019500,,0.079600,,,95640.000000,80182.000000,43840.000000,,31.000000,280.000000,,12246990.000000,,10137330.000000,,896910.000000,,238245.000000
2021,2021,03020,Grande-Vallée,M,1051,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,94512718.160000,,2934960.000000,,0.862200,,0.102200,,0.002100,,0.033500,,,142186.000000,119016.000000,110412.000000,,79.000000,856.000000,,87531136.000000,,75468176.000000,,8946560.000000,,181440.000000
2021,2021,03025,Murdochville,V,607,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,19690234.475000,,278512.000000,,0.776000,,0.209200,,,,0.014700,,,37157.000000,29304.000000,40767.000000,,29.000000,483.000000,,18883814.000000,,14654737.000000,,3950565.000000,,
2021,2021,04005,Sainte-Madeleine-de-la-Rivière-Madeleine,M,274,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,30729251.000000,,2293725.000000,,0.828600,,0.085600,,0.010800,,0.075000,,,83186.000000,84231.000000,57118.000000,,41.000000,538.000000,,30569791.000000,,25329269.000000,,2615620.000000,,331177.000000
2021,2021,04010,Saint-Maxime-du-Mont-Louis,M,1084,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,71969505.275000,,3430220.000000,,0.839000,,0.099400,,0.008900,,0.052700,,,95979.000000,82614.000000,75440.000000,,54.000000,954.000000,,65114840.000000,,54632130.000000,,6474960.000000,,577530.000000
2021,2021,04015,Mont-Saint-Pierre,VL,159,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,13559240.000000,,691824.000000,,0.771600,,0.166300,,0.010900,,0.051200,,,78618.000000,70575.000000,50219.000000,,36.000000,270.000000,,13511680.000000,,10425616.000000,,2246456.000000,,147784.000000
2021,2021,04020,Rivière-à-Claude,M,128,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,9889600.000000,,1158000.000000,,0.841500,,0.031000,,0.010400,,0.117100,,,69941.000000,63775.000000,40366.000000,,29.000000,245.000000,,9889600.000000,,8322100.000000,,306200.000000,,103300.000000
2021,2021,04025,Marsoui,VL,272,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,13904806.410000,,756657.000000,,0.810500,,0.127300,,0.004200,,0.058000,,,63100.000000,55985.000000,47295.000000,,34.000000,294.000000,,13036815.000000,,10566864.000000,,1659042.000000,,54252.000000
2021,2021,04030,La Martre,M,210,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,15361605.000000,,1492995.000000,,0.846100,,0.032100,,0.024400,,0.097400,,,83056.000000,66614.000000,46550.000000,,33.000000,330.000000,,15321705.000000,,12963615.000000,,491925.000000,,373170.000000
2021,2021,04037,Sainte-Anne-des-Monts,V,6309,2 000 @ 9 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,450896957.770000,,9772756.000000,,0.823900,,0.146500,,0.005400,,0.024200,,,122921.000000,95321.000000,115231.000000,,52.000000,3913.000000,,403449732.000000,,332385718.000000,,59099390.000000,,2191868.000000
2021,2021,04047,Cap-Chat,V,2341,2 000 @ 9 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,163352539.680000,,2929632.000000,,0.799600,,0.141600,,0.039800,,0.019000,,,97976.000000,83810.000000,79684.000000,,36.000000,2050.000000,,153981984.000000,,123126528.000000,,21797280.000000,,6128544.000000
2021,2021,05010,Shigawake,M,271,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,18803639.700000,,2369088.000000,,0.728000,,0.035500,,0.110000,,0.126500,,,83893.000000,80077.000000,41509.000000,,30.000000,453.000000,,18732168.000000,,13637808.000000,,665604.000000,,2059668.000000
2021,2021,05015,Saint-Godefroi,CT,334,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,24159800.000000,,2046200.000000,,0.810800,,0.066300,,0.038100,,0.084900,,,108324.000000,95035.000000,61010.000000,,44.000000,396.000000,,24103500.000000,,19542800.000000,,1597200.000000,,917300.000000
2021,2021,05020,Hope Town,M,389,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,27462598.310000,,4015746.000000,,0.769000,,0.047600,,0.037200,,0.146200,,,123274.000000,107925.000000,53325.000000,,38.000000,515.000000,,27460286.000000,,21117236.000000,,1306340.000000,,1020964.000000
2021,2021,05025,Hope,CT,589,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,41124216.000000,,4632900.000000,,0.844700,,0.022700,,0.020000,,0.112700,,,119210.000000,110680.000000,64257.000000,,46.000000,640.000000,,41122500.000000,,34737300.000000,,931900.000000,,820400.000000
2021,2021,05032,Paspébiac,V,3120,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,243419936.885000,,9271901.000000,,0.836500,,0.113200,,0.009500,,0.040700,,,138092.000000,116456.000000,104562.000000,,48.000000,2328.000000,,227849748.100000,,190603160.000000,,25800157.100000,,2174530.000000
2021,2021,05040,New Carlisle,M,1404,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,110303229.680000,,6620978.000000,,0.869300,,0.050000,,0.005100,,0.075600,,,129983.000000,107675.000000,82686.000000,,59.000000,1334.000000,,87631012.000000,,76181182.000000,,4380306.000000,,448546.000000
2021,2021,05045,Bonaventure,V,2710,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,271145262.960000,,11277189.000000,,0.785100,,0.134800,,0.035200,,0.044900,,,169013.000000,129378.000000,114892.000000,,52.000000,2360.000000,,251240655.600000,,197242452.000000,,33869127.600000,,8851887.000000
2021,2021,05050,Saint-Elzéar,M,449,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,31934326.680000,,5155164.000000,,0.752000,,0.060200,,0.022200,,0.165600,,,92748.000000,75643.000000,48606.000000,,35.000000,657.000000,,31132836.000000,,23412240.000000,,1874232.000000,,691200.000000
2021,2021,05055,Saint-Siméon,P,1196,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,92590797.600000,,3965115.000000,,0.874200,,0.052500,,0.030000,,0.043200,,,153671.000000,121674.000000,91043.000000,,65.000000,1017.000000,,91697760.000000,,80160885.000000,,4818345.000000,,2753415.000000
2021,2021,05060,Caplan,M,2015,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,169484653.800000,,7802340.000000,,0.834800,,0.081200,,0.036900,,0.047100,,,162241.000000,128446.000000,116886.000000,,53.000000,1450.000000,,165674145.000000,,138302640.000000,,13454175.000000,,6114990.000000
2021,2021,05065,Saint-Alphonse,M,702,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,45180603.690000,,4396302.000000,,0.779700,,0.069800,,0.051500,,0.099000,,,107308.000000,90010.000000,63814.000000,,46.000000,708.000000,,44418960.000000,,34634610.000000,,3100086.000000,,2287962.000000
2021,2021,05070,New Richmond,V,3767,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,325398268.000000,,12122600.000000,,0.738900,,0.199500,,0.023400,,0.038100,,,161048.000000,124341.000000,125782.000000,,57.000000,2587.000000,,317963800.000000,,234946600.000000,,63441900.000000,,7452700.000000
2021,2021,05077,Cascapédia--Saint-Jules,M,746,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,63248743.500000,,6166400.000000,,0.828100,,0.056100,,0.017800,,0.097900,,,133328.000000,118279.000000,67358.000000,,48.000000,939.000000,,62965400.000000,,52142500.000000,,3534600.000000,,1121900.000000
2021,2021,06005,Maria,M,2653,2 000 @ 9 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,273773713.200000,,10281752.000000,,0.861500,,0.078000,,0.017000,,0.043500,,,193742.000000,155639.000000,162573.000000,,74.000000,1684.000000,,236238496.000000,,203526232.000000,,18417672.000000,,4012840.000000
2021,2021,06013,Carleton-sur-Mer,V,4043,2 000 @ 9 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,413254537.740000,,14767632.000000,,0.816600,,0.131400,,0.014300,,0.037700,,,181866.000000,140757.000000,137935.000000,,63.000000,2996.000000,,392132624.400000,,320224212.000000,,51517877.400000,,5622903.000000
2021,2021,06020,Nouvelle,M,1686,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,149187555.920000,,9626344.000000,,0.797500,,0.109700,,0.025600,,0.067200,,,138877.000000,114608.000000,90802.000000,,65.000000,1643.000000,,143150155.200000,,114160800.000000,,15697739.200000,,3665272.000000
2021,2021,06025,Escuminac,M,521,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,49293905.265000,,6481827.000000,,0.802900,,0.041700,,0.020800,,0.134600,,,123829.000000,108098.000000,71962.000000,,52.000000,685.000000,,48153402.000000,,38664648.000000,,2006928.000000,,999999.000000
2021,2021,06030,Pointe-à-la-Croix,M,1371,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,93537269.100000,,6183441.000000,,0.773300,,0.155500,,0.001600,,0.069600,,,121516.000000,89892.000000,92795.000000,,67.000000,1008.000000,,88834284.000000,,68693130.000000,,13815252.000000,,142461.000000
