an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,RFU3001,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,IND0102,RFU3002,RFU3003,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500
2021,2021,06035,Ristigouche-Partie-Sud-Est,CT,161,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,14533155.000000,,1838760.000000,,0.813400,,0.034100,,0.025900,,0.126500,,,118969.000000,99077.000000,61581.000000,,44.000000,236.000000,,14533155.000000,,11821950.000000,,496125.000000,,376320.000000
2021,2021,06040,Saint-André-de-Restigouche,M,159,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,12574562.550000,,1959828.000000,,0.587100,,0.084300,,0.172700,,0.155900,,,68290.000000,62630.000000,43064.000000,,31.000000,292.000000,,12572010.000000,,7380618.000000,,1060392.000000,,2171172.000000
2021,2021,06045,Matapédia,M,608,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,55848762.840000,,4155944.000000,,0.763400,,0.088000,,0.046800,,0.101800,,,100611.000000,83136.000000,111921.000000,,80.000000,499.000000,,40835953.600000,,31175768.000000,,3592617.600000,,1911624.000000
2021,2021,06050,Saint-Alexis-de-Matapédia,M,490,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,29535480.720000,,2685210.000000,,0.762200,,0.038000,,0.107000,,0.092700,,,80709.000000,70526.000000,56581.000000,,41.000000,522.000000,,28961540.000000,,22074651.000000,,1101791.000000,,3099888.000000
2021,2021,06055,Saint-François-d'Assise,M,636,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,35521990.620000,,4725048.000000,,0.796100,,0.037900,,0.029500,,0.136500,,,80548.000000,70762.000000,55417.000000,,40.000000,641.000000,,34620636.000000,,27562032.000000,,1310904.000000,,1022652.000000
2021,2021,06060,L'Ascension-de-Patapédia,M,155,1 @ 1 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,13571360.000000,,1985060.000000,,0.480100,,0.191400,,0.181700,,0.146900,,,57727.000000,56157.000000,54285.000000,,39.000000,250.000000,,13515480.000000,,6488900.000000,,2586320.000000,,2455200.000000
2021,2021,07005,Sainte-Marguerite-Marie,M,176,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,11430131.040000,,48480.000000,,0.428800,,0.567000,,,,0.004200,,,56601.000000,52170.000000,47428.000000,,34.000000,241.000000,,11429376.000000,,4900992.000000,,6479904.000000,,
2021,2021,07010,Sainte-Florence,M,371,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,21218076.000000,,152361.000000,,0.519000,,0.386600,,0.087200,,0.007200,,,67664.000000,54461.000000,58776.000000,,42.000000,361.000000,,21192534.000000,,10999593.000000,,8193042.000000,,1847538.000000
2021,2021,07018,Causapscal,V,2269,2 000 @ 9 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,141242484.320000,,1393056.000000,,0.685600,,0.228100,,0.075800,,0.010500,,,102631.000000,83126.000000,104238.000000,,47.000000,1355.000000,,132905931.200000,,91119728.000000,,30319867.200000,,10073280.000000
2021,2021,07025,Albertville,M,217,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,22907987.970000,,252414.000000,,0.350600,,0.504600,,0.133700,,0.011100,,,69675.000000,60586.000000,61251.000000,,44.000000,374.000000,,22696281.000000,,7956924.000000,,11451537.000000,,3035406.000000
2021,2021,07030,Saint-Léon-le-Grand,P,956,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,70770977.000000,,734390.000000,,0.567300,,0.230900,,0.191300,,0.010500,,,103884.000000,96569.000000,98980.000000,,71.000000,715.000000,,69741060.000000,,39564025.000000,,16101610.000000,,13341035.000000
2021,2021,07035,Saint-Zénon-du-Lac-Humqui,P,348,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,40064620.000000,,598345.000000,,0.487800,,0.406000,,0.091200,,0.014900,,,93010.000000,80813.000000,73378.000000,,53.000000,546.000000,,40028970.000000,,19526310.000000,,16252145.000000,,3652170.000000
2021,2021,07040,Sainte-Irène,P,323,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,52052331.550000,,821330.000000,,0.581400,,0.248400,,0.154400,,0.015800,,,138128.000000,115349.000000,96393.000000,,69.000000,540.000000,,51858445.000000,,30148400.000000,,12880805.000000,,8007910.000000
2021,2021,07047,Amqui,V,6119,2 000 @ 9 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,553759100.370000,,5879008.000000,,0.761300,,0.172900,,0.054500,,0.011300,,,167164.000000,124174.000000,192612.000000,,88.000000,2875.000000,,520600561.000000,,396355108.000000,,89988071.000000,,28378374.000000
2021,2021,07057,Lac-au-Saumon,M,1400,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,88887416.520000,,1006050.000000,,0.689200,,0.168200,,0.129900,,0.012700,,,113275.000000,95730.000000,109602.000000,,79.000000,811.000000,,79443750.000000,,54752490.000000,,13364562.000000,,10320648.000000
2021,2021,07065,Saint-Alexandre-des-Lacs,P,279,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,22329188.000000,,344752.000000,,0.527500,,0.387800,,0.069200,,0.015400,,,107940.000000,90288.000000,70439.000000,,50.000000,317.000000,,22329188.000000,,11779568.000000,,8658936.000000,,1545932.000000
2021,2021,07070,Saint-Tharcisius,P,426,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,27403558.000000,,61100.000000,,0.399700,,0.316500,,0.281600,,0.002300,,,81218.000000,77299.000000,93209.000000,,67.000000,294.000000,,26937600.000000,,10766400.000000,,8524900.000000,,7585200.000000
2021,2021,07075,Saint-Vianney,M,453,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,32095265.910000,,172811.000000,,0.454000,,0.482600,,0.058000,,0.005500,,,87601.000000,72813.000000,69621.000000,,50.000000,461.000000,,31581084.000000,,14337253.000000,,15240496.000000,,1830524.000000
2021,2021,07080,Val-Brillant,M,916,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,91398867.650000,,2389500.000000,,0.710900,,0.080300,,0.182400,,0.026500,,,150737.000000,126088.000000,123013.000000,,88.000000,743.000000,,90197430.000000,,64120610.000000,,7239418.000000,,16447902.000000
2021,2021,07085,Sayabec,M,1747,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,151353569.520000,,1995084.000000,,0.521100,,0.404400,,0.060900,,0.013600,,,114277.000000,91918.000000,140533.000000,,101.000000,1077.000000,,146535480.000000,,76354596.000000,,59260032.000000,,8925768.000000
2021,2021,07090,Saint-Cléophas,P,331,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,22845756.000000,,98328.000000,,0.334100,,0.546600,,0.115000,,0.004300,,,71008.000000,72521.000000,70079.000000,,50.000000,326.000000,,22845756.000000,,7633170.000000,,12486432.000000,,2627826.000000
2021,2021,07095,Saint-Moïse,P,551,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,44982800.650000,,1048194.000000,,0.468400,,0.393200,,0.114700,,0.023600,,,91327.000000,85143.000000,77691.000000,,56.000000,579.000000,,44342866.000000,,20772130.000000,,17435680.000000,,5086862.000000
2021,2021,07100,Saint-Noël,VL,405,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,19991825.500000,,182100.000000,,0.543700,,0.245300,,0.201700,,0.009300,,,62549.000000,58128.000000,64282.000000,,46.000000,311.000000,,19536500.000000,,10621600.000000,,4792400.000000,,3940400.000000
2021,2021,07105,Saint-Damase,P,355,1 @ 1 999,AR070,La Matapédia,01,Bas-Saint-Laurent,,,33083445.720000,,393432.000000,,0.404300,,0.325300,,0.258400,,0.012000,,,89325.000000,80457.000000,82093.000000,,59.000000,403.000000,,32720792.000000,,13229320.000000,,10643776.000000,,8454264.000000
2021,2021,08005,Les Méchins,M,952,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,79790248.000000,,1106200.000000,,0.697000,,0.281300,,0.007600,,0.014100,,,93432.000000,72518.000000,75991.000000,,54.000000,1050.000000,,78475200.000000,,54695000.000000,,22077400.000000,,596600.000000
2021,2021,08010,Saint-Jean-de-Cherbourg,P,167,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,10251258.000000,,199900.000000,,0.746100,,0.192800,,0.041400,,0.019700,,,59815.000000,57693.000000,47903.000000,,34.000000,214.000000,,10164600.000000,,7584000.000000,,1959700.000000,,421000.000000
2021,2021,08015,Grosses-Roches,M,380,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,30445618.075000,,4174693.000000,,0.818800,,0.031300,,0.010900,,0.139000,,,89326.000000,85626.000000,67209.000000,,48.000000,453.000000,,30030783.000000,,24588572.000000,,938845.000000,,328673.000000
2021,2021,08023,Sainte-Félicité,M,1098,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,70123655.500000,,433600.000000,,0.833000,,0.051000,,0.109700,,0.006300,,,110494.000000,91340.000000,84182.000000,,60.000000,833.000000,,69048100.000000,,57517900.000000,,3520900.000000,,7575700.000000
2021,2021,08030,Saint-Adelme,P,497,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,38055944.000000,,656300.000000,,0.779100,,0.061000,,0.142400,,0.017500,,,112912.000000,96800.000000,80970.000000,,58.000000,470.000000,,37482800.000000,,29203900.000000,,2285300.000000,,5337300.000000
2021,2021,08035,Saint-René-de-Matane,M,936,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,68399589.930000,,3251862.000000,,0.880200,,0.038500,,0.032600,,0.048700,,,105347.000000,90653.000000,77904.000000,,56.000000,878.000000,,66752880.000000,,58753122.000000,,2569074.000000,,2178822.000000
2021,2021,08040,Sainte-Paule,M,239,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,34990955.000000,,1320500.000000,,0.899700,,0.033400,,0.029000,,0.038000,,,152790.000000,140351.000000,105713.000000,,76.000000,331.000000,,34792900.000000,,31301800.000000,,1161500.000000,,1009100.000000
2021,2021,08053,Matane,V,14178,10 000 @ 24 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,1249604688.915000,,12712887.000000,,0.723400,,0.242000,,0.023400,,0.011200,,,148824.000000,108708.000000,193707.000000,,65.000000,6451.000000,,1138766508.000000,,823779099.000000,,275576400.000000,,26698122.000000
2021,2021,08065,Saint-Léandre,P,351,1 @ 1 999,AR080,La Matanie,01,Bas-Saint-Laurent,,,33422392.530000,,1058658.000000,,0.683600,,0.023400,,0.261000,,0.032000,,,109043.000000,94330.000000,87265.000000,,63.000000,383.000000,,33078090.000000,,22613502.000000,,773568.000000,,8632362.000000
