cod_pr,an_profil,an_donnee,PRC0350,PRC3150,PRC3250,PRC2750,PRC3550,PRC3650,PRC2850,PRC2950,PRC3750,PRC2550,PRC2150,PRC3850,PRC0150,PRC3050,PRC0250,PRC3950
PROV,2016,2015,0.0186,5247,3722,0.6517,0.5604,0.0913,0.0411,0.0666,0.2407,0.1492,0.613,0.056,0.0206,5800,0.1851,0.3792
