an_profil,an_donnee,cod_ra,desc_ra,PRC0370,PRC2970,PRC3770,PRC2570,PRC2170,PRC3870,PRC0170,PRC3070,PRC4570,PRC0270,PRC3970,PRC3170,PRC4070,PRC4270,PRC4370,PRC3270,PRC4470,PRC2770,PRC3570,PRC3670,PRC2870
2021,2020,RAD01,Bas-Saint-Laurent,0.021000,0.148000,0.162000,0.285400,0.590700,0.057500,0.022200,3425.000000,3519.000000,0.168500,0.216400,3244.000000,1.419800,1791.000000,3333.000000,2362.000000,2309.000000,0.638700,0.489500,0.149100,0.051300
2021,2020,RAD02,Saguenay--Lac-Saint-Jean,0.023100,0.089600,0.194400,0.120800,0.582500,0.045600,0.027200,5525.000000,4991.000000,0.195500,0.312600,4705.000000,1.380200,1920.000000,4250.000000,3340.000000,2850.000000,0.645000,0.529700,0.115300,0.071100
2021,2020,RAD03,Capitale-Nationale,0.018600,0.111700,0.148600,0.212200,0.625400,0.055300,0.022200,7785.000000,5598.000000,0.211400,0.279700,6536.000000,1.135500,2333.000000,4699.000000,5084.000000,3560.000000,0.677100,0.575500,0.101600,0.062600
2021,2020,RAD04,Mauricie,0.022400,0.128700,0.130800,0.181900,0.594500,0.044000,0.030500,5377.000000,4704.000000,0.203400,0.318100,3946.000000,1.501600,1820.000000,3452.000000,2976.000000,2475.000000,0.694200,0.560600,0.133600,0.046300
2021,2020,RAD05,Estrie,0.021300,0.092600,0.368300,0.169700,0.596800,0.051500,0.020600,5155.000000,4568.000000,0.150000,0.288500,5348.000000,1.071400,1902.000000,4739.000000,2992.000000,2554.000000,0.507300,0.413600,0.093700,0.031700
2021,2020,RAD06,Montrï¿½al,0.019900,0.109100,0.345200,0.134100,0.642900,0.082200,0.026600,19346.000000,8886.000000,0.224600,0.444900,14470.000000,0.895300,2295.000000,6646.000000,9177.000000,4123.000000,0.508100,0.491900,0.016200,0.037600
2021,2020,RAD07,Outaouais,0.017600,0.130100,0.137800,0.291300,0.607300,0.058000,0.014900,3996.000000,3799.000000,0.157600,0.266200,4705.000000,1.136400,2357.000000,4473.000000,3399.000000,3106.000000,0.655600,0.597400,0.058300,0.076500
2021,2020,RAD08,Abitibi-Tï¿½miscamingue,0.020300,0.139700,0.152400,0.210400,0.552100,0.052400,0.024300,4098.000000,4414.000000,0.181100,0.316600,3417.000000,1.233400,1841.000000,3681.000000,2556.000000,2473.000000,0.657200,0.513500,0.143700,0.050700
2021,2020,RAD09,Cï¿½te-Nord,0.030100,0.094700,0.239800,0.252200,0.550700,0.040900,0.034500,6174.000000,5707.000000,0.183600,0.301100,5389.000000,1.580400,1902.000000,4981.000000,4191.000000,3432.000000,0.601500,0.524800,0.076700,0.064100
2021,2020,RAD10,Nord-du-Quï¿½bec,0.036900,0.175100,0.219000,0.643600,0.453300,0.015000,0.022500,3455.000000,3097.000000,0.146500,0.228300,5677.000000,1.811000,2140.000000,5089.000000,3528.000000,2697.000000,0.546200,0.435400,0.110800,0.059600
2021,2020,RAD11,Gaspï¿½sie--ï¿½les-de-la-Madeleine,0.025700,0.183200,0.176200,0.254200,0.570700,0.053400,0.032200,3140.000000,4350.000000,0.216800,0.276000,2511.000000,1.453900,1629.000000,3478.000000,1574.000000,2017.000000,0.587100,0.433800,0.153300,0.053600
2021,2020,RAD12,Chaudiï¿½re-Appalaches,0.016300,0.115700,0.123400,0.262100,0.594800,0.048000,0.021300,4497.000000,4591.000000,0.216600,0.289900,3437.000000,1.151700,1960.000000,3508.000000,2821.000000,2748.000000,0.733500,0.593500,0.140000,0.027400
2021,2020,RAD13,Laval,0.016300,0.065300,0.282700,0.179100,0.608700,0.057200,0.012700,5081.000000,4107.000000,0.147500,0.216100,6519.000000,0.971000,2641.000000,5268.000000,5435.000000,4013.000000,0.634700,0.543300,0.091400,0.017300
2021,2020,RAD14,Lanaudiï¿½re,0.014900,0.074700,0.169100,0.208600,0.599400,0.045200,0.023800,5719.000000,5937.000000,0.211800,0.375200,3570.000000,1.069200,2276.000000,3705.000000,2962.000000,2909.000000,0.734900,0.575300,0.159700,0.021300
2021,2020,RAD15,Laurentides,0.013600,0.083700,0.178300,0.238200,0.568800,0.049000,0.018200,4531.000000,4811.000000,0.168300,0.332700,3400.000000,0.939500,2186.000000,3610.000000,2851.000000,2854.000000,0.713700,0.575000,0.138700,0.024200
2021,2020,RAD16,Montï¿½rï¿½gie,0.013600,0.076800,0.240800,0.262400,0.611400,0.048500,0.017600,5978.000000,5167.000000,0.161200,0.293500,4596.000000,0.918000,2222.000000,3972.000000,3839.000000,3135.000000,0.662100,0.543400,0.118700,0.020300
2021,2020,RAD17,Centre-du-Quï¿½bec,0.015500,0.109300,0.120600,0.280100,0.600100,0.056400,0.017300,3947.000000,3656.000000,0.173300,0.256900,3544.000000,1.114700,1626.000000,3283.000000,2940.000000,2626.000000,0.742200,0.591100,0.151100,0.027900
