an_profil,an_donnee,cod_mrc,nom_mrc,PRC1420,PRC1520,PRC1620,PRC2220,PRC2320,PRC2020,PFRAT0121
2020,2020,AR310,Les Appalaches,0.690900,0.153500,0.136200,0.019400,144080.000000,121622.000000,162151.000000
2020,2020,AR320,L'Erable,0.579900,0.151900,0.232600,0.035500,158271.000000,128190.000000,200055.000000
2020,2020,AR330,Lotbiniere,0.638100,0.100300,0.223200,0.038300,196742.000000,169906.000000,204774.000000
2020,2020,AR340,Portneuf,0.781700,0.104200,0.068700,0.045400,202608.000000,175982.000000,191045.000000
2020,2020,AR350,Mekinac,0.730800,0.106400,0.087200,0.075500,139261.000000,128881.000000,135450.000000
2020,2020,AR361,Hors MRC - Shawinigan,0.805700,0.156600,0.009700,0.027900,149886.000000,100793.000000,176343.000000
2020,2020,AR371,Hors MRC - Trois-Rivieres,0.782700,0.191200,0.005200,0.020900,185705.000000,125237.000000,252726.000000
2020,2020,AR372,Les Chenaux,0.687800,0.066800,0.208100,0.037300,163696.000000,142996.000000,144425.000000
2020,2020,AR380,Becancour,0.506500,0.253200,0.205900,0.034400,156798.000000,132037.000000,197809.000000
2020,2020,AR390,Arthabaska,0.670600,0.168700,0.138300,0.022400,177184.000000,139642.000000,226091.000000
2020,2020,AR400,Les Sources,0.694800,0.090100,0.179100,0.035900,139928.000000,109386.000000,146045.000000
2020,2020,AR410,Le Haut-Saint-Francois,0.568800,0.249000,0.167500,0.014700,171514.000000,142713.000000,176827.000000
2020,2020,AR420,Le Val-Saint-Francois,0.692500,0.109500,0.153900,0.044100,228620.000000,183151.000000,239169.000000
2020,2020,AR431,Hors MRC - Sherbrooke,0.796000,0.173500,0.005300,0.025300,231104.000000,149309.000000,331748.000000
2020,2020,AR440,Coaticook,0.516300,0.097000,0.359900,0.026800,188581.000000,150651.000000,238831.000000
2020,2020,AR450,Memphremagog,0.835000,0.066500,0.036100,0.062300,291728.000000,278179.000000,269574.000000
2020,2020,AR460,Brome-Missisquoi,0.734700,0.098300,0.127400,0.039700,284180.000000,232958.000000,295956.000000
2020,2020,AR470,La Haute-Yamaska,0.758800,0.147700,0.067600,0.025900,241158.000000,175518.000000,293184.000000
2020,2020,AR480,Acton,0.529000,0.075900,0.377900,0.017200,190181.000000,152367.000000,252405.000000
2020,2020,AR490,Drummond,0.668900,0.197200,0.107000,0.026900,209531.000000,154003.000000,264640.000000
2020,2020,AR500,Nicolet-Yamaska,0.478400,0.102000,0.398000,0.021600,158808.000000,130543.000000,227248.000000
2020,2020,AR510,Maskinonge,0.674000,0.094600,0.193100,0.038300,160086.000000,132968.000000,142425.000000
2020,2020,AR520,D'Autray,0.698400,0.085700,0.178200,0.037600,200051.000000,165960.000000,189682.000000
2020,2020,AR530,Pierre-De Saurel,0.694100,0.118100,0.170400,0.017500,192949.000000,148824.000000,234585.000000
2020,2020,AR540,Les Maskoutains,0.580500,0.143000,0.264600,0.011800,242479.000000,175861.000000,375322.000000
2020,2020,AR550,Rouville,0.632300,0.093600,0.263500,0.010600,260790.000000,203652.000000,329036.000000
2020,2020,AR560,Le Haut-Richelieu,0.709900,0.113200,0.158100,0.018700,269221.000000,206660.000000,353952.000000
2020,2020,AR570,La Vallee-du-Richelieu,0.832900,0.091800,0.055700,0.019600,331353.000000,287608.000000,350852.000000
2020,2020,AR581,Hors MRC - Longueuil,0.828600,0.156000,0.002000,0.013400,347989.000000,263725.000000,444887.000000
2020,2020,AR590,Marguerite-D'Youville,0.782100,0.149400,0.048400,0.020000,310718.000000,268275.000000,362668.000000
2020,2020,AR600,L'Assomption,0.863200,0.102700,0.025300,0.008800,272194.000000,234342.000000,321949.000000
2020,2020,AR610,Joliette,0.740900,0.158200,0.075800,0.025000,220328.000000,163182.000000,277266.000000
2020,2020,AR620,Matawinie,0.828900,0.073800,0.026900,0.070400,209323.000000,180231.000000,136434.000000
2020,2020,AR630,Montcalm,0.720700,0.069400,0.174100,0.035800,199876.000000,175163.000000,206448.000000
2020,2020,AR640,Les Moulins,0.826700,0.132400,0.012100,0.028800,287986.000000,252673.000000,341403.000000
2020,2020,AR651,Hors MRC - Laval,0.814300,0.159200,0.004200,0.022300,345489.000000,274089.000000,436697.000000
2020,2020,AR661,Hors MRC - Montreal,0.803300,0.186900,0.000100,0.009800,482835.000000,271396.000000,740633.000000
2020,2020,AR670,Roussillon,0.840900,0.110700,0.028000,0.020400,309093.000000,267496.000000,352786.000000
2020,2020,AR680,Les Jardins-de-Napierville,0.534000,0.094400,0.353500,0.018100,260329.000000,214961.000000,336555.000000
2020,2020,AR690,Le Haut-Saint-Laurent,0.527400,0.051400,0.404400,0.016900,203417.000000,174434.000000,227789.000000
2020,2020,AR700,Beauharnois-Salaberry,0.699300,0.152300,0.116500,0.031900,225747.000000,167369.000000,286675.000000
2020,2020,AR710,Vaudreuil-Soulanges,0.786200,0.121500,0.063200,0.029200,327274.000000,289424.000000,358249.000000
2020,2020,AR720,Deux-Montagnes,0.835000,0.112800,0.033000,0.019200,264729.000000,227835.000000,310021.000000
2020,2020,AR730,Therese-De Blainville,0.837600,0.140000,0.008400,0.014100,337651.000000,276007.000000,405840.000000
2020,2020,AR741,Hors MRC - Mirabel,0.675600,0.169500,0.117700,0.037100,301309.000000,245047.000000,394997.000000
2020,2020,AR750,La Riviere-du-Nord,0.854900,0.108000,0.004800,0.032300,245364.000000,191347.000000,252922.000000
2020,2020,AR760,Argenteuil,0.757500,0.083900,0.070400,0.088200,215251.000000,168973.000000,142369.000000
2020,2020,AR770,Les Pays-d'en-Haut,0.845200,0.079500,0.000600,0.074800,309909.000000,259733.000000,205808.000000
2020,2020,AR780,Les Laurentides,0.746700,0.157300,0.010500,0.085400,245716.000000,227492.000000,201520.000000
2020,2020,AR790,Antoine-Labelle,0.781700,0.105600,0.028600,0.084100,163007.000000,143346.000000,146309.000000
2020,2020,AR800,Papineau,0.810300,0.078200,0.047700,0.063900,182445.000000,171063.000000,156723.000000
2020,2020,AR811,Hors MRC - Gatineau,0.797000,0.177600,0.004300,0.021100,257799.000000,202416.000000,371990.000000
2020,2020,AR820,Les Collines-de-l'Outaouais,0.869900,0.033900,0.036000,0.060200,324724.000000,280021.000000,234360.000000
2020,2020,AR830,La Vallee-de-la-Gatineau,0.813700,0.064900,0.041600,0.079800,127765.000000,140735.000000,120607.000000
2020,2020,AR840,Pontiac,0.758400,0.043900,0.124300,0.073500,150572.000000,150039.000000,129326.000000
2020,2020,AR850,Temiscamingue,0.691000,0.144600,0.148200,0.016200,144632.000000,119592.000000,134152.000000
2020,2020,AR861,Hors MRC - Rouyn-Noranda,0.800700,0.177900,0.007000,0.014500,245533.000000,167268.000000,247006.000000
2020,2020,AR870,Abitibi-Ouest,0.812000,0.109500,0.058400,0.020100,140927.000000,111349.000000,113808.000000
2020,2020,AR880,Abitibi,0.777300,0.172400,0.022600,0.027700,195526.000000,148889.000000,175597.000000
2020,2020,AR890,La Vallee-de-l'Or,0.783100,0.195300,0.003800,0.017800,229180.000000,154171.000000,208787.000000
2020,2020,AR901,Hors MRC - La Tuque,0.769000,0.201500,0.005900,0.023600,120169.000000,73246.000000,96989.000000
2020,2020,AR910,Le Domaine-du-Roy,0.751400,0.145700,0.062000,0.041000,159594.000000,120336.000000,154426.000000
2020,2020,AR920,Maria-Chapdelaine,0.706600,0.146600,0.110800,0.036000,135571.000000,107339.000000,146921.000000
2020,2020,AR930,Lac-Saint-Jean-Est,0.714300,0.201400,0.059500,0.024800,179194.000000,139277.000000,209129.000000
2020,2020,AR941,Hors MRC - Saguenay,0.781300,0.190400,0.010400,0.017900,203177.000000,143037.000000,259939.000000
2020,2020,AR942,Le Fjord-du-Saguenay,0.842900,0.071800,0.040000,0.045300,178195.000000,144186.000000,156115.000000
2020,2020,AR950,La Haute-Cote-Nord,0.787300,0.151800,0.022100,0.038800,113442.000000,88457.000000,98160.000000
2020,2020,AR960,Manicouagan,0.742500,0.249200,0.002800,0.005500,147699.000000,108582.000000,177087.000000
2020,2020,AR971,Sept-Rivieres,0.674200,0.313200,0.001000,0.011500,207753.000000,138700.000000,267786.000000
2020,2020,AR972,Caniapiscau,0.320000,0.672300,0.000000,0.007700,132837.000000,105981.000000,463568.000000
2020,2020,AR981,Minganie,0.814800,0.173600,0.000300,0.011200,143920.000000,115600.000000,141289.000000
2020,2020,AR982,Le Golfe-du-Saint-Laurent,0.833600,0.148600,0.000300,0.017500,85961.000000,79783.000000,87327.000000
2020,2020,AR991,Hors MRC - Nord du Quebec,0.664000,0.326800,0.001300,0.007900,152912.000000,110121.000000,191490.000000
