an_profil,an_donnee,cod_mrc,nom_mrc,PRC1420,PRC1520,PRC1620,PRC2220,PRC2320,PRC2020,PFRAT0121
2020,2020,AR011,Hors MRC - Les Iles de la Madeleine,0.801400,0.137700,0.014600,0.046300,137971.000000,120137.000000,99653.000000
2020,2020,AR020,Le Rocher-Perce,0.691500,0.268200,0.006400,0.033900,112461.000000,93814.000000,105797.000000
2020,2020,AR030,La Cote-de-Gaspe,0.821100,0.124500,0.003700,0.050700,150906.000000,123524.000000,122381.000000
2020,2020,AR040,La Haute-Gaspesie,0.819900,0.134800,0.014000,0.031300,105965.000000,86966.000000,89049.000000
2020,2020,AR050,Bonaventure,0.804300,0.110300,0.027300,0.058100,141582.000000,115482.000000,93521.000000
2020,2020,AR060,Avignon,0.808900,0.106500,0.023300,0.061300,145922.000000,115896.000000,104772.000000
2020,2020,AR070,La Matapedia,0.646000,0.247800,0.092200,0.013900,118888.000000,96254.000000,110756.000000
2020,2020,AR080,La Matanie,0.742000,0.191100,0.049600,0.017300,133195.000000,103120.000000,139863.000000
2020,2020,AR090,La Mitis,0.768900,0.105000,0.097700,0.028500,132061.000000,109792.000000,130980.000000
2020,2020,AR100,Rimouski-Neigette,0.805000,0.151800,0.025500,0.017600,198605.000000,148570.000000,219156.000000
2020,2020,AR110,Les Basques,0.724700,0.099700,0.130700,0.045000,121191.000000,101672.000000,108742.000000
2020,2020,AR120,Riviere-du-Loup,0.731900,0.179700,0.056000,0.032400,185571.000000,140636.000000,200515.000000
2020,2020,AR130,Temiscouata,0.687700,0.120900,0.122000,0.069400,116818.000000,96479.000000,108701.000000
2020,2020,AR140,Kamouraska,0.668500,0.123000,0.187000,0.021500,149516.000000,123006.000000,147003.000000
2020,2020,AR150,Charlevoix-Est,0.741800,0.209100,0.020200,0.028900,163163.000000,134427.000000,152737.000000
2020,2020,AR160,Charlevoix,0.648000,0.187600,0.045400,0.119000,228356.000000,178417.000000,198291.000000
2020,2020,AR170,L'Islet,0.667000,0.113400,0.172300,0.047300,131632.000000,114397.000000,118654.000000
2020,2020,AR180,Montmagny,0.685900,0.121900,0.131800,0.060300,160460.000000,128841.000000,156187.000000
2020,2020,AR190,Bellechasse,0.665100,0.086700,0.193900,0.054300,192608.000000,165836.000000,193519.000000
2020,2020,AR200,L'Ile-d'Orleans,0.766700,0.035300,0.168200,0.029800,344792.000000,291947.000000,308282.000000
2020,2020,AR210,La Cote-de-Beaupre,0.846300,0.085100,0.016200,0.052400,267459.000000,225960.000000,232609.000000
2020,2020,AR220,La Jacques-Cartier,0.866600,0.071300,0.009900,0.052100,322723.000000,296811.000000,293755.000000
2020,2020,AR231,Hors MRC - Quebec,0.785700,0.193000,0.003700,0.017600,284381.000000,198293.000000,433156.000000
2020,2020,AR251,Hors MRC - Levis,0.791400,0.161700,0.012200,0.034700,278406.000000,219585.000000,352896.000000
2020,2020,AR260,La Nouvelle-Beauce,0.679400,0.116100,0.180400,0.024100,208063.000000,176025.000000,218063.000000
2020,2020,AR270,Robert-Cliche,0.635500,0.205100,0.147100,0.012300,147034.000000,123485.000000,154060.000000
2020,2020,AR280,Les Etchemins,0.650800,0.197800,0.131200,0.020200,127581.000000,106178.000000,118882.000000
2020,2020,AR290,Beauce-Sartigan,0.668200,0.216000,0.094800,0.021000,168144.000000,135017.000000,198569.000000
2020,2020,AR300,Le Granit,0.654300,0.160400,0.153900,0.031400,155633.000000,139032.000000,152090.000000
