an_profil,an_donnee,cod_cp,desc_cp,PRC0310,PRC2910,PRC3710,PRC2510,PRC2110,PRC3810,PRC0110,PRC3010,PRC4510,PRC0210,PRC3910,PRC3110,PRC4010,PRC4210,PRC4310,PRC3210,PRC4410,PRC2710,PRC3510,PRC3610,PRC2810
2023,2022,CP01,1 @ 1 999,0.014800,0.157800,0.160600,0.394100,0.604900,0.073500,0.010400,1806.000000,2620.000000,0.132900,0.177600,2566.000000,0.923000,1609.000000,3722.000000,1749.000000,2390.000000,0.659900,0.523700,0.136200,0.021600
2023,2022,CP02,2 000 @ 9 999,0.014400,0.066900,0.178400,0.325900,0.587900,0.058400,0.017800,4317.000000,4834.000000,0.154800,0.277100,3510.000000,0.956400,2050.000000,3931.000000,2661.000000,2810.000000,0.721100,0.565800,0.155300,0.033600
2023,2022,CP03,10 000 @ 24 999,0.014700,0.035300,0.235300,0.339200,0.568900,0.057700,0.016900,6161.000000,5836.000000,0.127500,0.275600,5348.000000,0.891400,2662.000000,5067.000000,4152.000000,3687.000000,0.689100,0.583500,0.105600,0.040300
2023,2022,CP04,25 000 @ 99 999,0.014900,0.040100,0.204800,0.232000,0.589400,0.051300,0.018900,7372.000000,5731.000000,0.142100,0.297200,5794.000000,0.909500,2315.000000,4504.000000,4568.000000,3377.000000,0.724400,0.593500,0.130800,0.030800
2023,2022,CP05,100 000 et plus,0.019500,0.084300,0.348800,0.136900,0.639700,0.070400,0.023300,13038.000000,7407.000000,0.197200,0.369300,10909.000000,0.880300,2265.000000,6197.000000,6826.000000,3738.000000,0.527600,0.486600,0.041000,0.039400
