an_profil,an_donnee,cod_cp,desc_cp,PRC1410,PRC1510,PRC1610,PRC2210,PRC2310,PRC2010,PFRAT0111
2020,2020,CP01,1 @ 1 999,0.642200,0.079700,0.226900,0.051200,171896.000000,155218.000000,156424.000000
2020,2020,CP02,2 000 @ 9 999,0.743200,0.111400,0.109900,0.035400,233470.000000,190734.000000,222988.000000
2020,2020,CP03,10 000 @ 24 999,0.819700,0.135900,0.018600,0.025800,335959.000000,264931.000000,338248.000000
2020,2020,CP04,25 000 @ 99 999,0.794800,0.168800,0.017500,0.018900,285787.000000,217530.000000,348944.000000
2020,2020,CP05,100 000 et plus,0.799900,0.182600,0.002300,0.015100,323217.000000,221360.000000,499578.000000
