cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,POSTE_3171,RF35010601,POSTE_3163,POSTE_9615,RF01010601,RF31010601,RF01010103,POSTE_9600,RF01010104,POSTE_224b,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RF35021001,POSTE_1443,POSTE_1508,POSTE_8978,POSTE_8958,POSTE_8938,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,PRC3101,PRC3103,PRC3200,PRC3202,PRC3201,PRC3203,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC0200,PRC3900,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
14040,2016,2015,60484649.112,0,1144816,0,719329,0,919141,0,473873,0,245456,0,0,0,26052,0,109294,0,1031194,0,1212666,0,0,0,0,393059,7869209,2064100,695928,0,0,0,0,0,0,0,0.017,0,2247,0,0,0,1673,0,0,0,0.7826,0.5156,0.267,0.0283,0.1189,0.0701,0.7572,0.6959,0.0017,0.02,0,0,2642,0,0,0,0.3473,0.2623,Saint-Andre,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,661
14045,2016,2015,30827016,0,598019,0,354692,0,428790,0,301516,0,53176,0,0,0,0,0,44496,0,421182,0,144292,0,0,0,0,0,1805915,0,553591,0,0,0,0,0,0,0,0.0137,0,1608,0,0,0,1442,0,0,0,0.8272,0.7032,0.124,0,0.1038,0.069,1.2911,0.6082,0.0659,0.0047,0,0,551,0,0,0,0,0,Saint-Germain,1 @ 1 999,P,AR140,Kamouraska,01,Bas-Saint-Laurent,278
14050,2016,2015,116813888.35,0,1430557,0,1167587,0,1422200,0,873819,0,293768,0,0,0,6380,0,124558,0,1461533,0,233282,0,0,0,0,122264,6017852,201800,689372,0,0,0,0,0,0,0,0.0125,0,2469,0,0,0,2127,0,0,0,0.821,0.6144,0.2066,0.0045,0.0876,0.087,0.4847,0.4995,0.0022,0.002,0,0,394,0,0,0,0.0955,0.0335,Kamouraska,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,577
14055,2016,2015,86850416.4,0,820584,0,681402,0,820584,0,599206,0,82196,0,7990,0,3026,0,87217,0,898738,0,661007,0,0,0,0,138231,4438839,1022631,204392,0,0,0,0,0,0,0,0.0103,0,1557,0,0,0,1250,0,0,0,0.8304,0.7302,0.1002,0.0037,0.1063,0.0596,0.2491,0.7648,0.031,0.0076,0,0,1156,0,0,0,0.1597,0.2304,Saint-Denis-De La Bouteillerie,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,528
14060,2016,2015,52988697.632,0,1194657,0,671937,0,1131655,0,427923,0,244014,0,133335,0,18806,0,220076,0,1302077,0,398324,0,0,0,0,212246,7574718,1415600,662320,0,0,0,0,0,0,0,0.0221,0,2098,0,0,0,1307,0,0,0,0.5938,0.3781,0.2156,0.0166,0.1945,0.1951,0.5853,0.5255,0.0023,0.0075,0,0,715,0,0,0,0.1936,0.1869,Saint-Philippe-de-Neri,1 @ 1 999,P,AR140,Kamouraska,01,Bas-Saint-Laurent,883
14065,2016,2015,136265299.78,0,2639584,0,1651784,0,2155370,0,1151293,0,500491,0,56066,0,47995,0,329840,0,2457184,0,4035910,0,0,0,0,1956630,28825283,5637238,1550457,0,0,0,0,0,0,0,0.0176,0,2587,0,0,0,1869,0,0,0,0.7664,0.5342,0.2322,0.0223,0.153,0.0583,0.7193,0.8263,0.0373,0.0296,0,0,4349,0,0,0,0.5737,0.1956,Riviere-Ouelle,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,1019
14070,2016,2015,108548036.63,0,2446486,0,1770560,0,2315070,0,1019828,0,750732,0,16591,0,62093,0,234165,0,2233502,0,4255160,0,0,0,0,970119,13304933,5273472,-71080,0,0,0,0,0,0,0,0.0204,0,2534,0,0,0,2123,0,0,0,0.7648,0.4405,0.3243,0.0268,0.1011,0.1072,-0.0307,0.6434,0.0104,0.0392,0,0,4863,0,0,0,0.3857,0.3964,Saint-Pacome,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,1595
14075,2016,2015,38935695.68,0,858403,0,521671,0,858403,0,395548,0,126123,0,7027,0,8272,0,264085,0,882569,0,160435,0,0,0,0,55533,3670130,160102,485560,0,0,0,0,0,0,0,0.0225,0,1240,0,0,0,757,0,0,0,0.6077,0.4608,0.1469,0.0096,0.3076,0.075,0.5657,0.514,0.0136,0.0041,0,0,227,0,0,0,0.0724,0.0436,Saint-Gabriel-Lalemant,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,801
14080,2016,2015,36028760.28,0,788764,0,533732,0,768191,0,388373,0,145359,0,417,0,16653,0,184933,0,787339,0,99240,0,0,0,0,37860,2891406,99240,303853,0,0,0,0,0,0,0,0.0218,0,1191,0,0,0,829,0,0,0,0.6948,0.5056,0.1892,0.0217,0.2407,0.0428,0.3955,0.5839,0.0204,0.0028,0,0,150,0,0,0,0.0536,0.0343,Saint-Onesime-d'Ixworth,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,568
14085,2016,2015,405579468,0,8587467,0,5366481,0,8441956,0,3798437,0,1568044,0,414386,0,1267847,0,320827,0,9440583,0,12227557,0,0,0,0,1302053,38534918,11377298,2856819,0,0,0,0,0,0,0,0.0223,0,5464,0,0,0,3392,0,0,0,0.6357,0.4499,0.1857,0.1502,0.038,0.1761,0.3384,0.5497,0.0094,0.0301,0,0,7402,0,0,0,0.1556,0.2952,La Pocatiere,2 000 @ 9 999,V,AR140,Kamouraska,01,Bas-Saint-Laurent,4127
14090,2016,2015,131232128,0,1920871,0,1589549,0,1738535,0,1107051,0,310162,0,1324,0,172,0,170298,0,1820028,0,883154,0,0,0,0,323007,7619686,883154,435090,0,0,0,0,0,0,0,0.0139,0,1894,0,0,0,1698,0,0,0,0.8152,0.6368,0.1784,0.0001,0.098,0.0868,0.2503,0.6995,0.0814,0.0067,0,0,920,0,0,0,0.1741,0.1159,Sainte-Anne-de-la-Pocatiere,1 @ 1 999,P,AR140,Kamouraska,01,Bas-Saint-Laurent,1662
15005,2016,2015,132216806.4,0,1757949,0,1499829,0,1723991,0,1181724,0,318105,0,0,0,6488,0,150710,0,1865039,0,3671562,0,0,0,0,907576,15094983,5227744,568112,0,0,0,0,0,0,0,0.0141,0,2314,0,0,0,1923,0,0,0,0.87,0.6855,0.1845,0.0038,0.0874,0.0388,0.3295,0.7507,0.006,0.0278,0,0,4555,0,0,0,0.4148,0.3463,Saint-Irenee,1 @ 1 999,P,AR150,Charlevoix-Est,03,Capitale-Nationale,653
15013,2016,2015,791857188.82,0,20867417,0,14889686,0,20533470,0,10218232,0,4671454,0,239831,0,899808,0,2576149,0,19388678,0,30595151,0,0,0,0,5740427,85851339,35163845,3351826,0,0,0,0,0,0,0,0.0242,0,3484,0,0,0,2812,0,0,0,0.7251,0.4976,0.2275,0.0438,0.1255,0.1056,0.1632,0.616,0.0517,0.0386,0,0,5566,0,0,0,0.2907,0.4096,La Malbaie,2 000 @ 9 999,V,AR150,Charlevoix-Est,03,Capitale-Nationale,8744
15025,2016,2015,46166618.8,0,1023536,0,676821,0,945212,0,534865,0,141956,0,0,0,8281,0,222088,0,907943,0,697968,0,0,0,0,127043,4464832,535201,260264,0,0,0,0,0,0,0,0.0197,0,1493,0,0,0,1171,0,0,0,0.7161,0.5659,0.1502,0.0088,0.235,0.0402,0.2753,0.5479,0.0365,0.0151,0,0,1148,0,0,0,0.1527,0.1199,Notre-Dame-des-Monts,1 @ 1 999,M,AR150,Charlevoix-Est,03,Capitale-Nationale,830
15030,2016,2015,116628079.86,0,1913761,0,1389928,0,1668712,0,1036135,0,353793,0,0,0,77078,0,73582,0,1530250,0,1745697,0,0,0,0,188140,7211659,1468985,557653,0,0,0,0,0,0,0,0.0131,0,1376,0,0,0,1304,0,0,0,0.8329,0.6209,0.212,0.0462,0.0441,0.0768,0.3342,0.6118,0.0261,0.015,0,0,1570,0,0,0,0.1323,0.2037,Saint-Aime-des-Lacs,1 @ 1 999,M,AR150,Charlevoix-Est,03,Capitale-Nationale,1104
15035,2016,2015,241292395.1,0,5146155,0,3882880,0,4860269,0,2816202,0,1066678,0,129717,0,119862,0,113270,0,4775934,0,1749899,0,0,0,0,254542,27703137,1345332,2643645,0,0,0,0,0,0,0,0.0193,0,3015,0,0,0,2734,0,0,0,0.7989,0.5794,0.2195,0.0247,0.0233,0.1531,0.5439,0.5301,0.0265,0.0073,0,0,1136,0,0,0,0.07,0.0486,Clermont,2 000 @ 9 999,V,AR150,Charlevoix-Est,03,Capitale-Nationale,3167
15058,2016,2015,111643139.76,0,2827415,0,1624294,0,2567195,0,947095,0,677199,0,26442,0,60061,0,412610,0,2569946,0,2009563,0,0,0,0,595373,15775832,3169806,1112920,0,0,0,0,0,0,0,0.0228,0,2041,0,0,0,1405,0,0,0,0.6327,0.3689,0.2638,0.0234,0.1607,0.1832,0.4335,0.7085,0.0261,0.018,0,0,1613,0,0,0,0.228,0.2009,Saint-Simeon,1 @ 1 999,M,AR150,Charlevoix-Est,03,Capitale-Nationale,1295
15065,2016,2015,16374060,0,699991,0,355954,0,561312,0,248652,0,107302,0,61,0,20604,0,60564,0,633574,0,83500,0,0,0,0,20582,2015645,25600,178994,0,0,0,0,0,0,0,0.0387,0,2279,0,0,0,1459,0,0,0,0.6341,0.443,0.1912,0.0367,0.1079,0.2212,0.3189,0.6271,0.0513,0.0051,0,0,300,0,0,0,0.0358,0.0127,Baie-Sainte-Catherine,1 @ 1 999,M,AR150,Charlevoix-Est,03,Capitale-Nationale,198
16005,2016,2015,339154886,0,5409943,0,3408735,0,4136504,0,2213728,0,1195007,0,0,0,31457,0,86726,0,4060587,0,15588889,0,0,0,0,1290637,26526823,14942616,195744,0,0,0,0,0,0,0,0.012,0,1714,0,0,0,1471,0,0,0,0.8241,0.5352,0.2889,0.0076,0.021,0.1474,0.0473,0.7429,0.0729,0.046,0,0,6580,0,0,0,0.3179,0.5633,Petite-Riviere-Saint-Francois,1 @ 1 999,M,AR160,Charlevoix,03,Capitale-Nationale,789
16013,2016,2015,1003473006,0,16134331,0,12962297,0,15939031,0,9695683,0,3266614,0,107776,0,697325,0,452829,0,16072738,0,40828701,0,0,0,0,3655921,74532400,38545348,1933074,0,0,0,0,0,0,0,0.0159,0,3318,0,0,0,2767,0,0,0,0.8132,0.6083,0.2049,0.0437,0.0284,0.1146,0.1213,0.6606,0.0428,0.0407,0,0,8485,0,0,0,0.2338,0.5172,Baie-Saint-Paul,2 000 @ 9 999,V,AR160,Charlevoix,03,Capitale-Nationale,7331
16023,2016,2015,161571509.5,0,2619044,0,1864582,0,2454925,0,1388605,0,475977,0,0,0,22070,0,247836,0,2830777,0,2796029,0,0,0,0,2552722,24733959,3317092,580042,0,0,0,0,0,0,0,0.0175,0,2059,0,0,0,1395,0,0,0,0.7595,0.5656,0.1939,0.009,0.101,0.1305,0.2363,0.7269,0.0128,0.0173,0,0,2033,0,0,0,0.5744,0.1341,L'Isle-aux-Coudres,1 @ 1 999,M,AR160,Charlevoix,03,Capitale-Nationale,1218
16048,2016,2015,238863999.9,0,2406455,0,2070996,0,2340589,0,1552214,0,518782,0,0,0,14520,0,62672,0,2488167,0,3118505,0,0,0,0,448196,11398942,2994069,218307,0,0,0,0,0,0,0,0.0104,0,1386,0,0,0,1185,0,0,0,0.8848,0.6632,0.2216,0.0062,0.0268,0.0822,0.0933,0.6364,0.0215,0.0131,0,0,1737,0,0,0,0.1958,0.2627,Les Eboulements,1 @ 1 999,M,AR160,Charlevoix,03,Capitale-Nationale,1372
16050,2016,2015,106005816.96,0,2095221,0,1349914,0,1870818,0,1038447,0,311467,0,5844,0,13592,0,299642,0,1763830,0,2661696,0,0,0,0,601820,7123784,2679057,471256,0,0,0,0,0,0,0,0.0166,0,1898,0,0,0,1487,0,0,0,0.7216,0.5551,0.1665,0.0073,0.1602,0.111,0.2519,0.5211,0.0433,0.0251,0,0,2874,0,0,0,0.3126,0.3761,Saint-Hilarion,1 @ 1 999,P,AR160,Charlevoix,03,Capitale-Nationale,1183
16055,2016,2015,133699234.68,0,2103312,0,1225128,0,1771039,0,977107,0,248021,0,2500,0,16461,0,191652,0,1788653,0,2324274,0,0,0,0,332617,9140895,2896685,119212,0,0,0,0,0,0,0,0.0134,0,1713,0,0,0,1226,0,0,0,0.6918,0.5517,0.14,0.0093,0.1082,0.1907,0.0673,0.6789,0.0605,0.0174,0,0,2228,0,0,0,0.1909,0.3169,Saint-Urbain,1 @ 1 999,P,AR160,Charlevoix,03,Capitale-Nationale,1456
17005,2016,2015,27627234,0,539781,0,323054,0,537428,0,265721,0,57333,0,9203,0,20462,0,171191,0,671038,0,24680,0,0,0,0,1336,1057290,13283,232459,0,0,0,0,0,0,0,0.024,0,1439,0,0,0,718,0,0,0,0.6011,0.4944,0.1067,0.0381,0.3185,0.0423,0.4325,0.4904,0.0624,0.0009,0,0,54,0,0,0,0.0023,0.0126,Saint-Omer,1 @ 1 999,M,AR170,L'Islet,12,Chaudiere-Appalaches,312
17010,2016,2015,134993425.7,0,3796699,0,2300536,0,3774199,0,1687477,0,613059,0,33399,0,188920,0,793924,0,3505080,0,878575,0,0,0,0,469179,14917392,1696598,2494441,0,0,0,0,0,0,0,0.0257,0,2327,0,0,0,1603,0,0,0,0.6095,0.4471,0.1624,0.0501,0.2104,0.13,0.6609,0.509,0.0198,0.0065,0,0,589,0,0,0,0.1439,0.1137,Saint-Pamphile,2 000 @ 9 999,V,AR170,L'Islet,12,Chaudiere-Appalaches,2635
17015,2016,2015,49050480,0,907927,0,557970,0,907927,0,428217,0,129753,0,14986,0,22052,0,257229,0,974613,0,780501,0,0,0,0,90479,4419022,761397,268198,0,0,0,0,0,0,0,0.0196,0,1216,0,0,0,738,0,0,0,0.6146,0.4716,0.1429,0.0243,0.2833,0.0778,0.2954,0.67,0.0073,0.0159,0,0,989,0,0,0,0.1062,0.1723,Saint-Adalbert,1 @ 1 999,M,AR170,L'Islet,12,Chaudiere-Appalaches,530
17020,2016,2015,45248703.4,0,670369,0,443275,0,670369,0,295033,0,148242,0,13123,0,50103,0,132996,0,750572,0,493918,0,0,0,0,52686,4328882,474301,430719,0,0,0,0,0,0,0,0.0163,0,1195,0,0,0,753,0,0,0,0.6612,0.4401,0.2211,0.0747,0.1984,0.0656,0.6425,0.6976,0.0044,0.0109,0,0,801,0,0,0,0.0863,0.1096,Saint-Marcel,1 @ 1 999,M,AR170,L'Islet,12,Chaudiere-Appalaches,455
17025,2016,2015,25942386.848,0,596614,0,243706,0,466309,0,188143,0,55563,0,9219,0,6192,0,192774,0,544336,0,39045,0,0,0,0,82511,2142071,27481,147562,0,0,0,0,0,0,0,0.0206,0,1338,0,0,0,633,0,0,0,0.5226,0.4035,0.1192,0.0133,0.4134,0.0507,0.3164,0.6134,0.0503,0.0015,0,0,98,0,0,0,0.1564,0.0128,Sainte-Felicite,1 @ 1 999,M,AR170,L'Islet,12,Chaudiere-Appalaches,393
17030,2016,2015,94843838.882,0,2131753,0,1119687,0,2085731,0,793997,0,325690,0,7244,0,165206,0,555995,0,2065307,0,1153575,0,0,0,0,233202,6555710,1188441,469293,0,0,0,0,0,0,0,0.0217,0,1556,0,0,0,884,0,0,0,0.5368,0.3807,0.1562,0.0792,0.2666,0.1174,0.225,0.5234,0.0112,0.0122,0,0,872,0,0,0,0.1217,0.1813,Sainte-Perpetue,1 @ 1 999,M,AR170,L'Islet,12,Chaudiere-Appalaches,1728
17035,2016,2015,27817776,0,976360,0,476902,0,971860,0,280096,0,196806,0,7412,0,107364,0,314679,0,1041497,0,347262,0,0,0,0,158779,5776525,945676,250159,0,0,0,0,0,0,0,0.0372,0,1880,0,0,0,917,0,0,0,0.4907,0.2882,0.2025,0.1105,0.3238,0.075,0.2574,0.4788,0.0077,0.0125,0,0,631,0,0,0,0.1739,0.1637,Tourville,1 @ 1 999,M,AR170,L'Islet,12,Chaudiere-Appalaches,611
17040,2016,2015,53718256,0,5888516,0,542404,0,875948,0,394391,0,148013,0,7669,0,71465,0,230209,0,925090,0,1140311,0,0,0,0,63261,13278744,5417980,964933,0,0,0,0,0,0,0,0.0171,0,1052,0,0,0,637,0,0,0,0.6192,0.4502,0.169,0.0816,0.2628,0.0364,1.1016,0.8681,0.0539,0.0212,0,0,1308,0,0,0,0.0818,0.408,Saint-Damase-de-L'Islet,1 @ 1 999,M,AR170,L'Islet,12,Chaudiere-Appalaches,581
17045,2016,2015,79435455.44,0,1299373,0,812609,0,1119373,0,694763,0,117846,0,5523,0,68671,0,188731,0,1118222,0,3850164,0,0,0,0,49565,7983097,362979,509994,0,0,0,0,0,0,0,0.014,0,880,0,0,0,661,0,0,0,0.726,0.6207,0.1053,0.0613,0.1686,0.0441,0.4556,0.7894,0.4523,0.0485,0,0,3044,0,0,0,0.0479,0.0455,Saint-Cyrille-de-Lessard,1 @ 1 999,P,AR170,L'Islet,12,Chaudiere-Appalaches,735
17055,2016,2015,181249448.63,0,2540662,0,2004450,0,2455987,0,1650004,0,354446,0,69179,0,5841,0,197733,0,2627157,0,2111639,0,0,0,0,254655,8414304,2336836,358905,0,0,0,0,0,0,0,0.0141,0,1701,0,0,0,1384,0,0,0,0.8161,0.6718,0.1443,0.0024,0.0805,0.101,0.1461,0.4938,0.0161,0.0117,0,0,1404,0,0,0,0.1122,0.2777,Saint-Aubert,1 @ 1 999,M,AR170,L'Islet,12,Chaudiere-Appalaches,1431
17060,2016,2015,50883531.456,0,1036568,0,674684,0,979655,0,480730,0,193954,0,8437,0,6492,0,253846,0,1046060,0,530444,0,0,0,0,179665,4397633,728819,176676,0,0,0,0,0,0,0,0.0204,0,1400,0,0,0,950,0,0,0,0.6887,0.4907,0.198,0.0066,0.2591,0.0456,0.1803,0.5781,0.0356,0.0104,0,0,716,0,0,0,0.1735,0.1657,Sainte-Louise,1 @ 1 999,P,AR170,L'Islet,12,Chaudiere-Appalaches,674
17065,2016,2015,106015456,0,2620532,0,1343422,0,2510157,0,1046172,0,297250,0,5796,0,10024,0,431226,0,2700539,0,6578359,0,0,0,0,748510,26541303,9645298,502550,0,0,0,0,0,0,0,0.0254,0,3477,0,0,0,1806,0,0,0,0.5352,0.4168,0.1184,0.004,0.1718,0.289,0.2002,0.8651,0.0488,0.0621,0,0,8488,0,0,0,0.2862,0.3634,Saint-Roch-des-Aulnaies,1 @ 1 999,P,AR170,L'Islet,12,Chaudiere-Appalaches,980
17070,2016,2015,308991891.05,0,4669983,0,3840170,0,4654983,0,2972684,0,867486,0,61733,0,148846,0,173816,0,4932349,0,2273619,0,0,0,0,1032944,17448292,2955125,1555680,0,0,0,0,0,0,0,0.0158,0,2486,0,0,0,2039,0,0,0,0.825,0.6386,0.1864,0.032,0.0373,0.1057,0.3342,0.5063,0.0173,0.0074,0,0,1161,0,0,0,0.2062,0.1694,Saint-Jean-Port-Joli,2 000 @ 9 999,M,AR170,L'Islet,12,Chaudiere-Appalaches,3296
17078,2016,2015,306284735.19,0,5453087,0,3991100,0,5453087,0,3092626,0,898474,0,34375,0,145391,0,381006,0,5799848,0,4729247,0,0,0,0,782785,26579556,5014952,1264776,0,0,0,0,0,0,0,0.0188,0,2315,0,0,0,1684,0,0,0,0.7319,0.5671,0.1648,0.0267,0.0699,0.1716,0.2319,0.5406,0.0096,0.0154,0,0,1899,0,0,0,0.1515,0.1887,L'Islet,2 000 @ 9 999,M,AR170,L'Islet,12,Chaudiere-Appalaches,4025
18005,2016,2015,47285390,0,1073813,0,661983,0,1052113,0,460888,0,201095,0,9363,0,72923,0,252401,0,1189655,0,661599,0,0,0,0,109049,4963515,564622,293835,0,0,0,0,0,0,0,0.025,0,1639,0,0,0,997,0,0,0,0.6292,0.4381,0.1911,0.0693,0.2399,0.0616,0.2793,0.5766,0.0068,0.014,0,0,919,0,0,0,0.1059,0.1138,Saint-Just-de-Bretenieres,1 @ 1 999,M,AR180,Montmagny,12,Chaudiere-Appalaches,683
18010,2016,2015,18949631,0,488116,0,269405,0,473081,0,218515,0,50890,0,0,0,7993,0,60313,0,475932,0,215649,0,0,0,0,97291,2549229,526431,128768,0,0,0,0,0,0,0,0.0251,0,1473,0,0,0,910,0,0,0,0.5695,0.4619,0.1076,0.0169,0.1275,0.2861,0.2722,0.7767,0.0253,0.0114,0,0,668,0,0,0,0.2065,0.2065,Lac-Frontiere,1 @ 1 999,M,AR180,Montmagny,12,Chaudiere-Appalaches,202
18015,2016,2015,69098136.7,0,1420204,0,785250,0,1344903,0,566362,0,218888,0,20683,0,83719,0,368667,0,1385973,0,418347,0,0,0,0,73294,4432335,316200,443851,0,0,0,0,0,0,0,0.0198,0,1289,0,0,0,773,0,0,0,0.5839,0.4211,0.1628,0.0622,0.2741,0.0798,0.33,0.5188,0.0133,0.0061,0,0,395,0,0,0,0.0596,0.0713,Saint-Fabien-de-Panet,1 @ 1 999,P,AR180,Montmagny,12,Chaudiere-Appalaches,951
18020,2016,2015,24268840.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sainte-Lucie-de-Beauregard,1 @ 1 999,M,AR180,Montmagny,12,Chaudiere-Appalaches,293
18025,2016,2015,64818998.6,0,1330098,0,666546,0,1221698,0,512917,0,153629,0,268,0,50695,0,231260,0,1282129,0,864395,0,0,0,0,164569,8128258,2181657,703627,0,0,0,0,0,0,0,0.0198,0,1515,0,0,0,837,0,0,0,0.5456,0.4198,0.1258,0.0415,0.1893,0.2236,0.5759,0.8041,0.0283,0.0133,0,0,1022,0,0,0,0.1399,0.2684,Sainte-Apolline-de-Patton,1 @ 1 999,P,AR180,Montmagny,12,Chaudiere-Appalaches,589
18030,2016,2015,87566862.3,0,3898578,0,1147676,0,1632853,0,813967,0,333709,0,10020,0,56636,0,350764,0,1656095,0,6367580,0,0,0,0,813916,18386149,9381659,230806,0,0,0,0,0,0,0,0.0188,0,1702,0,0,0,1224,0,0,0,0.7029,0.4985,0.2044,0.0347,0.2148,0.0476,0.1414,0.8506,0.0082,0.0727,0,0,6585,0,0,0,0.4158,0.5103,Saint-Paul-de-Montminy,1 @ 1 999,M,AR180,Montmagny,12,Chaudiere-Appalaches,805
18035,2016,2015,26479400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sainte-Euphemie-sur-Riviere-du-Sud,1 @ 1 999,M,AR180,Montmagny,12,Chaudiere-Appalaches,330
18040,2016,2015,41731200,0,943901,0,623138,0,864921,0,487348,0,135790,0,6781,0,62069,0,117260,0,982541,0,1149453,0,0,0,0,466435,11405937,3176246,329386,0,0,0,0,0,0,0,0.0234,0,1730,0,0,0,1165,0,0,0,0.7205,0.5635,0.157,0.0718,0.1356,0.0722,0.3808,0.8956,0.027,0.0275,0,0,2038,0,0,0,0.4312,0.2785,Notre-Dame-du-Rosaire,1 @ 1 999,M,AR180,Montmagny,12,Chaudiere-Appalaches,367
18045,2016,2015,265929392.72,0,3644898,0,2888188,0,3575172,0,2276525,0,611663,0,23637,0,111183,0,223061,0,3913616,0,2659931,0,0,0,0,158520,8813727,1617026,259768,0,0,0,0,0,0,0,0.0146,0,1688,0,0,0,1291,0,0,0,0.8078,0.6368,0.1711,0.0311,0.0624,0.0987,0.0727,0.5036,0.0305,0.01,0,0,1154,0,0,0,0.0436,0.1835,Cap-Saint-Ignace,2 000 @ 9 999,M,AR180,Montmagny,12,Chaudiere-Appalaches,3063
18050,2016,2015,960383747.82,0,23108006,0,15508088,0,20700273,0,12146500,0,3361588,0,397373,0,1364946,0,704567,0,20867210,0,21836726,0,0,0,0,2980440,78101668,23725848,3211011,0,0,0,0,0,0,0,0.0213,0,3902,0,0,0,3055,0,0,0,0.7492,0.5868,0.1624,0.0659,0.034,0.1509,0.1551,0.5595,0.0353,0.0227,0,0,4163,0,0,0,0.1524,0.3038,Montmagny,10 000 @ 24 999,V,AR180,Montmagny,12,Chaudiere-Appalaches,11399
18055,2016,2015,96667396,0,2026292,0,1147789,0,1424720,0,803109,0,344680,0,33853,0,23891,0,114563,0,1390712,0,1779102,0,0,0,0,267070,7498082,3086964,97084,0,0,0,0,0,0,0,0.014,0,1629,0,0,0,1408,0,0,0,0.8056,0.5637,0.2419,0.0168,0.0804,0.0972,0.0681,0.6923,0.0993,0.0184,0,0,2136,0,0,0,0.1967,0.4117,Saint-Pierre-de-la-Riviere-du-Sud,1 @ 1 999,P,AR180,Montmagny,12,Chaudiere-Appalaches,922
18060,2016,2015,175087310.05,0,2683700,0,2132811,0,2683700,0,1611951,0,520860,0,159168,0,21568,0,162321,0,3001764,0,4102868,0,0,0,0,669815,15473921,5406229,-56936,0,0,0,0,0,0,0,0.0162,0,2880,0,0,0,2286,0,0,0,0.7947,0.6006,0.1941,0.008,0.0605,0.1368,-0.0212,0.5981,0.0044,0.0234,0,0,4157,0,0,0,0.2425,0.3494,Saint-Francois-de-la-Riviere-du-Sud,1 @ 1 999,M,AR180,Montmagny,12,Chaudiere-Appalaches,1600
18065,2016,2015,217167895.78,0,2798623,0,2360616,0,2790147,0,897949,0,1462667,0,4809,0,9167,0,100917,0,2205302,0,5797876,0,0,0,0,981592,17600325,5766600,828486,0,0,0,0,0,0,0,0.0101,0,2094,0,0,0,2354,0,0,0,0.8461,0.3218,0.5242,0.0033,0.0362,0.1145,0.2969,0.7893,0.0036,0.0267,0,0,5517,0,0,0,0.3886,0.3276,Berthier-sur-Mer,1 @ 1 999,M,AR180,Montmagny,12,Chaudiere-Appalaches,1478
18070,2016,2015,39223594.42,0,463234,0,323547,0,457926,0,275319,0,48228,0,238,0,49519,0,59209,0,484920,0,80448,0,0,0,0,1981,2179264,0,466904,0,0,0,0,0,0,0,0.0124,0,1695,0,0,0,1207,0,0,0,0.7065,0.6012,0.1053,0.1081,0.1293,0.056,1.0196,0.696,0.0026,0.0021,0,0,281,0,0,0,0.0057,0,Saint-Antoine-de-l'Isle-aux-Grues,1 @ 1 999,P,AR180,Montmagny,12,Chaudiere-Appalaches,141
19005,2016,2015,91182630.726,0,2368322,0,1446304,0,2332782,0,933252,0,513052,0,22706,0,48181,0,249939,0,1918592,0,6436895,0,0,0,0,888722,16734865,7640262,282375,0,0,0,0,0,0,0,0.0208,0,1650,0,0,0,1311,0,0,0,0.62,0.4001,0.2199,0.0207,0.1071,0.2522,0.121,0.7838,0.0529,0.0706,0,0,5602,0,0,0,0.3989,0.4565,Saint-Philemon,1 @ 1 999,P,AR190,Bellechasse,12,Chaudiere-Appalaches,735
19010,2016,2015,83451033.35,0,1936478,0,1159228,0,1471659,0,833010,0,326218,0,17074,0,11667,0,135048,0,1697612,0,2519996,0,0,0,0,448118,12313302,3591002,119020,0,0,0,0,0,0,0,0.0201,0,1625,0,0,0,1148,0,0,0,0.7877,0.566,0.2217,0.0079,0.0918,0.1126,0.0809,0.7764,0.0403,0.0302,0,0,2437,0,0,0,0.2721,0.2916,Notre-Dame-Auxiliatrice-de-Buckland,1 @ 1 999,P,AR190,Bellechasse,12,Chaudiere-Appalaches,778
