cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,POSTE_3171,RF35010601,POSTE_3163,POSTE_9615,RF01010601,RF31010601,RF01010103,POSTE_9600,RF01010104,POSTE_224b,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RF35021001,POSTE_1443,POSTE_1508,POSTE_8978,POSTE_8958,POSTE_8938,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,PRC3101,PRC3103,PRC3200,PRC3202,PRC3201,PRC3203,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC0200,PRC3900,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
70005,2016,2015,176269240.63,0,2001475,0,1320191,0,1558977,0,1006643,0,313548,0,43253,0,14247,0,96980,0,1642052,0,923518,0,0,0,0,254292,7367982,1527300,439822,0,0,0,0,0,0,0,0.0091,0,2271,0,0,0,1927,0,0,0,0.8468,0.6457,0.2011,0.0091,0.0622,0.0818,0.2821,0.6458,0.0579,0.0052,0,0,1312,0,0,0,0.1673,0.2073,Saint-Urbain-Premier,1 @ 1 999,M,AR700,Beauharnois-Salaberry,16,Monteregie,1243
70012,2016,2015,584521155.09,0,7768049,0,5139631,0,6377453,0,3824854,0,1314777,0,19110,0,40908,0,138654,0,6322131,0,5556827,0,0,0,0,495645,19670430,5228212,1324761,0,0,0,0,0,0,0,0.0108,0,2645,0,0,0,2220,0,0,0,0.8059,0.5997,0.2062,0.0064,0.0217,0.1659,0.2077,0.5375,0.0649,0.0095,0,0,2332,0,0,0,0.0862,0.2658,Sainte-Martine,2 000 @ 9 999,M,AR700,Beauharnois-Salaberry,16,Monteregie,5397
70022,2016,2015,1145740066.3,0,33186477,0,13587752,0,31958205,0,10115492,0,3383578,0,45711,0,335494,0,630335,0,24626806,0,45900711,0,0,0,0,1812878,115791145,20120120,17611562,0,0,0,0,0,0,0,0.0215,0,4505,0,0,0,2686,0,0,0,0.4224,0.3165,0.1059,0.0105,0.0197,0.5474,0.5511,0.6025,0.0953,0.0401,0,0,8413,0,0,0,0.0792,0.1738,Beauharnois,10 000 @ 24 999,V,AR700,Beauharnois-Salaberry,16,Monteregie,12595
70030,2016,2015,141187181.65,0,1531841,0,1171682,0,1476036,0,971144,0,200538,0,0,0,4893,0,78148,0,1372873,0,578845,0,0,0,0,135827,4243370,846821,152405,0,0,0,0,0,0,0,0.0097,0,2630,0,0,0,2431,0,0,0,0.7938,0.6579,0.1359,0.0033,0.0529,0.1499,0.1033,0.6037,0.004,0.0041,0,0,1109,0,0,0,0.1049,0.1996,Saint-Etienne-de-Beauharnois,1 @ 1 999,M,AR700,Beauharnois-Salaberry,16,Monteregie,821
70035,2016,2015,227476434.6,0,3170974,0,1756819,0,2622902,0,1472095,0,284724,0,7206,0,23677,0,41129,0,2460569,0,2983013,0,0,0,0,242125,14812668,1238131,1318599,0,0,0,0,0,0,0,0.0108,0,2996,0,0,0,2229,0,0,0,0.6698,0.5612,0.1086,0.009,0.0157,0.3055,0.5027,0.7035,0.0663,0.0131,0,0,3642,0,0,0,0.1104,0.0836,Saint-Louis-de-Gonzague,1 @ 1 999,P,AR700,Beauharnois-Salaberry,16,Monteregie,1489
70040,2016,2015,248056212.4,0,2883275,0,2297800,0,2833323,0,1779362,0,518438,0,1143,0,12235,0,160461,0,2981273,0,3307927,0,0,0,0,1026750,21526774,4946818,477499,0,0,0,0,0,0,0,0.012,0,2341,0,0,0,1862,0,0,0,0.811,0.628,0.183,0.0043,0.0566,0.1281,0.1685,0.7932,0.0189,0.0133,0,0,2599,0,0,0,0.327,0.2298,Saint-Stanislas-de-Kostka,1 @ 1 999,M,AR700,Beauharnois-Salaberry,16,Monteregie,1590
70052,2016,2015,3799453001.1,0,81842361,0,60236583,0,77250099,0,39377016,0,20767984,0,215684,0,2687774,0,2908570,0,80806688,0,170362570,0,0,0,0,20190956,330930840,171327521,6451893,0,0,0,0,0,0,0,0.0212,0,4628,0,0,0,3754,0,0,0,0.7786,0.5097,0.2688,0.0348,0.0377,0.149,0.0835,0.6285,0.0293,0.0448,0,0,9783,0,0,0,0.2469,0.5177,Salaberry-de-Valleyfield,25 000 @ 99 999,V,AR700,Beauharnois-Salaberry,16,Monteregie,40964
71005,2016,2015,251578484,0,2318424,0,1935364,0,2252213,0,1600521,0,334843,0,10590,0,3145,0,42995,0,2058807,0,1843610,0,0,0,0,168800,8900520,1430805,783498,0,0,0,0,0,0,0,0.0081,0,1391,0,0,0,1411,0,0,0,0.8593,0.7106,0.1487,0.0014,0.0191,0.1202,0.3479,0.7042,0.0659,0.0073,0,0,1252,0,0,0,0.0935,0.1608,Riviere-Beaudette,2 000 @ 9 999,M,AR710,Vaudreuil-Soulanges,16,Monteregie,2073
71015,2016,2015,144363996.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saint-Telesphore,1 @ 1 999,M,AR710,Vaudreuil-Soulanges,16,Monteregie,763
71020,2016,2015,297970760.04,0,4650610,0,3250739,0,4580533,0,2470676,0,780063,0,247176,0,132603,0,150630,0,4409281,0,5981790,0,0,0,0,675505,19820711,5932308,1356573,0,0,0,0,0,0,0,0.014,0,3231,0,0,0,2783,0,0,0,0.7097,0.5394,0.1703,0.0289,0.0329,0.2285,0.2962,0.6655,0.0611,0.0201,0,0,4644,0,0,0,0.1732,0.2993,Saint-Polycarpe,2 000 @ 9 999,M,AR710,Vaudreuil-Soulanges,16,Monteregie,2224
71025,2016,2015,853248814.29,0,10770263,0,7438012,0,9774266,0,5435865,0,1991771,0,34911,0,125477,0,507539,0,9638895,0,9648570,0,0,0,0,955943,37820257,8577476,4145164,0,0,0,0,0,0,0,0.0113,0,2279,0,0,0,1873,0,0,0,0.7599,0.5561,0.2038,0.0128,0.0519,0.1753,0.4241,0.5927,0.0538,0.0113,0,0,2289,0,0,0,0.1117,0.2268,Saint-Zotique,2 000 @ 9 999,M,AR710,Vaudreuil-Soulanges,16,Monteregie,7708
71033,2016,2015,466038190.66,0,4875946,0,4185904,0,4852073,0,2783430,0,1389901,0,37533,0,28749,0,90427,0,5531810,0,5216040,0,0,0,0,684132,28206447,5679601,1302954,0,0,0,0,0,0,0,0.0118,0,2628,0,0,0,2050,0,0,0,0.8601,0.5737,0.2865,0.0059,0.0186,0.1153,0.2685,0.6523,0.0178,0.0112,0,0,2495,0,0,0,0.1375,0.2014,Les Coteaux,2 000 @ 9 999,M,AR710,Vaudreuil-Soulanges,16,Monteregie,5181
71040,2016,2015,1006932766.2,0,10693060,0,9208821,0,10612438,0,7079952,0,2128869,0,51739,0,108985,0,407443,0,10703960,0,20472006,0,0,0,0,3032148,61039508,19658585,5384066,0,0,0,0,0,0,0,0.0106,0,3510,0,0,0,3334,0,0,0,0.8677,0.6671,0.2006,0.0103,0.0384,0.0836,0.5073,0.649,0.0107,0.0203,0,0,6745,0,0,0,0.2774,0.3221,Coteau-du-Lac,2 000 @ 9 999,V,AR710,Vaudreuil-Soulanges,16,Monteregie,7070
71045,2016,2015,218276250.6,0,2289572,0,2008578,0,2267906,0,1576188,0,432390,0,21917,0,25106,0,40841,0,2137749,0,1674027,0,0,0,0,155820,7237119,1028950,1457018,0,0,0,0,0,0,0,0.0097,0,2356,0,0,0,2411,0,0,0,0.8857,0.695,0.1907,0.0111,0.018,0.0853,0.6425,0.5478,0.0419,0.0077,0,0,1864,0,0,0,0.0832,0.1422,Saint-Clet,1 @ 1 999,M,AR710,Vaudreuil-Soulanges,16,Monteregie,1688
71050,2016,2015,759907650.71,0,8852958,0,7350390,0,8852958,0,5180653,0,2169737,0,158396,0,53919,0,521479,0,8410073,0,8653100,0,0,0,0,1291575,33742020,9320300,2519942,0,0,0,0,0,0,0,0.0109,0,2458,0,0,0,2325,0,0,0,0.8303,0.5852,0.2451,0.0061,0.0589,0.1047,0.2846,0.5981,0.0304,0.0114,0,0,2578,0,0,0,0.1669,0.2762,Les Cedres,2 000 @ 9 999,M,AR710,Vaudreuil-Soulanges,16,Monteregie,6664
71055,2016,2015,123674300,0,2045714,0,1629267,0,2037966,0,1030457,0,598810,0,25101,0,3385,0,63847,0,1855231,0,2832833,0,0,0,0,361728,7926633,3266074,507848,0,0,0,0,0,0,0,0.0148,0,2517,0,0,0,2443,0,0,0,0.7995,0.5056,0.2938,0.0017,0.0313,0.1676,0.2492,0.6984,0.0076,0.0229,0,0,3897,0,0,0,0.1943,0.412,Pointe-des-Cascades,1 @ 1 999,VL,AR710,Vaudreuil-Soulanges,16,Monteregie,1461
71060,2016,2015,1071730480.6,0,19040249,0,13695701,0,16783100,0,10226413,0,3469288,0,685729,0,237866,0,393811,0,17029581,0,12729479,0,0,0,0,1638707,71982414,13892941,3590756,0,0,0,0,0,0,0,0.0152,0,3914,0,0,0,3496,0,0,0,0.816,0.6093,0.2067,0.0142,0.0235,0.1463,0.214,0.5661,0.0298,0.0119,0,0,3048,0,0,0,0.1101,0.193,L'Ile-Perrot,10 000 @ 24 999,V,AR710,Vaudreuil-Soulanges,16,Monteregie,10737
71065,2016,2015,1392198317.1,0,16097777,0,12161079,0,14356698,0,9310672,0,2850407,0,3789,0,89348,0,389955,0,14781106,0,20351268,0,0,0,0,1831987,60404493,15997991,2481807,0,0,0,0,0,0,0,0.0106,0,3160,0,0,0,2773,0,0,0,0.8471,0.6485,0.1985,0.0062,0.0272,0.1195,0.1729,0.5935,0.0725,0.0146,0,0,4352,0,0,0,0.1343,0.2648,Notre-Dame-de-l'Ile-Perrot,10 000 @ 24 999,V,AR710,Vaudreuil-Soulanges,16,Monteregie,10826
71070,2016,2015,1610600219.7,0,22432531,0,18129964,0,21842728,0,13425285,0,4704679,0,342134,0,330028,0,542566,0,20033963,0,17437303,0,0,0,0,3964178,79333708,17889483,10058175,0,0,0,0,0,0,0,0.0122,0,3626,0,0,0,3426,0,0,0,0.83,0.6146,0.2154,0.0151,0.0248,0.13,0.4605,0.5582,0.0263,0.0108,0,0,3211,0,0,0,0.1944,0.2255,Pincourt,10 000 @ 24 999,V,AR710,Vaudreuil-Soulanges,16,Monteregie,14774
71075,2016,2015,193204814.5,0,2497301,0,2236710,0,2497301,0,1563127,0,673583,0,19682,0,36698,0,35794,0,2696301,0,2768008,0,0,0,0,167403,8464848,2444391,215756,0,0,0,0,0,0,0,0.0139,0,3662,0,0,0,3173,0,0,0,0.8957,0.6259,0.2697,0.0147,0.0143,0.0753,0.0864,0.6771,0.0466,0.0143,0,0,3787,0,0,0,0.0678,0.2888,Terrasse-Vaudreuil,1 @ 1 999,M,AR710,Vaudreuil-Soulanges,16,Monteregie,1978
71083,2016,2015,4942640063.5,0,83387715,0,55875997,0,71164844,0,44498323,0,11368029,0,555752,0,1034059,0,3373458,0,67519569,0,210343667,0,0,0,0,15283261,423461298,209536972,19764513,0,0,0,0,0,0,0,0.0135,0,4449,0,0,0,3808,0,0,0,0.785,0.6253,0.1597,0.0145,0.0474,0.153,0.2777,0.7113,0.0905,0.0426,0,0,13974,0,0,0,0.2357,0.4948,Vaudreuil-Dorion,25 000 @ 99 999,V,AR710,Vaudreuil-Soulanges,16,Monteregie,36860
71090,2016,2015,234636906,0,1855827,0,1585351,0,1849512,0,1126366,0,458985,0,17021,0,0,0,22720,0,2012871,0,1271987,0,0,0,0,121150,7387170,1144089,355846,0,0,0,0,0,0,0,0.0085,0,3366,0,0,0,2904,0,0,0,0.8572,0.609,0.2482,0,0.0123,0.1305,0.1924,0.6275,0.0078,0.0054,0,0,2145,0,0,0,0.0687,0.1549,Vaudreuil-sur-le-Lac,1 @ 1 999,VL,AR710,Vaudreuil-Soulanges,16,Monteregie,1317
71095,2016,2015,70479705,0,349219,0,270361,0,349219,0,204991,0,65370,0,965,0,0,0,22712,0,361944,0,0,0,0,0,0,0,1251428,0,515431,0,0,0,0,0,0,0,0.0051,0,3840,0,0,0,3144,0,0,0,0.7742,0.587,0.1872,0,0.065,0.1608,1.476,0.6563,0,0,0,0,0,0,0,0,0,0,L'Ile-Cadieux,1 @ 1 999,V,AR710,Vaudreuil-Soulanges,16,Monteregie,100
71100,2016,2015,1157885220.1,0,12318901,0,10414459,0,12262923,0,8665114,0,1693367,0,28610,0,124219,0,316968,0,11838830,0,25470204,0,0,0,0,2566969,63300702,28762654,1514026,0,0,0,0,0,0,0,0.0102,0,3870,0,0,0,3748,0,0,0,0.8447,0.7066,0.1381,0.0101,0.0258,0.1193,0.1235,0.7991,0.0018,0.022,0,0,8345,0,0,0,0.2158,0.4544,Hudson,2 000 @ 9 999,V,AR710,Vaudreuil-Soulanges,16,Monteregie,5163
71105,2016,2015,2594969577.4,0,31330643,0,20709510,0,25687704,0,17190405,0,3508705,0,55801,0,382892,0,821695,0,26196179,0,21178079,0,0,0,0,1831179,112867008,19450765,7097170,0,0,0,0,0,0,0,0.0101,0,3090,0,0,0,2729,0,0,0,0.8058,0.6692,0.1366,0.0149,0.032,0.1473,0.2763,0.614,0.0663,0.0082,0,0,2503,0,0,0,0.0773,0.1723,Saint-Lazare,10 000 @ 24 999,V,AR710,Vaudreuil-Soulanges,16,Monteregie,19796
71110,2016,2015,209774863.6,0,1934320,0,1633330,0,1929260,0,1366032,0,267298,0,132428,0,7100,0,62794,0,1784769,0,350200,0,0,0,0,46228,4422113,350200,297395,0,0,0,0,0,0,0,0.0079,0,2035,0,0,0,2166,0,0,0,0.8466,0.7081,0.1385,0.0037,0.0325,0.1172,0.1541,0.5797,0.0045,0.0017,0,0,431,0,0,0,0.0311,0.0792,Sainte-Marthe,1 @ 1 999,M,AR710,Vaudreuil-Soulanges,16,Monteregie,1082
71115,2016,2015,172878433.5,0,1379711,0,1180194,0,1379611,0,919238,0,260956,0,29068,0,18002,0,76213,0,1398465,0,25344,0,0,0,0,0,3998148,0,1044111,0,0,0,0,0,0,0,0.0079,0,1511,0,0,0,1434,0,0,0,0.8555,0.6663,0.1892,0.013,0.0552,0.0763,0.7568,0.5853,0.0165,0.0001,0,0,28,0,0,0,0,0,Sainte-Justine-de-Newton,1 @ 1 999,M,AR710,Vaudreuil-Soulanges,16,Monteregie,956
71125,2016,2015,106217300,0,1928264,0,732642,0,835210,0,643014,0,89628,0,835,0,0,0,26420,0,875294,0,190365,0,0,0,0,23156,4417328,765753,134680,0,0,0,0,0,0,0,0.0082,0,1593,0,0,0,1454,0,0,0,0.8772,0.7699,0.1073,0,0.0316,0.0912,0.1613,0.8006,0.2668,0.0018,0,0,347,0,0,0,0.0291,0.1734,Tres-Saint-Redempteur,1 @ 1 999,M,AR710,Vaudreuil-Soulanges,16,Monteregie,915
71133,2016,2015,1064343951,0,12757114,0,9452748,0,12365974,0,7688916,0,1763832,0,175641,0,1351545,0,171634,0,12100374,0,10509418,0,0,0,0,1020584,45634304,10598135,3005170,0,0,0,0,0,0,0,0.0112,0,2635,0,0,0,2303,0,0,0,0.7644,0.6218,0.1426,0.1093,0.0139,0.1124,0.243,0.6552,0.0437,0.0099,0,0,2322,0,0,0,0.0935,0.2322,Rigaud,2 000 @ 9 999,V,AR710,Vaudreuil-Soulanges,16,Monteregie,7523
71140,2016,2015,57481519,0,653443,0,533022,0,581035,0,479838,0,53184,0,0,0,1422,0,14401,0,607637,0,0,0,0,0,0,601,1813060,0,318229,0,0,0,0,0,0,0,0.0106,0,1378,0,0,0,1356,0,0,0,0.9174,0.8258,0.0915,0.0024,0.0248,0.0554,0.5477,0.6695,0.0449,0,0,0,0,0,0,0,0.0011,0,Pointe-Fortune,1 @ 1 999,VL,AR710,Vaudreuil-Soulanges,16,Monteregie,544
72005,2016,2015,4898111163.2,0,83578491,0,59778705,0,80075006,0,44327860,0,15450845,0,1140772,0,1110305,0,6055016,0,81890243,0,118417968,0,0,0,0,10778869,295414817,110959690,1702128,0,0,0,0,0,0,0,0.0165,0,5052,0,0,0,3910,0,0,0,0.7465,0.5536,0.193,0.0139,0.0756,0.164,0.0213,0.5338,0.041,0.0242,0,0,7408,0,0,0,0.1441,0.3756,Saint-Eustache,25 000 @ 99 999,V,AR720,Deux-Montagnes,15,Laurentides,44758
72010,2016,2015,1555302558.1,0,33674187,0,19754909,0,31433243,0,14057353,0,5697556,0,5540938,0,488499,0,1355470,0,30906309,0,36954052,0,0,0,0,6739656,109300892,48129307,-1972927,0,0,0,0,0,0,0,0.0163,0,4018,0,0,0,3269,0,0,0,0.6285,0.4472,0.1813,0.0155,0.0431,0.3129,-0.0628,0.5777,0.0289,0.0238,0,0,5854,0,0,0,0.2662,0.4403,Deux-Montagnes,10 000 @ 24 999,V,AR720,Deux-Montagnes,15,Laurentides,17873
72015,2016,2015,1712806056.7,0,24104009,0,18773153,0,23919934,0,14049190,0,4723963,0,65725,0,377654,0,1111833,0,23654579,0,16458928,0,0,0,0,4865896,65850606,18203719,4527212,0,0,0,0,0,0,0,0.0138,0,3201,0,0,0,2675,0,0,0,0.7848,0.5873,0.1975,0.0158,0.0465,0.1529,0.1893,0.6374,0.0598,0.0096,0,0,2233,0,0,0,0.1948,0.2764,Sainte-Marthe-sur-le-Lac,10 000 @ 24 999,V,AR720,Deux-Montagnes,15,Laurentides,17545
72020,2016,2015,489851956.44,0,7586040,0,5607730,0,7431327,0,4176162,0,1431568,0,169040,0,129665,0,327620,0,7550964,0,6696844,0,0,0,0,980987,22923600,7312901,1408589,0,0,0,0,0,0,0,0.0151,0,2504,0,0,0,2038,0,0,0,0.7546,0.562,0.1926,0.0174,0.0441,0.1839,0.1895,0.4763,0.0209,0.0137,0,0,2272,0,0,0,0.1432,0.319,Pointe-Calumet,2 000 @ 9 999,M,AR720,Deux-Montagnes,15,Laurentides,6601
72025,2016,2015,765222519.04,0,9264533,0,6561130,0,7832634,0,4650507,0,1910623,0,112041,0,30827,0,572000,0,9023946,0,6034809,0,0,0,0,2341707,31497430,9350235,1256082,0,0,0,0,0,0,0,0.0116,0,3089,0,0,0,2428,0,0,0,0.8377,0.5937,0.2439,0.0039,0.073,0.0854,0.1604,0.6384,0.0695,0.0079,0,0,2092,0,0,0,0.2398,0.2969,Saint-Joseph-du-Lac,2 000 @ 9 999,M,AR720,Deux-Montagnes,15,Laurentides,6595
72032,2016,2015,609808074.22,0,7107212,0,4607570,0,6483189,0,3528766,0,1078804,0,3205,0,792779,0,212092,0,7246006,0,1659203,0,0,0,0,331934,23519411,2769447,351614,0,0,0,0,0,0,0,0.0119,0,2713,0,0,0,2453,0,0,0,0.7107,0.5443,0.1664,0.1223,0.0327,0.1343,0.0542,0.5879,0.035,0.0027,0,0,621,0,0,0,0.0505,0.1178,Oka,2 000 @ 9 999,M,AR720,Deux-Montagnes,15,Laurentides,5455
72043,2016,2015,278737052,0,2706719,0,1920445,0,2652812,0,1774064,0,146381,0,44712,0,11807,0,82085,0,2839322,0,807337,0,0,0,0,103351,9473518,192900,1336898,0,0,0,0,0,0,0,0.01,0,2629,0,0,0,1917,0,0,0,0.7239,0.6687,0.0552,0.0045,0.0309,0.2407,0.504,0.6034,0.0524,0.0029,0,0,759,0,0,0,0.0403,0.0204,Saint-Placide,1 @ 1 999,M,AR720,Deux-Montagnes,15,Laurentides,1693
73005,2016,2015,3251231760.3,0,63713590,0,48586476,0,60915132,0,38233776,0,10352700,0,485416,0,809043,0,1398691,0,57327677,0,111044723,0,0,0,0,4346191,245600399,122502633,6337154,0,0,0,0,0,0,0,0.0175,0,5998,0,0,0,5596,0,0,0,0.7976,0.6277,0.17,0.0133,0.023,0.1661,0.104,0.5917,0.0209,0.0342,0,0,11717,0,0,0,0.0929,0.4988,Boisbriand,25 000 @ 99 999,V,AR730,Therese-De Blainville,15,Laurentides,27237
73010,2016,2015,2867995655,0,58487488,0,37229842,0,55407871,0,25521960,0,11707882,0,3602816,0,1971140,0,3671127,0,56347828,0,73405653,0,0,0,0,10168822,176216664,76449309,5384699,0,0,0,0,0,0,0,0.0184,0,6247,0,0,0,4746,0,0,0,0.6719,0.4606,0.2113,0.0356,0.0663,0.2262,0.0972,0.5722,0.044,0.0256,0,0,8694,0,0,0,0.1908,0.4338,Sainte-Therese,25 000 @ 99 999,V,AR730,Therese-De Blainville,15,Laurentides,26584
73015,2016,2015,7144425631.4,0,115875672,0,70988431,0,100655738,0,58057909,0,12930522,0,156674,0,1222214,0,6613519,0,115980625,0,237185833,0,0,0,0,22104718,559039957,237947665,9729292,0,0,0,0,0,0,0,0.0162,0,5635,0,0,0,3671,0,0,0,0.7053,0.5768,0.1285,0.0121,0.0657,0.2169,0.0967,0.6947,0.0395,0.0332,0,0,11539,0,0,0,0.2022,0.4256,Blainville,25 000 @ 99 999,V,AR730,Therese-De Blainville,15,Laurentides,56177
73020,2016,2015,2666531010,0,34551707,0,23046473,0,34024520,0,19271329,0,3775144,0,1440619,0,575517,0,2849964,0,35942002,0,21668545,0,0,0,0,4596767,97752082,27832387,4577911,0,0,0,0,0,0,0,0.0129,0,6313,0,0,0,4324,0,0,0,0.6773,0.5664,0.111,0.0169,0.0838,0.222,0.1345,0.5087,0.0267,0.0081,0,0,3965,0,0,0,0.1351,0.2847,Rosemere,10 000 @ 24 999,V,AR730,Therese-De Blainville,15,Laurentides,14344
73025,2016,2015,1288603858.5,0,17149900,0,13397406,0,16573401,0,10698737,0,2698669,0,72724,0,130520,0,754781,0,16859743,0,20175000,0,0,0,0,3069915,58375655,24217965,3734738,0,0,0,0,0,0,0,0.013,0,4560,0,0,0,3794,0,0,0,0.8084,0.6455,0.1628,0.0079,0.0455,0.1382,0.2253,0.5681,0.0487,0.0157,0,0,5481,0,0,0,0.1798,0.4149,Lorraine,2 000 @ 9 999,V,AR730,Therese-De Blainville,15,Laurentides,9433
73030,2016,2015,993855429,0,16178100,0,12594140,0,16115807,0,7297171,0,5296969,0,489530,0,146639,0,692444,0,16243555,0,16628229,0,0,0,0,2797136,66004134,19932029,2328624,0,0,0,0,0,0,0,0.0159,0,4197,0,0,0,3542,0,0,0,0.7815,0.4528,0.3287,0.0091,0.043,0.1665,0.1445,0.6624,0.0123,0.0167,0,0,4429,0,0,0,0.1818,0.302,Bois-des-Filion,2 000 @ 9 999,V,AR730,Therese-De Blainville,15,Laurentides,9698
73035,2016,2015,1264956288.8,0,22194174,0,14972520,0,20505307,0,11938387,0,3034133,0,17709,0,2449319,0,702177,0,21678697,0,32642231,0,0,0,0,3803569,85633878,35287766,1749053,0,0,0,0,0,0,0,0.0171,0,4015,0,0,0,2834,0,0,0,0.7302,0.5822,0.148,0.1194,0.0342,0.1161,0.0853,0.6136,0.0418,0.0258,0,0,6050,0,0,0,0.185,0.4121,Sainte-Anne-des-Plaines,10 000 @ 24 999,V,AR730,Therese-De Blainville,15,Laurentides,15051
74005,2016,2015,5999595912.7,0,88078595,0,55866284,0,80104863,0,44572749,0,10036341,0,2359085,0,2204756,0,3193226,0,77585396,0,108161258,0,0,0,0,12970994,402933641,106023251,14851727,0,0,0,0,0,0,0,0.0125,0,3618,0,0,0,2964,0,0,0,0.6817,0.5564,0.1253,0.0275,0.0399,0.2509,0.1854,0.6743,0.0504,0.018,0,0,5202,0,0,0,0.1898,0.2631,Mirabel,25 000 @ 99 999,V,AR740,Mirabel,15,Laurentides,47759
75005,2016,2015,1459375979.5,0,15854096,0,12484273,0,15349769,0,10979593,0,1504680,0,34536,0,100505,0,731993,0,15699811,0,14565600,0,0,0,0,1974912,51301661,16423010,3040930,0,0,0,0,0,0,0,0.0107,0,1847,0,0,0,1595,0,0,0,0.8133,0.7153,0.098,0.0065,0.0477,0.1324,0.1981,0.6619,0.0437,0.01,0,0,1717,0,0,0,0.1339,0.3201,Saint-Colomban,10 000 @ 24 999,V,AR750,La Riviere-du-Nord,15,Laurentides,15003
75017,2016,2015,6935514106.9,0,135472851,0,101371925,0,128878894,0,82546264,0,18715704,0,816032,0,6133512,0,4795238,0,134608001,0,199812981,0,0,0,0,32885814,571658115,250381956,23899871,0,0,0,0,0,0,0,0.0193,0,4788,0,0,0,3939,0,0,0,0.7857,0.6405,0.1452,0.0476,0.0372,0.1295,0.1854,0.6494,0.0436,0.0288,0,0,7151,0,0,0,0.2458,0.438,Saint-Jerome,25 000 @ 99 999,V,AR750,La Riviere-du-Nord,15,Laurentides,73086
75028,2016,2015,1403266532.6,0,17213891,0,11199529,0,15129724,0,8973205,0,2204945,0,0,0,30462,0,553293,0,15714618,0,28414503,0,0,0,0,2791316,55156233,25460496,1954711,0,0,0,0,0,0,0,0.0112,0,1660,0,0,0,1225,0,0,0,0.7388,0.5931,0.1457,0.002,0.0366,0.2226,0.1292,0.6373,0.0844,0.0202,0,0,3001,0,0,0,0.1962,0.4616,Sainte-Sophie,10 000 @ 24 999,M,AR750,La Riviere-du-Nord,15,Laurentides,15100
75040,2016,2015,1384883793.9,0,15767688,0,12712082,0,15108692,0,10152511,0,2559571,0,23745,0,198925,0,402167,0,15552900,0,26187041,0,0,0,0,2677450,83315889,24712719,3299408,0,0,0,0,0,0,0,0.0112,0,2438,0,0,0,2180,0,0,0,0.8414,0.672,0.1694,0.0132,0.0266,0.1188,0.2184,0.7522,0.0329,0.0189,0,0,4111,0,0,0,0.1787,0.2966,Prevost,10 000 @ 24 999,V,AR750,La Riviere-du-Nord,15,Laurentides,13031
75045,2016,2015,1291163720,0,13543256,0,10987201,0,13144399,0,9514463,0,1472738,0,27172,0,116850,0,331312,0,12769788,0,13198799,0,0,0,0,1478204,33742929,12435338,2807086,0,0,0,0,0,0,0,0.0099,0,1522,0,0,0,1342,0,0,0,0.8359,0.7238,0.112,0.0089,0.0252,0.13,0.2136,0.5611,0.0774,0.0102,0,0,1577,0,0,0,0.1243,0.3685,Saint-Hippolyte,2 000 @ 9 999,M,AR750,La Riviere-du-Nord,15,Laurentides,8905
76008,2016,2015,344930693.7,0,4991533,0,3828344,0,4923840,0,3390569,0,437775,0,57190,0,33291,0,200440,0,5096698,0,3653831,0,0,0,0,457770,18457374,4080196,2770593,0,0,0,0,0,0,0,0.0146,0,1813,0,0,0,1517,0,0,0,0.7775,0.6886,0.0889,0.0068,0.0407,0.175,0.5627,0.5958,0.019,0.0106,0,0,1315,0,0,0,0.101,0.2211,Saint-Andre-d'Argenteuil,2 000 @ 9 999,M,AR760,Argenteuil,15,Laurentides,3276
76020,2016,2015,1187072598.9,0,19182187,0,14245952,0,18505201,0,11881879,0,2364073,0,602357,0,997848,0,665846,0,21762524,0,30319818,0,0,0,0,5807986,105289333,37518663,2737156,0,0,0,0,0,0,0,0.0178,0,3232,0,0,0,2424,0,0,0,0.7698,0.6421,0.1278,0.0539,0.036,0.1403,0.1479,0.575,0.0176,0.0255,0,0,4631,0,0,0,0.2716,0.3563,Lachute,10 000 @ 24 999,V,AR760,Argenteuil,15,Laurentides,12761
76025,2016,2015,362929448.38,0,3883941,0,3158642,0,3841827,0,2667013,0,491629,0,60005,0,3310,0,250604,0,3778737,0,2596658,0,0,0,0,189393,6467741,2360415,1017859,0,0,0,0,0,0,0,0.0102,0,870,0,0,0,763,0,0,0,0.8222,0.6942,0.128,0.0009,0.0652,0.1117,0.2649,0.5702,0.0252,0.0072,0,0,608,0,0,0,0.0554,0.365,Gore,1 @ 1 999,CT,AR760,Argenteuil,15,Laurentides,1865
