an_profil,an_donnee,cod_prov,PRC1450,PRC1550,PRC1650,PRC2250,PRC2350,PRC2050,PFRAT0151
2020,2020,PROV,0.781700,0.156800,0.038800,0.022600,285402.000000,214801.000000,341360.000000
