an_profil,an_donnee,cod_prov,PRC0350,PRC2950,PRC3750,PRC2550,PRC2150,PRC3850,PRC0150,PRC3050,PRC4550,PRC0250,PRC3950,PRC3150,PRC4050,PRC4250,PRC4350,PRC3250,PRC4450,PRC2750,PRC3550,PRC3650,PRC2850
2021,2020,PROV,0.017600,0.101400,0.253700,0.194600,0.612500,0.060100,0.021900,7246.000000,5837.000000,0.195900,0.344300,5832.000000,1.017800,2184.000000,4698.000000,4281.000000,3281.000000,0.607200,0.527800,0.079400,0.037700
