an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RFU3001,POSTE_3171,RF35010601,POSTE_3163,POSTE_9615,RF01010601,RF31010601,RF01010103,RF31010101,RF01010104,RF31010102,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RF35021001,POSTE_1443,POSTE_8978,POSTE_8958,POSTE_4669,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,PRC3101,PRC3103,PRC4300,PRC4302,PRC4301,PRC3200,PRC3202,PRC3201,PRC3203,PRC4400,PRC4402,PRC4401,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC4500,PRC4502,PRC4501,PRC0200,PRC3900,PRC4000,PRC4001,PRC4200,PRC4202,PRC4201,IND0201,IND0401 
2020,2019,13090,Saint-Honore-de-Temiscouata,M,751,1 @ 1 999,AR130,Temiscouata,01,Bas-Saint-Laurent,,,61481473.200000,,1919429.000000,,655707.000000,,1763536.000000,,430895.000000,,224812.000000,,44434.000000,,258272.000000,,481172.000000,,1578841.000000,,585649.000000,,,585649.000000,243181.000000,6602816.000000,810232.000000,779682.000000,,,,,,,,0.025000,,1988.000000,,,,3251.000000,,,969.000000,,,,1389.000000,,,0.371800,0.244300,0.127500,0.146500,0.272800,0.208900,0.442100,0.497300,0.065100,0.009500,,,759.000000,,,,1241.000000,,,0.181000,0.122700,1.091000,,1005.000000,,,99.000000,147.000000
2020,2019,13095,Pohenegamook,V,2549,2 000 @ 9 999,AR130,Temiscouata,01,Bas-Saint-Laurent,,,217257906.500000,,8271351.000000,,3729475.000000,,5575654.000000,,2729296.000000,,1000179.000000,,84759.000000,,298560.000000,,710903.000000,,5817461.000000,,4131773.000000,,,4131773.000000,615926.000000,25479455.000000,5761192.000000,2145286.000000,,,,,,,,0.026400,,2854.000000,,,,3526.000000,,,1966.000000,,,,2294.000000,,,0.668900,0.489500,0.179400,0.053500,0.127500,0.150100,0.384800,0.655100,0.135400,0.019000,,,2057.000000,,,,2541.000000,,,0.115300,0.226100,1.751200,,1851.000000,,,167.000000,183.000000
2020,2019,13100,Saint-Athanase,M,304,1 @ 1 999,AR130,Temiscouata,01,Bas-Saint-Laurent,,,22416932.720000,,1053217.000000,,273290.000000,,794479.000000,,224382.000000,,48908.000000,,6345.000000,,77554.000000,,345337.000000,,719075.000000,,146797.000000,,,146797.000000,92448.000000,2442196.000000,141756.000000,210196.000000,,,,,,,,0.031800,,1764.000000,,,,3254.000000,,,717.000000,,,,1248.000000,,,0.344000,0.282400,0.061600,0.097600,0.434700,0.123700,0.264600,0.733300,0.099200,0.006500,,,363.000000,,,,670.000000,,,0.125600,0.058000,1.210700,,760.000000,,,110.000000,188.000000
2020,2019,14005,Mont-Carmel,M,1175,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,97753603.330000,,2259517.000000,,1308067.000000,,2122802.000000,,961863.000000,,346204.000000,,4619.000000,,127921.000000,,549177.000000,,2202059.000000,,732551.000000,,,732551.000000,207333.000000,9271975.000000,1544569.000000,758415.000000,,,,,,,,0.022500,,1945.000000,,,,2806.000000,,,1210.000000,,,,1671.000000,,,0.616200,0.453100,0.163100,0.060300,0.258700,0.064800,0.357300,0.431300,0.002400,0.007500,,,648.000000,,,,936.000000,,,0.109700,0.166600,1.301700,,1354.000000,,,119.000000,133.000000
2020,2019,14010,Saint-Bruno-de-Kamouraska,M,537,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,51580622.825000,,1142711.000000,,678421.000000,,1007310.000000,,548640.000000,,129781.000000,,,,4165.000000,,246300.000000,,1153631.000000,,1169886.000000,,,1169886.000000,246564.000000,5626071.000000,1298450.000000,207471.000000,,,,,,,,0.022400,,1155.000000,,,,3325.000000,,,694.000000,,,,1955.000000,,,0.673500,0.544700,0.128800,0.004100,0.244500,0.077900,0.206000,0.639800,0.006800,0.022700,,,1171.000000,,,,3371.000000,,,0.222300,0.230800,1.293000,,1137.000000,,,118.000000,132.000000
2020,2019,14018,Saint-Pascal,V,3493,2 000 @ 9 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,271252892.680000,,7439631.000000,,4778051.000000,,7113280.000000,,3616988.000000,,1161063.000000,,,,378743.000000,,1140540.000000,,7064424.000000,,6902981.000000,,,6902981.000000,950609.000000,23711856.000000,6355337.000000,1233211.000000,,,,,,,,0.026000,,3844.000000,,,,3658.000000,,,2716.000000,,,,2474.000000,,,0.671700,0.508500,0.163200,0.053200,0.160300,0.114700,0.173400,0.539200,0.068200,0.025400,,,3756.000000,,,,3575.000000,,,0.135500,0.268000,1.784300,,1990.000000,,,171.000000,180.000000
2020,2019,14025,Sainte-Helene-de-Kamouraska,M,906,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,67153100.000000,,1264270.000000,,839301.000000,,1170701.000000,,583085.000000,,256216.000000,,1108.000000,,8604.000000,,201187.000000,,1230371.000000,,183271.000000,,,183271.000000,32607.000000,4424036.000000,304808.000000,944707.000000,,,,,,,,0.018300,,2009.000000,,,,2714.000000,,,1442.000000,,,,1853.000000,,,0.716900,0.498100,0.218900,0.007300,0.171900,0.103900,0.807000,0.394900,0.028000,0.002700,,,299.000000,,,,405.000000,,,0.032700,0.068900,1.233800,,1330.000000,,,112.000000,108.000000
2020,2019,14030,Saint-Joseph-de-Kamouraska,P,389,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,35902305.500000,,1048482.000000,,446723.000000,,839361.000000,,338485.000000,,108238.000000,,521.000000,,7721.000000,,261690.000000,,793603.000000,,807930.000000,,,807930.000000,20036.000000,3953258.000000,28440.000000,349074.000000,,,,,,,,0.022100,,1743.000000,,,,3572.000000,,,1046.000000,,,,2012.000000,,,0.532200,0.403300,0.129000,0.009200,0.311800,0.146800,0.415900,0.627800,0.154600,0.022500,,,1776.000000,,,,3639.000000,,,0.032400,0.007200,1.213500,,1149.000000,,,111.000000,130.000000
2020,2019,14035,Saint-Alexandre-de-Kamouraska,M,2158,2 000 @ 9 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,184677948.000000,,4914511.000000,,2688068.000000,,4091922.000000,,1865833.000000,,822235.000000,,18881.000000,,80510.000000,,667205.000000,,4105205.000000,,802027.000000,,,802027.000000,205472.000000,17792502.000000,2098300.000000,2707248.000000,,,,,,,,0.022100,,3228.000000,,,,3991.000000,,,2182.000000,,,,2625.000000,,,0.656900,0.456000,0.200900,0.019700,0.163100,0.160300,0.661600,0.465800,0.012800,0.004300,,,634.000000,,,,783.000000,,,0.058600,0.117900,1.467500,,1990.000000,,,140.000000,153.000000
2020,2019,14040,Saint-Andre,M,682,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,69443544.500000,,1722210.000000,,799562.000000,,1003256.000000,,527483.000000,,272079.000000,,,,19539.000000,,94888.000000,,1145719.000000,,963335.000000,,,963335.000000,156973.000000,7561213.000000,1258366.000000,411094.000000,,,,,,,,0.016500,,2453.000000,,,,3174.000000,,,1830.000000,,,,2215.000000,,,0.797000,0.525800,0.271200,0.019500,0.094600,0.089000,0.409800,0.640300,0.038900,0.013900,,,2063.000000,,,,2669.000000,,,0.163600,0.166400,1.156700,,1575.000000,,,105.000000,97.000000
2020,2019,14045,Saint-Germain,P,298,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,36593700.000000,,1721812.000000,,375265.000000,,497529.000000,,320037.000000,,55228.000000,,,,,,64531.000000,,554424.000000,,2732276.000000,,,2732276.000000,,6123229.000000,,762914.000000,,,,,,,,0.015200,,2016.000000,,,,3115.000000,,,1455.000000,,,,2108.000000,,,0.754300,0.643300,0.111000,,0.129700,0.116000,1.533400,0.804600,0.601800,0.074700,,,9936.000000,,,,15350.000000,,,,,1.004900,,1568.000000,,,92.000000,90.000000
2020,2019,14050,Kamouraska,M,608,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,132043676.835000,,2322584.000000,,1457958.000000,,1746579.000000,,1149583.000000,,308375.000000,,,,6121.000000,,150627.000000,,1678485.000000,,2551570.000000,,,2551570.000000,,9363721.000000,,1167621.000000,,,,,,,,0.012700,,2807.000000,,,,3556.000000,,,2636.000000,,,,3089.000000,,,0.834800,0.658200,0.176600,0.003500,0.086200,0.075500,0.668500,0.567300,0.209800,0.019300,,,4267.000000,,,,5406.000000,,,,,1.097900,,2213.000000,,,100.000000,75.000000
2020,2019,14055,Saint-Denis-De La Bouteillerie,M,524,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,94523840.570000,,1030186.000000,,747798.000000,,896060.000000,,660789.000000,,87009.000000,,792.000000,,4743.000000,,96255.000000,,921040.000000,,596756.000000,,,596756.000000,143098.000000,4480927.000000,691628.000000,355261.000000,,,,,,,,0.009700,,1584.000000,,,,2354.000000,,,1352.000000,,,,1913.000000,,,0.834500,0.737400,0.097100,0.005300,0.107400,0.052700,0.396500,0.699100,0.015000,0.006300,,,1027.000000,,,,1526.000000,,,0.158300,0.154300,0.779500,,1419.000000,,,71.000000,57.000000
2020,2019,14060,Saint-Philippe-de-Neri,P,835,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,61638060.500000,,1350533.000000,,809728.000000,,1191982.000000,,554272.000000,,255456.000000,,88632.000000,,20052.000000,,155287.000000,,1296600.000000,,376956.000000,,,376956.000000,55649.000000,6724708.000000,617800.000000,672895.000000,,,,,,,,0.019600,,2161.000000,,,,2752.000000,,,1569.000000,,,,1844.000000,,,0.679300,0.465000,0.214300,0.016800,0.130300,0.173600,0.564500,0.478300,0.036800,0.006100,,,674.000000,,,,859.000000,,,0.056900,0.091900,1.296400,,1282.000000,,,118.000000,116.000000
2020,2019,14065,Riviere-Ouelle,M,974,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,148771949.760000,,2628886.000000,,1833903.000000,,2198304.000000,,1321875.000000,,512028.000000,,33342.000000,,50831.000000,,193284.000000,,2669339.000000,,3295792.000000,,,3295792.000000,318811.000000,25181919.000000,1702614.000000,1229396.000000,,,,,,,,0.017700,,2816.000000,,,,3787.000000,,,2058.000000,,,,2635.000000,,,0.834200,0.601300,0.232900,0.023100,0.087900,0.054700,0.559200,0.744800,0.052600,0.022200,,,3521.000000,,,,4735.000000,,,0.152300,0.067600,1.240600,,2011.000000,,,113.000000,104.000000
2020,2019,14070,Saint-Pacome,M,1552,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,113458561.125000,,2263508.000000,,1792021.000000,,2214866.000000,,1260332.000000,,531689.000000,,10889.000000,,66753.000000,,254691.000000,,2188502.000000,,2723524.000000,,,2723524.000000,633657.000000,11889817.000000,3043357.000000,503922.000000,,,,,,,,0.019200,,2447.000000,,,,2627.000000,,,2121.000000,,,,2162.000000,,,0.809100,0.569000,0.240100,0.030100,0.115000,0.045800,0.227500,0.536700,0.029900,0.024000,,,3060.000000,,,,3285.000000,,,0.291000,0.256000,1.611000,,1922.000000,,,147.000000,113.000000
2020,2019,14075,Saint-Gabriel-Lalemant,M,719,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,42571034.550000,,1218405.000000,,525030.000000,,970948.000000,,405178.000000,,119852.000000,,9518.000000,,10090.000000,,371287.000000,,1019706.000000,,195605.000000,,,195605.000000,15899.000000,4066504.000000,95534.000000,521080.000000,,,,,,,,0.023700,,1451.000000,,,,2440.000000,,,772.000000,,,,1268.000000,,,0.540700,0.417300,0.123400,0.010400,0.382400,0.066500,0.536700,0.501200,0.059100,0.004600,,,281.000000,,,,472.000000,,,0.019100,0.023500,1.219300,,1049.000000,,,111.000000,140.000000
2020,2019,14080,Saint-Onesime-d'Ixworth,M,560,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,42067054.490000,,1428206.000000,,552680.000000,,988414.000000,,440798.000000,,111882.000000,,,,14369.000000,,395372.000000,,915640.000000,,63028.000000,,,63028.000000,15549.000000,3469138.000000,63028.000000,539819.000000,,,,,,,,0.021800,,1345.000000,,,,2741.000000,,,834.000000,,,,1655.000000,,,0.559200,0.446000,0.113200,0.014500,0.400000,0.026300,0.546100,0.553200,0.016400,0.001500,,,93.000000,,,,189.000000,,,0.020100,0.018200,1.290200,,1288.000000,,,118.000000,129.000000
2020,2019,14085,La Pocatiere,V,4098,2 000 @ 9 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,413568535.470000,,10438803.000000,,5788016.000000,,9317406.000000,,4209705.000000,,1578311.000000,,502437.000000,,1355472.000000,,381404.000000,,9887080.000000,,12866175.000000,,,12866175.000000,3492949.000000,38755659.000000,10060190.000000,2830898.000000,,,,,,,,0.022700,,5596.000000,,,,3548.000000,,,3606.000000,,,,2188.000000,,,0.621200,0.451800,0.169400,0.145500,0.040900,0.192400,0.303800,0.510600,0.039400,0.031100,,,7672.000000,,,,4864.000000,,,0.318300,0.259600,1.580300,,1599.000000,,,151.000000,157.000000
2020,2019,14090,Sainte-Anne-de-la-Pocatiere,P,1646,1 @ 1 999,AR140,Kamouraska,01,Bas-Saint-Laurent,,,150762710.000000,,2576814.000000,,1859061.000000,,1926711.000000,,1274287.000000,,339128.000000,,5619.000000,,130.000000,,183973.000000,,2095293.000000,,11182333.000000,,,11182333.000000,122347.000000,20106845.000000,881558.000000,695808.000000,,,,,,,,0.013900,,2181.000000,,,,2669.000000,,,1990.000000,,,,2374.000000,,,0.837400,0.661400,0.176000,0.000100,0.095500,0.067100,0.361100,0.818000,0.501400,0.074200,,,11673.000000,,,,14281.000000,,,0.064400,0.043800,1.227900,,1877.000000,,,112.000000,82.000000
2020,2019,15005,Saint-Irenee,P,682,1 @ 1 999,AR150,Charlevoix-Est,03,Capitale-Nationale,,,141257573.325000,,1864460.000000,,1539353.000000,,1720944.000000,,1249467.000000,,289886.000000,,,,7797.000000,,70001.000000,,1898260.000000,,2807264.000000,,,2807264.000000,700684.000000,13130933.000000,2890700.000000,1083248.000000,,,,,,,,0.013400,,2287.000000,,,,3072.000000,,,1915.000000,,,,2491.000000,,,0.894500,0.726000,0.168400,0.004500,0.040700,0.060300,0.629400,0.661100,0.010800,0.019900,,,3382.000000,,,,4542.000000,,,0.341800,0.220100,1.081600,,2262.000000,,,99.000000,79.000000
2020,2019,15013,La Malbaie,V,8161,2 000 @ 9 999,AR150,Charlevoix-Est,03,Capitale-Nationale,,,880172211.660000,,20389206.000000,,15844001.000000,,19572582.000000,,11078226.000000,,4576252.000000,,138553.000000,,873174.000000,,427676.000000,,20072006.000000,,19844623.000000,,,19844623.000000,4211041.000000,97995837.000000,27503927.000000,3887625.000000,,,,,,,,0.022600,,3524.000000,,,,3615.000000,,,2918.000000,,,,2873.000000,,,0.799800,0.566000,0.233800,0.044600,0.021900,0.133700,0.198600,0.548200,0.015300,0.022500,,,3508.000000,,,,3599.000000,,,0.223700,0.280700,1.652000,,2166.000000,,,158.000000,156.000000
2020,2019,15025,Notre-Dame-des-Monts,M,801,1 @ 1 999,AR150,Charlevoix-Est,03,Capitale-Nationale,,,51856465.950000,,1105147.000000,,744720.000000,,1040607.000000,,596697.000000,,148023.000000,,,,8580.000000,,249037.000000,,1079396.000000,,287089.000000,,,287089.000000,60918.000000,4675129.000000,177904.000000,418449.000000,,,,,,,,0.020800,,1752.000000,,,,2388.000000,,,1260.000000,,,,1648.000000,,,0.715700,0.573400,0.142200,0.008200,0.239300,0.036800,0.402100,0.492500,0.013500,0.005500,,,466.000000,,,,635.000000,,,0.068700,0.038100,1.407400,,1535.000000,,,128.000000,123.000000
2020,2019,15030,Saint-Aime-des-Lacs,M,1099,1 @ 1 999,AR150,Charlevoix-Est,03,Capitale-Nationale,,,134113415.245000,,2207689.000000,,1582622.000000,,1845198.000000,,1224435.000000,,358187.000000,,,,76857.000000,,28277.000000,,1977172.000000,,1345666.000000,,,1345666.000000,125847.000000,7947318.000000,1059976.000000,432949.000000,,,,,,,,0.014700,,1687.000000,,,,2273.000000,,,1406.000000,,,,1819.000000,,,0.857700,0.663600,0.194100,0.041700,0.015300,0.085300,0.234600,0.567600,0.080600,0.010000,,,1148.000000,,,,1547.000000,,,0.076100,0.133400,1.151700,,1795.000000,,,105.000000,87.000000
2020,2019,15035,Clermont,V,3103,2 000 @ 9 999,AR150,Charlevoix-Est,03,Capitale-Nationale,,,258629702.500000,,6484262.000000,,4141668.000000,,5152729.000000,,3011476.000000,,1130192.000000,,108098.000000,,141425.000000,,168469.000000,,5656384.000000,,906266.000000,,,906266.000000,173389.000000,29931369.000000,531496.000000,3207721.000000,,,,,,,,0.021500,,3559.000000,,,,3271.000000,,,2852.000000,,,,2442.000000,,,0.803800,0.584400,0.219300,0.027400,0.032700,0.136100,0.622500,0.497900,0.049500,0.003500,,,581.000000,,,,534.000000,,,0.040300,0.017800,1.395500,,1630.000000,,,133.000000,149.000000
2020,2019,15058,Saint-Simeon,M,1197,1 @ 1 999,AR150,Charlevoix-Est,03,Capitale-Nationale,,,124063337.650000,,3363614.000000,,1833380.000000,,2496700.000000,,1209107.000000,,624273.000000,,10868.000000,,46798.000000,,135658.000000,,2792819.000000,,1860071.000000,,,1860071.000000,543367.000000,15650913.000000,2528849.000000,563168.000000,,,,,,,,0.022400,,2201.000000,,,,2816.000000,,,1570.000000,,,,1856.000000,,,0.734300,0.484300,0.250000,0.018700,0.054300,0.192600,0.225600,0.651500,0.055900,0.015000,,,1472.000000,,,,1883.000000,,,0.199200,0.161600,1.454500,,1625.000000,,,133.000000,132.000000
2020,2019,15065,Baie-Sainte-Catherine,M,205,1 @ 1 999,AR150,Charlevoix-Est,03,Capitale-Nationale,,,18884994.000000,,1052225.000000,,383539.000000,,518860.000000,,284321.000000,,99218.000000,,,,27636.000000,,65676.000000,,574916.000000,,38950.000000,,,38950.000000,2554.000000,2860910.000000,,104194.000000,,,,,,,,0.030400,,2053.000000,,,,2578.000000,,,1553.000000,,,,1720.000000,,,0.739200,0.548000,0.191200,0.053300,0.126600,0.081000,0.200800,0.670200,0.160800,0.002100,,,139.000000,,,,175.000000,,,0.005200,,1.987900,,1634.000000,,,181.000000,179.000000
2020,2019,16005,Petite-Riviere-Saint-Francois,M,864,1 @ 1 999,AR160,Charlevoix,03,Capitale-Nationale,,,377651947.860000,,8102407.000000,,4251103.000000,,5612736.000000,,2844793.000000,,1406310.000000,,,,30276.000000,,306055.000000,,5923449.000000,,18138038.000000,,,18138038.000000,1886713.000000,52943580.000000,23715035.000000,218084.000000,,,,,,,,0.015700,,2383.000000,,,,5785.000000,,,1749.000000,,,,4151.000000,,,0.757400,0.506800,0.250600,0.005400,0.054500,0.182700,0.038900,0.764500,0.048300,0.048000,,,7296.000000,,,,17713.000000,,,0.330300,0.447900,0.945700,,2268.000000,,,86.000000,93.000000
2020,2019,16013,Baie-Saint-Paul,V,7207,2 000 @ 9 999,AR160,Charlevoix,03,Capitale-Nationale,,,1319091733.000000,,23219323.000000,,14083926.000000,,20166429.000000,,10426184.000000,,3657742.000000,,156029.000000,,3573722.000000,,149450.000000,,19606383.000000,,47792090.000000,,,47792090.000000,3797713.000000,86278868.000000,39795723.000000,3963702.000000,,,,,,,,0.014700,,3967.000000,,,,4130.000000,,,2951.000000,,,,2990.000000,,,0.698400,0.517000,0.181400,0.177200,0.007400,0.117000,0.196500,0.612200,0.071300,0.036200,,,9748.000000,,,,10147.000000,,,0.201600,0.461200,1.199500,,2200.000000,,,115.000000,102.000000
2020,2019,16023,L'Isle-aux-Coudres,M,1111,1 @ 1 999,AR160,Charlevoix,03,Capitale-Nationale,,,170367996.660000,,2623045.000000,,1942586.000000,,2173694.000000,,1409422.000000,,533164.000000,,20900.000000,,20049.000000,,69669.000000,,2745484.000000,,3098720.000000,,,3098720.000000,244079.000000,23832413.000000,1776700.000000,754560.000000,,,,,,,,0.016000,,1917.000000,,,,2841.000000,,,1407.000000,,,,2026.000000,,,0.893700,0.648400,0.245300,0.009200,0.032100,0.065000,0.347100,0.640300,0.019500,0.018200,,,2181.000000,,,,3231.000000,,,0.115400,0.074500,1.068000,,1782.000000,,,97.000000,94.000000
2020,2019,16048,Les Eboulements,M,1353,1 @ 1 999,AR160,Charlevoix,03,Capitale-Nationale,,,262771406.000000,,3844760.000000,,2485191.000000,,2856875.000000,,1956062.000000,,529129.000000,,,,10993.000000,,111192.000000,,3138633.000000,,4334065.000000,,,4334065.000000,468774.000000,13130756.000000,2911811.000000,259878.000000,,,,,,,,0.011900,,1700.000000,,,,2708.000000,,,1391.000000,,,,2144.000000,,,0.869900,0.684700,0.185200,0.003800,0.038900,0.087300,0.091000,0.576200,0.041600,0.016500,,,2348.000000,,,,3739.000000,,,0.167100,0.221800,0.896900,,1704.000000,,,82.000000,70.000000
2020,2019,16050,Saint-Hilarion,P,1109,1 @ 1 999,AR160,Charlevoix,03,Capitale-Nationale,,,132974360.830000,,4034676.000000,,1656925.000000,,2249027.000000,,1259055.000000,,397870.000000,,,,9527.000000,,280141.000000,,2203434.000000,,3440153.000000,,,3440153.000000,401273.000000,12003886.000000,4163730.000000,706101.000000,,,,,,,,0.016600,,2334.000000,,,,3203.000000,,,1799.000000,,,,2408.000000,,,0.736700,0.559800,0.176900,0.004200,0.124600,0.134500,0.314000,0.555000,0.014700,0.025900,,,3644.000000,,,,5000.000000,,,0.188300,0.346900,1.188000,,1849.000000,,,108.000000,98.000000
2020,2019,16055,Saint-Urbain,P,1413,1 @ 1 999,AR160,Charlevoix,03,Capitale-Nationale,,,152757432.830000,,3280653.000000,,1670917.000000,,2211484.000000,,1352995.000000,,317922.000000,,8700.000000,,18171.000000,,92376.000000,,2124515.000000,,4597796.000000,,,4597796.000000,338384.000000,14653870.000000,4647256.000000,414286.000000,,,,,,,,0.013900,,1974.000000,,,,2315.000000,,,1629.000000,,,,1828.000000,,,0.755600,0.611800,0.143800,0.008200,0.041800,0.194400,0.187300,0.705400,0.088700,0.030100,,,4289.000000,,,,5030.000000,,,0.170900,0.317100,1.049600,,1456.000000,,,96.000000,82.000000
2020,2019,17005,Saint-Omer,M,282,1 @ 1 999,AR170,L'Islet,12,Chaudiere-Appalaches,,,36225576.000000,,958306.000000,,307998.000000,,572623.000000,,248261.000000,,59737.000000,,3491.000000,,19973.000000,,216797.000000,,671492.000000,,,,,,6344.000000,2284457.000000,15995.000000,196404.000000,,,,,,,,0.018400,,1418.000000,,,,2727.000000,,,674.000000,,,,1257.000000,,,0.537900,0.433600,0.104300,0.034900,0.378600,0.048600,0.343000,0.526500,0.174500,,,,,,,,,,,0.010700,0.007000,0.833100,,764.000000,,,76.000000,109.000000
2020,2019,17010,Saint-Pamphile,V,2391,2 000 @ 9 999,AR170,L'Islet,12,Chaudiere-Appalaches,,,163079391.800000,,4746284.000000,,2412041.000000,,4118908.000000,,1777016.000000,,635025.000000,,30327.000000,,162916.000000,,1009865.000000,,4119630.000000,,699702.000000,,,699702.000000,203798.000000,19136379.000000,2205385.000000,3846689.000000,,0.000000,,,,,,0.025100,,2699.000000,,,,2908.000000,,,1669.000000,,,,1716.000000,,,0.585600,0.431400,0.154200,0.039600,0.245200,0.129700,0.933900,0.495100,0.055200,0.004300,,,462.000000,,,,498.000000,,,0.060500,0.115200,1.537800,,1231.000000,,,147.000000,174.000000
2020,2019,17015,Saint-Adalbert,M,499,1 @ 1 999,AR170,L'Islet,12,Chaudiere-Appalaches,,,60785256.000000,,1133513.000000,,652895.000000,,1124726.000000,,512105.000000,,140790.000000,,18251.000000,,32214.000000,,379561.000000,,1115569.000000,,478055.000000,,,478055.000000,97310.000000,4606054.000000,490900.000000,487759.000000,,0.000000,,,,,,0.018100,,1379.000000,,,,2821.000000,,,866.000000,,,,1678.000000,,,0.580500,0.455300,0.125200,0.028600,0.337500,0.053400,0.433700,0.589100,0.004100,0.007900,,,601.000000,,,,1229.000000,,,0.099500,0.106600,1.065600,,806.000000,,,97.000000,107.000000
2020,2019,17020,Saint-Marcel,M,449,1 @ 1 999,AR170,L'Islet,12,Chaudiere-Appalaches,,,47622764.700000,,882973.000000,,584094.000000,,847623.000000,,430238.000000,,153856.000000,,21293.000000,,50262.000000,,132747.000000,,942399.000000,,326507.000000,,,326507.000000,57864.000000,4392440.000000,326548.000000,368123.000000,,0.000000,,,,,,0.019300,,1460.000000,,,,2725.000000,,,985.000000,,,,1728.000000,,,0.689100,0.507600,0.181500,0.059300,0.156600,0.095000,0.434300,0.627500,0.018100,0.006900,,,517.000000,,,,966.000000,,,0.073000,0.074300,1.217500,,1032.000000,,,111.000000,114.000000
2020,2019,17025,Sainte-Felicite,M,385,1 @ 1 999,AR170,L'Islet,12,Chaudiere-Appalaches,,,29615934.020000,,686810.000000,,299595.000000,,671088.000000,,238666.000000,,60929.000000,,3911.000000,,5897.000000,,314995.000000,,716330.000000,,8010.000000,,,8010.000000,6895.000000,3038692.000000,8010.000000,291855.000000,,0.000000,,,,,,0.024100,,1790.000000,,,,3006.000000,,,788.000000,,,,1264.000000,,,0.446400,0.355600,0.090800,0.008800,0.469400,0.075400,0.434900,0.623600,0.007600,0.000300,,,20.000000,,,,34.000000,,,0.011200,0.002600,0.998600,,698.000000,,,91.000000,142.000000
2020,2019,17030,Sainte-Perpetue,M,1622,1 @ 1 999,AR170,L'Islet,12,Chaudiere-Appalaches,,,103594942.500000,,2797945.000000,,1260669.000000,,2689725.000000,,921112.000000,,339557.000000,,13458.000000,,171392.000000,,889286.000000,,2901115.000000,,798929.000000,,,798929.000000,209418.000000,7654884.000000,987531.000000,317699.000000,,0.000000,,,,,,0.027900,,2155.000000,,,,2944.000000,,,980.000000,,,,1285.000000,,,0.468700,0.342500,0.126200,0.063700,0.330600,0.137000,0.118100,0.506600,0.021500,0.007700,,,596.000000,,,,814.000000,,,0.078300,0.129000,1.251600,,911.000000,,,114.000000,165.000000
2020,2019,17035,Tourville,M,584,1 @ 1 999,AR170,L'Islet,12,Chaudiere-Appalaches,,,36484884.000000,,1108082.000000,,495915.000000,,1045957.000000,,297351.000000,,198564.000000,,0.000000,,109661.000000,,388616.000000,,1200701.000000,,424933.000000,,,424933.000000,197828.000000,6502949.000000,891285.000000,555753.000000,,0.000000,,,,,,0.032900,,2121.000000,,,,3127.000000,,,923.000000,,,,1291.000000,,,0.474100,0.284300,0.189800,0.104800,0.371500,0.049500,0.531300,0.459100,0.012300,0.011600,,,751.000000,,,,1107.000000,,,0.182900,0.137100,1.351600,,901.000000,,,123.000000,194.000000
2020,2019,17040,Saint-Damase-de-L'Islet,M,553,1 @ 1 999,AR170,L'Islet,12,Chaudiere-Appalaches,,,61039800.000000,,1666036.000000,,565299.000000,,1164514.000000,,417567.000000,,147732.000000,,11693.000000,,71256.000000,,485613.000000,,1162022.000000,,196646.000000,,,196646.000000,347511.000000,13645704.000000,4702117.000000,949865.000000,,0.000000,,,,,,0.018800,,1304.000000,,,,2752.000000,,,656.000000,,,,1352.000000,,,0.485400,0.358600,0.126900,0.061200,0.417000,0.036400,0.815700,0.786500,0.073300,0.003200,,,223.000000,,,,470.000000,,,0.302300,0.344600,0.918500,,756.000000,,,84.000000,111.000000
