an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RF31010101,RF01010104,RF31010102,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RFU3001,RF35021001,POSTE_1443,POSTE_8978,POSTE_8958,POSTE_4669,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,POSTE_3171,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,RF35010601,PRC3101,PRC3103,PRC4300,PRC4302,PRC4301,PRC3200,PRC3202,PRC3201,PRC3203,PRC4400,POSTE_3163,PRC4402,PRC4401,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,POSTE_9615,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC4500,PRC4502,RF01010601,PRC4501,PRC0200,PRC3900,PRC4000,PRC4001,PRC4200,PRC4202,PRC4201,IND0201,IND0401,RF31010601,RF01010103
2021,2020,AG900,La Tuque,AG,11722,10 000 @ 24 999,,,04,Mauricie,,,,,,,,,,261278.000000,,,,1179003906.840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64992.000000,,,,,,,,,,,,,,,,,,,,,,,
2021,2020,01023,Les Îles-de-la-Madeleine,M,12146,10 000 @ 24 999,AR011,Hors MRC - Les Îles de la Madeleine,11,Gaspésie--Îles-de-la-Madeleine,,,1054957964.500000,8001095.000000,4745542.000000,2061206.000000,47654.000000,39239.000000,1592242.000000,851224.000000,6781854.000000,2479417.000000,30667674.000000,,15126931.792894,19262635.000000,27231763.000000,7969128.000000,19262635.000000,3352773.000000,141843034.000000,43803573.000000,6646293.000000,,30611352.000000,,,,,,,0.014300,0.028500,1396.000000,1390.000000,16690535.000000,2786.000000,,2071.000000,2062.000000,4133.000000,976.000000,674.000000,1650.000000,,1381.000000,17240280.000000,953.000000,2334.000000,0.592400,0.429300,0.163100,0.054700,0.233000,0.119900,0.228400,0.558200,10062301.000000,0.021100,0.018300,,0.025600,1782.000000,713.000000,2495.000000,,2644.000000,1058.000000,29103133.000000,3702.000000,0.120700,0.308800,1.020700,1.584600,1257.000000,694.000000,1951.000000,148.000000,208.000000,15705872.000000,12494738.000000
2021,2020,01042,Grosse-Île,M,469,1 @ 1 999,AR011,Hors MRC - Les Îles de la Madeleine,11,Gaspésie--Îles-de-la-Madeleine,,,35647043.000000,,0.000000,,,,31591.000000,,219031.000000,,795356.000000,,,114969.000000,,,114969.000000,325700.000000,3021072.000000,311500.000000,396192.000000,,958970.000000,,,,,,,0.022300,0.036500,1388.000000,886.000000,,2274.000000,,2935.000000,1873.000000,4808.000000,1217.000000,465.000000,1682.000000,,2267.000000,614482.000000,866.000000,3133.000000,0.640800,0.640800,0.000000,0.032900,0.228400,0.097900,0.413100,0.576300,,0.002900,0.003200,,0.010500,201.000000,455.000000,656.000000,,424.000000,961.000000,958970.000000,1385.000000,0.327100,0.103100,1.330600,1.894500,1199.000000,509.000000,1708.000000,174.000000,226.000000,,614482.000000
2021,2020,02005,Percé,V,3051,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie--Îles-de-la-Madeleine,,,251569044.135000,,1053691.000000,,,,532750.000000,,1568468.000000,,7714324.000000,,,9286601.000000,,,9286601.000000,1898854.000000,58492972.000000,8813349.000000,2007879.000000,,8142574.000000,,,,,,,0.030700,,2141.000000,,,,,3394.000000,,,1420.000000,,,,2063.000000,4688191.000000,,,0.596500,0.462400,0.134100,0.067800,0.199600,0.136200,0.255500,0.744400,,0.077500,0.036900,,,2577.000000,,,,4086.000000,,7859495.000000,,0.245900,0.150700,1.773500,,1709.000000,,,168.000000,222.000000,,3634500.000000
2021,2020,02010,Sainte-Thérèse-de-Gaspé,M,995,1 @ 1 999,AR020,Le Rocher-Percé,11,Gaspésie--Îles-de-la-Madeleine,,,59542594.500000,,426680.000000,,16618.000000,,15474.000000,,416475.000000,,1656120.000000,,,519808.000000,,,519808.000000,167208.000000,6268335.000000,1112040.000000,632218.000000,,2309162.000000,,,,,,,0.027500,,2268.000000,,,,,2922.000000,,,1561.000000,,,,1890.000000,1060256.000000,,,0.636700,0.380400,0.256200,0.009300,0.250100,0.104000,0.379600,0.453300,,0.017100,0.008700,,,719.000000,,,,927.000000,,1665347.000000,,0.113200,0.177400,1.613700,,1549.000000,,,148.000000,170.000000,,633576.000000
2021,2020,02015,Grande-Rivière,V,3429,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie--Îles-de-la-Madeleine,,,216026164.715000,,1046565.000000,,233544.000000,,461805.000000,,1354262.000000,,6011795.000000,,,7663526.000000,,,7663526.000000,1727310.000000,41086704.000000,9730480.000000,811472.000000,,6555255.000000,,,,,,,0.026700,,2785.000000,,,,,2994.000000,,,1831.000000,,,,1871.000000,3611182.000000,,,0.619300,0.439800,0.179500,0.079200,0.232200,0.069300,0.139200,0.620100,,0.044300,0.035500,,,3693.000000,,,,3971.000000,,5831359.000000,,0.286800,0.236800,1.773000,,1659.000000,,,168.000000,193.000000,,2564617.000000
2021,2020,02028,Chandler,V,7441,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie--Îles-de-la-Madeleine,,,500194915.910000,,2446477.000000,,207967.000000,,654808.000000,,2115813.000000,,14439557.000000,,,15014045.000000,,,15014045.000000,2355719.000000,99482041.000000,16384382.000000,1411552.000000,,12441823.000000,,,,,,,0.028500,,2972.000000,,,,,3369.000000,,,1731.000000,,,,1814.000000,7661454.000000,,,0.664100,0.452100,0.212100,0.056800,0.183400,0.095700,0.122400,0.507400,,0.018900,0.030000,,,3135.000000,,,,3554.000000,,11536196.000000,,0.200000,0.164700,1.552400,,1516.000000,,,147.000000,207.000000,,5214977.000000
2021,2020,02047,Port-Daniel--Gascons,M,2236,2 000 @ 9 999,AR020,Le Rocher-Percé,11,Gaspésie--Îles-de-la-Madeleine,,,324227376.900000,,547051.000000,,,,40001.000000,,804062.000000,,4927450.000000,,,11152940.000000,,,11152940.000000,813129.000000,34129050.000000,13024300.000000,1415396.000000,,7917459.000000,,,,,,,0.015200,,2082.000000,,,,,3527.000000,,,1545.000000,,,,2479.000000,3463516.000000,,,0.760100,0.640000,0.120000,0.008800,0.176500,0.054700,0.310600,0.648000,,0.219900,0.034400,,,4712.000000,,,,7983.000000,,4556867.000000,,0.178000,0.381600,0.718100,,644.000000,,,68.000000,110.000000,,2916465.000000
2021,2020,03005,Gaspé,V,15179,10 000 @ 24 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,1399522504.000000,,4984081.000000,,,,2573851.000000,,4372528.000000,,34572309.000000,,,61273479.000000,,,61273479.000000,7657248.000000,164290263.000000,61702023.000000,10083524.000000,,33626118.000000,,,,,,,0.024700,,3101.000000,,,,,4095.000000,,,1945.000000,,,,2304.000000,19452051.000000,,,0.600300,0.446500,0.153800,0.079400,0.134900,0.185300,0.311200,0.587900,,0.066700,0.043800,,,5496.000000,,,,7257.000000,,32401891.000000,,0.226200,0.375600,1.304300,,1786.000000,,,121.000000,180.000000,,14467970.000000
2021,2020,03010,Cloridorme,CT,626,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,33955137.600000,,358484.000000,,31455.000000,,42441.000000,,440343.000000,,1455458.000000,,,2634636.000000,,,2634636.000000,1409048.000000,16695223.000000,4538598.000000,520068.000000,,1591277.000000,,,,,,,0.041900,,1525.000000,,,,,3004.000000,,,898.000000,,,,1566.000000,742153.000000,,,0.536300,0.277200,0.259000,0.030700,0.318200,0.114900,0.375800,0.683800,,0.007400,0.077600,,,2821.000000,,,,5558.000000,,1383918.000000,,0.621700,0.271900,2.211600,,1544.000000,,,203.000000,259.000000,,383669.000000
2021,2020,03015,Petite-Vallée,M,174,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,11012875.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2021,2020,03020,Grande-Vallée,M,1060,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,83708855.500000,,442390.000000,,16886.000000,,104294.000000,,433421.000000,,2819266.000000,,,7190413.000000,,,7190413.000000,261989.000000,17981765.000000,1620266.000000,444547.000000,,2832378.000000,,,,,,,0.033500,,3030.000000,,,,,3941.000000,,,1278.000000,,,,1518.000000,1079605.000000,,,0.416900,0.246000,0.170800,0.040300,0.167400,0.375500,0.171600,0.602500,,0.246900,0.085900,,,7773.000000,,,,10113.000000,,2589890.000000,,0.108500,0.090100,1.335500,,1424.000000,,,122.000000,207.000000,,637215.000000
2021,2020,03025,Murdochville,V,594,1 @ 1 999,AR030,La Côte-de-Gaspé,11,Gaspésie--Îles-de-la-Madeleine,,,18334576.320000,,174222.000000,,722.000000,,79238.000000,,736880.000000,,2131960.000000,,,663645.000000,,,663645.000000,15521.000000,5322834.000000,177300.000000,1003140.000000,,2615411.000000,,,,,,,0.116200,,3410.000000,,,,,3707.000000,,,1880.000000,,,,1570.000000,902466.000000,,,0.435500,0.351400,0.084100,0.038200,0.355600,0.170700,0.484000,0.302700,,0.020200,0.036200,,,1062.000000,,,,1154.000000,,2072402.000000,,0.008700,0.033300,4.856300,,1314.000000,,,445.000000,720.000000,,728244.000000
2021,2020,04005,Sainte-Madeleine-de-la-Rivière-Madeleine,M,277,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,29158806.000000,,150460.000000,,6858.000000,,34339.000000,,160466.000000,,1020492.000000,,,290858.000000,,,290858.000000,379209.000000,7110003.000000,1111970.000000,321391.000000,,894565.000000,,,,,,,0.034800,,1495.000000,,,,,2896.000000,,,812.000000,,,,1218.000000,426136.000000,,,0.487500,0.315400,0.172100,0.039300,0.183600,0.289700,0.367700,0.610800,,0.008900,0.010000,,,429.000000,,,,831.000000,,874149.000000,,0.366300,0.156400,1.445300,,1175.000000,,,132.000000,215.000000,,275676.000000
2021,2020,04010,Saint-Maxime-du-Mont-Louis,M,1088,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,65807287.290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2021,2020,04015,Mont-Saint-Pierre,VL,162,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,12390340.000000,,166538.000000,,,,13365.000000,,174806.000000,,741000.000000,,,321134.000000,,,321134.000000,67018.000000,6026117.000000,487507.000000,365953.000000,,696846.000000,,,,,,,0.059800,,2512.000000,,,,,3984.000000,,,1228.000000,,,,1776.000000,330275.000000,,,0.481000,0.238500,0.242600,0.019500,0.254600,0.244900,0.533000,0.648500,,0.008600,0.025900,,,1089.000000,,,,1727.000000,,686606.000000,,0.113000,0.080900,2.666400,,1719.000000,,,244.000000,370.000000,,163737.000000
2021,2020,04020,Rivière-à-Claude,M,125,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,9988496.000000,,24067.000000,,,,17801.000000,,78987.000000,,271273.000000,,,,,,,,1542008.000000,,235218.000000,,353187.000000,,,,,,,0.027200,,979.000000,,,,,1938.000000,,,546.000000,,,,956.000000,133795.000000,,,0.529000,0.433900,0.095200,0.070400,0.312300,0.088300,0.930000,0.630600,,0.051000,,,,,,,,,,252911.000000,,,,1.323700,,858.000000,,,121.000000,168.000000,,109728.000000
2021,2020,04025,Marsoui,VL,273,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,12500280.510000,,119900.000000,,3984.000000,,64308.000000,,236051.000000,,794952.000000,,,400273.000000,,,400273.000000,84952.000000,4331253.000000,400273.000000,186406.000000,,676636.000000,,,,,,,0.063300,,2434.000000,,,,,3821.000000,,,1057.000000,,,,1481.000000,306594.000000,,,0.453100,0.275900,0.177200,0.095000,0.348900,0.103000,0.275500,0.509200,,0.000700,0.032000,,,1232.000000,,,,1934.000000,,676636.000000,,0.129000,0.092400,2.575600,,1310.000000,,,236.000000,392.000000,,186694.000000
2021,2020,04030,La Martre,M,216,1 @ 1 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,16093110.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,
2021,2020,04037,Sainte-Anne-des-Monts,V,6273,2 000 @ 9 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,452648727.135000,,2102906.000000,,189074.000000,,889225.000000,,2255276.000000,,10603262.000000,,,2029895.000000,,,2029895.000000,951943.000000,41512948.000000,5864695.000000,2652125.000000,,13854019.000000,,,,,,,0.023000,,2561.000000,,,,,2692.000000,,,1985.000000,,,,1980.000000,7660727.000000,,,0.631500,0.458100,0.173300,0.073300,0.185900,0.109300,0.218600,0.514800,,0.078700,0.004500,,,499.000000,,,,525.000000,,12131397.000000,,0.098900,0.141300,1.720300,,1663.000000,,,163.000000,167.000000,,5557821.000000
2021,2020,04047,Cap-Chat,V,2327,2 000 @ 9 999,AR040,La Haute-Gaspésie,11,Gaspésie--Îles-de-la-Madeleine,,,163759800.890000,,643292.000000,,10288.000000,,161812.000000,,849101.000000,,4063051.000000,,,273304.000000,,,273304.000000,149030.000000,11686172.000000,1062039.000000,1909783.000000,,4312659.000000,,,,,,,0.024700,,1861.000000,,,,,2462.000000,,,1351.000000,,,,1661.000000,2734301.000000,,,0.635800,0.486200,0.149600,0.037600,0.197400,0.129200,0.444100,0.468700,,0.017000,0.001700,,,125.000000,,,,166.000000,,4300816.000000,,0.041900,0.090900,1.745300,,1484.000000,,,166.000000,179.000000,,2091009.000000
2021,2020,05010,Shigawake,M,275,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,17527719.275000,,56456.000000,,,,3466.000000,,251826.000000,,466479.000000,,,,,,,2597.000000,987878.000000,,190070.000000,,519724.000000,,,,,,,0.026600,,984.000000,,,,,2468.000000,,,496.000000,,,,1179.000000,222770.000000,,,0.432700,0.323000,0.109700,0.006700,0.489100,0.071400,0.369200,0.654200,,0.020200,,,,,,,,,,514833.000000,,0.005900,,1.255600,,947.000000,,,115.000000,165.000000,,166314.000000
2021,2020,05015,Saint-Godefroi,CT,335,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,23445581.000000,,50272.000000,,,,2581.000000,,230721.000000,,555686.000000,,,,,,,1546.000000,861781.000000,,283115.000000,,574700.000000,,,,,,,0.023700,,1295.000000,,,,,2296.000000,,,659.000000,,,,1075.000000,260245.000000,,,0.460200,0.371300,0.088900,0.004600,0.408000,0.127300,0.500600,0.424400,,0.007100,,,,,,,,,,565541.000000,,0.003000,,1.099200,,1011.000000,,,101.000000,147.000000,,209973.000000
2021,2020,05020,Hope Town,M,363,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,25548960.995000,,42996.000000,,,,85.000000,,167503.000000,,515061.000000,,,,,,,819.000000,1549685.000000,,53851.000000,,746330.000000,,,,,,,0.020200,,957.000000,,,,,2363.000000,,,534.000000,,,,1257.000000,273956.000000,,,0.571100,0.481400,0.089600,0.000200,0.349200,0.079600,0.112300,0.583200,,0.141200,,,,,,,,,,479734.000000,,0.001900,,1.035700,,1116.000000,,,95.000000,125.000000,,230960.000000
2021,2020,05025,Hope,CT,580,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,38286821.580000,,98657.000000,,,,1205.000000,,314950.000000,,1043148.000000,,,617744.000000,,,617744.000000,86252.000000,2448268.000000,613255.000000,221064.000000,,1050788.000000,,,,,,,0.027200,,1525.000000,,,,,3133.000000,,,700.000000,,,,1336.000000,444938.000000,,,0.426700,0.332100,0.094600,0.001200,0.302000,0.270100,0.212000,0.541600,,0.081800,0.016100,,,903.000000,,,,1855.000000,,1042792.000000,,0.087200,0.250500,1.132700,,1203.000000,,,104.000000,168.000000,,346281.000000
2021,2020,05032,Paspébiac,V,3096,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,240641538.500000,,1337320.000000,,99169.000000,,274020.000000,,788198.000000,,6036292.000000,,,7741957.000000,,,7741957.000000,2066058.000000,36279770.000000,12476755.000000,1055494.000000,,6865144.000000,,,,,,,0.024700,,2416.000000,,,,,3300.000000,,,1753.000000,,,,2252.000000,4050951.000000,,,0.702500,0.470600,0.231900,0.047500,0.136700,0.113300,0.183000,0.607500,,0.023600,0.032200,,,3151.000000,,,,4303.000000,,5766797.000000,,0.311400,0.343900,1.725000,,1997.000000,,,164.000000,179.000000,,2713631.000000
2021,2020,05040,New Carlisle,M,1410,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,103183714.260000,,332149.000000,,22230.000000,,347422.000000,,300395.000000,,1815150.000000,,,3695725.000000,,,3695725.000000,104647.000000,11411353.000000,660100.000000,727185.000000,,4022240.000000,,,,,,,0.017400,,1275.000000,,,,,2189.000000,,,951.000000,,,,1529.000000,1252376.000000,,,0.616600,0.453100,0.163500,0.171100,0.147900,0.064400,0.358000,0.604700,,0.303000,0.035800,,,2629.000000,,,,4512.000000,,2031004.000000,,0.066500,0.057800,1.546500,,1540.000000,,,142.000000,108.000000,,920227.000000
2021,2020,05045,Bonaventure,V,2690,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,271192024.620000,,663807.000000,,46460.000000,,279320.000000,,639031.000000,,6098629.000000,,,12354486.000000,,,12354486.000000,2448118.000000,43505735.000000,14879707.000000,763141.000000,,9487295.000000,,,,,,,0.022300,,2440.000000,,,,,3490.000000,,,1526.000000,,,,2060.000000,3572673.000000,,,0.626300,0.509900,0.116400,0.049000,0.112000,0.212700,0.133800,0.618400,,0.130100,0.045600,,,4982.000000,,,,7125.000000,,5704420.000000,,0.364700,0.342000,1.294600,,1722.000000,,,123.000000,162.000000,,2908866.000000
2021,2020,05050,Saint-Elzéar,M,440,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,29964051.420000,,91050.000000,,,,31407.000000,,315059.000000,,1191265.000000,,,684049.000000,,,684049.000000,112894.000000,8651848.000000,1719431.000000,-3658.000000,,2410308.000000,,,,,,,0.039800,,1664.000000,,,,,3535.000000,,,878.000000,,,,1680.000000,566150.000000,,,0.508500,0.426700,0.081800,0.028200,0.283000,0.180300,-0.003300,0.689100,,0.195300,0.022800,,,955.000000,,,,2030.000000,,1113334.000000,,0.102200,0.198700,1.876400,,1359.000000,,,172.000000,246.000000,,475100.000000
2021,2020,05055,Saint-Siméon,P,1163,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,87466512.000000,,309358.000000,,,,12877.000000,,291948.000000,,1712552.000000,,,1471360.000000,,,1471360.000000,189764.000000,7377918.000000,1590586.000000,423104.000000,,2046865.000000,,,,,,,0.019600,,1598.000000,,,,,2346.000000,,,1248.000000,,,,1728.000000,1261237.000000,,,0.643200,0.485400,0.157800,0.006600,0.148900,0.201400,0.215800,0.488300,,0.054000,0.016800,,,1373.000000,,,,2016.000000,,1960910.000000,,0.122500,0.215600,1.412200,,1642.000000,,,129.000000,121.000000,,951879.000000
2021,2020,05060,Caplan,M,1980,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,162012237.560000,,543836.000000,,,,48473.000000,,486580.000000,,3278394.000000,,,2845448.000000,,,2845448.000000,1172973.000000,25744192.000000,6700281.000000,2208328.000000,,3555409.000000,,,,,,,0.020200,,2171.000000,,,,,2753.000000,,,1460.000000,,,,1757.000000,2092782.000000,,,0.607800,0.449900,0.158000,0.014100,0.141300,0.236700,0.641400,0.645400,,0.015300,0.017600,,,1884.000000,,,,2389.000000,,3442937.000000,,0.321500,0.260300,1.295700,,1606.000000,,,119.000000,125.000000,,1548946.000000
2021,2020,05065,Saint-Alphonse,M,707,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,44303909.500000,,163592.000000,,2108924.000000,,13717.000000,,276790.000000,,3755627.000000,,,5711839.000000,,,5711839.000000,1181397.000000,18501438.000000,6458718.000000,2322677.000000,,5416955.000000,,,,,,,0.037200,,2193.000000,,,,,3760.000000,,,893.000000,,,,1446.000000,633373.000000,,,0.136800,0.101400,0.035300,0.003000,0.059800,0.800500,0.501600,0.640300,,0.005500,0.128900,,,7606.000000,,,,13041.000000,,4630894.000000,,0.565700,0.349100,1.455900,,1299.000000,,,133.000000,230.000000,,469781.000000
2021,2020,05070,New Richmond,V,3709,2 000 @ 9 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,330251674.965000,,603761.000000,,81732.000000,,127939.000000,,1132616.000000,,9992597.000000,,,20927703.000000,,,20927703.000000,4090590.000000,63628093.000000,23982436.000000,99665.000000,,9772261.000000,,,,,,,0.030000,,3581.000000,,,,,4428.000000,,,2159.000000,,,,2476.000000,5540903.000000,,,0.597900,0.532700,0.065100,0.013800,0.122200,0.266100,0.010800,0.574400,,0.018900,0.063400,,,7561.000000,,,,9351.000000,,9267597.000000,,0.386000,0.376900,1.486000,,1931.000000,,,141.000000,217.000000,,4937142.000000
2021,2020,05077,Cascapédia--Saint-Jules,M,741,1 @ 1 999,AR050,Bonaventure,11,Gaspésie--Îles-de-la-Madeleine,,,62282131.065000,,99091.000000,,,,6270.000000,,310857.000000,,930293.000000,,,104100.000000,,,104100.000000,10359.000000,1413201.000000,104100.000000,208120.000000,,886416.000000,,,,,,,0.014900,,955.000000,,,,,1910.000000,,,450.000000,,,,859.000000,418266.000000,,,0.474600,0.362100,0.112400,0.007100,0.352700,0.165600,0.236100,0.475900,,0.011700,0.001700,,,107.000000,,,,214.000000,,881368.000000,,0.011900,0.073700,0.655700,,789.000000,,,60.000000,92.000000,,319175.000000
2021,2020,06005,Maria,M,2683,2 000 @ 9 999,AR060,Avignon,11,Gaspésie--Îles-de-la-Madeleine,,,261851702.110000,,811283.000000,,3600.000000,,476218.000000,,741404.000000,,4814323.000000,,,5964078.000000,,,5964078.000000,1039507.000000,29875919.000000,8120343.000000,730356.000000,,4779338.000000,,,,,,,0.018400,,2754.000000,,,,,3364.000000,,,1874.000000,,,,2158.000000,3086190.000000,,,0.680800,0.501800,0.179000,0.105000,0.163500,0.050600,0.161100,0.498700,,0.015800,0.022800,,,3414.000000,,,,4171.000000,,4533332.000000,,0.251200,0.271800,1.296400,,1969.000000,,,123.000000,133.000000,,2274907.000000
