an_profil,an_donnee,cod_geo_n,nom_mun,designation,population,classe_population,cod_mrc,nom_mrc,cod_ra,nom_ra,cod_cm,nom_cm,RFU3000,RF31010101,RF01010104,RF31010102,POSTE_5428,RF31010402,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RFU3001,RF35021001,POSTE_1443,POSTE_8978,POSTE_8958,POSTE_4669,RF05021002,RF06010101,POSTE_3047,RF12010101,POSTE_6805,POSTE_3171,PRN0300,POSTE_6827,POSTE_6833,PRN0200,PRN0100,POSTE_6825,PRC0300,PRC0301,PRC3100,PRC3102,RF35010601,PRC3101,PRC3103,PRC4300,PRC4302,PRC4301,PRC3200,PRC3202,PRC3201,PRC3203,PRC4400,POSTE_3163,PRC4402,PRC4401,PRC2700,PRC3500,PRC3600,PRC2800,PRC2900,PRC3700,PRC2500,PRC2100,POSTE_9615,PRC3800,PRC0100,PRC0102,PRC0101,PRC3000,PRC3002,PRC3001,PRC3003,PRC4500,PRC4502,RF01010601,PRC4501,PRC0200,PRC3900,PRC4000,PRC4001,PRC4200,PRC4202,PRC4201,IND0201,IND0401,RF31010601,RF01010103
2021,2020,AG010,Îles-de-la-Madeleine,AG,12615,10 000 @ 24 999,,,11,Gaspésie--Îles-de-la-Madeleine,,,,4493643.000000,,2684336.000000,,8415.000000,,741018.000000,,4302437.000000,,1090605007.500000,15540746.207106,,,,,,,,,,,,,,,,,0.014200,,,,13907438.000000,,1364.000000,,,,,,,664.000000,,,,,,,,,,,,,7177979.000000,,,0.007300,,,,,700.000000,,,,,,,0.563900,,688.000000,,,,,13383882.000000,
2021,2020,AG230,Québec,AG,583162,100 000 et plus,,,03,Capitale-Nationale,,,,,,,,,,,,,,79610632166.497900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995162.000000,,,,,,,,,,,,,,,,,,,,,,,
2021,2020,AG410,Cookshire-Eaton,AG,6175,2 000 @ 9 999,,,05,Estrie,,,,,,,,,,,,,,678581872.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2020,AG582,Longueuil,AG,430724,100 000 et plus,,,16,Montérégie,,,,,,,,,,,,,,62219655377.330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2145817.000000,,,,,,,,,,,,,,,,,,,,,,,
2021,2020,AG660,Montréal,AG,2050053,100 000 et plus,,,06,Montréal,,,,,,,,,,,,,,355647415365.465000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49075000.000000,,,,,,,,,,,,,,,,,0.000000,,,,,,
2021,2020,AG770,Sainte-Marguerite--Estérel,AG,3284,2 000 @ 9 999,,,15,Laurentides,,,,,,,,,,,,,,1011920216.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18247.000000,,,,,,,,,,,,,,,,,,,,,,,
2021,2020,AG780,Sainte-Agathe-des-Monts,AG,11202,10 000 @ 24 999,,,15,Laurentides,,,,4486943.000000,,65580.000000,,40060.000000,,281116.000000,,303821.000000,,1949884569.500000,5895753.196257,,,,,,,,,,,,,,,,,0.003000,,,,6228594.000000,,561.000000,,,,,,,478.000000,,,,,,,,,,,,,4552523.000000,,,0.003400,,,,,642.000000,,,,,,,0.235600,,479.000000,,,,,6228594.000000,
2021,2020,AG781,Mont-Tremblant,AG,10157,10 000 @ 24 999,,,15,Laurentides,,,,19093719.000000,,195176.000000,,116304.000000,,138314.000000,,865661.000000,,4364010329.500000,20932190.886242,,,,,,,,,,,,,,,,,0.004800,,,,20793581.000000,,1586.000000,,,,,,,1510.000000,,,,,,,,,,,,,19288895.000000,,,0.009400,,,,,3119.000000,,,,,,,0.372800,,1245.000000,,,,,20793581.000000,
2021,2020,AG790,Mont-Laurier,AG,14934,10 000 @ 24 999,,,15,Laurentides,,,,,,,,,,,,,,1540080197.250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77324.000000,,,,,,,,,,,,,,,,,,,,,,,
2021,2020,AG791,Rivière-Rouge,AG,5517,2 000 @ 9 999,,,15,Laurentides,,,,,,,,,,,,,,822051514.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
