an_profil,an_donnee,cod_mrc,nom_mrc,PRC0320,PRC3120,PRC4320,PRC3220,PRC4420,PRC2720,PRC3520,PRC3620,PRC2820,PRC2920,PRC3720,PRC2520,PRC2120,PRC3820,PRC0120,PRC3020,PRC4520,PRC0220,PRC3920,PRC4020,PRC4220
2018,2017,AR011,Hors MRC - Les Îles de la Madeleine,0.027500,2421.000000,3655.000000,1541.000000,2209.000000,0.634800,0.452700,0.182100,0.055600,0.184200,0.125400,0.172700,0.544800,0.034900,0.020200,1778.000000,2685.000000,0.180300,0.310900,1.612800,1819.000000
2018,2017,AR020,Le Rocher-Percé,0.027900,2266.000000,2939.000000,1481.000000,1798.000000,0.691200,0.489800,0.201400,0.059900,0.151900,0.096900,0.137800,0.582400,0.060700,0.018500,1503.000000,1949.000000,0.189200,0.175400,1.553700,1498.000000
2018,2017,AR030,La Côte-de-Gaspé,0.023900,2579.000000,3510.000000,1647.000000,1985.000000,0.585100,0.419900,0.165300,0.069900,0.112000,0.232900,0.258300,0.610600,0.057700,0.035700,3843.000000,5231.000000,0.239600,0.325500,1.277300,1584.000000
2018,2017,AR040,La Haute-Gaspésie,0.025200,1991.000000,2481.000000,1406.000000,1596.000000,0.663700,0.499000,0.164600,0.067400,0.169500,0.099400,0.162100,0.557700,0.049400,0.008200,651.000000,810.000000,0.144200,0.145200,1.658300,1403.000000
2018,2017,AR050,Bonaventure,0.025200,2077.000000,3170.000000,1240.000000,1784.000000,0.571200,0.442500,0.128700,0.030200,0.138200,0.260400,0.122800,0.606400,0.062900,0.030600,2529.000000,3859.000000,0.290400,0.333400,1.396500,1547.000000
2018,2017,AR060,Avignon,0.026500,2452.000000,3446.000000,1303.000000,1684.000000,0.573200,0.401700,0.171500,0.050500,0.207000,0.169300,0.184400,0.546000,0.057400,0.027400,2528.000000,3553.000000,0.225300,0.339700,1.321700,1483.000000
2018,2017,AR070,La Matapédia,0.024500,2339.000000,2993.000000,1549.000000,1860.000000,0.642200,0.459300,0.182900,0.035600,0.186200,0.136000,0.276200,0.550600,0.091600,0.078900,7548.000000,9657.000000,0.139700,0.208200,1.464300,1312.000000
2018,2017,AR080,La Matanie,0.023700,3243.000000,3173.000000,2455.000000,2258.000000,0.692200,0.534300,0.157900,0.046900,0.110900,0.150000,0.143600,0.519800,0.031300,0.024500,3345.000000,3273.000000,0.197000,0.280500,1.540400,1653.000000
2018,2017,AR090,La Mitis,0.021400,2637.000000,2837.000000,1833.000000,1887.000000,0.645500,0.478900,0.166600,0.069900,0.127100,0.157600,0.348200,0.589100,0.050400,0.016200,1991.000000,2142.000000,0.152600,0.192400,1.447700,1599.000000
2018,2017,AR100,Rimouski-Neigette,0.016900,3595.000000,2983.000000,2696.000000,2165.000000,0.726000,0.547700,0.178300,0.057400,0.067200,0.149500,0.146500,0.603400,0.060700,0.009300,1975.000000,1638.000000,0.119000,0.185200,1.175900,1752.000000
