cod_pr,an_profil,an_donnee,PRC1450,PRC1550,PRC1650,PRC2250,PRC2350,PRC2050,PFRAT0151,PFRAT0250,PRC3350,PRC3450
PROV,2016,2016,0.7868,0.1557,0.0337,0.0238,262825,194922,298286,1.0173,2699,2001
