an_profil,an_donnee,cod_cp,desc_cp,PRC0310,PRC3110,PRC4310,PRC3210,PRC4410,PRC2710,PRC3510,PRC3610,PRC2810,PRC2910,PRC3710,PRC2510,PRC2110,PRC3810,PRC0110,PRC3010,PRC4510,PRC0210,PRC3910,PRC4010,PRC4210
2018,2017,CP01,1 @ 1 999,0.014200,1976.000000,2842.000000,1446.000000,1966.000000,0.691100,0.542000,0.149100,0.022200,0.145700,0.141000,0.330600,0.621700,0.057900,0.011800,1641.000000,2360.000000,0.150200,0.207100,0.962300,1445.000000
2018,2017,CP02,2 000 @ 9 999,0.014500,2811.000000,3200.000000,2238.000000,2410.000000,0.749300,0.583600,0.165700,0.031300,0.062900,0.156500,0.245300,0.606000,0.059800,0.017800,3445.000000,3922.000000,0.163400,0.276800,1.021900,1886.000000
2018,2017,CP03,10 000 @ 24 999,0.015700,4444.000000,4289.000000,3615.000000,3267.000000,0.736300,0.619300,0.117000,0.042600,0.034400,0.186600,0.234300,0.599100,0.057100,0.019200,5417.000000,5227.000000,0.145300,0.310200,1.014600,2444.000000
2018,2017,CP04,25 000 @ 99 999,0.016100,4820.000000,3872.000000,4006.000000,3053.000000,0.769000,0.626700,0.142300,0.030100,0.036100,0.164900,0.139700,0.608100,0.051100,0.021800,6521.000000,5238.000000,0.168500,0.324900,1.047200,2127.000000
2018,2017,CP05,100 000 et plus,0.020900,8905.000000,5238.000000,5988.000000,3400.000000,0.585300,0.533300,0.052000,0.044600,0.075300,0.294800,0.112100,0.614800,0.078000,0.024000,10213.000000,6008.000000,0.209500,0.411700,1.025100,2049.000000
