an_profil,an_donnee,cod_mrc,nom_mrc,PRC1420,PRC1520,PRC1620,PRC2220,PRC2320,PRC2020,PFRAT0121
2023,2023,AR700,Beauharnois-Salaberry,0.700800,0.142600,0.120800,0.035800,337907.000000,245831.000000,421372.000000
2023,2023,AR710,Vaudreuil-Soulanges,0.806900,0.106800,0.062200,0.024000,498216.000000,438147.000000,543192.000000
2023,2023,AR720,Deux-Montagnes,0.831000,0.116000,0.032100,0.020900,387764.000000,331401.000000,451298.000000
2023,2023,AR730,Thérèse-De Blainville,0.850900,0.129700,0.008400,0.011000,502091.000000,405916.000000,603801.000000
2023,2023,AR741,Hors MRC - Mirabel,0.722900,0.152000,0.100600,0.024500,438641.000000,352764.000000,557171.000000
2023,2023,AR750,La Rivière-du-Nord,0.870300,0.096200,0.004600,0.028900,373543.000000,287781.000000,389515.000000
2023,2023,AR760,Argenteuil,0.751900,0.091200,0.080800,0.076100,302970.000000,238657.000000,207958.000000
2023,2023,AR770,Les Pays-d'en-Haut,0.848800,0.077300,0.000600,0.073400,459395.000000,387632.000000,309364.000000
2023,2023,AR780,Les Laurentides,0.743600,0.157600,0.011100,0.087700,365849.000000,336802.000000,301590.000000
2023,2023,AR790,Antoine-Labelle,0.788900,0.100000,0.026100,0.085000,223950.000000,198229.000000,198678.000000
2023,2023,AR800,Papineau,0.812400,0.081000,0.047300,0.059400,254458.000000,238096.000000,213746.000000
2023,2023,AR811,Hors MRC - Gatineau,0.802600,0.172400,0.005300,0.019800,387427.000000,302767.000000,570255.000000
2023,2023,AR820,Les Collines-de-l'Outaouais,0.872600,0.039200,0.032900,0.055300,471755.000000,410723.000000,348083.000000
2023,2023,AR830,La Vallée-de-la-Gatineau,0.818600,0.064000,0.043600,0.073800,187114.000000,204876.000000,167854.000000
2023,2023,AR840,Pontiac,0.737300,0.043200,0.137700,0.081800,202027.000000,199728.000000,173554.000000
2023,2023,AR850,Témiscamingue,0.676700,0.143800,0.160900,0.018600,168997.000000,140364.000000,161907.000000
2023,2023,AR861,Hors MRC - Rouyn-Noranda,0.809600,0.167300,0.008300,0.014800,297512.000000,204134.000000,303095.000000
2023,2023,AR870,Abitibi-Ouest,0.815600,0.110300,0.057600,0.016500,168897.000000,133975.000000,137062.000000
2023,2023,AR880,Abitibi,0.773000,0.178400,0.023200,0.025400,230763.000000,177354.000000,209060.000000
2023,2023,AR890,La Vallée-de-l'Or,0.790700,0.186800,0.005000,0.017500,291134.000000,197837.000000,265038.000000
2023,2023,AR901,Hors MRC - La Tuque,0.752600,0.218200,0.005800,0.023400,152346.000000,92481.000000,125685.000000
2023,2023,AR910,Le Domaine-du-Roy,0.740600,0.155700,0.070900,0.032800,185460.000000,140677.000000,181697.000000
2023,2023,AR920,Maria-Chapdelaine,0.700100,0.153600,0.115900,0.030300,157476.000000,124777.000000,171430.000000
2023,2023,AR930,Lac-Saint-Jean-Est,0.708500,0.196000,0.072000,0.023500,202180.000000,158045.000000,240574.000000
2023,2023,AR941,Hors MRC - Saguenay,0.776600,0.195400,0.011700,0.016300,227782.000000,161856.000000,304163.000000
2023,2023,AR942,Le Fjord-du-Saguenay,0.826600,0.089700,0.040200,0.043500,209071.000000,173082.000000,181916.000000
2023,2023,AR950,La Haute-Côte-Nord,0.783900,0.159100,0.022900,0.034100,126619.000000,98463.000000,110318.000000
2023,2023,AR960,Manicouagan,0.740900,0.249800,0.003200,0.006200,159328.000000,117395.000000,194993.000000
2023,2023,AR971,Sept-Rivières,0.652700,0.334500,0.000900,0.011900,221359.000000,149482.000000,304796.000000
2023,2023,AR972,Caniapiscau,0.346100,0.647400,0.000000,0.006500,184784.000000,145404.000000,558305.000000
2023,2023,AR981,Minganie,0.805700,0.179900,0.000400,0.014100,151255.000000,121684.000000,147693.000000
2023,2023,AR982,Le Golfe-du-Saint-Laurent,0.840100,0.143900,0.000200,0.015700,102090.000000,94613.000000,101350.000000
2023,2023,AR991,Hors MRC - Nord du Québec,0.660400,0.327700,0.003900,0.008100,167485.000000,120575.000000,211439.000000
