an_profil,an_donnee,cod_mrc,nom_mrc,PRC1420,PRC1520,PRC1620,PRC2220,PRC2320,PRC2020,PFRAT0121
2023,2023,AR011,Hors MRC - Les Îles de la Madeleine,0.825400,0.122600,0.014200,0.037900,188589.000000,163370.000000,136766.000000
2023,2023,AR020,Le Rocher-Percé,0.700600,0.256400,0.007700,0.035200,153751.000000,129131.000000,143462.000000
2023,2023,AR030,La Côte-de-Gaspé,0.814000,0.135500,0.004200,0.046300,189359.000000,155651.000000,159068.000000
2023,2023,AR040,La Haute-Gaspésie,0.805600,0.152200,0.012900,0.029300,129797.000000,107302.000000,113403.000000
2023,2023,AR050,Bonaventure,0.798000,0.122800,0.027000,0.052200,172965.000000,142154.000000,114878.000000
2023,2023,AR060,Avignon,0.800000,0.124200,0.023400,0.052400,173150.000000,139242.000000,128299.000000
2023,2023,AR070,La Matapédia,0.644500,0.240400,0.100800,0.014400,139503.000000,113884.000000,132400.000000
2023,2023,AR080,La Matanie,0.741900,0.193700,0.048500,0.016000,155381.000000,120019.000000,164312.000000
2023,2023,AR090,La Mitis,0.748600,0.127100,0.103500,0.020800,158454.000000,131347.000000,161511.000000
2023,2023,AR100,Rimouski-Neigette,0.808700,0.150800,0.026100,0.014400,236500.000000,177281.000000,261630.000000
2023,2023,AR110,Les Basques,0.697300,0.135800,0.138200,0.028700,144310.000000,122832.000000,135169.000000
2023,2023,AR120,Rivière-du-Loup,0.738100,0.178000,0.058000,0.025900,224820.000000,170975.000000,247397.000000
2023,2023,AR130,Témiscouata,0.659100,0.172200,0.121500,0.047200,138375.000000,115974.000000,133294.000000
2023,2023,AR140,Kamouraska,0.644700,0.113200,0.212500,0.029600,178661.000000,149861.000000,182847.000000
2023,2023,AR150,Charlevoix-Est,0.740600,0.206900,0.023300,0.029100,186577.000000,154348.000000,176420.000000
2023,2023,AR160,Charlevoix,0.633500,0.220700,0.051600,0.094200,261327.000000,203397.000000,227203.000000
2023,2023,AR170,L'Islet,0.634800,0.153500,0.173900,0.037800,152268.000000,135199.000000,142593.000000
2023,2023,AR180,Montmagny,0.678700,0.115700,0.139300,0.066300,178034.000000,143964.000000,177415.000000
2023,2023,AR190,Bellechasse,0.661200,0.086400,0.197600,0.054800,225588.000000,195417.000000,232936.000000
2023,2023,AR200,L'Île-d'Orléans,0.754300,0.044500,0.174100,0.027000,380241.000000,326332.000000,345275.000000
2023,2023,AR210,La Côte-de-Beaupré,0.847500,0.085600,0.018100,0.048900,305759.000000,259731.000000,269154.000000
2023,2023,AR220,La Jacques-Cartier,0.864900,0.080300,0.010600,0.044200,384524.000000,357510.000000,361741.000000
2023,2023,AR231,Hors MRC - Québec,0.792300,0.188800,0.003500,0.015400,323563.000000,228675.000000,521054.000000
2023,2023,AR251,Hors MRC - Lévis,0.794700,0.157600,0.012200,0.035500,314881.000000,247098.000000,413219.000000
2023,2023,AR260,La Nouvelle-Beauce,0.667300,0.128400,0.182200,0.022100,243787.000000,209446.000000,265828.000000
2023,2023,AR270,Beauce-Centre,0.612300,0.181000,0.191900,0.014800,179618.000000,151978.000000,193148.000000
2023,2023,AR280,Les Etchemins,0.624500,0.227300,0.133400,0.014700,149223.000000,112958.000000,143117.000000
2023,2023,AR290,Beauce-Sartigan,0.662500,0.220000,0.098800,0.018600,196496.000000,159669.000000,239865.000000
2023,2023,AR300,Le Granit,0.653200,0.144400,0.169300,0.033100,202627.000000,183568.000000,201942.000000
2023,2023,AR310,Les Appalaches,0.697000,0.151300,0.131700,0.020000,187096.000000,156871.000000,208400.000000
2023,2023,AR320,L'Érable,0.545900,0.154300,0.264200,0.035600,191635.000000,157339.000000,260110.000000
2023,2023,AR330,Lotbinière,0.628400,0.106300,0.230300,0.035100,225549.000000,195624.000000,240700.000000
2023,2023,AR340,Portneuf,0.761200,0.121100,0.078100,0.039600,240086.000000,210975.000000,234506.000000
2023,2023,AR350,Mékinac,0.704200,0.133800,0.091100,0.070900,175887.000000,166623.000000,169292.000000
2023,2023,AR361,Hors MRC - Shawinigan,0.809200,0.157800,0.009400,0.023600,185826.000000,125341.000000,226778.000000
2023,2023,AR371,Hors MRC - Trois-Rivières,0.793200,0.180800,0.005500,0.020500,237861.000000,161656.000000,327061.000000
2023,2023,AR372,Des Chenaux,0.687300,0.066600,0.213600,0.032500,196322.000000,171526.000000,178328.000000
2023,2023,AR380,Bécancour,0.486700,0.221200,0.260100,0.032000,210090.000000,178406.000000,285538.000000
2023,2023,AR390,Arthabaska,0.664100,0.158400,0.157000,0.020500,233810.000000,184802.000000,306034.000000
2023,2023,AR400,Les Sources,0.669200,0.096800,0.196600,0.037400,188741.000000,146732.000000,205738.000000
2023,2023,AR410,Le Haut-Saint-François,0.625200,0.152900,0.187600,0.034300,229659.000000,198980.000000,231603.000000
2023,2023,AR420,Le Val-Saint-François,0.701200,0.104900,0.152300,0.041600,314427.000000,252145.000000,328415.000000
2023,2023,AR431,Hors MRC - Sherbrooke,0.802500,0.169700,0.005400,0.022400,297317.000000,194815.000000,448308.000000
2023,2023,AR440,Coaticook,0.505900,0.095800,0.372600,0.025700,240779.000000,194697.000000,316661.000000
2023,2023,AR450,Memphrémagog,0.836000,0.061600,0.038200,0.064100,439718.000000,423577.000000,416771.000000
2023,2023,AR460,Brome-Missisquoi,0.742500,0.085900,0.132900,0.038600,423867.000000,343287.000000,447900.000000
2023,2023,AR470,La Haute-Yamaska,0.755600,0.147800,0.070700,0.025900,326820.000000,237843.000000,403279.000000
2023,2023,AR480,Acton,0.529800,0.067100,0.390300,0.012800,259850.000000,209003.000000,347936.000000
2023,2023,AR490,Drummond,0.648200,0.187500,0.139200,0.025100,268965.000000,199938.000000,366503.000000
2023,2023,AR500,Nicolet-Yamaska,0.462300,0.095200,0.424100,0.018400,195794.000000,162749.000000,298536.000000
2023,2023,AR510,Maskinongé,0.685900,0.088800,0.183200,0.042100,214809.000000,178998.000000,186768.000000
2023,2023,AR520,D'Autray,0.691900,0.080900,0.188700,0.038500,281446.000000,234333.000000,273767.000000
2023,2023,AR530,Pierre-De Saurel,0.679800,0.111200,0.192300,0.016700,255739.000000,196314.000000,320605.000000
2023,2023,AR540,Les Maskoutains,0.566000,0.141200,0.280600,0.012100,327871.000000,238069.000000,532582.000000
2023,2023,AR550,Rouville,0.622500,0.084800,0.283400,0.009200,373133.000000,291318.000000,485815.000000
2023,2023,AR560,Le Haut-Richelieu,0.722500,0.109400,0.152200,0.015900,401539.000000,307808.000000,524477.000000
2023,2023,AR570,La Vallée-du-Richelieu,0.845200,0.079300,0.059800,0.015700,482571.000000,415281.000000,509504.000000
2023,2023,AR581,Hors MRC - Longueuil,0.839600,0.142900,0.002400,0.015000,514769.000000,388796.000000,659479.000000
2023,2023,AR590,Marguerite-D'Youville,0.777100,0.151700,0.054000,0.017200,442459.000000,381677.000000,533564.000000
2023,2023,AR600,L'Assomption,0.867000,0.093000,0.031500,0.008600,399828.000000,342574.000000,475970.000000
2023,2023,AR610,Joliette,0.753200,0.141800,0.081700,0.023300,294659.000000,216722.000000,376561.000000
2023,2023,AR620,Matawinie,0.815700,0.082200,0.029300,0.072800,316639.000000,271819.000000,202237.000000
2023,2023,AR630,Montcalm,0.711300,0.070100,0.185000,0.033600,293898.000000,255791.000000,318359.000000
2023,2023,AR640,Les Moulins,0.854600,0.113000,0.011300,0.021000,429973.000000,371306.000000,505488.000000
2023,2023,AR651,Hors MRC - Laval,0.826200,0.149800,0.003900,0.020200,490124.000000,390165.000000,622899.000000
2023,2023,AR661,Hors MRC - Montréal,0.820000,0.169300,0.000100,0.010600,658013.000000,373976.000000,993387.000000
2023,2023,AR670,Roussillon,0.855000,0.097300,0.029300,0.018400,468268.000000,399374.000000,534231.000000
2023,2023,AR680,Les Jardins-de-Napierville,0.519200,0.082800,0.380200,0.017800,377808.000000,312676.000000,505560.000000
2023,2023,AR690,Le Haut-Saint-Laurent,0.543000,0.050300,0.387700,0.019000,266767.000000,229931.000000,295878.000000
