CATEG,WKT 
Terrain structurant à construire,"POLYGON  (( 285440.15510000 5046537.57160000, 285420.52820000 5046562.09440000, 285472.53890000 5046604.68310000, 285525.84180000 5046648.32990000, 285377.68980000 5046829.31700000, 285246.93010000 5046751.25010000, 285019.92290000 5046583.01030000, 284970.14270000 5046570.92440000, 285069.65040000 5046442.61930000, 285100.95870000 5046466.90020000, 285105.81240000 5046460.64170000, 285109.55070000 5046455.82140000, 285113.28900000 5046451.00120000, 285118.14270000 5046444.74270000, 285123.37020000 5046438.00220000, 285127.66620000 5046432.46290000, 285131.40450000 5046427.64260000, 285137.00580000 5046420.42010000, 285143.16120000 5046425.21130000, 285166.25440000 5046395.70140000, 285175.92390000 5046403.19710000, 285188.39030000 5046387.40770000, 285214.98820000 5046407.97360000, 285250.02790000 5046435.06690000, 285259.78730000 5046442.60480000, 285264.22160000 5046436.98320000, 285278.69250000 5046418.63760000, 285286.49430000 5046408.74680000, 285304.32520000 5046386.93550000, 285357.54580000 5046421.53030000, 285398.03970000 5046371.99670000, 285475.97520000 5046422.65690000, 285494.82000000 5046435.05870000, 285512.58430000 5046447.07530000, 285440.15510000 5046537.57160000))"
Terrain structurant à construire,"POLYGON  (( 294730.87550000 5055480.88260000, 294682.45470000 5055543.34720000, 294675.14480000 5055552.77730000, 294667.53920000 5055562.33460000, 294622.14710000 5055619.37460000, 294611.08690000 5055633.51560000, 294600.02660000 5055647.65670000, 294578.31560000 5055675.41530000, 294573.20390000 5055681.95090000, 294568.09220000 5055688.48640000, 294530.76420000 5055736.21190000, 294530.55770000 5055736.47590000, 294515.51590000 5055708.92310000, 294500.43030000 5055681.28990000, 294485.38850000 5055653.73710000, 294470.34670000 5055626.18420000, 294507.65600000 5055577.86050000, 294512.77330000 5055571.33540000, 294517.89070000 5055564.81020000, 294528.93210000 5055550.73120000, 294551.38800000 5055522.09760000, 294562.55780000 5055507.85490000, 294583.97320000 5055480.54800000, 294591.51640000 5055470.92960000, 294598.87480000 5055461.54690000, 294619.68620000 5055433.88020000, 294641.57360000 5055404.78310000, 294652.46230000 5055390.30770000, 294663.78410000 5055375.94790000, 294674.99020000 5055361.73480000, 294686.31200000 5055347.37500000, 294701.47540000 5055328.14280000, 294701.88730000 5055327.63250000, 294718.29750000 5055307.30290000, 294730.85960000 5055291.74050000, 294747.52010000 5055271.10070000, 294811.50900000 5055334.47960000, 294830.09370000 5055352.88710000, 294804.23530000 5055386.24530000, 294797.98200000 5055413.37300000, 294794.53230000 5055428.33800000, 294792.93030000 5055428.13380000, 294791.31840000 5055428.03600000, 294789.70350000 5055428.04520000, 294788.09270000 5055428.16130000, 294786.49320000 5055428.38370000, 294784.91190000 5055428.71150000, 294783.35580000 5055429.14330000, 294781.83160000 5055429.67720000, 294780.34620000 5055430.31080000, 294778.90590000 5055431.04130000, 294777.51720000 5055431.86560000, 294776.18610000 5055432.78000000, 294774.91840000 5055433.78050000, 294773.71980000 5055434.86270000, 294771.55020000 5055437.25300000, 294757.13170000 5055455.42340000, 294753.19970000 5055452.08340000, 294730.87550000 5055480.88260000))"
Terrain structurant à construire,"POLYGON  (( 284936.95050000 5050947.15900000, 284888.23710000 5051011.25380000, 284881.57710000 5051020.01680000, 284847.61010000 5051011.26950000, 284794.31890000 5050997.54580000, 284808.51820000 5050922.88050000, 284809.10210000 5050919.81020000, 284836.93230000 5050770.66110000, 284867.06770000 5050780.89190000, 284918.86990000 5050798.47870000, 284918.55320000 5050800.12210000, 284868.15990000 5050899.07280000, 284866.48500000 5050899.06320000, 284864.81600000 5050899.20360000, 284863.16630000 5050899.49290000, 284861.54910000 5050899.92880000, 284859.97740000 5050900.50770000, 284858.46390000 5050901.22500000, 284857.02060000 5050902.07490000, 284855.65930000 5050903.05060000, 284854.39080000 5050904.14430000, 284853.22530000 5050905.34720000, 284852.17220000 5050906.64960000, 284851.24000000 5050908.04110000, 284850.43600000 5050909.51050000, 284849.76690000 5050911.04590000, 284849.23790000 5050912.63510000, 284848.85340000 5050914.26520000, 284845.88930000 5050929.94500000, 284876.20430000 5050935.67570000, 284882.61380000 5050936.88730000, 284936.95050000 5050947.15900000))"
Terrain structurant à construire,"POLYGON  (( 283425.70340000 5052395.56760000, 283404.18580000 5052391.68190000, 283405.02310000 5052387.49790000, 283397.61510000 5052386.01540000, 283398.50820000 5052386.14860000, 283399.41000000 5052386.19310000, 283400.31180000 5052386.14840000, 283401.20490000 5052386.01500000, 283402.08040000 5052385.79410000, 283402.92980000 5052385.48790000, 283403.74490000 5052385.09950000, 283404.51780000 5052384.63260000, 283405.24080000 5052384.09170000, 283405.90690000 5052383.48210000, 283406.50970000 5052382.80980000, 283407.04320000 5052382.08130000, 283407.50220000 5052381.30380000, 283407.88240000 5052380.48480000, 283408.17980000 5052379.63220000, 283408.39180000 5052378.75450000, 283412.35520000 5052357.87690000, 283403.05820000 5052356.01650000, 283384.37680000 5052352.27820000, 283368.98470000 5052349.19820000, 283353.59270000 5052346.11810000, 283338.20060000 5052343.03810000, 283322.80860000 5052339.95800000, 283307.41650000 5052336.87800000, 283292.02440000 5052333.79790000, 283271.04180000 5052329.59920000, 283267.16390000 5052350.73640000, 283267.04590000 5052351.61710000, 283267.01400000 5052352.50510000, 283267.06850000 5052353.39210000, 283267.20880000 5052354.26950000, 283267.43370000 5052355.12920000, 283267.74100000 5052355.96290000, 283268.12780000 5052356.76290000, 283268.59050000 5052357.52150000, 283269.12460000 5052358.23170000, 283269.72520000 5052358.88660000, 283270.38650000 5052359.48010000, 283271.10240000 5052360.00650000, 283271.86590000 5052360.46100000, 283272.67000000 5052360.83920000, 283274.36910000 5052361.35310000, 283258.50500000 5052358.17850000, 283256.81090000 5052367.80480000, 283241.06580000 5052364.75980000, 283242.17600000 5052358.88500000, 283246.95770000 5052359.80810000, 283247.67510000 5052355.87320000, 283275.73480000 5052201.96610000, 283284.53280000 5052202.87930000, 283294.11530000 5052203.83330000, 283297.23310000 5052204.14370000, 283297.22340000 5052204.19650000, 283331.98860000 5052210.53870000, 283336.13520000 5052211.34380000, 283339.51790000 5052212.01050000, 283340.51060000 5052212.20700000, 283340.57370000 5052211.87460000, 283340.69780000 5052211.22040000, 283341.67720000 5052206.17820000, 283341.70650000 5052206.10080000, 283343.72270000 5052195.39840000, 283343.72620000 5052195.37990000, 283348.42080000 5052193.71200000, 283351.50000000 5052192.70000000, 283369.40000000 5052186.90000000, 283379.90000000 5052186.90000000, 283394.20000000 5052178.30000000, 283396.60000000 5052174.00000000, 283445.89050000 5052181.22780000, 283450.32230000 5052181.87760000, 283444.31780000 5052213.50640000, 283444.30850000 5052213.55540000, 283447.72630000 5052216.29520000, 283448.46410000 5052217.06900000, 283451.61780000 5052221.05920000, 283451.89720000 5052221.45570000, 283451.92810000 5052221.45190000, 283458.26700000 5052219.79310000, 283459.14120000 5052214.84890000, 283463.99580000 5052183.63620000, 283464.59410000 5052184.00710000, 283465.90770000 5052184.19860000, 283432.68580000 5052359.65810000, 283425.70340000 5052395.56760000))"
Terrain structurant à construire,"POLYGON  (( 284829.81000000 5056549.39500000, 284832.90000000 5056534.45500000, 284835.96000000 5056519.53000000, 284836.02000000 5056519.20000000, 284836.44000000 5056518.55500000, 284840.34000000 5056511.04000000, 284843.19000000 5056501.56000000, 284843.97000000 5056492.98000000, 284844.42000000 5056484.55000000, 284843.73000000 5056481.79000000, 284842.77000000 5056477.87500000, 284839.02000000 5056476.69000000, 284834.43000000 5056472.53500000, 284833.71000000 5056471.89000000, 284829.36000000 5056466.94000000, 284825.49000000 5056463.98500000, 284821.41000000 5056462.72500000, 284819.55000000 5056462.26000000, 284819.64000000 5056461.72000000, 284820.21000000 5056459.03500000, 284821.20000000 5056454.25000000, 284822.28000000 5056448.89500000, 284824.26000000 5056439.32500000, 284830.41000000 5056409.47500000, 284833.47000000 5056394.55000000, 284836.56000000 5056379.64000000, 284863.62000000 5056385.19000000, 284875.44000000 5056387.63500000, 284867.88000000 5056424.97000000, 284863.26000000 5056447.36500000, 284859.84000000 5056464.04500000, 284857.11000000 5056477.20000000, 284852.43000000 5056500.03000000, 284851.59000000 5056504.08000000, 284847.90000000 5056521.99000000, 284841.78000000 5056551.84000000, 284835.63000000 5056581.69000000, 284826.42000000 5056626.46500000, 284823.51000000 5056641.43500000, 284820.42000000 5056656.34500000, 284808.33000000 5056653.85500000, 284811.39000000 5056638.94500000, 284812.62000000 5056632.96000000, 284785.53000000 5056627.38000000, 284787.36000000 5056618.44000000, 284790.18000000 5056604.79000000, 284792.82000000 5056601.29500000, 284794.83000000 5056593.73500000, 284798.04000000 5056587.03000000, 284799.90000000 5056580.79000000, 284800.32000000 5056574.41500000, 284823.69000000 5056579.23000000, 284826.75000000 5056564.30500000, 284803.83000000 5056559.59500000, 284805.69000000 5056555.41000000, 284810.43000000 5056545.39000000, 284829.81000000 5056549.39500000))"
Terrain structurant à construire,"POLYGON  (( 280109.44000000 5046414.83230000, 280173.25780000 5046321.26190000, 280175.35290000 5046318.19160000, 280165.82610000 5046318.86160000, 280136.15690000 5046323.51210000, 280142.60700000 5046313.12110000, 280202.69600000 5046313.70110000, 280223.62200000 5046314.39120000, 280231.85380000 5046317.53150000, 280232.28280000 5046317.69150000, 280233.03340000 5046317.92150000, 280233.20660000 5046317.96150000, 280240.18470000 5046319.72170000, 280248.63920000 5046321.85190000, 280249.23310000 5046321.98190000, 280250.00840000 5046322.11190000, 280250.78370000 5046322.19200000, 280251.57560000 5046322.22200000, 280252.35920000 5046322.19200000, 280253.13450000 5046322.11190000, 280253.90990000 5046321.98190000, 280254.63570000 5046321.82190000, 280264.71520000 5046319.16170000, 280266.77720000 5046318.61160000, 280266.81850000 5046318.60160000, 280267.56910000 5046318.37160000, 280268.30320000 5046318.10160000, 280269.02080000 5046317.77150000, 280269.19400000 5046317.68150000, 280272.48510000 5046315.99140000, 280287.80220000 5046316.50140000, 280294.52460000 5046301.43000000, 280294.61530000 5046301.89000000, 280295.82780000 5046305.61040000, 280296.86710000 5046307.62050000, 280296.93310000 5046307.73060000, 280297.60120000 5046309.17070000, 280298.01360000 5046310.69080000, 280298.15380000 5046312.27100000, 280298.01360000 5046313.85120000, 280297.60120000 5046315.38130000, 280297.10630000 5046316.50140000, 280296.44640000 5046317.62150000, 280295.58040000 5046318.83160000, 280185.79700000 5046472.16110000, 280109.58910000 5046414.81240000, 280109.44000000 5046414.83230000))"
Terrain structurant à construire,"POLYGON  (( 283056.93000000 5048579.68500000, 283126.11000000 5048537.89500000, 283168.41000000 5048512.41000000, 283176.00000000 5048507.80500000, 283221.99000000 5048481.90000000, 283252.89000000 5048465.37000000, 283257.27000000 5048472.52500000, 283285.44000000 5048518.54500000, 283289.79000000 5048525.79000000, 283241.19000000 5048557.33500000, 283164.24000000 5048607.24000000, 283058.79000000 5048675.40000000, 283041.81000000 5048661.49500000, 283041.36000000 5048661.13500000, 283031.31000000 5048652.69000000, 283005.90000000 5048631.30000000, 282992.10000000 5048619.40500000, 283051.11000000 5048583.19500000, 283056.93000000 5048579.68500000))"
Terrain structurant à construire,"POLYGON  (( 294317.67430000 5055032.65710000, 294302.69580000 5055051.50730000, 294273.85190000 5055087.80680000, 294238.77040000 5055131.95540000, 294216.10650000 5055160.47840000, 294188.82970000 5055110.51410000, 294150.87690000 5055040.95410000, 294183.40080000 5055000.02320000, 294192.19350000 5054988.95780000, 294205.65300000 5054972.01930000, 294202.63700000 5054966.50900000, 294194.71860000 5054952.04210000, 294195.94100000 5054950.52360000, 294215.40270000 5054926.34900000, 294216.58330000 5054924.91570000, 294221.41110000 5054919.05500000, 294223.03500000 5054917.08360000, 294229.42600000 5054909.32510000, 294231.10070000 5054907.29200000, 294242.72960000 5054893.17480000, 294248.39630000 5054862.45320000, 294248.36620000 5054862.43650000, 294247.19880000 5054863.85780000, 294247.18440000 5054863.87530000, 294241.09720000 5054871.28660000, 294231.42440000 5054883.06340000, 294221.75150000 5054894.84010000, 294197.94350000 5054875.67370000, 294199.56720000 5054873.70760000, 294199.56910000 5054873.70520000, 294198.00000000 5054872.44000000, 294192.06000000 5054879.77500000, 294188.16000000 5054872.66500000, 294177.30960000 5054852.75430000, 294175.99530000 5054854.35120000, 294156.43540000 5054878.11770000, 294155.12690000 5054879.70760000, 294142.59780000 5054856.81670000, 294133.56760000 5054840.31840000, 294126.25040000 5054826.94990000, 294118.93330000 5054813.58140000, 294113.07950000 5054802.88660000, 294102.90770000 5054784.30240000, 294090.83000000 5054762.23640000, 294092.24790000 5054760.47510000, 294092.25410000 5054760.46740000, 294092.13000000 5054760.24000000, 294094.05000000 5054757.84000000, 294010.60690000 5054605.61090000, 294000.03000000 5054586.31500000, 293952.72000000 5054500.02000000, 293939.76000000 5054476.36500000, 293939.76000000 5054476.35000000, 293939.79000000 5054476.39500000, 293955.78000000 5054456.41500000, 294000.03000000 5054498.59500000, 294001.53000000 5054500.02000000, 294020.01000000 5054517.66000000, 294027.78320000 5054507.89370000, 294034.05000000 5054500.02000000, 294072.45000000 5054451.70500000, 294071.76000000 5054451.04500000, 294125.49000000 5054420.49000000, 294133.02000000 5054433.75000000, 294140.55000000 5054446.98000000, 294094.86000000 5054472.96000000, 294114.75000000 5054491.80000000, 294123.42000000 5054500.02000000, 294140.10000000 5054515.81500000, 294150.21000000 5054500.02000000, 294161.04000000 5054483.07000000, 294172.41000000 5054500.02000000, 294188.25000000 5054523.61500000, 294198.66000000 5054552.89500000, 294207.99000000 5054566.81500000, 294174.72000000 5054608.50000000, 294197.82000000 5054627.13000000, 294156.81000000 5054678.77500000, 294176.43000000 5054697.67500000, 294178.59000000 5054699.77500000, 294189.45000000 5054710.21500000, 294206.67000000 5054688.88500000, 294227.94000000 5054662.54500000, 294238.08000000 5054672.41500000, 294247.95000000 5054682.01500000, 294253.95000000 5054687.86500000, 294264.90000000 5054698.50000000, 294270.96000000 5054704.48500000, 294275.64000000 5054709.12000000, 294281.85000000 5054715.24000000, 294286.41000000 5054719.75500000, 294264.93000000 5054739.67500000, 294275.43000000 5054750.53500000, 294289.32000000 5054764.89000000, 294263.04000000 5054769.82500000, 294261.12000000 5054758.26000000, 294246.03000000 5054742.21000000, 294229.32000000 5054724.43500000, 294225.51000000 5054726.55000000, 294219.99000000 5054728.77000000, 294215.46000000 5054729.98500000, 294214.23000000 5054730.21000000, 294208.29000000 5054730.84000000, 294202.35000000 5054730.63000000, 294196.86000000 5054729.68500000, 294192.00000000 5054751.01500000, 294190.83000000 5054752.48500000, 294181.68000000 5054763.94500000, 294179.76000000 5054766.33000000, 294179.19000000 5054767.06500000, 294172.50000000 5054775.43500000, 294168.09000000 5054780.92500000, 294190.23000000 5054802.39000000, 294189.27000000 5054803.42500000, 294203.19000000 5054817.55500000, 294225.93000000 5054838.01500000, 294230.97000000 5054833.18500000, 294234.15000000 5054830.78500000, 294235.38000000 5054829.97500000, 294240.72000000 5054827.05000000, 294243.63000000 5054825.82000000, 294246.42000000 5054824.86000000, 294250.56000000 5054823.81000000, 294252.33000000 5054823.45000000, 294254.46000000 5054823.13500000, 294255.57000000 5054823.03000000, 294257.04000000 5054822.94000000, 294258.73540000 5054824.31120000, 294263.48400000 5054824.22720000, 294268.21580000 5054824.63630000, 294272.87950000 5054825.53410000, 294276.30570000 5054826.52580000, 294277.17010000 5054826.81980000, 294282.11770000 5054828.90640000, 294286.78550000 5054831.56060000, 294289.48730000 5054833.44880000, 294289.71490000 5054833.62560000, 294290.50400000 5054834.23990000, 294293.28850000 5054836.95220000, 294295.83250000 5054839.89120000, 294297.94950000 5054842.78420000, 294299.83340000 5054845.83410000, 294300.40750000 5054846.88240000, 294301.21680000 5054848.48210000, 294301.96270000 5054850.11230000, 294303.35630000 5054853.73710000, 294304.43730000 5054857.46700000, 294304.70570000 5054858.63170000, 294305.15080000 5054860.98010000, 294305.28880000 5054861.59800000, 294305.35640000 5054861.90210000, 294305.47470000 5054862.46510000, 294305.95600000 5054862.38960000, 294331.95760000 5054858.31100000, 294338.91000000 5054857.45500000, 294352.20000000 5054855.82000000, 294346.56000000 5054846.28000000, 294349.11000000 5054843.01000000, 294352.98000000 5054838.07500000, 294353.04000000 5054838.00000000, 294353.49000000 5054837.35500000, 294353.91000000 5054836.68000000, 294354.27000000 5054835.99000000, 294354.60000000 5054835.27000000, 294354.63000000 5054835.19500000, 294357.24000000 5054828.74500000, 294357.48000000 5054828.10000000, 294357.72000000 5054827.35000000, 294357.81000000 5054827.02000000, 294358.35000000 5054824.69500000, 294363.36000000 5054818.38000000, 294372.99000000 5054806.27500000, 294382.53000000 5054794.27500000, 294392.04000000 5054782.30500000, 294402.51000000 5054769.12000000, 294413.76000000 5054780.05500000, 294402.39000000 5054794.36500000, 294392.82000000 5054806.39500000, 294383.28000000 5054818.41000000, 294373.74000000 5054830.42500000, 294395.73000000 5054850.12000000, 294379.14000000 5054871.01500000, 294374.25000000 5054877.15000000, 294369.69670000 5054881.33830000, 294378.88270000 5054895.23700000, 294360.00480000 5054922.70530000, 294375.00000000 5054960.50500000, 294353.76000000 5054987.23500000, 294368.85000000 5055000.01500000, 294379.35000000 5055008.92500000, 294380.52000000 5055009.91500000, 294356.73720000 5055039.83480000, 294355.57480000 5055038.84820000, 294330.00090000 5055017.14430000, 294317.67430000 5055032.65710000))"
Terrain structurant à construire,"POLYGON  (( 288561.60100000 5047779.89870000, 288539.20830000 5047808.93300000, 288510.08620000 5047751.55900000, 288487.22460000 5047706.51890000, 288404.58640000 5047642.72390000, 288423.93870000 5047616.12010000, 288424.74270000 5047615.21820000, 288425.20770000 5047614.83140000, 288425.70870000 5047614.49250000, 288426.24080000 5047614.20500000, 288426.79880000 5047613.97150000, 288427.37720000 5047613.79450000, 288427.97020000 5047613.67560000, 288428.57210000 5047613.61600000, 288429.17700000 5047613.61630000, 288429.77880000 5047613.67660000, 288430.37170000 5047613.79610000, 288430.94990000 5047613.97380000, 288431.50760000 5047614.20790000, 288432.03940000 5047614.49610000, 288432.54000000 5047614.83550000, 288475.33950000 5047647.06350000, 288479.98760000 5047650.51800000, 288484.67860000 5047653.91380000, 288489.41190000 5047657.25060000, 288494.18660000 5047660.52780000, 288499.00200000 5047663.74480000, 288503.85740000 5047666.90120000, 288508.75200000 5047669.99650000, 288513.68500000 5047673.03010000, 288518.65570000 5047676.00160000, 288523.66330000 5047678.91060000, 288528.70690000 5047681.75660000, 288533.78580000 5047684.53910000, 288538.89920000 5047687.25770000, 288544.04630000 5047689.91190000, 288549.22630000 5047692.50140000, 288554.43840000 5047695.02580000, 288567.84740000 5047701.18550000, 288581.44340000 5047706.92040000, 288595.21310000 5047712.22500000, 288609.14280000 5047717.09400000, 288655.29850000 5047729.74380000, 288647.44290000 5047759.50420000, 288612.37050000 5047750.25780000, 288589.18420000 5047744.13440000, 288561.60100000 5047779.89870000))"
Terrain structurant à construire,"POLYGON  (( 281386.35000000 5044574.32500000, 281288.13000000 5044689.31500000, 281287.71000000 5044689.81000000, 281287.26000000 5044690.44000000, 281287.05000000 5044690.77000000, 281248.83000000 5044752.16500000, 281212.32000000 5044727.11500000, 281189.76000000 5044711.50000000, 281357.94000000 5044516.02000000, 281386.35000000 5044574.32500000))"
Terrain structurant à construire,"POLYGON  (( 285977.70000000 5051527.30500000, 285978.93000000 5051526.60000000, 286000.02000000 5051565.31500000, 286039.53000000 5051637.75000000, 286048.63280000 5051654.44460000, 286032.49100000 5051646.84360000, 286024.25800000 5051642.64190000, 285972.57480000 5051618.62980000, 285877.46210000 5051588.32920000, 285953.82000000 5051477.83500000, 285966.66000000 5051504.08500000, 285977.70000000 5051527.30500000))"
Terrain structurant à construire,"POLYGON  (( 284960.34000000 5056339.24500000, 285033.30000000 5056354.30000000, 285045.30000000 5056372.80000000, 285027.30000000 5056460.50000000, 285014.81950000 5056457.93050000, 284994.28940000 5056557.67120000, 284990.47940000 5056576.18100000, 284972.86790000 5056535.79480000, 284968.46310000 5056529.13630000, 284956.77150000 5056507.82810000, 284931.98860000 5056477.14990000, 284934.30000000 5056465.81500000, 284937.51000000 5056450.29000000, 284940.69000000 5056434.76500000, 284944.14000000 5056418.04000000, 284947.35000000 5056402.53000000, 284950.53000000 5056387.00500000, 284952.99000000 5056375.06500000, 284955.45000000 5056363.12500000, 284957.88000000 5056351.18500000, 284960.34000000 5056339.24500000))"
Terrain structurant à construire,"POLYGON  (( 287231.43000000 5044451.16000000, 287191.74000000 5044447.65000000, 287187.45000000 5044447.23000000, 287177.55000000 5044446.01500000, 287208.03000000 5044401.46500000, 287222.58000000 5044380.24000000, 287260.47000000 5044324.93500000, 287263.92000000 5044320.81000000, 287270.64000000 5044313.56500000, 287278.92000000 5044307.14500000, 287280.21000000 5044306.62000000, 287281.31080000 5044306.12320000, 287286.21890000 5044299.93120000, 287287.00210000 5044297.02890000, 287285.50010000 5044291.83940000, 287288.05580000 5044288.67340000, 287291.00210000 5044283.33550000, 287293.90540000 5044279.05230000, 287299.14660000 5044272.56020000, 287303.26870000 5044268.59920000, 287311.87810000 5044267.29060000, 287313.78240000 5044267.94300000, 287327.50210000 5044276.84730000, 287333.62220000 5044280.48010000, 287335.85070000 5044283.87850000, 287336.50210000 5044289.76520000, 287334.00210000 5044297.83550000, 287333.51180000 5044300.91560000, 287334.52750000 5044303.88240000, 287339.67690000 5044307.69880000, 287342.54830000 5044308.01670000, 287315.61000000 5044348.36500000, 287288.25000000 5044389.34500000, 287277.21000000 5044382.64000000, 287231.43000000 5044451.16000000))"
Terrain structurant à construire,"POLYGON  (( 287378.07570000 5046595.62610000, 287351.88580000 5046577.78270000, 287342.64720000 5046591.34270000, 287294.44160000 5046556.51380000, 287281.18820000 5046574.85730000, 287295.76490000 5046585.38900000, 287276.48640000 5046612.07170000, 287315.90030000 5046640.54850000, 287304.31260000 5046656.58660000, 287209.53000000 5046588.13500000, 287209.20000000 5046587.86500000, 287208.45000000 5046587.11500000, 287207.85000000 5046586.26000000, 287207.43000000 5046585.31500000, 287207.13000000 5046584.31000000, 287207.04000000 5046583.26000000, 287207.13000000 5046582.21000000, 287207.43000000 5046581.20500000, 287207.76000000 5046580.42500000, 287250.93000000 5046500.02500000, 287279.91000000 5046446.04000000, 287279.91000000 5046445.99500000, 287280.09000000 5046445.71000000, 287281.29000000 5046444.00000000, 287282.76000000 5046442.51500000, 287284.47000000 5046441.31500000, 287286.36000000 5046440.43000000, 287288.40000000 5046439.89000000, 287290.47000000 5046439.71000000, 287291.16000000 5046439.72500000, 287293.59000000 5046440.11500000, 287296.47000000 5046441.31500000, 287297.49000000 5046441.97500000, 287377.89000000 5046500.02500000, 287412.21000000 5046524.80500000, 287412.36000000 5046524.91000000, 287412.90000000 5046525.34500000, 287414.37000000 5046526.81500000, 287415.57000000 5046528.54000000, 287416.44000000 5046530.43000000, 287417.01000000 5046532.45500000, 287417.19000000 5046534.54000000, 287417.01000000 5046536.62500000, 287416.44000000 5046538.65000000, 287415.57000000 5046540.54000000, 287415.09000000 5046541.29000000, 287378.07570000 5046595.62610000))"
Terrain structurant à construire,"POLYGON  (( 291200.31000000 5052907.63500000, 291200.40000000 5052907.65000000, 291202.41000000 5052908.23500000, 291202.95000000 5052908.55000000, 291284.31000000 5052964.11000000, 291242.49000000 5053019.50500000, 291242.43000000 5053019.55000000, 291205.20000000 5053068.87000000, 291194.70000000 5053062.24000000, 291184.50000000 5053055.77500000, 291174.54000000 5053049.47500000, 291164.73000000 5053043.26500000, 291152.52000000 5053035.55500000, 291140.43000000 5053027.90500000, 291126.00000000 5053018.75500000, 291137.85000000 5053000.02000000, 291194.52000000 5052910.44000000, 291195.00000000 5052909.78000000, 291195.78000000 5052909.03000000, 291196.62000000 5052908.41500000, 291197.61000000 5052907.96500000, 291198.63000000 5052907.69500000, 291199.68000000 5052907.60500000, 291200.31000000 5052907.63500000))"
Terrain structurant à construire,"POLYGON  (( 281168.70000000 5051325.43500000, 281184.12160000 5051244.42020000, 281201.67000000 5051232.45000000, 281236.08000000 5051238.90000000, 281270.28000000 5051243.43000000, 281267.61000000 5051257.60500000, 281265.69000000 5051267.92500000, 281263.38000000 5051280.31500000, 281261.04000000 5051292.70500000, 281259.09000000 5051303.20500000, 281256.96000000 5051314.65000000, 281256.84000000 5051315.19000000, 281256.75000000 5051315.71500000, 281255.64000000 5051322.33000000, 281255.13000000 5051326.05000000, 281254.95000000 5051327.52000000, 281254.74000000 5051329.08000000, 281254.68000000 5051329.77000000, 281254.02000000 5051336.43000000, 281253.72000000 5051340.18000000, 281253.69000000 5051340.79500000, 281253.51000000 5051343.91500000, 281253.30000000 5051351.38500000, 281253.27000000 5051353.90500000, 281253.27000000 5051355.13500000, 281243.49000000 5051345.40000000, 281236.65000000 5051340.36000000, 281216.79000000 5051332.38000000, 281200.47000000 5051327.40000000, 281199.39000000 5051331.45000000, 281195.49000000 5051330.76000000, 281195.48820000 5051330.76990000, 281195.48220000 5051330.76280000, 281168.70000000 5051325.43500000))"
Terrain structurant à construire,"POLYGON  (( 278828.29090000 5047945.66010000, 278837.69970000 5047952.82120000, 278840.84610000 5047955.43270000, 278848.15040000 5047961.49210000, 278849.30340000 5047962.44860000, 278850.27000000 5047963.24500000, 278855.90080000 5047967.92020000, 278835.09580000 5048003.08230000, 278784.63810000 5048074.01730000, 278782.22190000 5048077.64420000, 278780.32890000 5048081.56960000, 278778.99520000 5048085.71850000, 278778.24630000 5048090.01170000, 278778.09660000 5048094.36710000, 278778.54880000 5048098.70160000, 278801.70380000 5048162.21690000, 278790.39200000 5048178.88490000, 278786.52940000 5048184.57640000, 278771.73650000 5048206.37360000, 278755.14180000 5048230.82600000, 278730.56820000 5048267.03520000, 278707.88680000 5048300.45630000, 278686.62600000 5048331.78400000, 278670.68820000 5048355.26840000, 278669.71130000 5048356.70800000, 278654.16090000 5048379.62140000, 278652.88480000 5048381.50180000, 278622.92220000 5048425.65150000, 278613.05990000 5048440.18360000, 278573.95780000 5048354.71170000, 278572.20760000 5048350.89640000, 278605.70000000 5048335.10000000, 278617.60000000 5048360.70000000, 278627.11880000 5048356.26220000, 278627.85600000 5048356.68980000, 278631.73930000 5048355.73980000, 278634.93160000 5048353.22960000, 278636.41110000 5048351.07890000, 278637.47900000 5048348.81650000, 278642.00150000 5048343.25960000, 278643.79590000 5048339.86850000, 278643.99020000 5048334.96420000, 278642.32230000 5048332.68980000, 278635.88870000 5048325.66440000, 278630.51070000 5048317.33600000, 278627.82230000 5048315.68980000, 278626.80270000 5048315.20880000, 278626.56250000 5048314.94930000, 278623.09030000 5048315.31890000, 278621.83710000 5048317.14010000, 278620.34610000 5048313.92730000, 278620.52830000 5048313.67780000, 278624.80370000 5048305.37800000, 278624.91360000 5048299.98470000, 278624.28040000 5048286.40090000, 278693.50000000 5048185.30000000, 278660.50000000 5048162.70000000, 278710.40000000 5048089.80000000, 278733.30000000 5048082.60000000, 278732.50000000 5048080.20000000, 278734.05940000 5048078.01060000, 278739.54690000 5048077.56310000, 278745.06880000 5048074.88440000, 278747.64260000 5048072.41120000, 278749.97800000 5048069.33360000, 278752.18750000 5048065.04500000, 278753.83740000 5048060.22420000, 278755.63430000 5048052.85410000, 278758.74460000 5048045.18560000, 278759.03010000 5048042.95270000, 278789.31390000 5048000.43530000, 278791.77650000 5047996.97790000, 278793.57230000 5047999.93950000, 278796.69190000 5048005.19440000, 278798.80760000 5048004.27350000, 278797.97120000 5048001.57820000, 278793.55970000 5047994.47440000, 278828.30000000 5047945.70000000, 278828.29090000 5047945.66010000))"
