"Cote/Titre","Dates","Fichier TIFF - 300 dpi (CLIQUEZ SUR LE LIEN)","Mention de crédits"
"Carte index générale","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_000-indexB.tif","Archives de la Ville de Montréal"
"VM97,S3,D05,P001","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_001.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P002","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_002.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P003","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_003.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P004","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_004.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P005","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_005.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P006","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_006.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P007","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_007.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P008","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_008.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P009","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_009.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P010","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_010.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P011","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_011.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P012","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_012.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P013","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_013.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P014","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_014.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P015","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_015.TIF","Archives de la Ville de Montréal"
"VM97,S3,D05,P016","1964","http://depot.ville.montreal.qc.ca/vues-aeriennes-1964/VM97-3_05_016.TIF","Archives de la Ville de Montréal"
