"Cote/Titre","Dates","Fichier TIFF - 300 dpi (CLIQUEZ SUR LE LIEN)","Mention de crédits"
"Carte index générale","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_000_CarteIndexB.tif","Archives de la Ville de Montréal"
"VM97,S3,D04,P067","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_067.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P069","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_069.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P071","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_071.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P073","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_073.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P107","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_107.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P109","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_109.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P111","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_111.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P113","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_113.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P115","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_115.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P150","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_150.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P152","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_152.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P154","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_154.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P156","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_156.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P158","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_158.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P160","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_160.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P162","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_162.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P193","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_193.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P195","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_195.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P197","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_197.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P199","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_199.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P201","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_201.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P203","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_203.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P205","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_205.TIF","Archives de la Ville de Montréal"
"VM97,S3,D04,P207","1962","http://depot.ville.montreal.qc.ca/vues-aeriennes-1962/VM97-3_04_207.TIF","Archives de la Ville de Montréal"
