"Cote/Titre","Dates","Fichier TIFF - 300 dpi (CLIQUEZ SUR LE LIEN)","Mention de crédits"
"Carte index générale","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-000-Carte_index.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P001","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-001.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P002","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-002.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P003","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-003.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P004","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-004.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P005","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-005.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P006","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-006.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P007","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-007.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P008","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-008.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P009","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-009.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P010","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-010.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P011","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-011.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P012","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-012.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P013","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-013.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P014","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-014.TIF","Archives de la Ville de Montréal"
"VM97,S3,D09,P015","1969","http://depot.ville.montreal.qc.ca/vues-aeriennes-1969/VM97-3_09_1969-015.TIF","Archives de la Ville de Montréal"
