"Cote/Titre","Dates","Fichier TIFF - 300 dpi (CLIQUEZ SUR LE LIEN)","Mention de crédits"
"VM97,S3,D02,P14-035","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_14-035.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P14-037","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_14-037.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P14-039","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_14-039.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P14-041","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_14-041.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P14-043","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_14-043.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P14-045","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_14-045.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P14-047","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_14-047.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P14-049","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_14-049.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P14-051","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_14-051.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P15-078","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_15-078.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P15-080","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_15-080.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P15-082","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_15-082.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P15-088","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_15-088.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P15-090","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_15-090.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P15-092","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_15-092.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P15-094","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_15-094.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P15-096","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_15-096.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P16-026","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_16-026.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P16-028","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_16-028.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P16-030","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_16-030.TIF","Archives de la Ville de Montréal"
"VM97,S3,D02,P17-020","1958","http://depot.ville.montreal.qc.ca/vues-aeriennes-1958/VM97-3_02_17-020.TIF","Archives de la Ville de Montréal"
