NOM_IMAGE,URLGEOTIFF,URLJPG2000,TYPE_IMAGE,ANNEE,DATE_DEBUT,LISTE_DATE,SAISON,RESOL_CM,COULEUR,SYSTE_REF,LICENCE,CAMERA,TYPECAMERA,PROPRIETAI,DIFFUSEUR,TAILLE_MO,URL_WMS,FORMAT,PROJET
MOS_22_252-5076_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_252-5076_20CM_F08.TIF,,Mosaïque,2022,2022-05-01,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.1,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_262-5086_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_262-5086_20CM_F08.TIF,,Mosaïque,2022,2022-05-01,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_212-5120_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_212-5120_20CM_F08.TIF,,Mosaïque,2022,2022-05-06,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_236-5058_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_236-5058_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.1,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_228-5122_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_228-5122_20CM_F08.TIF,,Mosaïque,2022,2022-05-06,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_228-5056_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_228-5056_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_420-5108_20CM_F09,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm9/Geotiff/MOS_22_420-5108_20CM_F09.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 9, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_236-5062_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_236-5062_20CM_F08.TIF,,Mosaïque,2022,2022-04-28,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_264-5104_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_264-5104_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_268-5066_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_268-5066_20CM_F08.TIF,,Mosaïque,2022,2022-04-28,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_216-5068_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_216-5068_20CM_F08.TIF,,Mosaïque,2022,2022-04-28,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_222-5066_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_222-5066_20CM_F08.TIF,,Mosaïque,2022,2022-04-28,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_222-5092_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_222-5092_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
