NOM_IMAGE,URLGEOTIFF,URLJPG2000,TYPE_IMAGE,ANNEE,DATE_DEBUT,LISTE_DATE,SAISON,RESOL_CM,COULEUR,SYSTE_REF,LICENCE,CAMERA,TYPECAMERA,PROPRIETAI,DIFFUSEUR,TAILLE_MO,URL_WMS,FORMAT,PROJET
MOS_22_218-5088_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_218-5088_20CM_F08.TIF,,Mosaïque,2022,2022-05-01,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_254-5104_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_254-5104_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.1,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_212-5098_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_212-5098_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_254-5084_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_254-5084_20CM_F08.TIF,,Mosaïque,2022,2022-05-01,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_230-5068_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_230-5068_20CM_F08.TIF,,Mosaïque,2022,2022-04-28,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_236-5100_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_236-5100_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_214-5110_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_214-5110_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_240-5050_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_240-5050_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_222-5124_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_222-5124_20CM_F08.TIF,,Mosaïque,2022,2022-05-06,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_220-5054_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_220-5054_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_220-5132_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_220-5132_20CM_F08.TIF,,Mosaïque,2022,2022-05-06,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_220-5060_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_220-5060_20CM_F08.TIF,,Mosaïque,2022,2022-04-28,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_376-5100_20CM_F09,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm9/Geotiff/MOS_22_376-5100_20CM_F09.TIF,,Mosaïque,2022,2022-04-30,,Printemps,0.2,Couleur naturelle,"MTM fuseau 9, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam X,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.1,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_192-5144_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_192-5144_20CM_F08.TIF,,Mosaïque,2022,2022-04-30,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam X,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.1,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_384-5120_20CM_F09,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm9/Geotiff/MOS_22_384-5120_20CM_F09.TIF,,Mosaïque,2022,2022-04-30,,Printemps,0.2,Couleur naturelle,"MTM fuseau 9, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam X,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.1,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_212-5134_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_212-5134_20CM_F08.TIF,,Mosaïque,2022,2022-04-30,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam X,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.1,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_384-5108_20CM_F09,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm9/Geotiff/MOS_22_384-5108_20CM_F09.TIF,,Mosaïque,2022,2022-04-30,,Printemps,0.2,Couleur naturelle,"MTM fuseau 9, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam X,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.1,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_252-5114_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_252-5114_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.1,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_190-5112_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_190-5112_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_224-5108_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_224-5108_20CM_F08.TIF,,Mosaïque,2022,2022-05-05,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_260-5074_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_260-5074_20CM_F08.TIF,,Mosaïque,2022,2022-05-01,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_218-5126_20CM_F08,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm8/Geotiff/MOS_22_218-5126_20CM_F08.TIF,,Mosaïque,2022,2022-05-06,,Printemps,0.2,Couleur naturelle,"MTM fuseau 8, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.2,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_390-5140_20CM_F09,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm9/Geotiff/MOS_22_390-5140_20CM_F09.TIF,,Mosaïque,2022,2022-04-30,,Printemps,0.2,Couleur naturelle,"MTM fuseau 9, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam X,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.1,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
MOS_22_374-5104_20CM_F09,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2022_Laurentides_20cm_Rvb/Mtm9/Geotiff/MOS_22_374-5104_20CM_F09.TIF,,Mosaïque,2022,2022-04-30,,Printemps,0.2,Couleur naturelle,"MTM fuseau 9, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam X,Caméra Numérique,MRC de la région des Laurentides,https://www.donneesquebec.ca/recherche/dataset/imagerie-aerienne-mosaiques-orthophotographiques,286.1,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2022_Laurentides.xml,GEOTIFF,2022_Laurentides_20cm
