Date,Instance_politique ,Resolution,Nom,Genre,Titre_du_poste,Organisme
2017-11-30,Conseil d'agglomération,CG17 0547,Valérie Patreau,F,Membre,Conseil d'administration de la Société de transport de Montréal
2017-11-30,Conseil d'agglomération,CG17 0547,Marie-Andrée Mauger,F,Membre,Conseil d'administration de la Société de transport de Montréal
2017-11-30,Conseil d'agglomération,CG17 0547,Georges Bourelle,M,Membre,Conseil d'administration de la Société de transport de Montréal
2017-11-30,Conseil d'agglomération,CG17 0547,Laurence Parent,F,Représentante des membres usagers ,Conseil d'administration de la Société de transport de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Andrée Hénault,F,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Sylvain Ouellet,M,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Nathalie Goulet,F,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Magda Popeanu,F,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Benois Dorais,M,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Marianne Giguère,F,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Suzie Miron,F,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Normand Marinacci,M,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Robert Beaudry,M,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,François W. Croteau,M,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,François Limoges,M,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Beny Masella,M,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Edgar Rouleau,M,Membre,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0548,Valérie Plante,F,Présidente,Communauté métropolitaine de Montréal
2017-11-30,Conseil d'agglomération,CG17 0525,Manon Barbe,F,Présidente d'assemblée,Conseil d'agglomération
2017-11-30,Conseil d'agglomération,CG17 0526,Robert Coutu,M,Vice-président d'assemblée,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Valérie Plante,F,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Karine Boivin-Roy,F,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Peter McQueen,M,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Benoit Dorais,M,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Rosannie Filato,F,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Maja Vodanovic,F,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Émilie Thuillier,F,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Pierre Lessard-Blais,M,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Nathalie Goulet,F,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,François W. Croteau,M,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Normand Marinacci,M,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Magda Popeanu,F,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Philipe Tomlinson,M,Membre,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,François Limoges,M,Porte-parole d'assemblée,Conseil d'agglomération
2017-11-27,Conseil municipal,CM17 1289,Sylvain Ouellet,M,Membre,Conseil d'agglomération
2017-12-14,Conseil municipal,CG17 0575,Michel Gibson,M,Vice-président,Commission sur l'inspecteur général
2017-12-14,Conseil d'agglomération,CG17 0573,Philippe Schnobb,M,Président,Conseil d'administration de la Société de transport de Montréal
2017-12-14,Conseil d'agglomération,CG17 0573,Claudia Lacroix-Perron,F,Membre,Conseil d'administration de la Société de transport de Montréal
2018-01-17,Comité exécutif,CE18 0124,Lisa Christensen,F,Membre,Conseil d'administration de l'Association de bienfaisance et de retraite des policiers et policières de la Ville de Montréal
2018-01-17,Comité exécutif,CE18 0124,Alain Vaillancourt,M,Membre,Conseil d'administration de l'Association de bienfaisance et de retraite des policiers et policières de la Ville de Montréal
2018-01-17,Comité exécutif,CE18 0124,Peter McQueen,M,Membre,Conseil d'administration de l'Association de bienfaisance et de retraite des policiers et policières de la Ville de Montréal
2018-01-17,Comité exécutif,CE18 0124,Yves Courchesne,M,Membre,Comité des placements de l'Association de bienfaisance et de retraite
2018-01-22,Conseil municipal,CM18 0107,Marie Christine Jeanty,F,Membre,Conseil interculturel de Montréal
2018-01-22,Conseil municipal,CM18 0107,Stendolph Ismael,M,Membre,Conseil interculturel de Montréal
2018-01-22,Conseil municipal,CM18 0107,Wafa Al-Hamed,F,Membre,Conseil interculturel de Montréal
2018-01-22,Conseil municipal,CM18 0107,Rafael Benitez,M,Membre,Conseil interculturel de Montréal
2018-01-22,Conseil municipal,CM18 0107,Cécile Deschamps,F,Membre,Conseil interculturel de Montréal
2018-01-22,Conseil municipal,CM18 0107,Fanny Guérin,F,Membre,Conseil interculturel de Montréal
2018-01-22,Conseil municipal,CM18 0107,Angela Sierra,F,Membre,Conseil interculturel de Montréal
2018-01-22,Conseil municipal,CM18 0107,Moussa Sène,M,Président,Conseil interculturel de Montréal
2018-01-22,Conseil municipal,CM18 0107,Sabine Monpierre,F,1ere Vice-Présidente,Conseil interculturel de Montréal
2018-01-22,Conseil municipal,CM18 0108,Kathryn Verville-Provencher,F,Présidente,Conseil jeunesse de Montréal
2018-01-22,Conseil municipal,CM18 0108,Rami Habib,M,Vice-président,Conseil jeunesse de Montréal
2018-01-22,Conseil municipal,CM18 0108,Simon Cousineau,M,Membre,Conseil jeunesse de Montréal
2018-01-22,Conseil municipal,CM18 0109,Esméralda Zarfi,F,Membre,Conseil des Montréalaises
2018-01-22,Conseil municipal,CM18 0109,Marie-Ève Maillé,F,Membre,Conseil des Montréalaises
2018-01-22,Conseil municipal,CM18 0109,Michèle Chappaz,F,Membre,Conseil des Montréalaises
2018-01-22,Conseil municipal,CM18 0109,Josiane Maheu,F,Membre,Conseil des Montréalaises
2018-01-25,Conseil d'agglomération,CG18 0075,Véronique Tremblay,F,Représentante de l'arrondissement ,Conseil d'administration de PME-MTL Grand Sud-Ouest
2018-01-25,Conseil d'agglomération,CG18 0076,Émilie Thuillier,F,Représentante de l'arrondissement ,Conseil d'administration de PME-MTL Centre-Ouest 
2018-01-25,Conseil d'agglomération,CG18 0077,Alain Vaillancourt,M,Représentant de l'arrondissement ,Conseil d'administration de PME-MTL Grand Sud-Ouest
2018-01-25,Conseil d'agglomération,CG18 0078,Jonathan Lang,M,Représentant des villes liées,Conseil d'administration de PME-MTL Centre-Ouest
2018-01-25,Conseil d'agglomération,CG18 0079,Kristine Marsolais,F,Représentante de l'arrondissement ,Conseil d'administration de PME-MTL Est-de-l'île
2018-01-25,Conseil d'agglomération,CG18 0080,Jennifer Bourdages,F,Membre,Conseil d'administration du conseil des arts de Montréal
2018-01-25,Conseil d'agglomération,CG18 0080,Marie-Christine Lê-Huu,F,Membre,Conseil d'administration du conseil des arts de Montréal
2018-01-25,Conseil d'agglomération,CG18 0080,Sylvie François,F,Membre,Conseil d'administration du conseil des arts de Montréal
2018-01-25,Conseil d'agglomération,CG18 0080,Marie-Christine Dufour,F,Présidente du Comité d'évaluation nouvelles pratiques artistiques/pluridisciplinaire,Conseil d'administration du conseil des arts de Montréal
2018-01-25,Conseil d'agglomération,CG18 0081,Maja Vodanovic,F,Membre,Conseil de la Communauté métropolitaine de Montréal
2018-01-25,Conseil d'agglomération,CG18 0082,Magda Popeanu,F,Représentante de l'arrondissement ,Conseil d'administration de PME-MTL Centre-ville
2018-01-25,Conseil d'agglomération,CG18 0083,Maeva Vilain,F,Représentante de l'arrondissement ,Conseil d'administration de PME-MTL Centre-ville
2018-01-25,Conseil d'agglomération,CG18 0084,Christine Black,F,Représentante de l'arrondissement ,Conseil d'administration de PME-MTL Est-de-l'île
2018-01-25,Conseil d'agglomération,CG18 0085,Chantal Rouleau,F,Représentante de l'arrondissement ,Conseil d'administration de PME-MTL Est-de-l'île
2018-02-19,Conseil municipal,CM18 0271,Marianne Giguère,F,Observatrice pour la Ville de Montréal,Conseil d'administration de BIXI Montréal
2018-02-22,Conseil d'agglomération,CG18 0136,Alan DeSousa,M,Représenant de l'arrondissement,Conseil d'administration de PME-MTL Centre-Ouest
2018-02-22,Conseil d'agglomération,CG18 0137,Jean-François Dubuc,M,Membre,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égout (RCG-002)
2018-02-22,Conseil d'agglomération,CG18 0138,Valérie Patreau,F,Représentante de l'arrondissement ,Conseil d'administration de PME-MTL Centre-ville
2018-02-22,Conseil d'agglomération,CG18 0139,Richard Deschamps,M,Représenant de l'arrondissement,Conseil d'administration de PME-MTL Grand Sud-Ouest
2018-02-22,Conseil d'agglomération,CG18 0140,Robert Coutu,M,Représenant de l'arrondissement,Conseil d'administration de PME-MTL Est-de-l'île
2018-02-22,Conseil d'agglomération,CG18 0141,Alex Norris,M,Membre,Conseil d'administration de l'Agence municipale de financement et de développement des centres d'urgences 9-1-1 du Québec
2018-02-22,Conseil d'agglomération,CG18 0142,Maja Vodanovic,F,Représentante de l'arrondissement ,Conseil d'administration de PME-MTL Ouest de l'île
2018-02-22,Conseil d'agglomération,CG18 0143,Jocelyn Pauzé,M,Représenant de l'arrondissement,Conseil d'administration de PME-MTL Centre-est
2018-03-27,Conseil municipal,CM18 0419,Christine Gosselin,F,Membre,Conseil d'adminsitration de l'organisme Les Arts et la Ville
2018-03-27,Conseil municipal,CM18 0419,Nathalie Maillé,F,Membre,Conseil d'adminsitration de l'organisme Les Arts et la Ville
2018-03-27,Conseil municipal,CM18 0420,Anne-Marie Sigouin,F,Membre observateur,"Conseil d'administration de Pointe-à-Callière, Musée d'archéologie et d'histoire de Montréal"
2018-04-04,Comité exécutif,CE18 0526,Alex Norris,M,Représentant de la Ville,Conseil d'administration de la Corporation d'Urgences-Santé
2018-04-11,Comité exécutif,CE18 0606,Alex Norris,M,Membre,Conseil d'administration de la Fédération canadienne des municipalités
2018-04-11,Comité exécutif,CE18 0606,Peter McQueen,M,Membre,Conseil d'administration de la Fédération canadienne des municipalités
2018-04-11,Comité exécutif,CE18 0606,Stéphanie Watt,F,Membre,Conseil d'administration de la Fédération canadienne des municipalités
2018-04-23,Conseil municipal,CM18 0553,Maryse Alcindor,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Isabelle Beaulieu,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Bruno Bergeron,M,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Nicole Brodeur,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Pierre-Constanin Charles,M,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Viateur Chénard,M,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Ariane Émond,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Judy Gold,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Danielle Landry,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Hélène Laperrière,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Luba Serge,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Francine Simard,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Arlindo Vieira,M,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,David Hanna,M,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-23,Conseil municipal,CM18 0553,Marie-Claude Massicotte,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2018-04-26,Conseil d'agglomération,CG18 0260,Michel Bissonet,M,Représentant de l'arrondissement,PME MTL-Est-de-l'Île
2018-05-02,Comité exécutif,CE18 0723,Luc Gagnon,M,Observateur,Conseil d'administration d'ACCESUM inc.
2018-05-29,Conseil municipal,CM18 0604,Coline Camier,F,Membre,Conseil interculturel de Montréal
2018-05-29,Conseil municipal,CM18 0605,Niamh Leonard,F,Membre,Conseil jeunesse de Montréal
2018-05-29,Conseil municipal,CM18 0605,Valérie Du Sablon,F,Membre,Conseil jeunesse de Montréal
2018-05-29,Conseil municipal,CM18 0605,Audrey-Frédérique Lavoie,F,Membre,Conseil jeunesse de Montréal
2018-05-31,Conseil d'agglomération,CG18 0321,Michael Goldwax,M,Représentant des élus des villes liées,PME MTL Centre-Ouest
2018-05-31,Conseil d'agglomération,CG18 0322,Sophie Mauzerolle,F,Représentante de l'arrondissement,PME MTL Centre-Ville
2018-06-21,Conseil d'agglomération,CG18 0390,Mme Christine Black,F,Représentante de l'arrondissement,CDEC de Montréal-Nord
2018-06-21,Conseil d'agglomération,CG18 0390,Jean Marc Poirier,M,Représentant de l'arrondissement,CDEC de Montréal-Nord
2018-06-21,Conseil d'agglomération,CG18 0391,Patrice Langlois,M,Membre,Comité technique (RCG 05-002)
2018-06-21,Conseil d'agglomération,CG18 0392,Robert Petrelli,M,Président,Conseil d'administration de la Corporation des Habitations Jeanne-Mance
2018-06-21,Conseil d'agglomération,CG18 0392,Danielle Thiboutot,F,Vice-présidente,Conseil d'administration de la Corporation des Habitations Jeanne-Mance
2018-06-21,Conseil d'agglomération,CG18 0392,Debbie Chiaro,F,Membre,Conseil d'administration de la Corporation des Habitations Jeanne-Mance
2018-06-21,Conseil d'agglomération,CG18 0393,Yves Gauthier,M,Membre indépendant et vice-président,Comité de vérification élargi de la ville de Montréal
2018-07-04,Comité exécutif,CE18 1204,Renaud Coulombe,M,Président du conseil d'administration,Société du parc Jean-Drapeau
2018-07-04,Comité exécutif,CE18 1204,Claude Michaud,M,Membre du conseil d'administration,Société du parc Jean-Drapeau
2018-07-04,Comité exécutif,CE18 1204,Karel Mayrand,M,Membre du conseil d'administration,Société du parc Jean-Drapeau
2018-07-04,Comité exécutif,CE18 1204,Pierre Bouchard,M,Membre du conseil d'administration,Société du parc Jean-Drapeau
2018-08-21,Conseil municipal,CM18 1046,Brigitte Bishop,F,Inspectrice générale,Bureau de l'inspecteur général
2018-08-21,Conseil municipal,CM18 1047,Nicole Valois,F,Membre,Conseil du patrimoine de Montréal
2018-08-21,Conseil municipal,CM18 1047,Cécile Baird,F,Membre,Conseil du patrimoine de Montréal
2018-08-21,Conseil municipal,CM18 1047,Georges Drolet,M,Membre,Conseil du patrimoine de Montréal
2018-08-21,Conseil municipal,CM18 1047,Luce Lafontaine,F,Membre,Conseil du patrimoine de Montréal
2018-08-21,Conseil municipal,CM18 1048,Aref Salem,M,Membre,Commission de la présidence du conseil
2018-08-23,Conseil d'agglomération,CG18 0474,Nadia Drouin,F,Membre,Conseil d'administration du Conseil des arts de Montréal
2018-08-23,Conseil d'agglomération,CG18 0474,Nadine Gomez,F,Membre,Conseil d'administration du Conseil des arts de Montréal
2018-08-23,Conseil d'agglomération,CG18 0474,Katia Grubisic,F,Membre,Conseil d'administration du Conseil des arts de Montréal
2018-08-23,Conseil d'agglomération,CG18 0474,Charles Milliard,M,Membre,Conseil d'administration du Conseil des arts de Montréal
2018-08-23,Conseil d'agglomération,CG18 0474,Francis Guimond,M,Membre,Conseil d'administration du Conseil des arts de Montréal
2018-08-23,Conseil d'agglomération,CG18 0474,Hugues Sweeney,M,Deuxième vice-président,Conseil d'administration du Conseil des arts de Montréal
2018-08-23,Conseil d'agglomération,CG18 0475,Benoit Langevin,M,Membre,"Commission sur la culture, le patrimoine et les sports"
2018-08-23,Conseil d'agglomération,CG18 0475,Mary Deros,F,Vice-présidente,Commission sur le développement social et la diversité montréalaise
2018-08-23,Conseil d'agglomération,CG18 0475,Francesco Miele,M,Vice-président,"Commission sur l'eau, l'environnement, le développement durable et les grands parcs"
2018-08-23,Conseil d'agglomération,CG18 0475,Alan DeSousa,M,Membre,Commission sur l'Inspecteur général
2018-08-23,Conseil d'agglomération,CG18 0475,Dimitrios Jim Beis,M,Membre,Commission sur le schéma d'aménagement et de développement de Montréal
2018-08-23,Conseil d'agglomération,CG18 0475,Younes Boukala,M,Membre,Commission sur le développement économique et urbain et l'habitation
2018-08-23,Conseil d'agglomération,CG18 0475,Paola Hawa,F,Membre,Commission sur l'Inspecteur général
2018-09-18,Conseil municipal,CM18 1171,Marie-Andrée Mauger,F,Membre observateur,Conseil du Système alimentaire montréalais (SAM)
2018-09-18,Conseil municipal,CM18 1172,Maryse Laberge,F,Membre,Comité Jacques-Viger
2018-09-18,Conseil municipal,CM18 1172,Mario Brodeur,M,Membre,Comité Jacques-Viger
2018-09-18,Conseil municipal,CM18 1173,Madeleine Demers,F,Membre,Conseil du patrimoine de Montréal
2018-09-18,Conseil municipal,CM18 1173,Eve Wertheimer,F,Membre,Conseil du patrimoine de Montréal
2018-09-18,Conseil municipal,CM18 1173,Martin Drouin,M,Membre,Conseil du patrimoine de Montréal
2018-09-18,Conseil municipal,CM18 1173,Cornelia Garbe,F,Membre suppléante,Conseil du patrimoine de Montréal
2018-09-18,Conseil municipal,CM18 1173,Audrey Monty,F,Membre suppléante,Conseil du patrimoine de Montréal
2018-09-18,Conseil municipal,CM18 1173,Christian Gates St-Pierre,M,Membre suppléant,Conseil du patrimoine de Montréal
2018-09-18,Conseil municipal,CM18 1173,Daniel Durand,M,Membre suppléant,Conseil du patrimoine de Montréal
2018-09-18,Conseil municipal,CM18 1173,Nicole Valois,F,Deuxième vice-présidente,Conseil du patrimoine de Montréal
2018-09-18,Conseil municipal,CM18 1174,Dominique Olivier,F,Présidente,Office de consultation publique de Montréal
2018-09-20,Conseil d'agglomération,CG18 0516,Lisa Baillargeon,F,Présidente,Comité de vérification élargi de la Ville de Montréal
2018-10-22,Conseil municipal,CM18 1287,Peter McQueen,M,Membre,Commission de la présidence du conseil
2018-10-25,Conseil d'agglomération,CG18 0570,Jérôme Normand,M,Membre,Communauté métropolitaine de Montréal
2018-10-25,Conseil d'agglomération,CG18 0570,Robert Beaudry,M,Membre,Communauté métropolitaine de Montréal
2018-10-25,Conseil d'agglomération,CG18 0570,François W. Croteau,M,Membre,Commission sur le transport et les travaux publics
2018-10-25,Conseil d'agglomération,CG18 0570,Sophie Mauzerolle,F,Membre,Commission sur les finances et l'administration
2018-10-25,Conseil d'agglomération,CG18 0570,Pierre Lessard-Blais,M,Membre,Commission sur les finances et l'administration
2018-10-25,Conseil d'agglomération,CG18 0570,Stéphanie Watt,F,Membre,Commission sur l'examen des contrats
2018-10-25,Conseil d'agglomération,CG18 0570,Valérie Patreau,F,Présidente,"Commission sur l'eau, l'environnement, le développement durable et les grands parcs"
2018-10-25,Conseil d'agglomération,CG18 0570,Fanny Magini,F,Membre,"Commission sur l'eau, l'environnement, le développement durable et les grands parcs"
2018-10-25,Conseil d'agglomération,CG18 0570,Maeva Vilain,F,Membre,"Commission sur l'eau, l'environnement, le développement durable et les grands parcs"
2018-10-25,Conseil d'agglomération,,Jocelyn Pauzé,M,Membre,Conseil d'agglomération
2018-10-25,Conseil d'agglomération,,Éric Alan Caldwell,M,Membre,Conseil d'agglomération
2018-11-19,Conseil municipal,CM18 1394,Sterling Downey,M,Maire suppléant,Conseil municipal
2018-11-22,Conseil d'agglomération,CG18 0628,Catherine Morency,F,Membre,Conseil d'administration de la Société de transport de Montréal
2018-11-22,Conseil d'agglomération,CG18 0628,Peter F. Trent,M,Membre,Conseil d'administration de la Société de transport de Montréal
2018-12-17,Conseil municipal,CM18 1485,Lise Zarac,F,Membre,Commission de la présidence du conseil
2018-12-20,Conseil d'agglomération,CG18 0709,Jocelyn Pauzé,M,Membre,Commission sur le développement économique et urbain et l'habitation 
2019-01-31,Conseil d'agglomération,CG19 0041,Hervé Logé,M,Président,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2019-01-31,Conseil d'agglomération,CG19 0041,Christianne Cyrenne,F,Membre,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2019-01-31,Conseil d'agglomération,CG19 0041,Jean-François Dubuc,M,Membre,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2019-01-31,Conseil d'agglomération,CG19 0041,Alain Dufresne,M,Membre,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2019-01-31,Conseil d'agglomération,CG19 0041,Patrice Langevin,M,Membre,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2019-01-31,Conseil d'agglomération,CG19 0041,Ava L. Couch,F,Membre des municipalités liées,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2019-01-31,Conseil d'agglomération,CG19 0041,Erik Rolland,M,Membre des municipalités liées,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2019-01-31,Conseil d'agglomération,CG19 0041,Carl Minville,M,Membre des municipalités liées,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2019-01-31,Conseil d'agglomération,CG19 0041,Charles Sénékal,M,Membre des municipalités liées,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2019-01-31,Conseil d'agglomération,CG19 0042,Philippe Lambert,M,Membre,Conseil des arts de Montréal
2019-02-25,Conseil municipal,CM19 0161,Marie-Josée Parent,F,Membre,Les Arts et la Ville
2019-02-25,Conseil municipal,CM19 0161,Gina Tremblay,F,Membre,Les Arts et la Ville
2019-02-25,Conseil municipal,CM19 0162,Aranzazu Recalde,F,Membre,Conseil interculturel de Montréal
2019-02-25,Conseil municipal,CM19 0163,Xiya Ma,F,Membre,Conseil jeunesse de Montréal
2019-02-25,Conseil municipal,CM19 0163,Rizwan Ahmad Khan,M,Membre,Conseil jeunesse de Montréal
2019-03-25,Conseil municipal,CM19 0363,Marie-Chantal Lamothe,F,Vice-présidente,Commission de la fonction publique de Montréal
2019-03-28,Conseil d'agglomération,CG19 0167,Hubert M. Markwanda,M,Membre,Office municipal d'habitation de Montréal
2019-03-28,Conseil d'agglomération,CG19 0167,M'Baye Diagne,M,Membre,Office municipal d'habitation de Montréal
2019-03-28,Conseil d'agglomération,CG19 0167,Sylvie Crispo,F,Membre,Office municipal d'habitation de Montréal
2019-03-28,Conseil d'agglomération,CG19 0167,Christian Champagne,M,Président,Office municipal d'habitation de Montréal
2019-04-18,Conseil d'agglomération,CG19 0201,Micheline Rouleau,F,Membre,"Commission sur la culture, le patrimoine et les sports"
2019-04-18,Conseil d'agglomération,CG19 0201,Sue Montgomery,F,Membre,Commission sur le développement social et la diversité montréalaise
2019-04-18,Conseil d'agglomération,CG19 0201,Josefina Blanco,F,Membre,"Commission sur l'eau, l'environnement, le développement durable et les grands parcs"
2019-04-18,Conseil d'agglomération,CG19 0201,Christian Arsenault,M,Vice-président,Commission sur l'examen des contrats
2019-04-18,Conseil d'agglomération,CG19 0201,Christian Larocque,M,Membre,Commission sur l'examen des contrats
2019-04-18,Conseil d'agglomération,CG19 0201,Philippe Tomlinson,M,Membre,Commission sur les finances et l'administration
2019-04-18,Conseil d'agglomération,CG19 0201,Marie-Andrée Mauger,F,Membre,Commission sur les finances et l'administration
2019-04-18,Conseil d'agglomération,CG19 0201,Christine Gosselin,F,Membre,Commission sur le schéma d'aménagement et le développement de Montréal
2019-04-18,Conseil d'agglomération,CG19 0200,Caroline Bourgeois,F,Représentante de l'arrondissement,PME MTL Est-de-l'Île
2019-05-08,Comité exécutif,CE19 0804,Jean-François Parenteau,M,Membre,Union des municipalités du Québec - Conseil d'administration
2019-05-08,Comité exécutif,CE19 0804,Rosannie Filato,F,Membre,Union des municipalités du Québec - Conseil d'administration
2019-05-08,Comité exécutif,CE19 0804,Jean-François Parenteau,M,Membre,Union des municipalités du Québec - Comité exécutif
2019-05-08,Comité exécutif,CE19 0804,Rosannie Filato,F,Substitut,Union des municipalités du Qubéec - Comité exécutif
2019-05-13,Conseil municipal,CM19 0609,Patrick Marmen,M,Président,Comité Jacques-Viger
2019-05-13,Conseil municipal,CM19 0609,Jean Paré,M,Premier vice-président,Comité Jacques-Viger
2019-05-13,Conseil municipal,CM19 0609,Laurence Le Beux,F,Membre,Comité Jacques-Viger
2019-05-16,Conseil d'agglomération,CG19 0266,Christine Gosselin,F,Membre,Communauté métropolitaine de Montréal
2019-05-16,Conseil d'agglomération,CG19 0266,Giovanni Rapanà,M,Membre,Communauté métropolitaine de Montréal
2019-06-17,Conseil municipal,CM19 0792,Sébastien Oudin-Filipecki,M,Membe,Conseil jeunesse de Montréal
2019-07-03,Comité exécutif,CE19 1097,Denys Cyr,M,Membre,Commission du régime de retraite des cadres de la Ville de Montréal
2019-07-03,Comité exécutif,CE19 1097,Benoît Glorieux,M,Membre,Commission du régime de retraite des cols bleus de la Ville de Montréal
2019-07-03,Comité exécutif,CE19 1097,Nathalie Fillion,F,Membre,Commission du régime de retraite des pompiers de la Ville de Montréal
2019-07-03,Comité exécutif,CE19 1097,Benoît Glorieux,M,Membre,Commission du régime de retraite des fonctionnaires de la Ville de Montréal
2019-08-14,Comité exécutif,CE19 1321,Daisy Dedeian,F,Membre,Société du parc Jean-Drapeau
2019-08-20,Conseil municipal,CM19 0944,Andrée Fortin,F,Membre,Conseil des Montréalaises
2019-08-20,Conseil municipal,CM19 0944,Selma Tannouche Bennani,F,Membre,Conseil des Montréalaises
2019-08-20,Conseil municipal,CM19 0944,Sylvie Cajelait,F,Membre,Conseil des Montréalaises
2019-08-20,Conseil municipal,CM19 0944,Mélissa Gaboury,F,Membre,Conseil des Montréalaises
2019-08-20,Conseil municipal,CM19 0944,Stéphanie Viola-Plante,F,Membre,Conseil des Montréalaises
2019-08-20,Conseil municipal,CM19 0944,Marie-Ève Rancourt,F,Membre,Conseil des Montréalaises
2019-08-20,Conseil municipal,CM19 0944,Dorothy Alexandre,F,Présidente,Conseil des Montréalaises
2019-08-20,Conseil municipal,CM19 0944,Youla Pompilus-Touré,F,Vice-présidente,Conseil des Montréalaises
2019-08-21,Désignation par la mairesse,XXXX XXXX,Christine Gosselin,F,Membre,Conseil d'agglomération
2019-09-04,Comité exécutif,CE19 1398,Peggy Bach,F,Membre,Centre de prévention de la radicalisation menant à la violence
2019-09-04,Comité exécutif,CE19 1398,Johanne Derome,F,Membre,Centre de prévention de la radicalisation menant à la violence
2019-09-16,Conseil municipal,CM19 1005,Alice Miquet,F,Membre,Conseil jeunesse de Montréal
2019-09-16,Conseil municipal,CM19 1005,Anne Xuan-Lan Nguyen,F,Membre,Conseil jeunesse de Montréal
2019-09-16,Conseil municipal,CM19 1005,Rime Diany,F,Membre,Conseil jeunesse de Montréal
2019-09-16,Conseil municipal,CM19 1005,Pentcho Tchomakov,M,Membre,Conseil jeunesse de Montréal
2019-09-17,Conseil municipal,CM19 1049,Claudia Atomei,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2019-09-17,Conseil municipal,CM19 1049,Jean Caouette,M,Commissaire supplémentaire,Office de consultation publique de Montréal
2019-09-17,Conseil municipal,CM19 1049,Danielle Casara,F,Commissaire supplémentaire,Office de consultation publique de Montréal
