Date,Instance_politique ,Resolution,Nom,Genre,Titre_du_poste,Organisme
2016-10-24,Conseil municipal,CM16 1187,Alice Miquet,F,Membre,Conseil jeunesse de Montréal
2016-10-24,Conseil municipal,CM16 1187,Omid Danesh Shahraki,M,Membre,Conseil jeunesse de Montréal
2016-10-24,Conseil municipal,CM16 1188,Laurence Lavigne Lalonde,F,Vice-présidente,Commission sur les finances et l'administration
2016-10-24,Conseil municipal,CM16 1188,Peter McQueen,M,Vice-président,Commission sur le développement économique et urbain et l'habitation
2016-10-27,Conseil d'agglomération,CG16 0592,Georges Bourelle,M,Vice-président,Commission sur les finances et l'administration
2016-11-21,Conseil de Ville,CM16 1228,François Fournier,M,Deuxième vice-président,Conseil interculturel de Montréal
2016-11-21,Conseil de Ville,CM16 1228,Souleymane Guissé ,M,Membre,Conseil interculturel de Montréal
2016-11-21,Conseil de Ville,CM16 1228,Doina Sparionoapte,F,Membre,Conseil interculturel de Montréal
2016-11-21,Conseil de Ville,CM16 1228,Moussa Sène,M,Membre,Conseil interculturel de Montréal
2016-11-21,Conseil de Ville,CM16 1228,Sabine Sourias,F,Membre,Conseil interculturel de Montréal
2016-11-21,Conseil de Ville,CM16 1228,Marie-Aline Vadius,F,Présidente,Conseil interculturel de Montréal
2016-11-21,Conseil de Ville,CM16 1291,Peter Jacobs,M,Président,Conseil du patrimoine de Montréal
2016-12-07,Comité exécutif,CE16 1981,Anne P. Bergeron,F,Membre,Commission du régime de retraite des professionnels de la Ville de Montréal
2016-12-07,Comité exécutif,CE16 1981,André Pelletier,M,Membre indépendant,Commission du régime de retraite des fonctionnaires de la Ville de Montréal
2016-12-07,Comité exécutif,CE16 1981,Denis Chalut,M,Membre,Comité de retraite du régime complémentaire de retraite de l'Association des pompiers de Lasalle
2016-12-19,Conseil municipal,CE16 1400,François Marquette,M,Président,Conseil jeunesse de Montréal
2016-12-19,Conseil municipal,CE16 1400,Amina Janssen,F,Vice-Présidente,Conseil jeunesse de Montréal
2016-12-19,Conseil municipal,CE16 1400,Rami Habib,M,Membre,Conseil jeunesse de Montréal
2016-12-19,Conseil municipal,CM16 1508,Sophie Beaudoin,F,Deuxième vice-présidente,Comité Jacques-Viger
2016-12-19,Conseil municipal,CM16 1508,Isabelle Giasson,F,Membre,Comité Jacques-Viger
2016-12-19,Conseil municipal,CM16 1508,Patrick Marmen,M,Membre,Comité Jacques-Viger
2016-12-19,Conseil municipal,CM16 1507,Mary Deros,F,Maire suppléant,Conseil municipal
2016-12-22,Conseil d'agglomération,CG16 0759,Agathe Alie,F,Membre du conseil d'administration,Conseil des arts de Montréal
2017-01-23,Conseil municipal,CM17 0004,Magda Popeanu,F,Vice-présidente,Conseil municipal
2017-01-25,Comité exécutif,CE17 0085,Maxime Gagné,H,Membre externe,Comité de sélection - Règlement régissant la cuisine de rue
2017-01-25,Comité exécutif,CE17 0085,Nicole Anne Gagnon,F,Membre externe,Comité de sélection - Règlement régissant la cuisine de rue
2017-01-25,Comité exécutif,CE17 0085,Geneviève O'Gleman,F,Membre externe,Comité de sélection - Règlement régissant la cuisine de rue
2017-01-26,Conseil d'agglomération,CG17 0034,Hervé Logé,H,Président du comité,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2017-01-26,Conseil d'agglomération,CG17 0034,Alain Dufresne,H,Membre,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2017-01-26,Conseil d'agglomération,CG17 0034,Patrice Langevin,H,Membre,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2017-01-26,Conseil d'agglomération,CG17 0034,Christianne Cyrenne,F,Membre,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2017-01-26,Conseil d'agglomération,CG17 0034,Daniel Turcot,H,Membre,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2017-01-26,Conseil d'agglomération,CG17 0034,Ava L. Couch,F,Membre des municipalités liées,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2017-01-26,Conseil d'agglomération,CG17 0034,Carl Minville,H,Membre des municipalités liées,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2017-01-26,Conseil d'agglomération,CG17 0034,Charles Senekal,H,Membre des municipalités liées,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2017-01-26,Conseil d'agglomération,CG17 0034,Daniel Verner,H,Membre des municipalités liées,Comité technique sur l'entretien du réseau principal d'aqueduc et d'égoût 
2017-02-01,Comité exécutif,CE17 0097,Lionel Perez,H,Membre,Comité exécutif de l'UMQ
2017-02-01,Comité exécutif,CE17 0097,Lionel Perez,H,Membre,Conseil d'administration de l'UMQ 
2017-02-01,Comité exécutif,CE17 0097,Anie Samson,F,Membre,Conseil d'administration de l'UMQ 
2017-02-01,Comité exécutif,CE17 0097,Anie Samson,F,Substitut,Comité exécutif de l'UMQ
2017-02-15,Comité exécutif,CE17 0204,Jean Lévesque,H,Membre,Comité médical de l'Association de bienfaisance et de retraite des policiers et policières de la Ville de Montréal
2017-02-20,Conseil municipal,CM17 0200,Alena Prochazka,F,Vice-présidente,Conseil du patrimoine de Montréal
2017-02-20,Conseil municipal,CM17 0200,Nicole Valois,F,Deuxième vice-présidente,Conseil du patrimoine de Montréal
2017-02-20,Conseil municipal,CM17 0201,Luc Gagnon,H,Membre,Commission sur l'examen des contrats
2017-02-20,Conseil municipal,CM17 0201,Alain Vaillancourt,H,Membre,Commission sur les finances et l'administration
2017-02-20,Conseil municipal,CM17 0201,Sylvain Ouellet,H,Vice-président,Commission de la présidence
2017-03-08,Comité exécutif,CE17 0288,Johanne Brunet,F,Présidente,Société d'habitation et de développement de Montréal
2017-03-08,Comité exécutif,CE17 0288,Fabien Cournoyer,H,Membre,Société d'habitation et de développement de Montréal
2017-03-08,Comité exécutif,CE17 0288,Linton S. Garner,H,Membre,Société d'habitation et de développement de Montréal
2017-03-08,Comité exécutif,CE17 0288,Robert Juneau,H,Membre,Société d'habitation et de développement de Montréal
2017-03-08,Comité exécutif,CE17 0288,Alain Lapointe,H,Membre,Société d'habitation et de développement de Montréal
2017-03-08,Comité exécutif,CE17 0288,Ana Nunes,F,Membre,Société d'habitation et de développement de Montréal
2017-03-08,Comité exécutif,CE17 0288,Marie-José Roux Fauteux,F,Membre,Société d'habitation et de développement de Montréal
2017-03-08,Comité exécutif,CE17 0288,Guillaume Lavoie,H,Membre,Société d'habitation et de développement de Montréal
2017-04-25,Conseil municipal,CM17 0503,Mary Deros,F,Mairesse suppléante,Conseil municipal
2017-04-25,Conseil municipal,CM17 0504,Michel Rochefort,H,Membre ,Comité Jacques-Viger
2017-05-18,Comité exécutif,CE17 0807,Michel Bissonnet,H,Membre ,Conseil national d'administration de la FCM
2017-05-18,Comité exécutif,CE17 0807,Richard Celzi,H,Membre ,Conseil national d'administration de la FCM
2017-05-18,Comité exécutif,CE17 0807,Marie-Eve Brunet,F,Membre ,Conseil national d'administration de la FCM
2017-05-15,Conseil municipal,CM17 0632,Priscilla Ananian,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2017-05-15,Conseil municipal,CM17 0632,Bruno-Serge Boucher,H,Commissaire supplémentaire,Office de consultation publique de Montréal
2017-05-15,Conseil municipal,CM17 0632,Christian Giguère,H,Commissaire supplémentaire,Office de consultation publique de Montréal
2017-05-15,Conseil municipal,CM17 0632,Danielle Sauvage,F,Commissaire supplémentaire,Office de consultation publique de Montréal
2017-05-15,Conseil municipal,CM17 0632,Jean-François Thuot,H,Commissaire supplémentaire,Office de consultation publique de Montréal
2017-05-18,Conseil d'agglomération,CG17 0216,Gideon Arthurs,H,Membre du conseil d'administration,Conseil des arts de Montréal
2017-05-18,Conseil d'agglomération,CG17 0216,Madeleine Féquière,F,Première vice-présidente,Conseil des arts de Montréal
2017-05-18,Conseil d'agglomération,CG17 0216,Jan-Fryderyk Pleszczynski,H,Président,Conseil des arts de Montréal
2017-05-18,Conseil d'agglomération,CG17 0216,Hugues Sweeney,H,Président du comité des arts numériques,Conseil des arts de Montréal
2017-05-18,Conseil d'agglomération,CG17 0216,Johanne Turbide,F,Membre,Conseil des arts de Montréal
2017-06-12,Conseil municipal,CM17 0824,Micheline Van-Erum,F,Vice-présidente,Commission de la fonction publique de Montréal
2017-06-15,Conseil d'agglomération,CG17 0290,Elsie Lefebvre,F,Membre,Conseil d'administration de la Société de transport de Montréal
2017-06-15,Conseil d'agglomération,CG17 0290,Elsie Lefebvre,F,Vice-présidente,Conseil d'administration de la Société de transport de Montréal
2017-08-02,Comité exécutif,CE17 1255,Anne Bergeron,F,Représentante de la Ville,Commission du régime de retraite des cadres de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Alain Langlois,M,Représentant de la Ville,Commission du régime de retraite des cadres de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Lucie St-Jean,F,Représentante de la Ville,Commission du régime de retraite des cadres de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,David Bélanger,H,Représentant de la Ville,Commission du régime de retraite des cols bleus de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Alain Langlois,H,Représentant de la Ville,Commission du régime de retraite des cols bleus de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Lucie St-Jean,F,Représentante de la Ville,Commission du régime de retraite des cols bleus de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Alain Langlois,H,Représentant de la Ville,Commission du régime de retraite des contramaîtres de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Lucie St-Jean,F,Représentante de la Ville,Commission du régime de retraite des contramaîtres de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,David Bélanger,H,Représentant de la Ville,Commission du régime de retraite des fonctionnaires de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Alain Langlois,H,Représentant de la Ville,Commission du régime de retraite des fonctionnaires de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Lucie St-Jean,F,Représentante de la Ville,Commission du régime de retraite des fonctionnaires de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Lucie St-Jean,F,Représentante de la Ville,Commission du régime de retraite des pompiers de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Olivier Roberge,H,Représentant de la Ville,Commission du régime de retraite des professionnels de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Alain Langlois,H,Représentant de la Ville,Commission du régime de retraite des professionnels de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Normand Lapointe,H,Représentant de la Ville,Commission du régime de retraite des professionnels de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Lucie St-Jean,F,Représentante de la Ville,Commission du régime de retraite des professionnels de la Ville de Montréal
2017-08-02,Comité exécutif,CE17 1255,Louis Monette,F,Membre indépendant,Commission du régime de retraite des professionnels de la Ville de Montréal
2017-08-22,Conseil municipal,CM17 1067,Mary Deros,F,Maire suppléante,Conseil municipal
2017-08-24,Conseil d'agglomération,CG17 0404,Hannah Claus,F,Membre indépendant,Conseil d'administration du Conseil des arts de Montréal
2017-09-13,Comité exécutif,CE17 1625,Kathryn Verville-Provencher,F,Membre,Conseil jeunesse de Montréal
2017-09-13,Comité exécutif,CE17 1625,Jessica Condemi,F,Membre,Conseil jeunesse de Montréal
2017-09-20,Comité exécutif,CM17 1175,Anuradha Dugal,F,Membre,Conseil des Montréalaises
2017-09-20,Comité exécutif,CM17 1175,Jeannette Uwantege,F,Membre,Conseil des Montréalaises
2017-09-20,Comité exécutif,CM17 1175,Mélissa Côté-Douyon,F,Membre,Conseil des Montréalaises
2017-09-20,Comité exécutif,CM17 1175,Dorothy Alexandre,F,Présidente,Conseil des Montréalaises
2017-09-20,Comité exécutif,CM17 1175,Youla Pompilus-Touré,F,Vice-présidente,Conseil des Montréalaises
2017-09-28,Conseil d'agglomération,CG17 0524,Lise Guillemette,F,Membre indépendant,Conseil d'administration de l'Office municipale d'habitation de Montréal
2017-10-04,Comité exécutif,CE17 1770,Olivier Roberge,M,Représentant de la Ville,Commission du régime de retraite des pompiers de la Ville de Montréal
2017-11-27,Conseil municipal,CM17 1280,Sterling Downey,M,Vice-président,Conseil municipal
2017-11-27,Conseil municipal,CM17 1342,Sue Montgomery,F,Mairesse suppléante,Conseil municipal
2017-11-27,Conseil municipal,CM17 1279,Cathy Wong,F,Présidente du conseil,Conseil municipal
2017-11-27,Conseil municipal,CM17 1343,Mary Deros,F,Membre,Commission permanente sur la présidence du conseil
2017-11-27,Conseil municipal,CM17 1343,Chantal Rossi,F,Membre,Commission permanente sur la présidence du conseil
2017-11-27,Conseil municipal,CM17 1343,Andrée Hénault,F,Membre,Commission permanente sur la présidence du conseil
2017-11-27,Conseil municipal,CM17 1343,Jérôme Normand,M,Membre,Commission permanente sur la présidence du conseil
2017-11-27,Conseil municipal,CM17 1343,Normand Marinacci,M,Membre,Commission permanente sur la présidence du conseil
2017-11-27,Conseil municipal,CM17 1343,Sue Montgomery,F,Membre,Commission permanente sur la présidence du conseil
2017-11-27,Conseil municipal,CM17 1343,Christine Gosselin,F,Membre,Commission permanente sur la présidence du conseil
2017-11-27,Conseil municipal,CM17 1343,Jocelyn Pauzé,M,Membre,Commission permanente sur la présidence du conseil
2017-11-27,Conseil municipal,CM17 1343,Cathy Wong,F,Présidente,Commission permanente sur la présidence du conseil
2017-11-27,Conseil municipal,CM17 1343,Sterling Downey,M,Vice-président,Commission permanente sur la présidence du conseil
2017-11-27,Conseil municipal,CM17 1343,François Limoges,M,Vice-président,Commission permanente sur la présidence du conseil
2017-11-30,Conseil d'agglomération,CG17 0549,Karine Boivin-Roy,F,Membre,Commission permanente sur le schéma d'aménagement et de développement de Montréal
2017-11-30,Conseil d'agglomération,CG17 0549,Nathalie Goulet,F,Membre,Commission permanente sur le schéma d'aménagement et de développement de Montréal
2017-11-30,Conseil d'agglomération,CG17 0549,Philipe Tomlinson,M,Membre,Commission permanente sur le schéma d'aménagement et de développement de Montréal
2017-11-30,Conseil d'agglomération,CG17 0549,Rosannie Filato,F,Membre,Commission permanente sur le schéma d'aménagement et de développement de Montréal
2017-11-30,Conseil d'agglomération,CG17 0549,Georges Bourelle,M,Membre,Commission permanente sur le schéma d'aménagement et de développement de Montréal
2017-11-30,Conseil d'agglomération,CG17 0549,Pierre Lessard-Blais,M,Président,Commission permanente sur le schéma d'aménagement et de développement de Montréal
2017-11-30,Conseil d'agglomération,CG17 0549,Paola Hawa,F,Vice-présidente,Commission permanente sur le schéma d'aménagement et de développement de Montréal
2017-11-30,Conseil d'agglomération,CG17 0549,Michèle Flannery,F,Membre,Commission permanente de la sécurité publique
2017-11-30,Conseil d'agglomération,CG17 0549,Josefina Blanco,F,Membre,Commission permanente de la sécurité publique
2017-11-30,Conseil d'agglomération,CG17 0549,Julie-Pascale Provost,F,Membre,Commission permanente de la sécurité publique
2017-11-30,Conseil d'agglomération,CG17 0549,Luc Gagnon,M,Membre,Commission permanente de la sécurité publique
2017-11-30,Conseil d'agglomération,CG17 0549,John Belvedere,M,Membre,Commission permanente de la sécurité publique
2017-11-30,Conseil d'agglomération,CG17 0549,Alex Norris,M,Président,Commission permanente de la sécurité publique
2017-11-30,Conseil d'agglomération,CG17 0549,Philippe Roy,M,Vice-président,Commission permanente de la sécurité publique
2017-11-30,Conseil d'agglomération,CG17 0549,Abdelhaq Sari,M,Vice-président,Commission permanente de la sécurité publique
2017-11-30,Conseil d'agglomération,CG17 0549,Chantal Rossi,F,Membre,"Commission permanente mixte sur la culture, le patrimoine et les sports"
2017-11-30,Conseil d'agglomération,CG17 0549,Michèle Flannery,F,Membre,"Commission permanente mixte sur la culture, le patrimoine et les sports"
2017-11-30,Conseil d'agglomération,CG17 0549,Younes Boukala,M,Membre,"Commission permanente mixte sur la culture, le patrimoine et les sports"
2017-11-30,Conseil d'agglomération,CG17 0549,Jocelyn Pauzé,M,Membre,"Commission permanente mixte sur la culture, le patrimoine et les sports"
2017-11-30,Conseil d'agglomération,CG17 0549,Alain Vaillancourt,M,Membre,"Commission permanente mixte sur la culture, le patrimoine et les sports"
2017-11-30,Conseil d'agglomération,CG17 0549,Stéphanie Watt,F,Membre,"Commission permanente mixte sur la culture, le patrimoine et les sports"
2017-11-30,Conseil d'agglomération,CG17 0549,Mindy Pollak,F,Membre,"Commission permanente mixte sur la culture, le patrimoine et les sports"
2017-11-30,Conseil d'agglomération,CG17 0549,Alex Bottausci,M,Membre,"Commission permanente mixte sur la culture, le patrimoine et les sports"
2017-11-30,Conseil d'agglomération,CG17 0549,Anne-Marie Sigouin,F,Présidente,"Commission permanente mixte sur la culture, le patrimoine et les sports"
2017-11-30,Conseil d'agglomération,CG17 0549,Frantz Benjamin,M,Vice-président,"Commission permanente mixte sur la culture, le patrimoine et les sports"
2017-11-30,Conseil d'agglomération,CG17 0549,Robert Coutu,M,Vice-président,"Commission permanente mixte sur la culture, le patrimoine et les sports"
2017-11-30,Conseil d'agglomération,CG17 0549,Yves Gignac,M,Membre,Commmission permanente mixte sur le développement économique et urbain et l'habitation
2017-11-30,Conseil d'agglomération,CG17 0549,Maeva Vilain,F,Membre,Commmission permanente mixte sur le développement économique et urbain et l'habitation
2017-11-30,Conseil d'agglomération,CG17 0549,Fanny Magini,F,Membre,Commmission permanente mixte sur le développement économique et urbain et l'habitation
2017-11-30,Conseil d'agglomération,CG17 0549,Giuliana Fumagalli,F,Membre,Commmission permanente mixte sur le développement économique et urbain et l'habitation
2017-11-30,Conseil d'agglomération,CG17 0549,Lise Zarac,F,Membre,Commmission permanente mixte sur le développement économique et urbain et l'habitation
2017-11-30,Conseil d'agglomération,CG17 0549,Véronique Tremblay,F,Membre,Commmission permanente mixte sur le développement économique et urbain et l'habitation
2017-11-30,Conseil d'agglomération,CG17 0549,Yves Sarault,M,Membre,Commmission permanente mixte sur le développement économique et urbain et l'habitation
2017-11-30,Conseil d'agglomération,CG17 0549,Alex Bottausci,M,Membre,Commmission permanente mixte sur le développement économique et urbain et l'habitation
2017-11-30,Conseil d'agglomération,CG17 0549,Richard Ryan,M,Président,Commmission permanente mixte sur le développement économique et urbain et l'habitation
2017-11-30,Conseil d'agglomération,CG17 0549,Dominic Perri,M,Vice-président,Commmission permanente mixte sur le développement économique et urbain et l'habitation
2017-11-30,Conseil d'agglomération,CG17 0549,Robert Coutu,M,Vice-président,Commmission permanente mixte sur le développement économique et urbain et l'habitation
2017-11-30,Conseil d'agglomération,CG17 0549,Suzanne Décarie,F,Membre,Commission permanente mixte sur le développement social et la diversité montréalaise
2017-11-30,Conseil d'agglomération,CG17 0549,Benoit Langevin,M,Membre,Commission permanente mixte sur le développement social et la diversité montréalaise
2017-11-30,Conseil d'agglomération,CG17 0549,Mindy Pollak,F,Membre,Commission permanente mixte sur le développement social et la diversité montréalaise
2017-11-30,Conseil d'agglomération,CG17 0549,Younes Boukala,M,Membre,Commission permanente mixte sur le développement social et la diversité montréalaise
2017-11-30,Conseil d'agglomération,CG17 0549,Sterling Downey,M,Membre,Commission permanente mixte sur le développement social et la diversité montréalaise
2017-11-30,Conseil d'agglomération,CG17 0549,Josefina Blanco,F,Membre,Commission permanente mixte sur le développement social et la diversité montréalaise
2017-11-30,Conseil d'agglomération,CG17 0549,Nancy Blanchet,F,Membre,Commission permanente mixte sur le développement social et la diversité montréalaise
2017-11-30,Conseil d'agglomération,CG17 0549,Alex Bottausci,M,Membre,Commission permanente mixte sur le développement social et la diversité montréalaise
2017-11-30,Conseil d'agglomération,CG17 0549,Sophie Thiébaut,F,Présidente,Commission permanente mixte sur le développement social et la diversité montréalaise
2017-11-30,Conseil d'agglomération,CG17 0549,Dimitrios (Jim) Beis,M,Vice-président,Commission permanente mixte sur le développement social et la diversité montréalaise
2017-11-30,Conseil d'agglomération,CG17 0549,Robert Coutu,M,Vice-président,Commission permanente mixte sur le développement social et la diversité montréalaise
2017-11-30,Conseil d'agglomération,CG17 0549,Christine Black,F,Membre,"Commission permanente mixte sur l'eau, l'environnement, le développement durable et les grands parcs"
2017-11-30,Conseil d'agglomération,CG17 0549,Gilles Déziel,M,Membre,"Commission permanente mixte sur l'eau, l'environnement, le développement durable et les grands parcs"
2017-11-30,Conseil d'agglomération,CG17 0549,Stéphanie Watt,F,Membre,"Commission permanente mixte sur l'eau, l'environnement, le développement durable et les grands parcs"
2017-11-30,Conseil d'agglomération,CG17 0549,Sophie Mauzerolle,F,Membre,"Commission permanente mixte sur l'eau, l'environnement, le développement durable et les grands parcs"
2017-11-30,Conseil d'agglomération,CG17 0549,Lisa Christensen,F,Membre,"Commission permanente mixte sur l'eau, l'environnement, le développement durable et les grands parcs"
2017-11-30,Conseil d'agglomération,CG17 0549,Christian Larocque,M,Membre,"Commission permanente mixte sur l'eau, l'environnement, le développement durable et les grands parcs"
2017-11-30,Conseil d'agglomération,CG17 0549,Jérôme Normand,M,Membre,"Commission permanente mixte sur l'eau, l'environnement, le développement durable et les grands parcs"
2017-11-30,Conseil d'agglomération,CG17 0549,Philippe Roy,M,Membre,"Commission permanente mixte sur l'eau, l'environnement, le développement durable et les grands parcs"
2017-11-30,Conseil d'agglomération,CG17 0549,Maja Vodanovic,F,Présidente,"Commission permanente mixte sur l'eau, l'environnement, le développement durable et les grands parcs"
2017-11-30,Conseil d'agglomération,CG17 0549,Chantal Rouleau,F,Vice-présidente,"Commission permanente mixte sur l'eau, l'environnement, le développement durable et les grands parcs"
2017-11-30,Conseil d'agglomération,CG17 0549,Maria Tutino,F,Vice-présidente,"Commission permanente mixte sur l'eau, l'environnement, le développement durable et les grands parcs"
2017-11-30,Conseil d'agglomération,CG17 0549,Giovanni Rapana,M,Membre,Commission permanente mixte sur l'examen des contrats
2017-11-30,Conseil d'agglomération,CG17 0549,Fanny Magini,F,Membre,Commission permanente mixte sur l'examen des contrats
2017-11-30,Conseil d'agglomération,CG17 0549,Luc Gagnon,M,Membre,Commission permanente mixte sur l'examen des contrats
2017-11-30,Conseil d'agglomération,CG17 0549,Micheline Rouleau,F,Membre,Commission permanente mixte sur l'examen des contrats
2017-11-30,Conseil d'agglomération,CG17 0549,Lili-Anne Tremblay,F,Membre,Commission permanente mixte sur l'examen des contrats
2017-11-30,Conseil d'agglomération,CG17 0549,Robert Samoszewki,M,Membre,Commission permanente mixte sur l'examen des contrats
2017-11-30,Conseil d'agglomération,CG17 0549,Christian Arsenault,M,Membre,Commission permanente mixte sur l'examen des contrats
2017-11-30,Conseil d'agglomération,CG17 0549,Julie Brisebois,F,Membre,Commission permanente mixte sur l'examen des contrats
2017-11-30,Conseil d'agglomération,CG17 0549,Karine Boivin-Roy,F,Présidente,Commission permanente mixte sur l'examen des contrats
2017-11-30,Conseil d'agglomération,CG17 0549,Émilie Thuillier,F,Vice-présidente,Commission permanente mixte sur l'examen des contrats
2017-11-30,Conseil d'agglomération,CG17 0549,Paola Hawa,F,Vice-présidente,Commission permanente mixte sur l'examen des contrats
2017-11-30,Conseil d'agglomération,CG17 0549,Richard Guay,M,Membre,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Laurence Lavigne Lalonde,F,Membre,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Alain Vaillancourt,M,Membre,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Peter McQueen,M,Membre,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Lisa Christensen,F,Membre,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Micheline Rouleau,F,Membre,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Valérie Patreau,F,Membre,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Suzie Miron,F,Membre,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Christina Smith,F,Membre,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Richard Deschamps,M,Président,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Alan DeSousa,M,Vice-président,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Georges Bourelle,M,Vice-président,Commission permanente mixte sur les finances et l'administration
2017-11-30,Conseil d'agglomération,CG17 0549,Mary Deros,F,Membre,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Robert Samoszewki,M,Membre,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Yves Sarault,M,Membre,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Nathalie Pierre-Antoine,F,Membre,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Alain Vaillancourt,M,Membre,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Maeva Vilain,F,Membre,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Christian Arsenault,M,Membre,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Mitchel Brownstein,M,Membre,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Michel Gibson,M,Membre,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Manon Barbe,F,Présidente,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Marie-Andrée Mauger,F,Vice-présidente,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Patricia Lattanzio,F,Vice-présidente,Commission permanente mixte sur l'inspecteur général
2017-11-30,Conseil d'agglomération,CG17 0549,Hadrien Parizeau,M,Membre,Commission permanente mixte sur le transport et les travaux publics
2017-11-30,Conseil d'agglomération,CG17 0549,Peter McQueen,M,Membre,Commission permanente mixte sur le transport et les travaux publics
2017-11-30,Conseil d'agglomération,CG17 0549,Marie-Andrée Mauger,F,Membre,Commission permanente mixte sur le transport et les travaux publics
2017-11-30,Conseil d'agglomération,CG17 0549,Christian Larocque,M,Membre,Commission permanente mixte sur le transport et les travaux publics
2017-11-30,Conseil d'agglomération,CG17 0549,Valérie Patreau,F,Membre,Commission permanente mixte sur le transport et les travaux publics
2017-11-30,Conseil d'agglomération,CG17 0549,Marianne Giguère,F,Membre,Commission permanente mixte sur le transport et les travaux publics
2017-11-30,Conseil d'agglomération,CG17 0549,Pierre L'Heureux,M,Membre,Commission permanente mixte sur le transport et les travaux publics
2017-11-30,Conseil d'agglomération,CG17 0549,Michel Gibson,M,Membre,Commission permanente mixte sur le transport et les travaux publics
2017-11-30,Conseil d'agglomération,CG17 0549,Marie Plourde,F,Présidente,Commission permanente mixte sur le transport et les travaux publics
2017-11-30,Conseil d'agglomération,CG17 0549,Aref Salem,M,Vice-président,Commission permanente mixte sur le transport et les travaux publics
2017-11-30,Conseil d'agglomération,CG17 0549,Paola Hawa,F,Vice-présidente,Commission permanente mixte sur le transport et les travaux publics
2017-11-30,Conseil d'agglomération,CG17 0547,Craig Sauvé,M,Vice-président,Conseil d'administration de la Société de transport de Montréal
2017-11-30,Conseil d'agglomération,CG17 0547,Francesco Miele,M,Membre,Conseil d'administration de la Société de transport de Montréal
2017-11-30,Conseil d'agglomération,CG17 0547,Marie Plourde,F,Membre,Conseil d'administration de la Société de transport de Montréal
2017-11-30,Conseil d'agglomération,CG17 0547,Marvin Rotrand,M,Membre,Conseil d'administration de la Société de transport de Montréal
